Complaint Number,Status,Date Entered,House Number,House Street,BIN,Community Board,Special District,Complaint Category,Unit,Disposition Date,Disposition Code,Inspection Date,DOBRunDate
2182493,CLOSED,02/26/2013,1380        ,UNIVERSITY AVENUE               ,2003556,204,   ,63,ELEVR,02/26/2013,H1,02/26/2013,2013-02-27 00:00:00
2182429,CLOSED,02/24/2013,1380        ,UNIVERSITY AVENUE               ,2003556,204,   ,63,ELEVR,02/26/2013,H1,02/26/2013,2013-02-27 00:00:00
2182126,CLOSED,02/15/2013,1380        ,UNIVERSITY AVENUE               ,2003556,204,   ,63,ELEVR,02/26/2013,H1,02/26/2013,2013-02-27 00:00:00
2182539,ACTIVE,02/26/2013,1380        ,UNIVERSITY AVENUE               ,2003556,204,   ,62,ERT  ,,  ,,2013-02-27 00:00:00
2180643,CLOSED,01/02/2013,820         ,MANIDA STREET                   ,2005960,202,   ,29,BRONX,02/26/2013,I2,02/21/2013,2013-02-27 00:00:00
2182534,ACTIVE,02/26/2013,1800        ,DAVIDSON AVENUE                 ,2008371,205,   ,63,ELEVR,,  ,,2013-02-27 00:00:00
2105915,CLOSED,10/19/2007,1950        ,DALY AVENUE                     ,2010702,206,   ,67,C & D,02/26/2013,L2,02/26/2013,2013-02-27 00:00:00
2182382,CLOSED,02/22/2013,4413        ,3 AVENUE                        ,2011536,206,   ,1D,ELCTR,02/26/2013,A8,02/25/2013,2013-02-27 00:00:00
2182229,CLOSED,02/19/2013,2085        ,VALENTINE AVENUE                ,2013541,205,   ,63,ELEVR,02/26/2013,A1,02/25/2013,2013-02-27 00:00:00
2182475,CLOSED,02/25/2013,2085        ,VALENTINE AVENUE                ,2013541,205,   ,63,ELEVR,02/26/2013,H1,02/25/2013,2013-02-27 00:00:00
2182259,CLOSED,02/20/2013,2085        ,VALENTINE AVENUE                ,2013541,205,   ,63,ELEVR,02/26/2013,H1,02/25/2013,2013-02-27 00:00:00
2178719,CLOSED,10/27/2012,253         ,EAST 181 STREET                 ,2013542,205,   ,09,BRONX,02/26/2013,A8,02/13/2013,2013-02-27 00:00:00
2182528,ACTIVE,02/26/2013,2395        ,VALENTINE AVENUE                ,2013580,205,   ,63,ELEVR,,  ,,2013-02-27 00:00:00
2182530,ACTIVE,02/26/2013,1183        ,GERARD AVENUE                   ,2003001,204,   ,45,BRONX,,  ,,2013-02-27 00:00:00
2176271,CLOSED,08/09/2012,1202        ,SPOFFORD AVENUE                 ,2006595,202,   ,63,ELEVR,02/26/2013,H1,02/22/2013,2013-02-27 00:00:00
2176207,CLOSED,08/08/2012,1202        ,SPOFFORD AVENUE                 ,2006595,202,   ,63,ELEVR,02/26/2013,H1,02/22/2013,2013-02-27 00:00:00
2180217,CLOSED,12/14/2012,1202        ,SPOFFORD AVENUE                 ,2006595,202,   ,63,ELEVR,02/26/2013,H1,02/22/2013,2013-02-27 00:00:00
2175911,CLOSED,07/31/2012,1202        ,SPOFFORD AVENUE                 ,2006595,202,   ,63,ELEVR,02/26/2013,I2,02/22/2013,2013-02-27 00:00:00
2178588,CLOSED,10/22/2012,636         ,MANIDA STREET                   ,2006667,202,   ,29,BRONX,02/26/2013,A8,12/26/2012,2013-02-27 00:00:00
2182490,CLOSED,02/26/2013,636         ,MANIDA STREET                   ,2006667,202,   ,29,BRONX,02/26/2013,A6,02/21/2013,2013-02-27 00:00:00
2182517,ACTIVE,02/26/2013,250         ,EAST GUNHILL ROAD               ,2018220,207,   ,63,ELEVR,,  ,,2013-02-27 00:00:00
2182486,ACTIVE,02/26/2013,2413        ,BUCK STREET                     ,2042223,210,   ,71,BRONX,,  ,,2013-02-27 00:00:00
2182484,ACTIVE,02/26/2013,2334        ,BOSTON ROAD                     ,2050046,211,   ,63,ELEVR,,  ,,2013-02-27 00:00:00
1343912,CLOSED,02/26/2013,855         ,GRESHAM ROAD                    ,1086333,101,   ,2E,BEST ,02/26/2013,P6,02/26/2013,2013-02-27 00:00:00
3425504,CLOSED,09/28/2012,42          ,WEST STREET                     ,3337640,301,   ,4C,EXCAV,02/26/2013,L3,02/26/2013,2013-02-27 00:00:00
2182482,ACTIVE,02/26/2013,655         ,EAST 234 STREET                 ,2068076,212,   ,58,BOILR,,  ,,2013-02-27 00:00:00
2182506,ACTIVE,02/26/2013,4353        ,BRONX BOULEVARD                 ,2069561,212,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
2182505,ACTIVE,02/26/2013,4353        ,BRONX BOULEVARD                 ,2069561,212,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
2182494,ACTIVE,02/26/2013,2838        ,LASALLE AVENUE                  ,2073638,210,   ,85,BRONX,,  ,,2013-02-27 00:00:00
2182522,CLOSED,02/26/2013,3411        ,IRWIN AVENUE                    ,2083678,208,   ,18,ERT  ,02/26/2013,F3,02/26/2013,2013-02-27 00:00:00
2182521,ACTIVE,02/26/2013,40          ,WEST TREMONT AVENUE             ,2098721,205,   ,63,ELEVR,,  ,,2013-02-27 00:00:00
3427940,CLOSED,10/25/2012,1408        ,AVENUE O                        ,3394251,314,   ,58,BOILR,02/26/2013,C2,02/20/2013,2013-02-27 00:00:00
3437323,ACTIVE,02/26/2013,142         ,JORALEMON STREET                ,3002538,302,   ,23,SCFLD,,  ,,2013-02-27 00:00:00
3437239,ACTIVE,02/26/2013,60          ,COURT STREET                    ,3002552,302,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3436862,ACTIVE,02/20/2013,333         ,CLINTON STREET                  ,3003943,306,   ,59,ELCTR,02/26/2013,C1,02/22/2013,2013-02-27 00:00:00
3433222,CLOSED,01/03/2013,268         ,3 AVENUE                        ,3007348,306,   ,15,BKLYN,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
4539949,ACTIVE,02/02/2013,91-22       ,175 STREET                      ,4537580,412,   ,15,STALL,02/26/2013,E9,02/26/2013,2013-02-27 00:00:00
1343892,CLOSED,02/26/2013,371         ,BROADWAY                        ,1001937,101,   ,21,BEST ,02/26/2013,L1,02/26/2013,2013-02-27 00:00:00
3415924,CLOSED,06/21/2012,295         ,BROADWAY                        ,3388490,301,   ,74,BKLYN,02/26/2013,I2,02/22/2013,2013-02-27 00:00:00
1343845,CLOSED,02/25/2013,8           ,SPRING STREET                   ,1007139,102,   ,10,SCFLD,02/26/2013,I2,02/26/2013,2013-02-27 00:00:00
1329727,CLOSED,07/20/2012,278         ,WEST 11 STREET                  ,1011306,102,   ,14,EXCAV,02/26/2013,L2,02/13/2012,2013-02-27 00:00:00
1343894,ACTIVE,02/26/2013,16          ,WEST 23 STREET                  ,1015569,105,   ,74,MAN.,,  ,,2013-02-27 00:00:00
1337684,CLOSED,11/19/2012,15          ,WEST 23 STREET                  ,1015583,105,   ,45,MAN.,02/26/2013,I2,02/19/2013,2013-02-27 00:00:00
1341807,CLOSED,01/22/2013,250         ,WEST 54 STREET                  ,1024842,105,   ,04,ERT  ,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
1343901,ACTIVE,02/26/2013,204         ,WEST 92 STREET                  ,1033596,107,   ,37,ERT  ,,  ,,2013-02-27 00:00:00
1343279,CLOSED,02/13/2013,22          ,WEST 48 STREET                  ,1034491,105,   ,04,ERT  ,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
1343781,CLOSED,02/23/2013,271         ,WEST 119 STREET                 ,1058443,110,   ,77,SPOPS,02/26/2013,I2,02/26/2013,2013-02-27 00:00:00
1343934,ACTIVE,02/26/2013,609         ,WEST 137 STREET                 ,1062265,109,   ,05,MAN.,,  ,,2013-02-27 00:00:00
1343938,ACTIVE,02/26/2013,2           ,BROADWAY TERRACE                ,1064115,112,   ,05,MAN.,,  ,,2013-02-27 00:00:00
1343907,ACTIVE,02/26/2013,49          ,WALKER STREET                   ,1075671,101,   ,84,FEU  ,,  ,,2013-02-27 00:00:00
5100543,CLOSED,10/24/2012,20          ,SPRAGUE AVENUE                  ,5135800,503,   ,05,ST.IS,02/26/2013,A8,02/25/2013,2013-02-27 00:00:00
1343905,ACTIVE,02/26/2013,1123        ,1 AVENUE                        ,1078371,108,   ,58,BOILR,,  ,,2013-02-27 00:00:00
1343871,CLOSED,02/25/2013,270         ,1 AVENUE                        ,1082877,106,   ,37,ERT  ,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
2182425,CLOSED,02/24/2013,2749        ,UNIVERSITY AVENUE               ,2015270,208,   ,10,ERT  ,02/26/2013,A8,02/25/2013,2013-02-27 00:00:00
2182423,CLOSED,02/24/2013,2100        ,WATSON AVENUE                   ,2026378,209,   ,66,PLUMB,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
2182541,ACTIVE,02/26/2013,1541        ,WILLIAMSBRIDGE ROAD             ,2044269,211,   ,63,ELEVR,,  ,,2013-02-27 00:00:00
2182513,ACTIVE,02/26/2013,2330        ,EASTCHESTER ROAD                ,2050824,211,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
2182516,ACTIVE,02/26/2013,3040        ,YOUNG AVENUE                    ,2056130,211,   ,55,BRONX,,  ,,2013-02-27 00:00:00
2182496,CLOSED,02/26/2013,3904        ,WHITE PLAINS ROAD               ,2063319,212,   ,4J,ERT  ,02/26/2013,MA,02/22/2012,2013-02-27 00:00:00
3437264,ACTIVE,02/26/2013,434         ,41 STREET                       ,3010730,307,   ,45,BKLYN,,  ,,2013-02-27 00:00:00
3426048,CLOSED,10/05/2012,461         ,3 STREET                        ,3021030,306,   ,45,BKLYN,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
2182524,ACTIVE,02/26/2013,1767        ,SOUTHERN BOULEVARD              ,2088300,203,   ,83,BRONX,,  ,,2013-02-27 00:00:00
2175167,CLOSED,07/10/2012,2350        ,VALENTINE AVENUE                ,2013437,205,   ,63,ELEVR,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
2177142,CLOSED,09/06/2012,314         ,EAST 187 STREET                 ,2013457,205,   ,45,BRONX,02/26/2013,C4,02/13/2013,2013-02-27 00:00:00
2182531,ACTIVE,02/26/2013,1405        ,ROSEDALE AVENUE                 ,2028121,209,   ,4F,SCFLD,,  ,,2013-02-27 00:00:00
2182355,CLOSED,02/21/2013,1405        ,ROSEDALE AVENUE                 ,2028121,209,   ,23,SCFLD,02/26/2013,L1,02/22/2013,2013-02-27 00:00:00
2182533,ACTIVE,02/26/2013,1435        ,PARKER STREET                   ,2041587,210,   ,45,BRONX,,  ,,2013-02-27 00:00:00
2182519,ACTIVE,02/26/2013,1435        ,PARKER STREET                   ,2041587,210,   ,71,BRONX,,  ,,2013-02-27 00:00:00
2182501,CLOSED,02/26/2013,3601        ,BOSTON ROAD                     ,2065574,212,   ,4J,ERT  ,02/26/2013,MK,02/23/2013,2013-02-27 00:00:00
2182374,CLOSED,02/22/2013,640         ,WEST 232 STREET                 ,2083461,208,   ,94,PLUMB,02/26/2013,A8,02/25/2013,2013-02-27 00:00:00
2182510,ACTIVE,02/26/2013,4547        ,THIRD AVENUE                    ,2094629,206,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3437304,CLOSED,02/26/2013,385         ,BRIDGE ST                       ,3000288,302,   ,2E,BEST ,02/26/2013,P6,02/26/2013,2013-02-27 00:00:00
3437303,CLOSED,02/26/2013,383         ,BRIDGE ST                       ,3000289,302,   ,2E,BEST ,02/26/2013,P6,02/26/2013,2013-02-27 00:00:00
3437302,CLOSED,02/26/2013,381         ,BRIDGE ST                       ,3000290,302,   ,2E,BEST ,02/26/2013,P6,02/26/2013,2013-02-27 00:00:00
3437330,ACTIVE,02/26/2013,100         ,WILLOUGHBY STREET               ,3000295,302,   ,04,ERT  ,,  ,,2013-02-27 00:00:00
3437292,CLOSED,02/26/2013,5200        ,1 AVENUE                        ,3013795,307,IBZ,4F,SCFLD,02/26/2013,A8,02/25/2013,2013-02-27 00:00:00
3436896,CLOSED,02/21/2013,731         ,57 STREET                       ,3015560,307,   ,31,BKLYN,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
3437209,ACTIVE,02/26/2013,370         ,BUTLER STREET                   ,3019154,306,   ,45,BKLYN,,  ,,2013-02-27 00:00:00
3436803,CLOSED,02/20/2013,137         ,GARFIELD PLACE                  ,3020469,306,   ,77,SPOPS,02/26/2013,I2,02/26/2013,2013-02-27 00:00:00
3437286,ACTIVE,02/26/2013,110         ,NEW YORK AVENUE                 ,3030381,308,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3431345,CLOSED,12/07/2012,113         ,LEFFERTS AVENUE                 ,3034903,309,   ,58,BOILR,02/26/2013,C2,02/20/2013,2013-02-27 00:00:00
3436728,ACTIVE,02/19/2013,1785        ,BEDFORD AVENUE                  ,3034937,309,   ,59,ELCTR,02/26/2013,C1,02/22/2013,2013-02-27 00:00:00
3417581,CLOSED,07/09/2012,174         ,HULL STREET                     ,3041905,316,   ,85,BKLYN,02/26/2013,H1,02/26/2013,2013-02-27 00:00:00
3417561,CLOSED,07/09/2012,272         ,SKILLMAN STREET                 ,3055400,303,   ,05,BKLYN,02/26/2013,H1,02/26/2013,2013-02-27 00:00:00
3410417,ACTIVE,04/30/2012,261         ,NORTH 9 STREET                  ,3061722,301,   ,1G,STALL,02/26/2013,S7,02/25/2013,2013-02-27 00:00:00
1301880,CLOSED,05/03/2011,351         ,EAST   23 STREET                ,1078824,106,   ,77,SPOPS,02/26/2013,L2,02/26/2013,2013-02-27 00:00:00
1300324,CLOSED,04/05/2011,319         ,EAST   24 STREET                ,1078830,106,   ,77,SPOPS,02/26/2013,L2,02/26/2013,2013-02-27 00:00:00
1343791,CLOSED,02/23/2013,400         ,WEST 57 STREET                  ,1081701,104,   ,23,SCFLD,02/26/2013,A8,02/26/2013,2013-02-27 00:00:00
4511734,ACTIVE,04/03/2012,31-05       ,102 STREET                      ,4041795,403,   ,71,QNS.,02/26/2013,C3,02/24/2013,2013-02-27 00:00:00
2182543,ACTIVE,02/26/2013,786         ,CAULDWELL AVENUE                ,2004490,201,   ,45,BRONX,,  ,,2013-02-27 00:00:00
2182511,ACTIVE,02/26/2013,864         ,EAST 164 STREET                 ,2005222,202,   ,30,ERT  ,,  ,,2013-02-27 00:00:00
2182532,ACTIVE,02/26/2013,1455        ,SHERIDAN AVENUE                 ,2007995,204,   ,37,ERT  ,,  ,,2013-02-27 00:00:00
2182451,ACTIVE,02/25/2013,10          ,CLINTON PLACE                   ,2014193,205,   ,59,ELCTR,02/26/2013,C1,02/25/2013,2013-02-27 00:00:00
2182523,ACTIVE,02/26/2013,3840        ,ORLOFF AVENUE                   ,2016064,208,   ,63,ELEVR,,  ,,2013-02-27 00:00:00
2182526,ACTIVE,02/26/2013,1612        ,WESTCHESTER AVENUE              ,2024005,209,   ,91,ERT  ,,  ,,2013-02-27 00:00:00
2182396,CLOSED,02/22/2013,1169        ,EAST 178 STREET                 ,2028407,206,   ,03,ERT  ,02/26/2013,A1,02/23/2013,2013-02-27 00:00:00
2182415,CLOSED,02/23/2013,1870        ,PELHAM PARKWAY                  ,2047795,210,   ,62,ELEVR,02/26/2013,A1,02/24/2013,2013-02-27 00:00:00
2182481,CLOSED,02/25/2013,716         ,EAST 227 STREET                 ,2063481,212,   ,37,ERT  ,02/26/2013,A8,02/26/2013,2013-02-27 00:00:00
4535622,CLOSED,12/07/2012,43-21       ,VAN DAM STREET                  ,4003434,402,IBZ,05,QNS.,02/26/2013,L3,02/26/2013,2013-02-27 00:00:00
4485341,CLOSED,06/23/2011,43-21       ,VAN DAM STREET                  ,4003434,402,IBZ,05,QNS.,02/26/2013,L3,02/26/2013,2013-02-27 00:00:00
4541940,CLOSED,02/26/2013,219-03      ,NORTH CONDUIT AVENUE            ,4542025,413,   ,05,QNS.,02/26/2013,H3,02/26/2013,2013-02-27 00:00:00
2182483,ACTIVE,02/26/2013,1784        ,RANDALL AVENUE                  ,2118847,209,   ,45,BRONX,,  ,,2013-02-27 00:00:00
3437277,ACTIVE,02/26/2013,113         ,WILLOW STREET                   ,3001792,302,   ,09,BKLYN,,  ,,2013-02-27 00:00:00
3437248,ACTIVE,02/26/2013,12          ,COLLEGE PLACE                   ,3001830,302,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3437212,ACTIVE,02/26/2013,529         ,54 STREET                       ,3014334,307,   ,45,BKLYN,,  ,,2013-02-27 00:00:00
3437252,ACTIVE,02/26/2013,418         ,MYRTLE AVENUE                   ,3054793,302,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3437253,ACTIVE,02/26/2013,418         ,MYRTLE AVENUE                   ,3054793,302,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3437217,CLOSED,02/26/2013,308         ,HOOPER STREET                   ,3063626,301,   ,4J,ERT  ,02/26/2013,MA,02/23/2013,2013-02-27 00:00:00
3417264,ACTIVE,07/06/2012,290         ,STOCKHOLM STREET                ,3074226,304,   ,74,BKLYN,02/26/2013,C1,02/22/2013,2013-02-27 00:00:00
2182497,ACTIVE,02/26/2013,385         ,GERARD AVENUE                   ,2001080,201,   ,2C,BRONX,,  ,,2013-02-27 00:00:00
2182509,ACTIVE,02/26/2013,3212        ,3 AVENUE                        ,2004369,203,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
2182507,ACTIVE,02/26/2013,836         ,WESTCHESTER AVENUE              ,2004992,201,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
2182508,ACTIVE,02/26/2013,315         ,EAST 196 STREET                 ,2016651,207,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
2182538,ACTIVE,02/26/2013,1713        ,TAYLOR AVENUE                   ,2042637,211,   ,30,ERT  ,,  ,,2013-02-27 00:00:00
2182498,CLOSED,02/26/2013,3398        ,BOSTON ROAD                     ,2060527,212,   ,4J,ERT  ,02/26/2013,MJ,02/22/2013,2013-02-27 00:00:00
2181203,CLOSED,01/18/2013,727         ,CAULDWELL AVENUE                ,2802657,201,   ,55,BRONX,02/26/2013,A8,02/13/2013,2013-02-27 00:00:00
3437327,ACTIVE,02/26/2013,51          ,RICHARDSON STREET               ,3322740,301,   ,83,BKLYN,,  ,,2013-02-27 00:00:00
2182502,CLOSED,02/26/2013,4585        ,FURMAN AVENUE                   ,2820185,212,   ,4J,ERT  ,02/26/2013,MA,02/23/2013,2013-02-27 00:00:00
3367060,CLOSED,01/27/2011,4809        ,   4 AVENUE                     ,3012574,307,   ,12,EXCAV,02/26/2013,L3,02/20/2013,2013-02-27 00:00:00
3436420,ACTIVE,02/13/2013,8615        ,3 AVENUE                        ,3153459,310,   ,66,PLUMB,02/26/2013,C1,02/20/2013,2013-02-27 00:00:00
3437210,ACTIVE,02/26/2013,522         ,54 STREET                       ,3014655,307,   ,45,BKLYN,,  ,,2013-02-27 00:00:00
3437211,ACTIVE,02/26/2013,528         ,54 STREET                       ,3014658,307,   ,45,BKLYN,,  ,,2013-02-27 00:00:00
3437076,CLOSED,02/24/2013,568         ,VANDERBILT AVENUE               ,3027881,308,   ,23,SCFLD,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
3437267,ACTIVE,02/26/2013,665         ,PARK PLACE                      ,3031156,308,   ,85,BKLYN,,  ,,2013-02-27 00:00:00
3437284,ACTIVE,02/26/2013,88          ,ROGERS AVENUE                   ,3031185,308,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3437245,ACTIVE,02/26/2013,135         ,NORTH 7 STREET                  ,3397614,301,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3437246,ACTIVE,02/26/2013,135         ,NORTH 7 STREET                  ,3397614,301,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3436187,CLOSED,02/11/2013,232A        ,PUTNAM AVENUE                   ,3051849,303,   ,59,ELCTR,02/26/2013,C2,02/22/2013,2013-02-27 00:00:00
3437299,ACTIVE,02/26/2013,1215        ,FULTON STREET                   ,3052986,303,   ,2B,BKLYN,,  ,,2013-02-27 00:00:00
3437214,ACTIVE,02/26/2013,70          ,TAAFFE PLACE                    ,3054188,303,   ,45,BKLYN,,  ,,2013-02-27 00:00:00
3417539,CLOSED,07/09/2012,147         ,LEFFERTS PLACE                  ,3057740,303,   ,35,BKLYN,02/26/2013,I1,02/26/2013,2013-02-27 00:00:00
3436995,CLOSED,02/22/2013,212         ,VANDERBILT AVENUE               ,3058574,302,   ,91,C & D,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
3314231,ACTIVE,08/03/2009,444         ,GRAHAM AVENUE                   ,3068099,301,   ,1G,EXCAV,02/26/2013,S4,02/25/2013,2013-02-27 00:00:00
3406606,ACTIVE,03/21/2012,359         ,LINDEN STREET                   ,3855458,304,   ,1G,STALL,02/26/2013,S2,12/27/2012,2013-02-27 00:00:00
2182515,ACTIVE,02/26/2013,217         ,EAST 161 STREET                 ,2002704,204,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
2182512,ACTIVE,02/26/2013,217         ,EAST 161 STREET                 ,2002704,204,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
2178669,CLOSED,10/24/2012,105         ,EAST 177 STREET                 ,2007635,205,   ,63,ELEVR,02/26/2013,H1,02/25/2013,2013-02-27 00:00:00
2178676,CLOSED,10/25/2012,105         ,EAST 177 STREET                 ,2007635,205,   ,63,ELEVR,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
3412052,CLOSED,05/15/2012,158         ,CENTRAL AVENUE                  ,3348373,304,   ,45,BKLYN,02/26/2013,C4,02/22/2013,2013-02-27 00:00:00
2182491,ACTIVE,02/26/2013,1563        ,VYSE AVENUE                     ,2010656,203,   ,84,FEU  ,,  ,,2013-02-27 00:00:00
2182540,ACTIVE,02/26/2013,1205        ,ROSEDALE AVENUE                 ,2024602,209,   ,45,BRONX,,  ,,2013-02-27 00:00:00
2182487,ACTIVE,02/26/2013,3555        ,BRUCKNER BOULEVARD              ,2046332,210,   ,73,BRONX,,  ,,2013-02-27 00:00:00
2182476,CLOSED,02/25/2013,3555        ,BRUCKNER BOULEVARD              ,2046332,210,   ,18,ERT  ,02/26/2013,A8,02/26/2013,2013-02-27 00:00:00
4541969,ACTIVE,02/26/2013,119-13      ,  83 AVENUE                     ,4863527,409,   ,12,ERT  ,,  ,,2013-02-27 00:00:00
4541467,CLOSED,02/20/2013,119-13      ,  83 AVENUE                     ,4863527,409,   ,73,ERT  ,02/26/2013,A8,02/07/2013,2013-02-27 00:00:00
2182464,ACTIVE,02/25/2013,1517        ,JARVIS AVENUE                   ,2074921,210,   ,55,ERT  ,02/26/2013,D5,02/26/2013,2013-02-27 00:00:00
3436408,CLOSED,02/13/2013,1109        ,MANHATTAN AVENUE                ,3336603,301,   ,77,SPOPS,02/26/2013,I2,02/26/2013,2013-02-27 00:00:00
2182488,ACTIVE,02/26/2013,3947        ,LACONIA AVENUE                  ,2113891,212,   ,45,BRONX,,  ,,2013-02-27 00:00:00
2182542,ACTIVE,02/26/2013,3296        ,BOLLER AVENUE                   ,2113693,212,   ,31,BRONX,,  ,,2013-02-27 00:00:00
3437126,CLOSED,02/25/2013,300         ,VAN BRUNT STREET                ,3008372,306,   ,10,SCFLD,02/26/2013,A8,02/25/2013,2013-02-27 00:00:00
3437153,CLOSED,02/25/2013,300         ,VAN BRUNT STREET                ,3008372,306,   ,23,SCFLD,02/26/2013,H1,02/25/2013,2013-02-27 00:00:00
3437318,ACTIVE,02/26/2013,866         ,43 STREET                       ,3011059,312,   ,45,BKLYN,,  ,,2013-02-27 00:00:00
3437265,ACTIVE,02/26/2013,446         ,56 STREET                       ,3015327,307,   ,05,BKLYN,,  ,,2013-02-27 00:00:00
3437156,CLOSED,02/25/2013,374         ,LEFFERTS AVENUE                 ,3035401,309,   ,10,ERT  ,02/26/2013,A8,02/25/2013,2013-02-27 00:00:00
3436953,CLOSED,02/22/2013,1223        ,BUSHWICK AVENUE                 ,3078193,304,   ,05,BKLYN,02/26/2013,H1,02/25/2013,2013-02-27 00:00:00
3436798,CLOSED,02/20/2013,1223        ,BUSHWICK AVENUE                 ,3078193,304,   ,09,BKLYN,02/26/2013,H1,02/25/2013,2013-02-27 00:00:00
3437011,CLOSED,02/22/2013,1223        ,BUSHWICK AVENUE                 ,3078193,304,   ,05,BKLYN,02/26/2013,C2,02/26/2013,2013-02-27 00:00:00
2182520,ACTIVE,02/26/2013,1815        ,DAVIDSON AVENUE                 ,2008517,205,   ,63,ELEVR,,  ,,2013-02-27 00:00:00
2182176,CLOSED,02/16/2013,3800        ,CARPENTER AVENUE                ,2057563,212,   ,23,SCFLD,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
4438026,CLOSED,03/22/2010,112-11      ,  92 AVENUE                     ,4859593,409,   ,15,QNS.,02/26/2013,L2,01/25/2013,2013-02-27 00:00:00
2182527,ACTIVE,02/26/2013,846         ,SWINTON AVENUE                  ,2080196,210,   ,05,BRONX,,  ,,2013-02-27 00:00:00
2182529,ACTIVE,02/26/2013,846         ,SWINTON AVENUE                  ,2080196,210,   ,83,BRONX,,  ,,2013-02-27 00:00:00
2182461,CLOSED,02/25/2013,173         ,MARINE STREET                   ,2082435,210,   ,14,EXCAV,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
2182504,ACTIVE,02/26/2013,643         ,EAST TREMONT AVENUE             ,2808200,206,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3437291,CLOSED,02/26/2013,187         ,7 AVENUE                        ,3025163,306,   ,4F,SCFLD,02/26/2013,H3,02/25/2013,2013-02-27 00:00:00
3437222,CLOSED,02/26/2013,559         ,GRAND AVENUE                    ,3027982,308,   ,4J,ERT  ,02/26/2013,MA,02/24/2013,2013-02-27 00:00:00
5100323,ACTIVE,10/10/2012,90          ,ASHLEY LANE                     ,5110460,503,   ,45,ST.IS,02/26/2013,C1,02/25/2013,2013-02-27 00:00:00
3437319,ACTIVE,02/26/2013,476         ,WASHINGTON AVENUE               ,3056030,302,   ,29,BKLYN,,  ,,2013-02-27 00:00:00
3437254,ACTIVE,02/26/2013,249         ,CUMBERLAND STREET               ,3058998,302,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3301104,ACTIVE,04/10/2009,218         ,NORTH    9 STREET               ,3061827,301,   ,1G,EXCAV,02/26/2013,S4,02/25/2013,2013-02-27 00:00:00
3431999,CLOSED,12/16/2012,221         ,NORTH 8 STREET                  ,3061828,301,   ,92,SPOPS,02/26/2013,A8,02/20/2013,2013-02-27 00:00:00
3436521,CLOSED,02/15/2013,286         ,SOUTH 2 STREET                  ,3063175,301,   ,31,BKLYN,02/26/2013,I2,02/21/2013,2013-02-27 00:00:00
3437224,CLOSED,02/26/2013,683         ,GRAND STREET                    ,3069427,301,   ,4J,ERT  ,02/26/2013,MK,02/24/2013,2013-02-27 00:00:00
3415317,ACTIVE,06/15/2012,791         ,GRAND STREET                    ,3069488,301,   ,05,BKLYN,02/26/2013,C1,02/21/2013,2013-02-27 00:00:00
3437266,ACTIVE,02/26/2013,400         ,LORIMER STREET                  ,3070864,301,   ,31,BKLYN,,  ,,2013-02-27 00:00:00
3437024,CLOSED,02/22/2013,334         ,ELLERY STREET                   ,3071707,304,   ,31,BKLYN,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
3408399,ACTIVE,04/10/2012,74          ,STARR STREET                    ,3072723,304,   ,05,BKLYN,02/26/2013,C1,02/22/2013,2013-02-27 00:00:00
3437231,ACTIVE,02/26/2013,183         ,ELDERT STREET                   ,3078855,304,   ,45,BKLYN,,  ,,2013-02-27 00:00:00
3437236,ACTIVE,02/26/2013,143         ,HIGHLAND PLACE                  ,3087321,305,   ,45,BKLYN,,  ,,2013-02-27 00:00:00
3437313,ACTIVE,02/26/2013,475         ,GLENMORE AVENUE                 ,3083718,305,   ,71,BKLYN,,  ,,2013-02-27 00:00:00
