QUEENS CONDOMINIUM PROPERTY Boro-Block-Lot,QUEENS CONDOMINIUM PROPERTY Condo Section,QUEENS CONDOMINIUM PROPERTY Address,QUEENS CONDOMINIUM PROPERTY Neighborhood,QUEENS CONDOMINIUM PROPERTY Building Classification,QUEENS CONDOMINIUM PROPERTY Total Units,QUEENS CONDOMINIUM PROPERTY Year Built,QUEENS CONDOMINIUM PROPERTY Gross SqFt,QUEENS CONDOMINIUM PROPERTY Est. Gross Income,QUEENS CONDOMINIUM PROPERTY Gross Income per SqFt,QUEENS CONDOMINIUM PROPERTY Full Market Value,QUEENS CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
4-00030-7501,558-R1,5-09 48 AVENUE,LONG ISLAND CITY,R4-ELEVATOR,121,2007,113450,3403500,30,16300001,144,4-00021-0070,47-25 CENTER BOULEVARD,LONG ISLAND CITY,D8-ELEVATOR,495,2007,460000,15848601,34.5,75900000,165,0.15,,,,,,,,,,,,
4-00031-7501,478-R1,5-15 49 AVENUE,LONG ISLAND CITY,R2-WALK-UP,47,2005,62866,1885980,30,9030002,144,4-00575-0029,27-37 27 STREET,ASTORIA,D3-ELEVATOR,30,1970,30572,574284,18.78,2270000,74,2.4,4-00040-0015,10-28 JACKSON AVENUE,LONG ISLAND CITY,D9-ELEVATOR,25,2005,24464,559719,22.88,2430000,99,0.2
4-00032-7501,487-R1,5-03 50 AVENUE,LONG ISLAND CITY,R4-ELEVATOR,13,2006,18375,413437,22.5,1800000,98,4-00040-0015,10-28 JACKSON AVENUE,LONG ISLAND CITY,D9-ELEVATOR,25,2005,24464,559719,22.88,2430000,99,0.15,4-00531-0059,14-56 31 DRIVE,ASTORIA,D6-ELEVATOR,63,2001,61700,1362613,22.08,5920000,96,2
4-00047-7501,542-R1,10-55 47 AVENUE,LONG ISLAND CITY,R4-ELEVATOR,43,2007,58500,1579500,27,7579996,130,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1451036,26.6,6300000,116,8.5,4-00040-0015,10-28 JACKSON AVENUE,LONG ISLAND CITY,D9-ELEVATOR,25,2005,24464,559719,22.88,2430000,99,0.25
4-00057-7501,488-R1,13-15 JACKSON AVENUE,LONG ISLAND CITY,R4-ELEVATOR,54,2006,60623,1818690,30,8709996,144,4-00575-0029,27-37 27 STREET,ASTORIA,D3-ELEVATOR,30,1970,30572,574284,18.78,2270000,74,2.2,4-00021-0070,47-25 CENTER BOULEVARD,LONG ISLAND CITY,D8-ELEVATOR,495,2007,460000,15848601,34.5,75900000,165,0.4
4-00082-7501,484-R1,27-28 THOMSON AVENUE,LONG ISLAND CITY,R4-ELEVATOR,237,1920,310173,6203460,20,26900004,87,4-00139-0035,43-34 49 STREET,SUNNYSIDE,D1-ELEVATOR,72,1927,53000,966084,18.23,3820000,72,1.35,4-00153-0012,45-35 46 STREET,SUNNYSIDE,D1-ELEVATOR,45,1927,33078,606609,18.34,2400000,73,1.25
4-00134-7501,498-R1,49-07 43 AVENUE,SUNNYSIDE,R4-ELEVATOR,15,2005,15610,312200,20,1360012,87,4-00040-0015,10-28 JACKSON AVENUE,LONG ISLAND CITY,D9-ELEVATOR,25,2005,24464,559719,22.88,2430000,99,2,4-00531-0059,14-56 31 DRIVE,ASTORIA,D6-ELEVATOR,63,2001,61700,1362613,22.08,5920000,96,1.7
4-00158-7501,553-R1,41-32 44 STREET,SUNNYSIDE,R4-ELEVATOR,39,2006,25035,525735,21,2280001,91,4-00040-0015,10-28 JACKSON AVENUE,LONG ISLAND CITY,D9-ELEVATOR,25,2005,24464,559719,22.88,2430000,99,1.7,4-00531-0059,14-56 31 DRIVE,ASTORIA,D6-ELEVATOR,63,2001,61700,1362613,22.08,5920000,96,1.5
4-00159-7501,93-R1,41-21 42 STREET,SUNNYSIDE,R4-ELEVATOR,52,1936,54986,659832,12,2279995,41.5,4-00184-0023,41-08 42 STREET,SUNNYSIDE,D1-ELEVATOR,60,1937,64505,688455,10.67,2140000,33.2,0.05,4-00184-0029,41-22 42 STREET,SUNNYSIDE,D1-ELEVATOR,60,1937,61770,808467,13.09,2790000,45.2,0.05
4-00159-7502,92-R1,41-07 42 STREET,SUNNYSIDE,R4-ELEVATOR,60,1936,58926,707112,12,2439995,41.4,4-00163-0014,43-23 42 STREET,SUNNYSIDE,D1-ELEVATOR,60,1942,61320,668943,10.91,2080000,33.9,0.1,4-00160-0018,43-15 45 STREET,SUNNYSIDE,D1-ELEVATOR,52,1931,43050,580030,13.47,2120000,49.2,0.2
4-00160-7501,308-R1,43-30 BEACH 46 STREET,SUNNYSIDE,R4-ELEVATOR,93,1930,69337,901381,13,3289971,47.4,4-00184-0029,41-22 42 STREET,SUNNYSIDE,D1-ELEVATOR,60,1937,61770,808467,13.09,2790000,45.2,0.25,4-00189-0019,43-09 40 STREET,SUNNYSIDE,D1-ELEVATOR,77,1932,66714,982827,14.73,3590000,54,0.25
4-00161-7501,335-R1,43-42 45 STREET,SUNNYSIDE,R9-CONDOPS,88,1936,70260,948510,13.5,3370000,48,4-00160-0018,43-15 45 STREET,SUNNYSIDE,D1-ELEVATOR,52,1931,43050,580030,13.47,2120000,49.2,0.05,4-00158-0038,41-44 44 STREET,SUNNYSIDE,D1-ELEVATOR,94,1930,71490,921749,12.89,3360000,47,0.1
4-00184-7501,167-R1,41-09 41 STREET,SUNNYSIDE,R4-ELEVATOR,64,1938,59920,838880,14,3059994,51,4-00184-0029,41-22 42 STREET,SUNNYSIDE,D1-ELEVATOR,60,1937,61770,808467,13.09,2790000,45.2,0,4-00189-0014,43-23 40 STREET,SUNNYSIDE,D1-ELEVATOR,74,1930,52000,752826,14.48,2750000,53,0.1
4-00192-7501,560-R1,41-02 QUEENS BOULEVARD,SUNNYSIDE,R4-ELEVATOR,31,2006,32825,984750,30,4719991,144,4-00040-0015,10-28 JACKSON AVENUE,LONG ISLAND CITY,D9-ELEVATOR,25,2005,24464,559719,22.88,2430000,99,1.55,4-03169-0021,99-22 67 ROAD,REGO PARK,D3-ELEVATOR,29,2001,22662,584508,25.8,2540000,112,3.85
4-00196-7501,286-R1,47-35 41 STREET,SUNNYSIDE,R4-ELEVATOR,30,1988,27636,607992,22,2640005,96,4-01304-0021,40-19 72 STREET,ELMHURST,D1-ELEVATOR,50,1965,30618,626917,20.48,2720000,89,1.65,4-03166-0067,68-12 AUSTIN STREET,REGO PARK,D7-ELEVATOR,17,1998,16949,389827,23,1690000,100,3.85
4-00199-7501,97-R1,47-55 39 PLACE,SUNNYSIDE,R4-ELEVATOR,47,1939,42000,546000,13,1990002,47.4,4-00193-0055,45-54 41 STREET,SUNNYSIDE,D9-ELEVATOR,50,1936,44600,573062,12.85,1980000,44.4,0.15,4-00199-0052,47-46 40 STREET,SUNNYSIDE,D1-ELEVATOR,55,1939,50400,654858,12.99,2390000,47.4,0
4-00267-7501,518-R1,44-27 PURVIS STREET,LONG ISLAND CITY,R4-ELEVATOR,64,2006,64957,1688882,26,7330000,113,4-00040-0015,10-28 JACKSON AVENUE,LONG ISLAND CITY,D9-ELEVATOR,25,2005,24464,559719,22.88,2430000,99,0.7,,,,,,,,,,,,
4-00414-7501,566-R1,24-15 QUEENS PLAZA NORTH,LONG ISLAND CITY,R4-ELEVATOR,39,1931,52053,806821,15.5,3190001,61,4-00341-0021,35-03 29 STREET,LONG ISLAND CITY,D1-ELEVATOR,48,1940,35568,515453,14.49,1880000,53,0.65,4-00190-0025,43-08 40 STREET,SUNNYSIDE,D1-ELEVATOR,71,1931,53000,720858,13.6,2630000,49.6,0.95
4-00415-7501,475-R1,41-26 27 STREET,LONG ISLAND CITY,R4-ELEVATOR,66,0,66590,2064290,31,9890000,149,4-00021-0070,47-25 CENTER BOULEVARD,LONG ISLAND CITY,D8-ELEVATOR,495,2007,460000,15848601,34.5,75900000,165,1.05,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1451036,26.6,6300000,116,8
4-00416-7501,533-R1,27-16 41 AVENUE,LONG ISLAND CITY,R4-ELEVATOR,26,2005,25938,674388,26,2930007,113,4-00531-0059,14-56 31 DRIVE,ASTORIA,D6-ELEVATOR,63,2001,61700,1362613,22.08,5920000,96,1.1,4-00040-0015,10-28 JACKSON AVENUE,LONG ISLAND CITY,D9-ELEVATOR,25,2005,24464,559719,22.88,2430000,99,0.95
4-00432-7501,513-R1,42-51 HUNTER STREET,LONG ISLAND CITY,R4-ELEVATOR,25,2007,40529,0,0,3220008,79,4-00040-0015,10-28 JACKSON AVENUE,LONG ISLAND CITY,D9-ELEVATOR,25,2005,24464,559719,22.88,2430000,99,0.75,4-00531-0059,14-56 31 DRIVE,ASTORIA,D6-ELEVATOR,63,2001,61700,1362613,22.08,5920000,96,1.3
4-00504-7501,466-R1,30-85 VERNON BOULEVARD,ASTORIA,R4-ELEVATOR,73,2006,71589,1360191,19,5379992,75,4-00884-0012,25-63 22 STREET,ASTORIA,D1-ELEVATOR,73,1991,72000,1512000,21,3540000,49.2,0.55,4-00531-0059,14-56 31 DRIVE,ASTORIA,D6-ELEVATOR,63,2001,61700,1362613,22.08,5920000,96,0.25
4-00531-7501,529-R1,14-25 BROADWAY,ASTORIA,R4-ELEVATOR,11,2006,6920,159160,23,691005,100,4-00040-0015,10-28 JACKSON AVENUE,LONG ISLAND CITY,D9-ELEVATOR,25,2005,24464,559719,22.88,2430000,99,2,4-01285-0065,37-54 75 STREET,JACKSON HEIGHTS,C7-WALK-UP,17,1964,9380,199852,21.31,868000,93,2.5
4-00534-7501,514-R1,30-80 21 STREET,ASTORIA,R4-ELEVATOR,29,2006,24480,563040,23,2440000,100,4-00531-0059,14-56 31 DRIVE,ASTORIA,D6-ELEVATOR,63,2001,61700,1362613,22.08,5920000,96,0.2,4-00040-0015,10-28 JACKSON AVENUE,LONG ISLAND CITY,D9-ELEVATOR,25,2005,24464,559719,22.88,2430000,99,2.15
4-00539-7501,448-R1,14-43 28 AVENUE,ASTORIA,R4-ELEVATOR,57,2006,19588,372172,19,1470004,75,4-03169-0021,99-22 67 ROAD,REGO PARK,D3-ELEVATOR,29,2001,22662,584508,25.8,2540000,112,5.1,4-00839-0007,28-21 ASTORIA BOULEVARD,ASTORIA,D7-ELEVATOR,26,2004,38750,728000,18.79,2880000,74,0.4
4-00541-7501,490-R1,18-10 27 AVENUE,ASTORIA,R9-CONDOPS,18,2005,18833,414326,22,1750000,93,4-03169-0021,99-22 67 ROAD,REGO PARK,D3-ELEVATOR,29,2001,22662,584508,25.8,2540000,112,5.1,4-00839-0007,28-21 ASTORIA BOULEVARD,ASTORIA,D7-ELEVATOR,26,2004,38750,728000,18.79,2880000,74,0.35
4-00549-7501,568-R1,21-24 30 AVENUE,ASTORIA,R4-ELEVATOR,27,2006,30386,729264,24,3169995,104,4-00040-0015,10-28 JACKSON AVENUE,LONG ISLAND CITY,D9-ELEVATOR,25,2005,24464,559719,22.88,2430000,99,2.3,4-03169-0021,99-22 67 ROAD,REGO PARK,D3-ELEVATOR,29,2001,22662,584508,25.8,2540000,112,4.95
4-00570-7501,535-R1,23-23 31 AVENUE,ASTORIA,R4-ELEVATOR,30,0,26598,691548,26,2999999,113,4-00040-0015,10-28 JACKSON AVENUE,LONG ISLAND CITY,D9-ELEVATOR,25,2005,24464,559719,22.88,2430000,99,2.15,4-03169-0021,99-22 67 ROAD,REGO PARK,D3-ELEVATOR,29,2001,22662,584508,25.8,2540000,112,4.85
4-00571-7501,198-R1,23-22 30 ROAD,ASTORIA,R4-ELEVATOR,85,1932,61600,1108800,18,4389997,71,4-00587-0018,32-35 30 STREET,ASTORIA,C1-WALK-UP,86,1928,58000,973992,16.79,3860000,67,0.45,4-00578-0006,25-21 31 AVENUE,ASTORIA,C1-WALK-UP,101,1926,49386,1115706,22.59,4840000,98,0.15
4-00573-7501,565-R1,25-25 NEWTOWN AVENUE,ASTORIA,R4-ELEVATOR,30,2006,18292,475592,26,2070000,113,4-00040-0015,10-28 JACKSON AVENUE,LONG ISLAND CITY,D9-ELEVATOR,25,2005,24464,559719,22.88,2430000,99,2.5,4-00573-0046,27-10 ASTORIA BOULEVARD,ASTORIA,D7-ELEVATOR,27,2004,25920,511862,19.75,2220000,86,0
4-00576-7501,136-R1,30-06 30 AVENUE,ASTORIA,R9-CONDOPS,88,1937,67704,1083264,16,4160000,61,4-00587-0018,32-35 30 STREET,ASTORIA,C1-WALK-UP,86,1928,58000,973992,16.79,3860000,67,0.5,4-00578-0006,25-21 31 AVENUE,ASTORIA,C1-WALK-UP,101,1926,49386,1115706,22.59,4840000,98,0.15
4-00577-7501,87-R1,30-44 29 STREET,ASTORIA,R4-ELEVATOR,125,1963,99600,1792800,18,7099985,71,4-00567-0007,23-35 BROADWAY,ASTORIA,D9-ELEVATOR,74,1963,79950,1441541,18.03,5710000,71,0.3,4-00908-0001,8-15 27 AVENUE,ASTORIA,D1-ELEVATOR,128,1969,112482,2234976,19.87,5230000,46.5,0.65
4-00579-7502,224-R1,25-10 31 AVENUE,ASTORIA,R4-ELEVATOR,74,1950,55000,770000,14,2810000,51,4-00577-0056,30-60 29 STREET,ASTORIA,D1-ELEVATOR,76,1929,55375,964399,17.42,3820000,69,0.2,4-00576-0036,27-10 30 AVENUE,ASTORIA,D1-ELEVATOR,66,1963,50850,755100,14.85,2760000,54,0.3
4-00807-7501,358-R1,21-81 38 STREET,ASTORIA,R9-CONDOPS,32,0,34650,554400,16,2130000,61,4-00573-0046,27-10 ASTORIA BOULEVARD,ASTORIA,D7-ELEVATOR,27,2004,25920,511862,19.75,2220000,86,0.95,,,,,,,,,,,,
4-00830-7501,197-R1,21-05 33 STREET,ASTORIA,R9-CONDOPS,618,1932,430000,6665000,15.5,25600000,60,4-00566-0001,32-16 33 AVENUE,ASTORIA,D1-ELEVATOR,66,1930,46050,688371,14.95,2510000,55,1.4,4-00620-0051,25-74 33 STREET,ASTORIA,D1-ELEVATOR,60,1931,46584,630148,13.53,2300000,49.4,0.7
4-00904-7501,375-R1,25-54 12 STREET,ASTORIA,R4-ELEVATOR,32,0,17250,345000,20,1500003,87,4-00573-0046,27-10 ASTORIA BOULEVARD,ASTORIA,D7-ELEVATOR,27,2004,25920,511862,19.75,2220000,86,0.5,4-00598-0018,26-39 30 STREET,ASTORIA,C1-WALK-UP,14,1999,10000,197425,19.74,857000,86,0.65
4-00905-7501,319-R1,25-40 SHORE BOULEVARD,ASTORIA,R4-ELEVATOR,405,0,372700,6335900,17,25100002,67,4-00908-0001,8-15 27 AVENUE,ASTORIA,D1-ELEVATOR,128,1969,112482,2234976,19.87,5230000,46.5,0.1,4-00903-0007,26-45 9 STREET,ASTORIA,D1-ELEVATOR,108,1972,131250,2238233,17.05,8860000,68,0.1
4-00946-7501,100-R1,19-90 78 STREET,JACKSON HEIGHTS,R2-WALK-UP,16,1929,14361,186693,13,680998,47.4,4-01249-0033,76-09 34 AVENUE,JACKSON HEIGHTS,D3-ELEVATOR,96,1937,100890,1132369,11.22,3520000,34.9,1.2,4-01273-0001,73-12 35 AVENUE,JACKSON HEIGHTS,D1-ELEVATOR,195,1940,194450,2643542,13.59,9650000,49.6,1.5
4-00946-7501,100-R2,78-03 19 DRIVE,JACKSON HEIGHTS,R2-WALK-UP,150,1929,134944,1754272,13,6399976,47.4,4-01249-0033,76-09 34 AVENUE,JACKSON HEIGHTS,D3-ELEVATOR,96,1937,100890,1132369,11.22,3520000,34.9,1.2,4-01273-0001,73-12 35 AVENUE,JACKSON HEIGHTS,D1-ELEVATOR,195,1940,194450,2643542,13.59,9650000,49.6,1.5
4-00946-7501,100-R3,19-69 79 STREET,JACKSON HEIGHTS,R2-WALK-UP,70,1929,63140,820820,13,3000003,47.5,4-01249-0033,76-09 34 AVENUE,JACKSON HEIGHTS,D3-ELEVATOR,96,1937,100890,1132369,11.22,3520000,34.9,1.2,4-01273-0001,73-12 35 AVENUE,JACKSON HEIGHTS,D1-ELEVATOR,195,1940,194450,2643542,13.59,9650000,49.6,1.5
4-00946-7501,100-R4,19-35 80 STREET,AIRPORT LA GUARDIA,R2-WALK-UP,34,1929,31445,408785,13,1490004,47.4,4-01249-0033,76-09 34 AVENUE,JACKSON HEIGHTS,D3-ELEVATOR,96,1937,100890,1132369,11.22,3520000,34.9,1.25,4-01273-0001,73-12 35 AVENUE,JACKSON HEIGHTS,D1-ELEVATOR,195,1940,194450,2643542,13.59,9650000,49.6,1.55
4-00946-7501,100-R5,76-03 DITMARS BOULEVARD,JACKSON HEIGHTS,R2-WALK-UP,48,1929,39804,517452,13,1890000,47.5,4-01249-0033,76-09 34 AVENUE,JACKSON HEIGHTS,D3-ELEVATOR,96,1937,100890,1132369,11.22,3520000,34.9,1.05,4-01273-0001,73-12 35 AVENUE,JACKSON HEIGHTS,D1-ELEVATOR,195,1940,194450,2643542,13.59,9650000,49.6,1.35
4-00946-7501,100-R6,77-03 DITMARS BOULEVARD,JACKSON HEIGHTS,R2-WALK-UP,92,1929,83680,1087840,13,3970025,47.4,4-01249-0033,76-09 34 AVENUE,JACKSON HEIGHTS,D3-ELEVATOR,96,1937,100890,1132369,11.22,3520000,34.9,1.1,4-01273-0001,73-12 35 AVENUE,JACKSON HEIGHTS,D1-ELEVATOR,195,1940,194450,2643542,13.59,9650000,49.6,1.35
4-00946-7501,100-R7,21-59 78 STREET,JACKSON HEIGHTS,R2-WALK-UP,70,1929,58333,758329,13,2770001,47.5,4-01249-0033,76-09 34 AVENUE,JACKSON HEIGHTS,D3-ELEVATOR,96,1937,100890,1132369,11.22,3520000,34.9,1.1,4-01273-0001,73-12 35 AVENUE,JACKSON HEIGHTS,D1-ELEVATOR,195,1940,194450,2643542,13.59,9650000,49.6,1.35
4-00946-7501,100-R8,22-35 75 STREET,JACKSON HEIGHTS,R2-WALK-UP,75,1929,64422,837486,13,3059996,47.5,4-01249-0033,76-09 34 AVENUE,JACKSON HEIGHTS,D3-ELEVATOR,96,1937,100890,1132369,11.22,3520000,34.9,0.95,4-01273-0001,73-12 35 AVENUE,JACKSON HEIGHTS,D1-ELEVATOR,195,1940,194450,2643542,13.59,9650000,49.6,1.2
4-00946-7501,100-R9,22-31 76 STREET,JACKSON HEIGHTS,R2-WALK-UP,204,1929,174093,2263209,13,8260032,47.4,4-01249-0033,76-09 34 AVENUE,JACKSON HEIGHTS,D3-ELEVATOR,96,1937,100890,1132369,11.22,3520000,34.9,0.95,4-01273-0001,73-12 35 AVENUE,JACKSON HEIGHTS,D1-ELEVATOR,195,1940,194450,2643542,13.59,9650000,49.6,1.2
4-01010-7501,73-R1,22-10 79 STREET,JACKSON HEIGHTS,R2-WALK-UP,257,1952,254910,3441285,13.5,12599977,49.4,4-01249-0018,33-24 77 STREET,JACKSON HEIGHTS,D3-ELEVATOR,216,1951,176000,2498202,14.19,9120000,52,0.95,4-01273-0001,73-12 35 AVENUE,JACKSON HEIGHTS,D1-ELEVATOR,195,1940,194450,2643542,13.59,9650000,49.6,1.25
4-01263-7501,96-R1,76-15 35 AVENUE,JACKSON HEIGHTS,R4-ELEVATOR,96,1939,128050,1728675,13.5,6309981,49.3,4-01261-0035,74-15 35 AVENUE,JACKSON HEIGHTS,D1-ELEVATOR,97,1935,97170,1062405,10.93,3300000,34,0.1,4-01468-0001,94-02 35 AVENUE,JACKSON HEIGHTS,D1-ELEVATOR,144,1934,111648,1521474,13.63,5550000,49.7,0.9
4-01266-7501,95-R1,79-15 35 AVENUE,JACKSON HEIGHTS,R4-ELEVATOR,41,1939,50996,637450,12.5,2199996,43.1,4-01275-0061,35-15 75 STREET,JACKSON HEIGHTS,D1-ELEVATOR,59,1939,60000,714042,11.9,2460000,41,0.25,4-01260-0016,34-20 74 STREET,JACKSON HEIGHTS,D1-ELEVATOR,65,1937,66138,896504,13.56,3270000,49.4,0.3
4-01267-7501,602-R1,80-09 35 AVENUE,JACKSON HEIGHTS,R4-ELEVATOR,96,1942,120000,1260000,10.5,3910000,32.6,4-01290-0061,37-27 79 STREET,JACKSON HEIGHTS,C1-WALK-UP,23,1927,32200,345730,10.74,1070000,33.2,0.3,4-01290-0067,37-15 79 STREET,JACKSON HEIGHTS,C1-WALK-UP,23,1927,32200,345221,10.72,1070000,33.2,0.3
4-01268-7501,126-R1,34-44 82 STREET,JACKSON HEIGHTS,R4-ELEVATOR,52,1937,66083,898728,13.6,3280004,49.6,4-01260-0016,34-20 74 STREET,JACKSON HEIGHTS,D1-ELEVATOR,65,1937,66138,896504,13.56,3270000,49.4,0.4,4-01275-0061,35-15 75 STREET,JACKSON HEIGHTS,D1-ELEVATOR,59,1939,60000,714042,11.9,2460000,41,0.35
4-01270-7501,83-R1,35-20 LEVERICH STREET,JACKSON HEIGHTS,R4-ELEVATOR,214,1964,214300,3214500,15,11700004,55,4-01249-0018,33-24 77 STREET,JACKSON HEIGHTS,D3-ELEVATOR,216,1951,176000,2498202,14.19,9120000,52,0.4,4-01274-0001,74-10 35 AVENUE,JACKSON HEIGHTS,D3-ELEVATOR,217,1954,147000,2402638,16.34,9510000,65,0.2
4-01277-7501,66-R1,35-50 78 STREET,JACKSON HEIGHTS,R4-ELEVATOR,57,1937,64010,896140,14,3270010,51,4-01275-0061,35-15 75 STREET,JACKSON HEIGHTS,D1-ELEVATOR,59,1939,60000,714042,11.9,2460000,41,0.1,4-02214-0040,107-19 70 AVENUE,FOREST HILLS,D1-ELEVATOR,67,1938,61700,792199,12.84,2730000,44.2,2.95
4-01307-7501,279-R1,41-14 68 STREET,WOODSIDE,R2-WALK-UP,16,1986,15633,281394,18,1109997,71,4-01606-0052,40-37 97 STREET,CORONA,C1-WALK-UP,16,1990,12304,215496,17.51,853000,69,1.6,4-01317-0074,54-01 ROOSEVELT AVENUE,WOODSIDE,C7-WALK-UP,15,1961,9800,209535,21.38,910000,93,0.65
4-01310-7501,211-R1,41-28 71 STREET,ELMHURST,R2-WALK-UP,16,1988,12682,164866,13,601996,47.5,4-01505-0076,40-23 ITHACA STREET,ELMHURST,D1-ELEVATOR,21,1991,19250,264422,13.74,965000,50,0.7,4-00945-0030,19-62 77 STREET,JACKSON HEIGHTS,C1-WALK-UP,17,1989,12896,210651,16.33,834000,65,1.95
4-01310-7503,387-R1,41-58 71 STREET,ELMHURST,R4-ELEVATOR,20,1991,16000,224000,14,817997,51,4-01505-0076,40-23 ITHACA STREET,ELMHURST,D1-ELEVATOR,21,1991,19250,264422,13.74,965000,50,0.7,4-01332-0026,58-23 43 AVENUE,WOODSIDE,D1-ELEVATOR,35,1990,29636,554569,18.71,2200000,74,0.6
4-01312-7501,287-R1,41-58 73 STREET,ELMHURST,R2-WALK-UP,12,1987,7591,117660,15.5,465999,61,4-01606-0052,40-37 97 STREET,CORONA,C1-WALK-UP,16,1990,12304,215496,17.51,853000,69,1.35,4-00945-0030,19-62 77 STREET,JACKSON HEIGHTS,C1-WALK-UP,17,1989,12896,210651,16.33,834000,65,1.95
4-01336-7501,344-R1,61-20 WOODSIDE AVENUE,WOODSIDE,R2-WALK-UP,68,0,45000,630000,14,2299996,51,4-01376-0032,26-49 96 STREET,EAST ELMHURST,C1-WALK-UP,84,1927,56584,718612,12.7,2480000,43.8,2,,,,,,,,,,,,
4-01337-7501,116-R1,62-10 WOODSIDE AVENUE,WOODSIDE,R4-ELEVATOR,63,1986,62254,1058318,17,4189998,67,4-02324-0035,44-20 63 STREET,WOODSIDE,D9-ELEVATOR,78,1982,58000,1297398,22.37,3040000,52,0.25,4-01286-0058,37-50 76 STREET,JACKSON HEIGHTS,D7-ELEVATOR,64,1974,47392,681041,14.37,2490000,53,0.7
4-01337-7502,483-R1,41-52 63 STREET,WOODSIDE,R4-ELEVATOR,24,2005,20298,405960,20,1759999,87,4-01332-0026,58-23 43 AVENUE,WOODSIDE,D1-ELEVATOR,35,1990,29636,554569,18.71,2200000,74,0.2,4-00040-0015,10-28 JACKSON AVENUE,LONG ISLAND CITY,D9-ELEVATOR,25,2005,24464,559719,22.88,2430000,99,2.65
4-01337-7503,504-R1,40 BEACH 62 STREET,WOODSIDE,R4-ELEVATOR,28,2005,19625,392500,20,1700000,87,4-01332-0026,58-23 43 AVENUE,WOODSIDE,D1-ELEVATOR,35,1990,29636,554569,18.71,2200000,74,0.2,4-00040-0015,10-28 JACKSON AVENUE,LONG ISLAND CITY,D9-ELEVATOR,25,2005,24464,559719,22.88,2430000,99,2.65
4-01349-7501,550-R1,69-07 43 AVENUE,ELMHURST,R4-ELEVATOR,30,0,22926,733632,32,3510005,153,4-05015-0006,37-15 PARSONS BOULEVARD,FLUSHING-NORTH,D1-ELEVATOR,37,1963,26522,347438,13.1,1270000,47.9,4.1,,,,,,,,,,,,
4-01433-7501,64-R1,85-11 34 AVENUE,JACKSON HEIGHTS,R4-ELEVATOR,89,1951,73800,996300,13.5,3640008,49.3,4-01445-0034,84-09 35 AVENUE,JACKSON HEIGHTS,D1-ELEVATOR,84,1947,80754,1207426,14.95,4410000,55,0.15,4-01446-0033,85-05 35 AVENUE,JACKSON HEIGHTS,D1-ELEVATOR,90,1952,83238,980379,11.78,3380000,40.6,0.15
4-01443-7501,99-R1,34-20 83 STREET,JACKSON HEIGHTS,R4-ELEVATOR,52,1929,60900,791700,13,2889985,47.5,4-01443-0033,82-15 35 AVENUE,JACKSON HEIGHTS,D1-ELEVATOR,49,1936,52422,676000,12.9,2470000,47.1,0,4-01443-0040,34-57 82 STREET,JACKSON HEIGHTS,D1-ELEVATOR,46,1936,51872,674000,12.99,2460000,47.4,0
4-01452-7501,219-R1,90-10 34 AVENUE,JACKSON HEIGHTS,R4-ELEVATOR,60,1928,49392,642096,13,2339988,47.4,4-01455-0055,94-06 34 ROAD,JACKSON HEIGHTS,D1-ELEVATOR,59,1928,46662,607868,13.03,2220000,47.6,0.15,4-01452-0006,91-16 34 AVENUE,JACKSON HEIGHTS,D1-ELEVATOR,48,1929,38826,488634,12.59,1690000,43.5,0
4-01462-7501,223-R1,35-64 89 STREET,JACKSON HEIGHTS,R4-ELEVATOR,88,1927,82000,1148000,14,4190000,51,4-01451-0012,34-18 91 STREET,JACKSON HEIGHTS,D1-ELEVATOR,162,1927,95904,1383785,14.43,5050000,53,0.15,4-01437-0032,89-07 34 AVENUE,JACKSON HEIGHTS,D1-ELEVATOR,132,1930,90000,1116898,12.41,3850000,42.8,0.3
