MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Address,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
1-00299-0027,"25 ORCHARD STREET
New York, NY
(40.71541345845145, -73.99161850419489)",LOWER EAST SIDE,C8-WALK-UP,15,1900,12325,396865,32.2,1850000,150,1-00349-0015,"157 STANTON STREET
New York, NY
(40.720368722832916, -73.98493654151719)",LOWER EAST SIDE,C4-WALK-UP,20,1910,8255,268000,32.5,1250000,151,0.45,1-00411-0063,"141 ESSEX STREET
New York, NY
(40.720368722832916, -73.98726578557307)",LOWER EAST SIDE,C7-WALK-UP,16,1900,9150,297000,32.5,1380000,151,0.4
1-00311-0013,"357 GRAND STREET
New York, NY
(40.71605197709226, -73.98719383981074)",LOWER EAST SIDE,D4-ELEVATOR,893,1960,986641,20620796,20.9,77100000,78,1-00991-0060,"25 00 F D R DRIVE
New York, NY
(40.756053999992105, -73.9869510002884)",KIPS BAY,D6-ELEVATOR,1112,1973,1588533,36543335,23,151000000,95,1.55,1-00247-0001,"251 CHERRY STREET
New York, NY
(40.71127657711668, -73.98932523302017)",LOWER EAST SIDE,D6-ELEVATOR,491,1979,627895,14108000,22.47,29900000,47.6,0.3
1-00315-0001,"409 GRAND STREET
New York, NY
(40.715728221161726, -73.98610566015526)",LOWER EAST SIDE,D4-ELEVATOR,880,1960,1034940,21630246,20.9,80900000,78,1-00247-0001,"251 CHERRY STREET
New York, NY
(40.71127657711668, -73.98932523302017)",LOWER EAST SIDE,D6-ELEVATOR,491,1979,627895,14108000,22.47,29900000,47.6,0.35,1-00991-0060,"25 00 F D R DRIVE
New York, NY
(40.756053999992105, -73.9869510002884)",KIPS BAY,D6-ELEVATOR,1112,1973,1588533,36543335,23,151000000,95,1.5
1-00321-0001,"570 GRAND STREET
New York, NY
(40.71385763134077, -73.97943269069788)",LOWER EAST SIDE,D4-ELEVATOR,1684,1955,1231250,23393750,19,87500000,71,1-00972-0001,"240 1 AVENUE
New York, NY
(40.731509485134, -73.98217522328783)",KIPS BAY,D7-ELEVATOR,8800,1945,8942176,194744508,21.78,807000000,90,1.2,1-00247-0001,"251 CHERRY STREET
New York, NY
(40.71127657711668, -73.98932523302017)",LOWER EAST SIDE,D6-ELEVATOR,491,1979,627895,14108000,22.47,29900000,47.6,0.6
1-00331-0001,"504 GRAND STREET
New York, NY
(40.71457708896418, -73.98204072458282)",LOWER EAST SIDE,D4-ELEVATOR,240,1929,216200,6248180,28.9,25900000,120,1-00427-0001,"10 STANTON STREET
New York, NY
(40.72259004824525, -73.99229299571687)",LOWER EAST SIDE,D3-ELEVATOR,146,1900,167453,4945000,29.5,10500000,63,0.75,1-01142-0064,"2054 BROADWAY
New York, NY
(40.77746667847316, -73.9819507923799)",UPPER WEST SIDE (59-79),D6-ELEVATOR,320,1923,235400,7031692,29.9,32800000,139,4.2
1-00331-0065,"484 GRAND STREET
New York, NY
(40.714837892352705, -73.98286810084977)",LOWER EAST SIDE,D4-ELEVATOR,274,1949,299510,7592578,25.3,31400000,105,1-00873-0040,"150 18 STREET
New York, NY
(40.664722757627906, -73.99452541531987)",GRAMERCY,D6-ELEVATOR,223,1960,235264,6698000,28.5,27700000,118,1.4,1-00872-0035,"166 3 AVENUE
New York, NY
(40.7349017668264, -73.98600673473203)",GRAMERCY,D6-ELEVATOR,242,1963,236064,5384000,22.81,22300000,94,1.4
1-00331-0120,"530 GRAND STREET
New York, NY
(40.71433427201629, -73.98118636865502)",LOWER EAST SIDE,D4-ELEVATOR,533,1949,532006,13300150,25,55100000,104,1-00873-0040,"150 18 STREET
New York, NY
(40.664722757627906, -73.99452541531987)",GRAMERCY,D6-ELEVATOR,223,1960,235264,6698000,28.5,27700000,118,1.45,1-00872-0035,"166 3 AVENUE
New York, NY
(40.7349017668264, -73.98600673473203)",GRAMERCY,D6-ELEVATOR,242,1963,236064,5384000,22.81,22300000,94,1.45
1-00333-0001,"87 DELANCEY STREET
New York, NY
(40.71883617799816, -73.98957117497135)",LOWER EAST SIDE,D4-ELEVATOR,1139,1966,1191180,20845650,17.5,44200000,37.1,1-00991-0060,"25 00 F D R DRIVE
New York, NY
(40.756053999992105, -73.9869510002884)",KIPS BAY,D6-ELEVATOR,1112,1973,1588533,36543335,23,151000000,95,1.25,1-02001-9005,"3301 BROADWAY
New York, NY
(40.87333788079353, -73.91157107750263)",HARLEM-WEST,D3-ELEVATOR,1193,1975,1443724,20579796,14.25,69600000,48.2,7.1
1-00341-0070,"131 BROOME STREET
New York, NY
(40.71646566522571, -73.98478365677221)",LOWER EAST SIDE,D4-ELEVATOR,201,1972,228000,4389000,19.25,9300000,40.8,1-00246-0001,"257 SOUTH STREET
New York, NY
(40.71006725938971, -73.98995471254032)",LOWER EAST SIDE,D6-ELEVATOR,254,1978,262875,5954000,22.65,24700000,94,0.35,1-01624-0001,"1245 PARK AVENUE
New York, NY
(40.78676566825612, -73.95227316541303)",HARLEM-EAST,D6-ELEVATOR,166,1963,212482,4142432,19.5,15500000,73,5.1
1-00343-0062,"63 PITT STREET
New York, NY
(40.71778766860882, -73.98273320254538)",LOWER EAST SIDE,C6-WALK-UP,16,1920,10070,321233,31.9,1500000,149,1-00285-0011,"199 HENRY STREET
New York, NY
(40.713605821172564, -73.98758954150361)",LOWER EAST SIDE,C4-WALK-UP,21,1900,8360,268000,32.1,1250000,150,0.35,1-00286-0011,"229 HENRY STREET
New York, NY
(40.71371373981606, -73.98618659913791)",LOWER EAST SIDE,C4-WALK-UP,24,1900,10620,337000,31.7,1570000,148,0.3
1-00344-0017,"129 RIDGE STREET
New York, NY
(40.71950537368474, -73.98289508051067)",LOWER EAST SIDE,D4-ELEVATOR,28,1925,27299,697489,25.5,1480000,54,1-00411-0045,"144 LUDLOW STREET
New York, NY
(40.72072845164462, -73.98801222285738)",LOWER EAST SIDE,D1-ELEVATOR,52,1900,34904,910000,26.1,3770000,108,0.2,1-00886-0062,"175 LEXINGTON AVENUE
New York, NY
(40.74429068881227, -73.98124932119708)",MURRAY HILL,D1-ELEVATOR,17,1915,25284,633000,25,2620000,104,1.7
1-00344-0154,"141 ATTORNEY STREET
New York, NY
(40.7198381228356, -73.98368648389646)",LOWER EAST SIDE,C6-WALK-UP,21,1920,18753,370371,19.75,785000,41.9,1-00236-0033,"197 HESTER STREET
New York, NY
(40.718264309284336, -73.99825550077111)",CHINATOWN,C7-WALK-UP,42,1910,21412,428000,19.99,1600000,75,0.75,1-00413-0014,"277 BROOME STREET
New York, NY
(40.718408200808994, -73.99116884318022)",LOWER EAST SIDE,C7-WALK-UP,32,1900,19202,375000,19.53,1400000,73,0.4
1-00344-0173,"72 CLINTON STREET
New York, NY
(40.71921759063537, -73.98499050083893)",LOWER EAST SIDE,C6-WALK-UP,22,1925,14425,496941,34.4,2310000,160,1-00416-0057,"165 ORCHARD STREET
New York, NY
(40.72117811265929, -73.98866872793877)",LOWER EAST SIDE,C7-WALK-UP,16,1900,13800,488000,35.4,2270000,164,0.3,1-00350-0012,"271 HOUSTON STREET
New York, NY
(40.72160710420794, -73.98465114983996)",LOWER EAST SIDE,C7-WALK-UP,17,1920,12200,410000,33.6,1910000,157,0.1
1-00348-0002,"98 SUFFOLK STREET
New York, NY
(40.71845316691048, -73.98635747032347)",LOWER EAST SIDE,C6-WALK-UP,20,1920,9519,270339,28.4,1120000,118,1-00420-0043,"146 FORSYTH STREET
New York, NY
(40.720359729612596, -73.99182534826161)",LOWER EAST SIDE,C4-WALK-UP,24,1910,10675,329000,30.8,1530000,143,0.3,1-00286-0002,"211 HENRY STREET
New York, NY
(40.71365978049431, -73.98689706354105)",LOWER EAST SIDE,C4-WALK-UP,11,1900,7590,197000,26,816000,108,0.3
1-00348-0003,"100 SUFFOLK STREET
New York, NY
(40.718516119452545, -73.9863214974423)",LOWER EAST SIDE,C6-WALK-UP,20,1920,9858,279967,28.4,1160000,118,1-00420-0043,"146 FORSYTH STREET
New York, NY
(40.720359729612596, -73.99182534826161)",LOWER EAST SIDE,C4-WALK-UP,24,1910,10675,329000,30.8,1530000,143,0.3,1-00286-0002,"211 HENRY STREET
New York, NY
(40.71365978049431, -73.98689706354105)",LOWER EAST SIDE,C4-WALK-UP,11,1900,7590,197000,26,816000,108,0.3
1-00348-0007,"110 SUFFOLK STREET
New York, NY
(40.718785916061336, -73.98618659913791)",LOWER EAST SIDE,C6-WALK-UP,14,1920,11652,364125,31.3,1700000,146,1-00420-0043,"146 FORSYTH STREET
New York, NY
(40.720359729612596, -73.99182534826161)",LOWER EAST SIDE,C4-WALK-UP,24,1910,10675,329000,30.8,1530000,143,0.3,1-00286-0011,"229 HENRY STREET
New York, NY
(40.71371373981606, -73.98618659913791)",LOWER EAST SIDE,C4-WALK-UP,24,1900,10620,337000,31.7,1570000,148,0.3
1-00348-0009,"114 SUFFOLK STREET
New York, NY
(40.71891182114541, -73.98611465337558)",LOWER EAST SIDE,C6-WALK-UP,16,1920,8750,203000,23.2,430000,49.1,1-00286-0002,"211 HENRY STREET
New York, NY
(40.71365978049431, -73.98689706354105)",LOWER EAST SIDE,C4-WALK-UP,11,1900,7590,197000,26,816000,108,0.3,1-00309-0021,"53 LUDLOW STREET
New York, NY
(40.71660955675043, -73.99012562962622)",LOWER EAST SIDE,C7-WALK-UP,18,1910,8370,171000,20.43,639000,76,0.3
1-00348-0011,"118 SUFFOLK STREET
New York, NY
(40.71904671944981, -73.98604270761325)",LOWER EAST SIDE,C6-WALK-UP,13,1910,7200,232560,32.3,1080000,150,1-00349-0015,"157 STANTON STREET
New York, NY
(40.720368722832916, -73.98493654151719)",LOWER EAST SIDE,C4-WALK-UP,20,1910,8255,268000,32.5,1250000,151,0.1,1-00285-0011,"199 HENRY STREET
New York, NY
(40.713605821172564, -73.98758954150361)",LOWER EAST SIDE,C4-WALK-UP,21,1900,8360,268000,32.1,1250000,150,0.35
1-00348-0030,"103 CLINTON STREET
New York, NY
(40.71821034996259, -73.98552110083625)",LOWER EAST SIDE,C6-WALK-UP,18,1920,9850,229012,23.25,486000,49.3,1-00292-0021,"21 ELDRIDGE STREET
New York, NY
(40.71504473641943, -73.99356103977817)",CHINATOWN,C7-WALK-UP,22,1900,9475,222000,23.43,920000,97,0.5,1-00308-0021,"53 ORCHARD STREET
New York, NY
(40.71657358386926, -73.99100696521498)",LOWER EAST SIDE,C7-WALK-UP,14,1910,9478,218000,23,903000,95,0.3
1-00348-0053,"173 RIVINGTON STREET
New York, NY
(40.718947794026576, -73.98463077202723)",LOWER EAST SIDE,C6-WALK-UP,28,1920,14701,354294,24.1,751000,51,1-00238-0014,"209 GRAND STREET
New York, NY
(40.71892081436573, -73.99612410756168)",CHINATOWN,C7-WALK-UP,22,1900,16093,395000,24.54,1640000,102,0.6,1-00163-0022,"65 BAYARD STREET
New York, NY
(40.71548540421378, -73.99809362280587)",CHINATOWN,C7-WALK-UP,26,1915,14200,336000,23.66,1390000,98,0.7
1-00348-0073,"172 DELANCEY STREET
New York, NY
(40.71776968216824, -73.98515237880423)",LOWER EAST SIDE,C6-WALK-UP,14,1920,12180,249081,20.45,528000,43.3,1-00292-0024,"15 ELDRIDGE STREET
New York, NY
(40.71486487201355, -73.99364197876082)",CHINATOWN,C7-WALK-UP,24,1900,11370,233000,20.49,871000,77,0.55,1-00282-0011,"91 HENRY STREET
New York, NY
(40.71315211339467, -73.9930889761153)",CHINATOWN,C7-WALK-UP,24,1920,11706,239000,20.42,894000,76,0.55
1-00349-0014,"153 STANTON STREET
New York, NY
(40.72039570249376, -73.98501748049983)",LOWER EAST SIDE,C6-WALK-UP,12,1920,8085,175444,21.7,372000,46,1-00201-0032,"66 BAYARD STREET
New York, NY
(40.71547641099352, -73.99806664314497)",CHINATOWN,C7-WALK-UP,16,1890,9040,198000,21.9,820000,91,0.7,1-00199-0032,"104 BAYARD STREET
New York, NY
(40.71610593641401, -73.99984730076301)",CHINATOWN,C7-WALK-UP,15,1890,9250,200000,21.62,828000,90,0.75
1-00350-0057,"309 HOUSTON STREET
New York, NY
(40.72123365329026, -73.98342843808942)",LOWER EAST SIDE,C6-WALK-UP,32,1920,20837,658449,31.6,3070000,147,1-00201-0001,"72 BAYARD STREET
New York, NY
(40.71556634319643, -73.99833643975376)",CHINATOWN,C7-WALK-UP,33,1910,18865,604000,32,2810000,149,0.8,1-00411-0075,"100 RIVINGTON STREET
New York, NY
(40.72002698046174, -73.98820108048352)",LOWER EAST SIDE,C7-WALK-UP,24,1900,21120,660000,31.3,3070000,145,0.2
1-00351-0001,"62 ESSEX STREET
New York, NY
(40.71696029234187, -73.98901946353021)",LOWER EAST SIDE,D4-ELEVATOR,182,1972,198260,5779279,29.2,12300000,62,1-00427-0001,"10 STANTON STREET
New York, NY
(40.72259004824525, -73.99229299571687)",LOWER EAST SIDE,D3-ELEVATOR,146,1900,167453,4945000,29.5,10500000,63,0.45,1-00345-0048,"115 PITT STREET
New York, NY
(40.71995503469941, -73.98168998899143)",LOWER EAST SIDE,D3-ELEVATOR,172,1983,170100,4885000,28.7,10400000,61,0.4
1-00354-0027,"139 NORFOLK STREET
New York, NY
(40.71997302113999, -73.98655532116993)",LOWER EAST SIDE,C6-WALK-UP,20,1920,10255,348670,34,1620000,158,1-00349-0026,"61 CLINTON STREET
New York, NY
(40.71949638046448, -73.98484660931427)",LOWER EAST SIDE,C4-WALK-UP,23,1920,9525,325000,34.1,1510000,159,0.1,1-00348-0005,"104 SUFFOLK STREET
New York, NY
(40.71865101775694, -73.98624955167998)",LOWER EAST SIDE,C4-WALK-UP,20,1920,9858,334000,33.9,1560000,158,0.1
1-00354-0031,"128 RIVINGTON STREET
New York, NY
(40.719640271989135, -73.98693303642222)",LOWER EAST SIDE,C6-WALK-UP,24,1920,19405,383248,19.75,813000,41.9,1-00236-0033,"197 HESTER STREET
New York, NY
(40.718264309284336, -73.99825550077111)",CHINATOWN,C7-WALK-UP,42,1910,21412,428000,19.99,1600000,75,0.6,1-00413-0014,"277 BROOME STREET
New York, NY
(40.718408200808994, -73.99116884318022)",LOWER EAST SIDE,C7-WALK-UP,32,1900,19202,375000,19.53,1400000,73,0.3
1-00355-0039,"168 NORFOLK STREET
New York, NY
(40.72103422113457, -73.98601572795235)",LOWER EAST SIDE,C6-WALK-UP,21,1920,7300,206225,28.3,437000,60,1-00345-0025,"151 RIDGE STREET
New York, NY
(40.720188858427036, -73.98254434491923)",LOWER EAST SIDE,C9-WALK-UP,12,1900,7000,193000,27.6,799000,114,0.15,1-00310-0004,"40 LUDLOW STREET
New York, NY
(40.71625882115899, -73.99031448725242)",LOWER EAST SIDE,C7-WALK-UP,17,1910,7350,212000,28.8,878000,119,0.4
1-00355-0040,"170 NORFOLK STREET
New York, NY
(40.72109717367664, -73.98598874829145)",LOWER EAST SIDE,C6-WALK-UP,23,1900,10610,348008,32.8,1620000,153,1-00348-0005,"104 SUFFOLK STREET
New York, NY
(40.71865101775694, -73.98624955167998)",LOWER EAST SIDE,C4-WALK-UP,20,1920,9858,334000,33.9,1560000,158,0.2,1-00286-0011,"229 HENRY STREET
New York, NY
(40.71371373981606, -73.98618659913791)",LOWER EAST SIDE,C4-WALK-UP,24,1900,10620,337000,31.7,1570000,148,0.5
1-00372-0055,"290 2 STREET
New York, NY
(40.67575547838783, -73.98765199586967)",ALPHABET CITY,C6-WALK-UP,20,1920,17990,514514,28.6,1090000,61,1-00376-0011,"238 7 STREET
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,C4-WALK-UP,30,1900,16962,524000,30.9,2440000,144,0.2,1-00405-0005,"182 AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,C1-WALK-UP,32,1920,15392,404000,26.2,1670000,108,0.5
1-00373-0021,"336 4 STREET
New York, NY
(40.671624704933485, -73.98268240885696)",ALPHABET CITY,D4-ELEVATOR,18,1920,16914,448221,26.5,950000,56,1-00377-0037,"107 AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,D5-ELEVATOR,45,1900,14940,418000,28,886000,59,0.2,1-00402-0029,"172 7 STREET
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,D1-ELEVATOR,25,1929,20886,566000,27.1,2340000,112,0.3
1-00373-0040,"327 3 STREET
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,C6-WALK-UP,29,1920,17610,410313,23.3,870000,49.4,1-00400-0026,"540 5 STREET
New York, NY
(40.668291185833624, -73.9775196730055)",ALPHABET CITY,C7-WALK-UP,24,1929,16326,380000,23.28,1570000,96,0.3,1-00400-0024,"536 5 STREET
New York, NY
(40.66835519187941, -73.97765372340326)",ALPHABET CITY,C7-WALK-UP,24,1929,16344,380000,23.25,1570000,96,0.3
1-00373-0046,"317 3 STREET
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,C6-WALK-UP,35,1925,20076,493869,24.6,1050000,52,1-00391-0059,"299 8 STREET
New York, NY
(40.566992879112625, -74.1217893668069)",ALPHABET CITY,C1-WALK-UP,30,1900,18732,486000,25.9,2010000,107,0.25,1-00387-0157,"619 5 STREET
New York, NY
(40.66764068135305, -73.97603927892054)",ALPHABET CITY,C1-WALK-UP,40,1900,25200,586000,23.25,2430000,96,0.2
1-00373-0049,"311 3 STREET
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,C6-WALK-UP,38,1920,20076,521976,26,1110000,55,1-00406-0009,"506 13 STREET
New York, NY
(40.662881934078875, -73.98032037360713)",ALPHABET CITY,C7-WALK-UP,29,1900,16002,453000,28.3,1880000,117,0.5,1-00406-0011,"510 13 STREET
New York, NY
(40.66285249213068, -73.98026003218857)",ALPHABET CITY,C7-WALK-UP,29,1900,16002,403000,25.2,1670000,104,0.5
1-00374-0006,"64 AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,C6-WALK-UP,18,1910,16872,436984,25.9,926000,55,1-00407-0029,"232 AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,C7-WALK-UP,26,1900,17986,477000,26.5,1980000,110,0.5,1-00406-0011,"510 13 STREET
New York, NY
(40.66285249213068, -73.98026003218857)",ALPHABET CITY,C7-WALK-UP,29,1900,16002,403000,25.2,1670000,104,0.45
1-00374-0065,"307 4 STREET
New York, NY
(40.67224522258752, -73.98382867619131)",ALPHABET CITY,C6-WALK-UP,20,1900,19354,486753,25.1,1030000,53,1-00391-0059,"299 8 STREET
New York, NY
(40.566992879112625, -74.1217893668069)",ALPHABET CITY,C1-WALK-UP,30,1900,18732,486000,25.9,2010000,107,0.25,1-00386-0053,"233 3 STREET
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,C1-WALK-UP,29,1910,17754,433000,24.39,1790000,101,0.15
1-00375-0030,"742 6 STREET
New York, NY
(40.72303843180744, -73.97826583546541)",ALPHABET CITY,C6-WALK-UP,19,1902,17556,502101,28.6,2080000,118,1-00376-0011,"238 7 STREET
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,C4-WALK-UP,30,1900,16962,524000,30.9,2440000,144,0.05,1-00405-0005,"182 AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,C1-WALK-UP,32,1920,15392,404000,26.2,1670000,108,0.4
1-00376-0005,"98 AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,C6-WALK-UP,24,1900,15086,449562,29.8,953000,63,1-00378-0039,"115 AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,C7-WALK-UP,23,1900,13266,407000,30.7,1900000,143,0.1,1-00404-0004,"170 AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,C7-WALK-UP,27,1920,15162,438000,28.9,1810000,119,0.35
1-00376-0014,"246 7 STREET
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,C6-WALK-UP,24,1928,16776,600580,35.8,2800000,167,1-00372-0056,"286 2 STREET
New York, NY
(40.6757834223955, -73.98771207548616)",ALPHABET CITY,C9-WALK-UP,20,1920,18062,735000,40.7,3610000,200,0.2,1-00376-0011,"238 7 STREET
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,C4-WALK-UP,30,1900,16962,524000,30.9,2440000,144,0
1-00376-0016,"248 7 STREET
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,C6-WALK-UP,12,1928,11802,408939,34.6,1900000,161,1-00404-0012,"516 11 STREET
New York, NY
(40.66529652557005, -73.98181794307655)",ALPHABET CITY,C7-WALK-UP,19,1900,10674,388000,36.4,1810000,170,0.35,1-00396-0026,"638 14 STREET
New York, NY
(40.72868601467337, -73.9763352078814)",ALPHABET CITY,C4-WALK-UP,20,1920,10740,353000,32.9,1640000,153,0.35
1-00376-0018,"250 7 STREET
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,C6-WALK-UP,12,1928,11802,408939,34.6,1900000,161,1-00404-0012,"516 11 STREET
New York, NY
(40.66529652557005, -73.98181794307655)",ALPHABET CITY,C7-WALK-UP,19,1900,10674,388000,36.4,1810000,170,0.35,1-00396-0026,"638 14 STREET
New York, NY
(40.72868601467337, -73.9763352078814)",ALPHABET CITY,C4-WALK-UP,20,1920,10740,353000,32.9,1640000,153,0.35
1-00376-0019,"254 7 STREET
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,C6-WALK-UP,20,1910,14508,525915,36.3,2450000,169,1-00404-0016,"522 11 STREET
New York, NY
(40.665212053906885, -73.98164319818187)",ALPHABET CITY,C4-WALK-UP,23,1900,13476,561000,41.6,2750000,204,0.35,1-00376-0011,"238 7 STREET
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,C4-WALK-UP,30,1900,16962,524000,30.9,2440000,144,0
1-00377-0016,"368 8 STREET
New York, NY
(40.56555680749278, -74.12302499652994)",ALPHABET CITY,C6-WALK-UP,32,1923,19632,795096,40.5,3900000,199,1-00404-0016,"522 11 STREET
New York, NY
(40.665212053906885, -73.98164319818187)",ALPHABET CITY,C4-WALK-UP,23,1900,13476,561000,41.6,2750000,204,0.3,1-00372-0001,"14 AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,C7-WALK-UP,28,1920,17396,682000,39.2,3350000,193,0.25
1-00377-0026,"388 8 STREET
New York, NY
(40.56546804440849, -74.12310530598715)",ALPHABET CITY,D4-ELEVATOR,36,1900,30018,757954,25.2,1610000,54,1-00405-0017,"518 12 STREET
New York, NY
(40.6634569416431, -73.97977669245064)",ALPHABET CITY,D9-ELEVATOR,41,1930,31500,837000,26.6,3470000,110,0.35,1-00398-0022,"184 3 STREET
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,D9-ELEVATOR,47,1920,21600,540000,25,2240000,104,0.35
1-00377-0059,"257 7 STREET
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,C6-WALK-UP,12,1900,8655,327591,37.8,1530000,177,1-00385-0055,"230 2 STREET
New York, NY
(40.67616578426349, -73.98855841545709)",ALPHABET CITY,C4-WALK-UP,24,1910,9049,348000,38.5,1710000,189,0.3,1-00385-0054,"232 2 STREET
New York, NY
(40.67615270679878, -73.98852768341503)",ALPHABET CITY,C4-WALK-UP,24,1910,9049,337000,37.2,1570000,173,0.3
1-00377-0062,"249 7 STREET
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,C6-WALK-UP,13,2001,9664,375446,38.8,1840000,190,1-00393-0046,"379 10 STREET
New York, NY
(40.66848615375379, -73.98654414842314)",ALPHABET CITY,C7-WALK-UP,13,2001,8206,375000,45.7,1840000,224,0.2,1-00385-0035,"29 AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,C1-WALK-UP,13,2000,7908,253000,32,1180000,149,0.3
1-00377-0067,"241 7 STREET
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,C6-WALK-UP,22,1900,7986,291888,36.5,1360000,170,1-00385-0055,"230 2 STREET
New York, NY
(40.67616578426349, -73.98855841545709)",ALPHABET CITY,C4-WALK-UP,24,1910,9049,348000,38.5,1710000,189,0.3,1-00402-0050,"531 6 STREET
New York, NY
(40.66779237032874, -73.9781042767462)",ALPHABET CITY,C4-WALK-UP,24,1920,8532,296000,34.7,1380000,162,0.3
1-00379-0011,"404 10 STREET
New York, NY
(40.66811336310982, -73.98590946678594)",ALPHABET CITY,C6-WALK-UP,12,1900,8675,329650,38,1540000,178,1-00400-0060,"195 4 STREET
New York, NY
(40.676427009549684, -73.99243414004931)",ALPHABET CITY,C4-WALK-UP,18,1913,8975,344000,38.3,1690000,188,0.35,1-00392-0025,"380 10 STREET
New York, NY
(40.66843798238951, -73.9865789940503)",ALPHABET CITY,C7-WALK-UP,20,1930,9075,346000,38.1,1700000,187,0.15
1-00379-0012,"406 10 STREET
New York, NY
(40.66808631150318, -73.98585367284724)",ALPHABET CITY,C6-WALK-UP,24,1930,14653,603703,41.2,2960000,202,1-00394-0053,"631 11 STREET
New York, NY
(40.66403340876943, -73.97908256451524)",ALPHABET CITY,C4-WALK-UP,30,1910,15018,661000,44,3240000,216,0.15,1-00372-0039,"11 AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",ALPHABET CITY,C7-WALK-UP,19,1900,14400,552000,38.3,2710000,188,0.35
