DBN,DISTRICT,SCHOOL,PRINCIPAL,2008-09 SCHOOL SUPPORT ORGANIZATION,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,OVERALL GRADE,OVERALL SCORE,ENVIRONMENT CATEGORY SCORE,ENVIRONMENT GRADE,PERFORMANCE CATEGORY SCORE,PERFORMANCE GRADE,PROGRESS CATEGORY SCORE,PROGRESS GRADE,ADDITIONAL CREDIT,2007-08 PROGRESS REPORT GRADE,MOST RECENT QUALITY REVIEW SCORE,2008-09 STATE ACCOUNTABILITY STATUS
19K273,19,P.S. 273 WORTMAN,Melessa Avery,ESO,ESMS,Elementary,57.36,A,77.2,12.8,A,18.8,A,42.6,A,3,A,Well Developed (2007-08),In Good Standing
19K290,19,P.S. 290 JUAN MOREL CAMPOS,Willena George,KLSO,ESMS,Elementary,60.31,A,80.4,11.6,A,20.5,A,45.3,A,3,A,Well Developed (2007-08),In Good Standing
19K292,19,J.H.S. 292 MARGARET S. DOUGLAS,Everett Hughes,KLSO,ESMS,Middle,3.02,A,81,8.3,B,21.6,A,44.3,A,6.8,B,Well Developed (2007-08),Restructuring (Advanced) -  Focused
19K302,19,J.H.S. 302 RAFAEL CORDERO,Lisa Linder,KLSO,ESMS,Middle,3.01,B,63.7,8.5,B,18.8,A,33.4,B,3,D,Proficient (2008-09),Restructuring (Advanced) -  Focused
19K306,19,P.S. 306 ETHAN ALLEN,Lawrence Burroughs,KLSO,ESMS,K-8,59.79,A,73.3,6.9,C,16.1,B,45,A,5.3,C,Proficient (2008-09),In Good Standing
19K311,19,ESSENCE SCHOOL,Gail Gaines,ESO,ESMS,Middle,3.08,B,62.4,9,B,18.8,A,34.6,B,0,B,Well Developed (2007-08),In Good Standing
19K328,19,P.S. 328 PHYLLIS WHEATLEY,Douglas Avila,KLSO,ESMS,K-8,64.78,A,69.2,7.7,C,18.2,A,36.5,B,6.8,B,Proficient (2007-08),Restructuring (Advanced) -  Focused
19K345,19,P.S. 345 PATROLMAN ROBERT BOLDEN,Wanda Holt,KLSO,ESMS,Elementary,62.65,A,70.4,7.7,C,17.7,A,39.7,B,5.3,C,Proficient (2008-09),In Good Standing
19K346,19,P.S. 346 ABE STARK,Kevin Caifa,KLSO,ESMS,Elementary,52.37,A,75.4,6.9,C,18.4,A,44.1,A,6,B,Well Developed (2007-08),In Good Standing
19K364,19,I.S. 364 GATEWAY,Dale Kelly,KLSO,ESMS,Middle,3.14,A,79.1,7.4,C,22.2,A,44.2,A,5.3,A,Well Developed (2007-08),In Good Standing
19K409,19,EAST NEW YORK FAMILY ACADEMY,Sheila Richards,ESO,ESMS,Middle,3.43,A,70.9,9.8,B,25,A,36.1,B,0,A,Well Developed (2007-08),In Good Standing
19K409,19,EAST NEW YORK FAMILY ACADEMY,Sheila Richards,ESO,HS,High School,2.76,B,63.7,9.8,B,15.4,B,36.5,B,2,B,Well Developed (2007-08),In Good Standing
19K420,19,FRANKLIN K. LANE HIGH SCHOOL,Marlon Bynum,ESO,HS,High School,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,Restructuring (Advanced) -  Comprehensive
19K452,19,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,Yolanda Martin,KLSO,ESMS,Middle,3.53,A,70.1,10.2,A,19.2,A,39.9,B,0.8,F,Proficient (2008-09),In Good Standing
19K502,19,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,JAMES ANDERSON,New Visions,HS,High School,2.05,C,49.6,7.9,C,9.7,D,30,C,2,F,Proficient (2008-09),In Good Standing
19K504,19,HIGH SCHOOL FOR CIVIL RIGHTS,Michael S. Steele,KLSO,HS,High School,2.17,C,52.8,8.5,B,12.6,C,28.7,C,3,C,Underdeveloped with Proficient Features (2008-09),In Good Standing
19K507,19,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,Lottie Almonte,ESO,HS,High School,2.22,B,68.6,9.5,B,17.2,B,37.9,B,4,A,Well Developed (2007-08),In Good Standing
19K510,19,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,Kim Lawrence,New Visions,HS,High School,2.22,B,62.8,8.9,B,13.4,C,35.5,B,5,B,Proficient (2007-08),In Good Standing
19K583,19,MULTICULTURAL HIGH SCHOOL,ALTAGRACIA LICIAGA,ESO,HS,High School,1.94,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4,,Well Developed (2008-09),Pending
19K615,19,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,Larry Kalvar,KLSO,HS,High School,2.48,B,69.5,8.1,B,16.3,B,39.1,B,6,B,Well Developed (2007-08),In Good Standing
19K618,19,ACADEMY OF INNOVATIVE TECHNOLOGY,Cynthia Fowlkes,New Visions,HS,High School,2.27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5,,,Pending
19K639,19,BROOKLYN LAB SCHOOL,Charles Simic,ESO,HS,High School,2.33,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,,,Pending
19K659,19,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,Alex Maysonet,ESO,HS,High School,2.5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6,,Proficient (2008-09),Pending
19K660,19,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,Jocelyn Badette,KLSO,HS,High School,1.87,D,42.7,6.3,D,8.3,F,28.1,C,0,D,Proficient (2008-09),Restructuring (Advanced) -  Comprehensive
20K030,20,I.S. 30 MARY WHITE OVINGTON,Danielle Dimango-Maringo,ICI,ESMS,Middle,3.38,A,88.1,11,A,24.3,A,49,A,3.8,A,Well Developed (2007-08),In Good Standing
20K048,20,P.S. 048 MAPLETON,Diane Picucci,ESO,ESMS,Elementary,34.69,A,84.7,8.7,B,20.9,A,51.3,A,3.8,A,Well Developed (2007-08),In Good Standing
20K062,20,J.H.S. 062 DITMAS,Barry Kevorkian,CEI-PEA,ESMS,Middle,3.01,A,90.9,12,A,23.5,A,44.9,A,10.5,A,Well Developed (2007-08),Restructuring (Advanced) -  Focused
20K069,20,P.S. 69 VINCENT D. GRIPPO SCHOOL,Jaynemarie Capetanakis,ICI,ESMS,Elementary,38.2,A,75.9,10.9,A,14.1,B,46.4,A,4.5,A,Well Developed (2007-08),In Good Standing
20K102,20,P.S. 102 THE BAYVIEW,Ms. Theresa Dovi,ESO,ESMS,Elementary,33.2,A,82.8,10.5,A,18.5,A,45.5,A,8.3,A,Well Developed (2007-08),In Good Standing
20K104,20,P.S./I.S. 104 THE FORT HAMILTON SCHOOL,Ms. Marie Dibella,ESO,ESMS,K-8,25.37,B,67.3,10.7,A,17.8,A,34.3,B,4.5,B,Well Developed (2007-08),In Good Standing
20K105,20,P.S. 105 THE BLYTHEBOURNE,Johanna Castronovo,ESO,ESMS,Elementary,33.82,A,85.3,12.4,A,21.5,A,48.4,A,3,A,Well Developed (2007-08),In Good Standing
20K112,20,P.S. 112 LEFFERTS PARK,Louise Verdemare (Alfano),ESO,ESMS,Elementary,30.68,A,81.3,10.9,A,21.3,A,47.6,A,1.5,A,Well Developed (2007-08),In Good Standing
20K127,20,P.S. 127 MCKINLEY PARK,Pauline Frank,ESO,ESMS,Elementary,33.54,B,65.3,9.7,B,15.4,B,39.4,B,0.8,B,Well Developed (2007-08),In Good Standing
20K160,20,P.S. 160 WILLIAM T. SAMPSON,Margaret Russo,ESO,ESMS,Elementary,40.24,A,79,10.2,A,19,A,46.8,A,3,B,Well Developed (2007-08),In Good Standing
20K163,20,P.S. 163 BATH BEACH,Maryann Wasmuth,ICI,ESMS,Elementary,35.28,A,81.1,11.3,A,18.4,A,48.4,A,3,A,Well Developed (2007-08),In Good Standing
20K164,20,P.S. 164 CAESAR RODNEY,Margaret Choy-Shan,ESO,ESMS,Elementary,55.75,A,108,14.3,A,24.7,A,60,A,9,A,Well Developed (2007-08),In Good Standing
20K170,20,RALPH A. FABRIZIO SCHOOL,Suzanne Brown,ICI,ESMS,Elementary,35.79,A,87.2,8.7,B,16.1,B,53.4,A,9,B,Proficient (2007-08),In Good Standing
20K176,20,P.S. 176 OVINGTON,Elizabeth Culkin,ICI,ESMS,Elementary,31.74,A,91.4,11.2,A,19.1,A,52.1,A,9,A,Proficient (2007-08),In Good Standing
20K179,20,P.S. 179 KENSINGTON,Valerie Joseph,ESO,ESMS,Elementary,44.11,A,79.8,9.2,B,15,B,46.6,A,9,C,Underdeveloped with Proficient Features (2008-09),Improvement (year 2) -  Basic
20K180,20,PS/IS 180 HOMEWOOD,Gary Williams,ESO,ESMS,K-8,28.09,A,70.3,11.1,A,15.8,B,36.6,B,6.8,A,Well Developed (2007-08),In Good Standing
20K185,20,P.S. 185 WALTER KASSENBROCK,Kenneth Llinas,ICI,ESMS,Elementary,20.2,A,69.9,10.2,A,19.1,A,40.6,B,0,B,Well Developed (2007-08),In Good Standing
20K186,20,P.S. 186 DR. IRVING A GLADSTONE,Bayan (Ebeid) Cadotte,ICI,ESMS,Elementary,33.28,A,86.3,7.6,C,17.4,A,53,A,8.3,A,Well Developed (2007-08),In Good Standing
20K187,20,I.S. 187,Justin Berman,ICI,ESMS,Middle,4.04,A,89.9,12,A,24.1,A,53.8,A,0,A,Well Developed (2007-08),In Good Standing
20K192,20,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,Liset Isaac,ESO,ESMS,K-8,53.79,A,92.5,11.4,A,15.6,B,56.5,A,9,A,Well Developed (2007-08),In Good Standing
20K200,20,P.S. 200 BENSON SCHOOL,Javier Muniz,ICI,ESMS,Elementary,28.8,A,69.3,8.9,B,16.1,B,42,A,2.3,B,Proficient (2008-09),In Good Standing
20K201,20,J.H.S. 201 THE DYKER HEIGHTS,Ms. Madeleine Brennan,ICI,ESMS,Middle,3.54,A,85.7,10.3,A,22.1,A,46.5,A,6.8,A,Well Developed (2007-08),In Good Standing
20K204,20,P.S. 204 VINCE LOMBARDI,Mrs. Marie Reilly,ICI,ESMS,Elementary,25.71,A,84.3,13.2,A,17.3,A,47,A,6.8,B,Well Developed (2007-08),In Good Standing
20K205,20,P.S. 205 CLARION,Beth Grater,ESO,ESMS,Elementary,38.21,A,85,7.2,C,16.6,B,50.7,A,10.5,A,Well Developed (2007-08),In Good Standing
20K220,20,J.H.S. 220 JOHN J. PERSHING,Loretta Witek,ICI,ESMS,Middle,3.1,B,66.2,8.5,B,17,A,39.2,B,1.5,B,Well Developed (2007-08),In Good Standing
20K223,20,J.H.S. 223 THE MONTAUK,Mrs. Gertrude Adduci,ICI,ESMS,Middle,2.95,A,91.8,10.5,A,24.3,A,48,A,9,A,Proficient (2007-08),In Good Standing
20K227,20,J.H.S. 227 EDWARD B. SHALLOW,Brenda D. Champion,CLSO,ESMS,Middle,3.2,A,73.2,7.7,C,19.2,A,40.3,B,6,B,Proficient (2007-08),In Good Standing
20K229,20,P.S. 229 DYKER,Mr. James J. Harrigan,ESO,ESMS,Elementary,20.36,A,75.2,11.4,A,20.8,A,43,A,0,A,Well Developed (2007-08),In Good Standing
20K247,20,P.S. 247 BROOKLYN,Christopher E. Ogno,ESO,ESMS,Elementary,29.92,A,84.7,9.3,B,20.1,A,51.5,A,3.8,A,Well Developed (2007-08),In Good Standing
20K259,20,J.H.S. 259 WILLIAM MCKINLEY,Janice Geary,ICI,ESMS,Middle,3.33,A,80.9,11.6,A,22.1,A,40.4,B,6.8,A,Well Developed (2007-08),Improvement (year 2) -  Focused
20K445,20,NEW UTRECHT HIGH SCHOOL,MAUREEN GOLDFARB,CLSO,HS,High School,2.39,B,64.9,9.5,B,15.7,B,33.7,B,6,B,Well Developed (2007-08),Restructuring (year 2) -  Comprehensive
20K485,20,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLOGY,Philip Weinberg,New Visions,HS,High School,2.59,A,86.6,11.5,A,22.1,A,41,B,12,A,Outstanding (2007-08),In Good Standing
20K490,20,FORT HAMILTON HIGH SCHOOL,Jo Ann Chester,ESO,HS,High School,2.52,B,61.7,10.2,B,12.1,C,34.4,B,5,B,Well Developed (2007-08),Restructuring (Advanced) -  Focused
20K503,20,PS 503: THE SCHOOL OF DISCOVERY,Bernadette Fitzgerald,ESO,ESMS,Elementary,58.82,A,76,12.3,A,18.3,A,40.9,A,4.5,A,Proficient (2008-09),In Good Standing
20K505,20,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,Geraldine Maione,KLSO,HS,High School,2.31,B,59.4,8.9,B,11.2,C,34.3,B,5,B,Well Developed (2007-08),Restructuring (Advanced) -  Comprehensive
20K506,20,P.S. 506: THE SCHOOL OF JOURNALISM & TECHNOLOGY,Elizabeth Waters,ESO,ESMS,Elementary,56.73,A,74.9,11,A,16.2,B,42.4,A,5.3,A,Well Developed (2007-08),In Good Standing
20K609,20,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,Mariela Graham,ESO,ESMS,Middle,3.17,A,83.9,12.7,A,24,A,44.9,A,2.3,,Proficient (2008-09),In Good Standing
21K090,21,P.S. 90 EDNA COHEN SCHOOL,Madelene S. Chan,ICI,ESMS,Elementary,55.41,A,97.2,13.3,A,17.5,A,54.4,A,12,A,Well Developed (2007-08),Improvement (year 1) -  Basic
21K095,21,P.S. 095 THE GRAVESEND,Carolyn Telesmanich,ESO,ESMS,K-8,37.57,B,58.6,5.7,D,13.3,C,36.6,B,3,C,Underdeveloped with Proficient Features (2008-09),In Good Standing
21K096,21,I.S. 096 SETH LOW,Denise Sandra Levinsky,ESO,ESMS,Middle,3.24,A,77.1,8.2,B,18.8,A,41.8,A,8.3,B,Underdeveloped with Proficient Features (2008-09),In Good Standing
21K097,21,P.S. 97 THE HIGHLAWN,Kristine Mustillo,ESO,ESMS,Elementary,28.24,A,79.8,9.7,B,16,B,50.3,A,3.8,A,Proficient (2007-08),In Good Standing
21K098,21,I.S. 98 BAY ACADEMY,Mrs. Marian Nagler,ESO,ESMS,Middle,3.78,B,65.6,9.1,B,20.8,A,29.7,C,6,B,Well Developed (2007-08),In Good Standing
21K099,21,P.S. 099 ISAAC ASIMOV,Gregory Pirraglia,ESO,ESMS,K-8,40.7,A,92.2,13.3,A,18.2,A,55.4,A,5.3,C,Underdeveloped with Proficient Features (2008-09),In Good Standing
21K100,21,P.S. 100 THE CONEY ISLAND SCHOOL,Katherine A. Moloney,ICI,ESMS,Elementary,29.74,A,77.4,8.9,B,20.7,A,44,A,3.8,B,Well Developed (2007-08),In Good Standing
21K101,21,P.S. 101 THE VERRAZANO,Gregg Korrol,ICI,ESMS,Elementary,29.26,A,101.8,13,A,19,A,60,A,9.8,A,Well Developed (2007-08),In Good Standing
21K121,21,P.S. 121 NELSON A. ROCKEFELLER,Lillian Catalano,ESO,ESMS,K-8,41.15,A,87.3,12.8,A,20.3,A,49.7,A,4.5,A,Well Developed (2007-08),In Good Standing
21K128,21,P.S. 128 BENSONHURST,Marcia Robins,ICI,ESMS,Elementary,33.72,B,60.3,10.2,A,7.9,F,41.4,A,0.8,B,Well Developed (2007-08),In Good Standing
21K153,21,P.S. 153 HOMECREST,Carl Santamaria,ICI,ESMS,Elementary,37.47,A,94.8,7.5,C,16.8,B,60,A,10.5,B,Proficient (2007-08),In Good Standing
21K177,21,P.S. 177 THE MARLBORO,Shoshana Singer,ESO,ESMS,Elementary,36.67,A,81.9,10.6,A,21,A,44.3,A,6,B,Well Developed (2007-08),In Good Standing
21K188,21,P.S. 188 MICHAEL E. BERDY,Frederick M. Tudda,ICI,ESMS,Elementary,55.61,A,90.7,13.5,A,20.6,A,50.6,A,6,A,Well Developed (2007-08),In Good Standing
21K199,21,P.S. 199 FREDERICK WACHTEL,Rosalia Bacarella,ESO,ESMS,Elementary,32.99,B,65.8,5.6,D,18.8,A,40.6,B,0.8,A,Well Developed (2007-08),In Good Standing
21K209,21,P.S. 209 MARGARET MEAD,Frances Locurcio,ICI,ESMS,K-8,33.39,A,68.3,6.7,C,17.3,A,41.3,A,3,B,Proficient (2007-08),In Good Standing
21K212,21,P.S. 212 LADY DEBORAH MOODY,Josephine Marsella,ICI,ESMS,Elementary,40.86,A,83.5,10.4,A,18.3,A,48.8,A,6,B,Well Developed (2007-08),In Good Standing
21K215,21,P.S. 215 MORRIS H. WEISS,Antonella Bove,ESO,ESMS,Elementary,30.57,A,69.2,9.7,B,18.9,A,37.6,B,3,A,Proficient (2008-09),In Good Standing
21K216,21,P.S. 216 ARTURO TOSCANINI,Celia Kaplinsky,ICI,ESMS,Elementary,34.71,A,93.3,10.6,A,20.4,A,54.8,A,7.5,B,Well Developed (2007-08),In Good Standing
21K225,21,P.S. K225 - THE EILEEN E. ZAGLIN,Joseph Montebello,ESO,ESMS,K-8,39.95,A,88.7,10.9,A,15.7,B,50.8,A,11.3,C,Proficient (2008-09),In Good Standing
21K226,21,P.S. 226 ALFRED DE B.MASON,Sherry Tannenbaum,ICI,ESMS,K-8,39.3,A,90.9,10.8,A,15.4,B,54.2,A,10.5,A,Proficient (2008-09),Corrective Action (year 1) -  Focused
21K228,21,I.S. 228 DAVID A. BOODY,Dominick D'Angelo,CEI-PEA,ESMS,Middle,3.4,A,71.6,8.6,B,18.8,A,40.4,B,3.8,B,Proficient (2007-08),In Good Standing
21K238,21,P.S. 238 ANNE SULLIVAN,Harla Joy Musoff-Weiss,ICI,ESMS,K-8,51.18,A,72.8,8.6,B,18,A,43.9,A,2.3,B,Proficient (2007-08),In Good Standing
21K239,21,MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED,Carol Moore,ESO,ESMS,Middle,3.93,A,83.2,11.7,A,22.7,A,43.5,A,5.3,A,Well Developed (2007-08),In Good Standing
21K253,21,P.S. 253,Lisa Speroni,ICI,ESMS,Elementary,49.11,A,102.5,13.3,A,19.4,A,60,A,9.8,A,Well Developed (2007-08),In Good Standing
21K281,21,I.S. 281 JOSEPH B CAVALLARO,Stephen Rosenblum,ESO,ESMS,Middle,3.34,A,88.6,10.1,B,21.9,A,48.3,A,8.3,B,Well Developed (2007-08),In Good Standing
21K288,21,P.S. 288 THE SHIRLEY TANYHILL,Joelene-Lynette Kinard,ESO,ESMS,K-8,62.64,A,80.3,6.1,D,14.5,B,51.4,A,8.3,A,Proficient (2007-08),Restructuring (year 2) -  Comprehensive
21K303,21,I.S. 303 HERBERT S. EISENBERG,Mr. Gary Ingrassia,ICI,ESMS,Middle,3.3,A,91.2,12.1,A,25,A,42.1,A,12,A,Well Developed (2007-08),In Good Standing
21K329,21,P.S. 329 SURFSIDE,Selema Dawson,ICI,ESMS,Elementary,56.44,A,75.7,10.8,A,15.9,B,44.5,A,4.5,B,Proficient (2008-09),In Good Standing
21K337,21,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,Michael F. Soet,ESO,HS,High School,2.02,A,70.9,12.2,A,17.3,B,33.4,B,8,,Well Developed (2008-09),In Good Standing
21K344,21,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,Edward Wilensky,ICI,HS,High School,2.6,B,67.2,6.4,D,15.4,B,39.4,B,6,,Underdeveloped with Proficient Features (2008-09),In Good Standing
21K348,21,HIGH SCHOOL OF SPORTS MANAGEMENT,Robin Pitts,ESO,HS,High School,2.19,A,80.5,7.4,C,23.6,A,43.5,A,6,,Proficient (2008-09),In Good Standing
21K400,21,LAFAYETTE HIGH SCHOOL,Jacqueline Boswell,CLSO,HS,High School,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,Restructuring (Advanced) -  Comprehensive
21K410,21,ABRAHAM LINCOLN HIGH SCHOOL,Ari Hoogenboom,CLSO,HS,High School,2.38,B,54.2,8.3,B,11,C,32.9,B,2,C,Proficient (2008-09),Restructuring (Advanced) -  Comprehensive
21K468,21,KINGSBOROUGH EARLY COLLEGE SCHOOL,Connie Hamilton,CUNY,ESMS,Middle,3.33,A,72.3,11.4,A,21.4,A,36.5,B,3,A,Well Developed (2007-08),In Good Standing
21K525,21,EDWARD R. MURROW HIGH SCHOOL,Anthony R. Lodico,ESO,HS,High School,2.82,B,55.6,9.3,B,12.6,C,30.7,C,3,B,Well Developed (2007-08),Restructuring (year 2) -  Focused
21K540,21,JOHN DEWEY HIGH SCHOOL,Barry Fried,CLSO,HS,High School,2.59,C,44.2,6.4,D,10.3,D,24.5,D,3,C,Underdeveloped with Proficient Features (2008-09),Corrective Action (year 1) -  Comprehensive
21K559,21,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,KAIA MASHARIKI,ESO,HS,High School,2.25,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7,,Proficient (2008-09),Pending
21K572,21,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,SARAH WEEKS,ESO,HS,High School,1.97,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2,,Proficient (2008-09),Pending
21K620,21,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,Carlston Gray,CLSO,HS,High School,1.99,C,46.6,6.2,D,11.9,C,27.5,C,1,B,Proficient (2007-08),Restructuring (Advanced) -  Comprehensive
21K690,21,BROOKLYN STUDIO SECONDARY SCHOOL,Martin Fiasconaro,CLSO,ESMS,Middle,3.23,A,85.4,9.8,B,25,A,46.1,A,4.5,A,Well Developed (2007-08),In Good Standing
21K690,21,BROOKLYN STUDIO SECONDARY SCHOOL,Martin Fiasconaro,CLSO,HS,High School,2.28,B,66.4,10.2,B,16.7,B,36.5,B,3,B,Well Developed (2007-08),In Good Standing
21K728,21,LIBERATION DIPLOMA PLUS,APRIL LEONG,ESO,HS,Transfer School,2.3,A,92.9,14.1,A,23.3,A,50.5,A,5,,Well Developed (2008-09),In Good Standing
22K014,22,J.H.S. 014 SHELL BANK,Anne Tully,ICI,ESMS,Middle,3.05,A,82.5,9.5,B,19.8,A,41.9,A,11.3,B,Proficient (2007-08),In Good Standing
22K052,22,P.S. 052 SHEEPSHEAD BAY,Ilene Altschul,ESO,ESMS,Elementary,38.02,A,70.4,8.8,B,15.4,B,39.4,B,6.8,B,Well Developed (2007-08),In Good Standing
22K078,22,J.H.S. 078 ROY H. MANN,Phyllis Marino,ICI,ESMS,Middle,3.21,A,73,8.9,B,17.7,A,35.9,B,10.5,C,Proficient (2008-09),In Good Standing
22K109,22,P.S. 109,Denise Talley,ICI,ESMS,K-8,59.93,A,83.2,9,B,18.5,A,45.9,A,9.8,C,Proficient (2008-09),Improvement (year 2) -  Focused
22K119,22,P.S. 119 AMERSFORT,Lisa Fernandez,ICI,ESMS,Elementary,49.17,A,75.3,13.3,A,17.5,A,40.7,B,3.8,B,Well Developed (2007-08),In Good Standing
22K134,22,P.S. K134,Debra Ramsaran,ICI,ESMS,Elementary,56.05,A,91.1,12.3,A,25,A,50.8,A,3,A,Well Developed (2008-09),In Good Standing
22K139,22,P.S. 139 ALEXINE A. FENTY,Mary Mcdonald,CEI-PEA,ESMS,Elementary,50.98,A,73.9,8.6,B,17.5,A,42.5,A,5.3,B,Well Developed (2007-08),In Good Standing
22K152,22,SCHOOL OF SCIENCE & TECHNOLOGY,Dr. Rhonda D. Farkas,ESO,ESMS,Elementary,52.04,A,79.4,13,A,19.7,A,43.7,A,3,A,Well Developed (2007-08),In Good Standing
22K193,22,P.S. 193 GIL HODGES,Frank A. Cimino,ESO,ESMS,Elementary,44.09,A,79.9,11.1,A,22.3,A,42.7,A,3.8,A,Proficient (2007-08),In Good Standing
22K194,22,P.S. 194 RAOUL WALLENBERG,Mary Zissler-Lynch,KLSO,ESMS,Elementary,55.57,A,86.3,11,A,19.2,A,48.6,A,7.5,A,Well Developed (2007-08),In Good Standing
22K195,22,P.S. 195 MANHATTAN BEACH,Arthur Forman,ICI,ESMS,Elementary,11.56,A,74.9,9.4,B,20.6,A,44.9,A,0,A,Well Developed (2007-08),In Good Standing
22K197,22,P.S. 197 BROOKLYN,Rosemarie Barbiere Nicoletti,ICI,ESMS,Elementary,42.3,A,81,11.4,A,18.2,A,46.9,A,4.5,A,Well Developed (2007-08),In Good Standing
22K198,22,P.S. 198 BROOKLYN,Joy-Ann Morgan,ICI,ESMS,Elementary,52.04,A,68.4,7.8,C,16.2,B,40.6,B,3.8,B,Underdeveloped with Proficient Features (2008-09),Improvement (year 1) -  Basic
22K203,22,P.S. 203 FLOYD BENNETT,Lisa Esposito,KLSO,ESMS,Elementary,56.26,A,84.7,10.4,A,20.1,A,46.7,A,7.5,A,Well Developed (2007-08),In Good Standing
22K206,22,P.S. 206 JOSEPH F LAMB,Deirdre Keyes,ICI,ESMS,K-8,27.59,A,73.6,10,B,20.9,A,38.9,B,3.8,A,Proficient (2008-09),In Good Standing
22K207,22,P.S. 207 ELIZABETH G. LEARY,Mary Bosco,ICI,ESMS,K-8,26.94,A,76.2,12.4,A,19.8,A,39.5,B,4.5,B,Well Developed (2007-08),In Good Standing
22K217,22,P.S. 217 COLONEL DAVID MARCUS SCHOOL,Franca Conti,ICI,ESMS,Elementary,43.1,A,90.4,10.8,A,20.1,A,47.5,A,12,A,Well Developed (2007-08),In Good Standing
22K222,22,P.S. 222 KATHERINE R. SNYDER,Louise Blake,ICI,ESMS,Elementary,28.38,A,77.3,12.2,A,21.1,A,41,A,3,A,Well Developed (2007-08),In Good Standing
22K234,22,J.H.S. 234 ARTHUR W. CUNNINGHAM,Susan Schaeffer,ESO,ESMS,Middle,3.65,A,86.1,10.4,A,19.6,A,46.3,A,9.8,A,Well Developed (2007-08),In Good Standing
22K236,22,P.S. 236 MILL BASIN,Mary Barton,ICI,ESMS,Elementary,22.53,B,62.4,8.7,B,20.9,A,30.5,C,2.3,A,Well Developed (2007-08),In Good Standing
22K240,22,ANDRIES HUDDE,Elena S. O'Sullivan,ICI,ESMS,Middle,3.39,A,76.3,6.4,D,17.4,A,42,A,10.5,B,Proficient (2007-08),In Good Standing
22K245,22,P.S. 245,Pat Kannengieser,ESO,ESMS,Elementary,50.63,A,77.1,12.5,A,15.9,B,47.2,A,1.5,B,Proficient (2007-08),In Good Standing
22K251,22,P.S. 251 PAERDEGAT,Steven Boyer,ICI,ESMS,Elementary,55.77,A,72.2,10.7,A,20.5,A,36.5,B,4.5,A,Well Developed (2007-08),Improvement (year 2) -  Basic
22K254,22,P.S. 254 DAG HAMMARSKJOLD,Linda Alhonote,ICI,ESMS,Elementary,29.92,A,96.9,10.2,A,24.4,A,58.5,A,3.8,A,Well Developed (2007-08),In Good Standing
22K255,22,P.S. 255 BARBARA REING SCHOOL,Linda L. Singer,ICI,ESMS,Elementary,34.56,A,85.1,11.9,A,21.1,A,46.8,A,5.3,A,Well Developed (2007-08),In Good Standing
22K269,22,P.S. 269 NOSTRAND,Phyllis Corbin,ICI,ESMS,Elementary,59.89,A,73.2,13.5,A,17.7,A,39.7,B,2.3,A,Well Developed (2007-08),In Good Standing
22K277,22,P.S. 277 GERRITSEN BEACH,Jeanne M. Fish,ICI,ESMS,Elementary,20.39,B,67.7,9.3,B,22.4,A,35.2,B,0.8,A,Well Developed (2007-08),In Good Standing
22K278,22,J.H.S. 278 MARINE PARK,Debra Garofalo,ICI,ESMS,Middle,3.3,B,67.9,10.1,B,18.8,A,34.5,B,4.5,C,Proficient (2008-09),In Good Standing
22K312,22,P.S. 312 BERGEN BEACH,Linda Beal-Benigno,ICI,ESMS,Elementary,27.49,A,87.1,11,A,21.6,A,51.5,A,3,A,Well Developed (2007-08),In Good Standing
22K315,22,P.S. K315,Beverly Ffolkes-Bryant,ESO,ESMS,Elementary,56.71,A,87.3,11.6,A,19.6,A,50.1,A,6,B,Well Developed (2007-08),In Good Standing
22K381,22,I. S. 381,Mary Harrington,ICI,ESMS,Middle,3.4,B,61.2,8.5,B,18.2,A,31.5,C,3,B,Well Developed (2007-08),In Good Standing
