DBN,DISTRICT,SCHOOL,SCHOOL SUPPORT ORGANIZATION/NETWORK,PROGRESS REPORT TYPE,SCHOOL LEVEL*, PEER INDEX* ,GRADE,OVERALL SCORE,ENVIRONMENT CATEGORY SCORE,PERFORMANCE CATEGORY SCORE,PROGRESS CATEGORY SCORE,ADDITIONAL CREDIT,QUALITY REVIEW SCORE
04M635,04,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SC,ESO11,HS,High School, 2.49 ,C,39.32,0.261,0.633,0.299,0,Undeveloped
04M680,04,THE HERITAGE SCHOOL,ESO4,HS,High School, 2.48 ,A,69.83,0.499,0.752,0.587,7.5,Undeveloped
04M825,04,ISAAC NEWTON JHS FOR SCIENCE & MATH,ESO11,ESMS,Middle School, 3.20 ,D,32.1,0.642,0.4,0.176,0.75,Undeveloped
04M964,04,CENTRAL PARK EAST II,ESO3,ESMS,Elementary School, 60.89 ,B,50.19,0.749,0.15,0.626,0,Proficient
05M030,05,PS 030 HERNANDEZ/HUGHES,CLSO8,ESMS,Elementary School, 71.28 ,A,76.26,0.536,0.458,0.868,6.75,Proficient
05M046,05,PS 046 ARTHUR TAPPAN,ESO7,ESMS,Elementary School, 80.93 ,A,70.04,0.367,0.527,0.791,5.25,Well-Developed
05M092,05,PS 092 MARY MCLEOD BETHUNE,CLSO8,ESMS,Elementary School, 78.63 ,C,49.46,0.468,0.418,0.489,3,Proficient
05M123,05,PS 123 MAHALIA JACKSON,KNLSO7,ESMS,Elementary School, 73.13 ,B,59.1,0.305,0.305,0.73,5.25,Well-Developed
05M125,05,PS 125 RALPH BUNCHE,ESO19,ESMS,Elementary School, 73.91 ,C,42.3,0.066,0.331,0.571,0,Proficient
05M129,05,PS 129 JOHN H FINLEY,CLSO8,ESMS,Elementary School, 70.32 ,A,65.07,0.488,0.381,0.733,6,Proficient
05M133,05,PS 133 FRED R MOORE,CLSO8,ESMS,Elementary School, 74.63 ,C,41.36,0.327,0.265,0.464,3,Well-Developed
05M154,05,PS 154 HARRIET TUBMAN,CLSO8,ESMS,Elementary School, 76.23 ,C,49.32,0.358,0.415,0.559,0.75,Proficient
05M161,05,PS 161 PEDRO ALBIZU CAMPOS,ESO9,ESMS,Elementary School, 82.55 ,B,56.63,0.814,0.599,0.454,1.5,Proficient
05M175,05,PS 175 HENRY H GARNET,CLSO8,ESMS,Elementary School, 70.48 ,B,57.74,0.328,0.364,0.735,1.5,Well-Developed
05M194,05,PS 194 COUNTEE CULLEN,ESO7,ESMS,Elementary School, 73.24 ,F,22.77,0.042,0.242,0.271,0,Proficient
05M195,05,I S 195 ROBERTO CLEMENTE,CLSO8,ESMS,Middle School, 2.95 ,C,49.86,0.46,0.417,0.526,1.5,Proficient
05M197,05,PS 197 JOHN B RUSSWURM,CLSO8,ESMS,Elementary School, 69.97 ,B,54.37,0.253,0.382,0.602,6,Well-Developed
05M200,05,PS 200- THE JAMES McCUNE SMITH SCHOOL,CLSO8,ESMS,Elementary School, 68.95 ,B,60.35,0.255,0.199,0.81,6,Proficient
05M286,05,IS 286 RENAISSANCE MIL/LDRSHP,ESO18,ESMS,Middle School, 2.80 ,F,9.89,0.512,0.177,-0.056,0,Undeveloped
05M302,05,KAPPA IV,Replications1,ESMS,Middle School, 3.19 ,A,83.48,0.792,0.899,0.703,6,Proficient
05M317,05,KAPPA II,ESO15,ESMS,Middle School, 3.22 ,B,50.65,0.218,0.446,0.591,1.5,Proficient
05M469,05,CHOIR ACADEMY OF HARLEM,ICI9,ESMS,Middle School, 2.89 ,C,46.83,0.266,0.353,0.586,0,Proficient
05M469,05,CHOIR ACADEMY OF HARLEM,ICI9,HS,High School, 2.55 ,D,31.68,0.191,0.534,0.232,0,Proficient
05M499,05,FREDERICK DOUGLASS ACADEMY,LLSO1,ESMS,Middle School, 3.50 ,A,67.95,0.385,0.74,0.686,2.25,Well-Developed
05M499,05,FREDERICK DOUGLASS ACADEMY,LLSO1,HS,High School, 3.12 ,B,59.49,0.434,0.806,0.524,0,Well-Developed
05M670,05,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL,New Visions1,ESMS,Middle School, 3.29 ,C,49.04,0.739,0.506,0.4,0.75,Proficient
05M670,05,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL,New Visions1,HS,High School, 2.74 ,B,57.84,0.709,0.576,0.544,0,Proficient
05M685,05,BREAD & ROSES INTEGRATED ARTS HIGH SCHOOL,ESO17,HS,High School, 2.42 ,B,50.3,0.557,0.579,0.447,0,Well-Developed
06M004,06,PS 004 DUKE ELLINGTON,ICI19,ESMS,Elementary School, 82.30 ,B,60.9,0.599,0.287,0.76,1.5,Proficient
06M005,06,PS 005 ELLEN LURIE,ICI19,ESMS,Elementary School, 80.98 ,B,54.97,0.698,0.621,0.47,0,Well-Developed
06M008,06,PS 008 LUIS BELLIARD,LLSO1,ESMS,Elementary School, 82.37 ,C,49.72,0.636,0.283,0.562,0.75,Proficient
06M018,06,PS 018 PARK TERRACE,LLSO1,ESMS,K-8 School, 80.15 ,B,58.67,0.63,0.187,0.738,3,Proficient
06M028,06,PS 028 WRIGHT BROTHERS,LLSO1,ESMS,Elementary School, 77.33 ,C,48.15,0.506,0.354,0.503,2.25,Well-Developed
06M048,06,PS 048 PO MICHAEL J. BUCZEK,LLSO1,ESMS,Elementary School, 79.75 ,B,63.22,0.585,0.312,0.793,1.5,Proficient
06M052,06,JHS 052 INWOOD,LLSO1,ESMS,Middle School, 3.06 ,B,57.4,0.484,0.57,0.56,2.25,Proficient
06M098,06,PS 098 SHORAC KAPPOCK,ICI19,ESMS,Elementary School, 85.51 ,C,43.43,0.288,0.613,0.376,0,Proficient
06M115,06,PS 115 ALEXANDER HUMBOLDT,LLSO1,ESMS,Elementary School, 76.57 ,B,51.5,0.568,0.309,0.545,3.75,Proficient
06M128,06,PS 128 AUDUBON,ICI19,ESMS,Elementary School, 79.27 ,B,59.96,0.686,0.427,0.629,2.25,Proficient
06M132,06,PS 132 JUAN PABLO DUARTE,ICI19,ESMS,Elementary School, 84.38 ,B,50.45,0.389,0.444,0.514,3,Proficient
06M143,06,JHS 143 ELEANOR ROOSEVELT,LLSO1,ESMS,Middle School, 2.90 ,C,48.01,0.666,0.541,0.396,0,Proficient
06M152,06,PS 152 DYCKMAN VALLEY,LLSO1,ESMS,Elementary School, 74.69 ,B,58.03,0.471,0.483,0.595,3.75,Proficient
06M153,06,PS 153 ADAM CLAYTON POWELL,ESO9,ESMS,Elementary School, 80.88 ,A,72.4,0.549,0.512,0.669,12,Well-Developed
06M173,06,PS 173,ICI19,ESMS,Elementary School, 72.73 ,B,55.13,0.266,0.369,0.674,3,Proficient
06M187,06,PS 187 HUDSON CLIFFS,ESO9,ESMS,K-8 School, 55.73 ,B,55.74,0.787,0.634,0.453,0,Well-Developed
06M189,06,PS 189,LLSO1,ESMS,Elementary School, 83.51 ,C,48.57,0.685,0.537,0.403,0,Proficient
06M192,06,PS 192 JACOB H SCHIFF,Fordham1,ESMS,Elementary School, 82.80 ,B,55.5,0.504,0.209,0.731,1.5,Proficient
06M210,06,"PS 210, 21ST CENT ACAD",New Visions1,ESMS,K-8 School, 83.72 ,C,42.24,1.031,0.354,0.294,0,Proficient
06M218,06,I S 218 SALOME UKENA,ICI13,ESMS,Middle School, 2.83 ,C,48.17,0.527,0.465,0.465,0.75,Proficient
06M223,06,I S 223 MOTT HALL,LLSO1,ESMS,K-8 School, 60.30 ,A,70.84,0.955,1.122,0.415,0,Proficient
06M278,06,P.S./I.S. 278,LLSO1,ESMS,K-8 School, 74.94 ,A,85.31,0.787,0.508,0.95,6,Proficient
06M293,06,CITY COLLEGE ACADEMY OF THE ARTS,CUNY1,ESMS,Middle School, 2.98 ,B,54.7,0.981,0.587,0.407,0,Proficient
06M311,06,AMISTAD DUAL LANGUAGE SCHOOL,New Visions1,ESMS,K-8 School, 67.81 ,A,75.73,0.759,0.677,0.732,3.75,Well-Developed
06M314,06,MUSCOTA,ESO3,ESMS,Elementary School, 50.68 ,F,29.38,0.292,0.081,0.41,0,Proficient
06M319,06,MS 319 - MARIA TERESA,CEIPEA1,ESMS,Middle School, 2.76 ,A,82.06,0.829,0.748,0.735,6.75,Well-Developed
06M321,06,MS 321 - MINERVA,CLSO8,ESMS,Middle School, 2.72 ,B,53.17,0.434,0.513,0.514,3,Proficient
06M322,06,MIDDLE SCHOOL 322,CEIPEA1,ESMS,Middle School, 2.79 ,B,57.97,0.353,0.417,0.689,2.25,Proficient
06M324,06,MS 324 - PATRIA,CEIPEA1,ESMS,Middle School, 2.75 ,A,78.55,1.035,0.65,0.655,7.5,Proficient
06M325,06,PS 325,Fordham1,ESMS,Elementary School, 82.52 ,C,46.1,0.51,0.149,0.618,0,Proficient
06M326,06,MS 326 - WRITERS TODAY & LEADERS TOMORROW,LLSO1,ESMS,Middle School, 2.66 ,C,48.28,0.286,0.383,0.55,2.25,Proficient
06M328,06,MS 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC IN,CEIPEA1,ESMS,Middle School, 2.76 ,A,76.06,0.711,0.659,0.693,7.5,Well-Developed
06M349,06,HARBOR HEIGHTS,ESO4,ESMS,Middle School, 1.72 ,C,42.7,0.768,0.006,0.55,0.75,Proficient
06M462,06,HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINANCE,ESO12,HS,High School, 2.39 ,A,80.57,0.745,0.764,0.818,1.5,Well-Developed
06M463,06,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,ESO12,HS,High School, 2.40 ,A,69.17,0.601,0.768,0.62,3,Well-Developed
06M467,06,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,ESO12,HS,High School, 2.46 ,A,75.1,0.732,0.779,0.741,0,Well-Developed
06M468,06,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,ESO12,HS,High School, 2.38 ,A,75.3,0.651,0.593,0.704,9,Well-Developed
06M528,06,I.S. 528 BEA FULLER RODGERS SCHOOL,ESO18,ESMS,Middle School, 3.05 ,B,54.33,0.772,0.716,0.319,3.75,Well-Developed
06M540,06,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,LLSO1,HS,High School, 2.89 ,B,49.5,0.301,0.56,0.485,1.5,Proficient
06M552,06,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHE,ESO12,HS,High School, 2.04 ,A,71.08,0.743,0.657,0.677,3,Proficient
06M692,06,"HIGH SCHOOL FOR MATHEMATICS, SCIENCE AND ENGINEERI",ESO6,HS,High School, 3.77 ,A,81.54,0.615,0.882,0.815,1,Proficient
07X001,07,PS 001 COURTLANDT SCHOOL,ICI5,ESMS,Elementary School, 82.49 ,D,34.36,0.27,0.329,0.372,0,Undeveloped
07X005,07,PS 005 PORT MORRIS,LLSO3,ESMS,Elementary School, 78.52 ,B,54.95,0.557,0.58,0.517,0.75,Well-Developed
07X018,07,PS 018 JOHN PETER ZENGER,ICI5,ESMS,Elementary School, 74.42 ,D,33.98,0.437,0.326,0.321,0,Well-Developed
07X025,07,PS 025 BILINGUAL SCHOOL,LLSO5,ESMS,K-8 School, 82.25 ,C,41.05,0.34,0.255,0.514,0,Proficient
07X029,07,PS/MS 029 MELROSE SCHOOL,ESO19,ESMS,K-8 School, 78.76 ,D,36.24,0.323,0.293,0.37,2.25,Proficient
07X030,07,PS 030 WILTON,ESO19,ESMS,Elementary School, 80.35 ,C,42.75,0.683,0.228,0.453,0.75,Proficient
07X031,07,PS/MS 031 THE WILLIAM LLOYD GARRISON,ESO19,ESMS,K-8 School, 73.62 ,C,42.08,0.544,0.475,0.344,0.75,Proficient
07X043,07,PS 043 JONAS BRONCK,ESO19,ESMS,Elementary School, 80.36 ,C,43.62,0.505,0.279,0.462,2.25,Proficient
07X049,07,PS 049 WILLIS AVE,ICI21,ESMS,Elementary School, 80.53 ,B,54.06,0.422,0.457,0.591,1.5,Proficient
07X065,07,PS 065 MOTHER HALE ACADEMY,ICI5,ESMS,Elementary School, 79.68 ,C,44.74,0.392,0.283,0.525,1.5,Undeveloped
07X151,07,JHS 151 LOU GEHRIG,CEIPEA1,ESMS,Middle School, 2.65 ,B,62.89,0.402,0.458,0.702,4.5,Proficient
07X154,07,PS 154 JONATHAN D HYATT,ESO7,ESMS,Elementary School, 82.55 ,B,59.49,0.326,0.547,0.613,4.5,Proficient
07X156,07,PS 156 BENJAMIN BANNEKER,ICI5,ESMS,Elementary School, 77.58 ,F,14.16,0.174,0.122,0.13,0.75,Undeveloped
07X157,07,PS 157 GROVE HILL,ICI21,ESMS,Elementary School, 74.52 ,A,77.38,0.424,0.478,0.894,7.5,Proficient
07X161,07,PS 161 PONCE DE LEON,ESO19,ESMS,Elementary School, 78.13 ,A,66.66,0.695,0.529,0.652,4.5,Well-Developed
07X162,07,JHS 162 LOLA RODRIGUEZ DE TIO,ESO1,ESMS,Middle School, 3.05 ,B,54.3,0.47,0.531,0.556,0.75,Undeveloped
07X179,07,PS 179,ESO7,ESMS,Elementary School, 80.31 ,F,30.9,0.881,0.529,0.033,0,Well-Developed
07X203,07,MS 203,CLSO2,ESMS,Middle School, 2.72 ,C,42.01,0.25,0.331,0.461,3,Proficient
07X220,07,PS 220 MOTT HAVEN VILLAGE SCHOOL,LLSO3,ESMS,Elementary School, 79.02 ,F,20.24,0.369,0.31,0.098,0,Proficient
07X221,07,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,ESO5,ESMS,Middle School, 3.00 ,B,61.72,0.639,0.605,0.536,4.5,Proficient
07X223,07,MS 223/THE LABORATORY SCHOOL OF FINANCE AND TECHNO,ESO11,ESMS,Middle School, 2.94 ,B,63.23,0.652,0.482,0.6,6,Proficient
07X224,07,P.S./I.S. 224,ESO19,ESMS,Middle School, 2.66 ,D,31.27,0.188,0.294,0.344,0.75,Undeveloped
07X277,07,PS 277,ICI5,ESMS,Elementary School, 72.10 ,D,31.06,0.341,0.129,0.347,3,Proficient
07X296,07,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,CEIPEA2,ESMS,Middle School, 2.63 ,A,68.02,0.366,0.42,0.744,9,Proficient
07X298,07,ACADEMY OF PUBLIC RELATIONS,CEIPEA1,ESMS,Middle School, 2.68 ,A,68.61,0.634,0.482,0.743,3.75,Proficient
07X343,07,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,ESO1,ESMS,Middle School, 2.76 ,A,78.08,0.834,0.633,0.738,6,Proficient
07X427,07,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,ESO3,HS,High School, 2.55 ,C,45.7,0.419,0.406,0.277,12,Well-Developed
07X473,07,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,ESO5,HS,High School, 2.43 ,A,67.67,0.683,0.682,0.59,4.5,Proficient
07X500,07,HOSTOS-LINCOLN ACADEMY OF SCIENCE,CUNY1,ESMS,Middle School, 3.09 ,D,36.36,0.417,0.401,0.329,0,Proficient
07X500,07,HOSTOS-LINCOLN ACADEMY OF SCIENCE,CUNY1,HS,High School, 3.08 ,B,53.32,0.339,0.631,0.533,0,Proficient
07X520,07,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,ICI10,HS,High School, 2.66 ,B,51.43,0.524,0.7,0.41,0,Proficient
07X547,07,NEW EXPLORERS HIGH SCHOOL,New Visions1,HS,High School, 2.47 ,C,44.39,0.551,0.461,0.296,6,Proficient
07X548,07,THE URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS,ESO10,HS,High School, 2.88 ,A,67.63,0.701,0.61,0.597,6,Proficient
07X551,07,BRONX ACADEMY OF LETTERS,ESO10,HS,High School, 2.74 ,A,85.38,0.791,0.952,0.654,9,Well-Developed
07X600,07,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIG,ICI10,HS,High School, 2.34 ,C,37.31,0.194,0.38,0.418,0,Proficient
07X655,07,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,ICI10,HS,High School, 2.38 ,B,52.97,0.243,0.542,0.547,3,Proficient
07X670,07,HEALTH OPPORTUNITIES HIGH SCHOOL,ICI10,HS,High School, 2.60 ,C,41.88,0.391,0.523,0.37,0,Proficient
08X014,08,PS 014 SEN JOHN CALANDRA,ESO7,ESMS,Elementary School, 47.77 ,D,38.64,0.571,0.497,0.262,0.75,Proficient
08X036,08,PS 036 UNIONPORT,LLSO5,ESMS,Elementary School, 66.52 ,A,66.25,0.706,0.804,0.533,2.25,Well-Developed
08X048,08,PS 048 JOSEPH R DRAKE,LLSO5,ESMS,Elementary School, 77.46 ,C,39.6,0.45,0.525,0.297,0.75,Well-Developed
08X062,08,PS 062 INOCENSIO CASANOVA,ESO15,ESMS,Elementary School, 78.85 ,B,57.16,0.514,0.402,0.611,3.75,Proficient
08X069,08,PS 069 THE NEW VISION SCHOOL,CEIPEA2,ESMS,Elementary School, 69.15 ,A,72.44,0.864,0.864,0.583,1.5,Well-Developed
08X071,08,PS 071 ROSE E SCALA,ESO19,ESMS,K-8 School, 43.77 ,B,53.32,0.439,0.511,0.516,3,Well-Developed
08X072,08,PS 072 DR WILLIAM DORNEY,LLSO5,ESMS,Elementary School, 67.49 ,B,50.89,0.228,0.377,0.576,4.5,Undeveloped
08X075,08,PS 075,LLSO6,ESMS,Elementary School, 79.26 ,B,56.29,0.398,0.408,0.665,1.5,Proficient
08X093,08,PS 093 ALBERT G. OLIVER,ESO19,ESMS,Elementary School, 73.38 ,C,39.31,0.313,0.219,0.483,1.5,Undeveloped
08X100,08,PS 100 ISSAC CLASON,LLSO6,ESMS,Elementary School, 72.15 ,C,42.56,0.538,0.746,0.166,3,Well-Developed
08X101,08,MS 101X P.O. EDWARD R. BYRNE,LLSO1,ESMS,Middle School, 3.92 ,B,50.5,0.599,0.786,0.326,0,Well-Developed
08X107,08,PS 107,ESO7,ESMS,Elementary School, 71.34 ,B,53.49,0.41,0.313,0.636,3,Undeveloped
08X119,08,PS 119,LLSO5,ESMS,Elementary School, 61.13 ,A,78.39,0.446,0.558,0.904,5.25,Well-Developed
08X123,08,JHS 123 JAMES M. KIERNAN,LLSO5,ESMS,Middle School, 2.81 ,A,66.73,0.569,0.606,0.645,4.5,Proficient
08X125,08,JHS 125 HENRY HUDSON,LLSO4,ESMS,Middle School, 3.14 ,B,55.24,0.327,0.504,0.504,7.5,Undeveloped
08X130,08,PS 130 ABRAM STEVENS HEWITT,LLSO3,ESMS,Elementary School, 82.08 ,F,24.48,0.366,0.364,0.147,0,Well-Developed
08X131,08,JHS 131 ALBERT EINSTEIN,LLSO4,ESMS,Middle School, 3.18 ,C,40.66,0.306,0.464,0.403,0,Proficient
08X138,08,PS 138 SAMUEL RANDALL,LLSO6,ESMS,Elementary School, 71.31 ,C,43.25,0.544,0.496,0.367,0,Proficient
08X140,08,PS 140 EAGLE,ESO7,ESMS,Elementary School, 76.44 ,C,46.58,0.551,0.446,0.413,2.25,Well-Developed
08X146,08,PS 146 EDWARD COLLINS,ESO19,ESMS,Elementary School, 78.51 ,B,62.03,0.362,0.473,0.648,6.75,Proficient
08X152,08,PS 152 EVERGREEN,LLSO5,ESMS,Elementary School, 78.18 ,A,74.75,0.519,0.395,0.838,9,Well-Developed
08X182,08,PS 182,LLSO5,ESMS,Elementary School, 68.59 ,F,26.45,0.604,0.68,-0.055,0,Well-Developed
08X201,08,MS 201X SCL THEATRE ARTS & RES,LLSO5,ESMS,Middle School, 2.80 ,F,19.28,0.065,0.227,0.209,0,Undeveloped
08X282,08,"YOUNG WOMEN'S LEADERSHIP SCHOOL, BRONX CAMPUS",New Visions1,ESMS,Middle School, 3.20 ,D,37.03,0.575,0.568,0.207,0,Proficient
08X293,08,RENAISSANCE HIGH SCHOOL OF MUSICAL THEATER & TECHN,ESO5,HS,High School, 2.60 ,B,64.11,0.355,0.625,0.673,3,Proficient
08X295,08,GATEWAY SCHOOL OF ENVIRONMENTAL RESEARCH AND TECHN,LLSO2,HS,High School, 2.48 ,C,39.19,0.351,0.742,0.212,0,Proficient
08X301,08,MS 301 PAUL L. DUNBAR MS,ESO7,ESMS,Middle School, 2.68 ,C,44.75,0.399,0.477,0.39,3,Proficient
08X302,08,MS 302 LUISA DESSUS CRUZ MS,LLSO4,ESMS,Middle School, 2.82 ,B,62.52,0.537,0.589,0.587,4.5,Well-Developed
08X304,08,PS 304 EARLY CHILDHOOD SCHOOL,LLSO5,ESMS,Elementary School, 51.47 ,B,57.55,0.644,0.632,0.513,0.75,Well-Developed
08X305,08,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,ESO20,HS,High School, 2.47 ,D,31.9,0.318,0.3,0.302,1.5,Proficient
08X312,08,MILLENNIUM ART ACADEMY,LLSO2,HS,High School, 2.50 ,A,72.92,0.81,0.944,0.426,9,Proficient
08X335,08,NEW SCHOOL #2 @ PS 60,LLSO5,ESMS,Elementary School, 81.10 ,C,42.99,0.183,0.147,0.624,1.5,Undeveloped
08X337,08,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE,Fordham1,ESMS,Middle School, 2.98 ,B,57.45,0.486,0.644,0.52,2.25,Proficient
08X405,08,HERBERT LEHMAN HIGH SCHOOL,LLSO2,HS,High School, 2.61 ,B,49.67,0.453,0.45,0.534,0,Proficient
08X452,08,BRONX GUILD: A NEW YORK CITY OUTWARD BOUND SCHOOL,ESO4,HS,High School, 2.45 ,C,36.27,0.484,0.67,0.162,0,Undeveloped
08X530,08,BANANA KELLY HIGH SCHOOL,ESO13,HS,High School, 2.47 ,B,50.73,0.682,0.68,0.338,1.5,Well-Developed
08X540,08,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,New Visions1,HS,High School, 2.37 ,C,36.6,0.500,0.423,0.298,0,Proficient
08X650,08,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,CEIPEA1,HS,High School, 2.43 ,C,40.55,0.276,0.442,0.421,0,Proficient
09X002,09,PS 002 MORRISANIA,ICI21,ESMS,Elementary School, 78.34 ,D,33.22,0.185,0.214,0.423,0.75,Proficient
09X004,09,PSMS 004 CROTONA PARK WEST,ESO14,ESMS,K-8 School, 80.68 ,C,40.39,0.417,0.293,0.434,1.5,Proficient
09X011,09,PS 011 HIGHBRIDGE,ICI21,ESMS,Elementary School, 79.73 ,D,34.95,0.264,0.414,0.297,2.25,Proficient
09X022,09,JHS 022 JORDAN L MOTT,ESO7,ESMS,Middle School, 2.78 ,A,65.92,0.498,0.547,0.682,4.5,Proficient
09X028,09,PS 028 MOUNT HOPE,ESO15,ESMS,Elementary School, 80.24 ,B,53.76,0.469,0.389,0.569,3.75,Proficient
09X035,09,PS 035 FRANZ SIEGEL,ESO14,ESMS,Elementary School, 72.66 ,C,47.2,0.866,0.616,0.218,3.75,Proficient
09X042,09,PS 042 CLAREMONT,ESO7,ESMS,Elementary School, 78.15 ,B,51.99,0.69,0.395,0.446,5.25,Well-Developed
09X053,09,PS 053 BASHEER QUISIM,ICI19,ESMS,Elementary School, 76.21 ,B,53.43,0.228,0.482,0.605,2.25,Proficient
09X055,09,PS 055 BENJAMIN FRANKLIN,ICI21,ESMS,Elementary School, 81.15 ,C,46.7,0.381,0.375,0.54,0,Proficient
09X058,09,PS 058,CEIPEA2,ESMS,Elementary School, 82.85 ,B,55.89,0.227,0.45,0.654,3,Proficient
09X063,09,PS 063 AUTHOR'S ACADEMY,ICI19,ESMS,Elementary School, 80.38 ,B,60.03,0.485,0.659,0.572,1.5,Proficient
09X064,09,PS 064 PURA BELPRE,ICI21,ESMS,Elementary School, 82.41 ,D,38.39,0.165,0.293,0.48,0.75,Proficient
09X070,09,PS 070 MAX SCHOENFELD,ICI21,ESMS,Elementary School, 76.12 ,C,48.05,0.386,0.378,0.521,2.25,Proficient
09X073,09,PS 073 BRONX,ICI21,ESMS,Elementary School, 76.03 ,B,49.91,0.09,0.16,0.727,3.75,Proficient
09X090,09,PS 090 GEORGE MEANY,ICI19,ESMS,Elementary School, 79.67 ,D,32.43,0.309,0.37,0.29,0.75,Proficient
09X109,09,PS 109 SEDGWICK,ICI21,ESMS,Elementary School, 77.24 ,B,63.71,0.517,0.602,0.634,3,Proficient
09X110,09,PS 110 THEODORE SCHOENFELD,ESO15,ESMS,Elementary School, 80.24 ,D,32.74,0.216,0.229,0.411,0,Proficient
09X114,09,PS 114 LUIS LLORENS TORRES CHL,ESO14,ESMS,Elementary School, 79.52 ,B,54.39,0.25,0.387,0.696,0.75,Proficient
09X117,09,I.S.117 JOSEPH H WADE,Fordham1,ESMS,Middle School, 2.89 ,B,59.74,0.454,0.588,0.601,2.25,Undeveloped
09X126,09,PS 126 DR MARJORIE H DUNBAR,ICI19,ESMS,Elementary School, 80.37 ,A,66.8,0.384,0.451,0.768,5.25,Proficient
09X128,09,MOTT HALL III,CEIPEA2,ESMS,Middle School, 3.55 ,A,74.76,0.465,0.758,0.764,3,Proficient
09X132,09,PS 132 GARRET A MORGAN,ICI21,ESMS,Elementary School, 78.63 ,D,31.48,0.303,0.207,0.363,0.75,Undeveloped
09X145,09,JHS 145 ARTURO TOSCANINNI,ESO14,ESMS,Middle School, 3.01 ,B,62.75,0.529,0.482,0.638,5.25,Proficient
09X163,09,PS 163 ARTHUR A SCHOMBURG,ESO15,ESMS,Elementary School, 80.35 ,D,37.92,0.304,0.322,0.39,2.25,Proficient
09X166,09,JHS 166 ROBERTO CLEMENTE,AED1,ESMS,Middle School, 3.00 ,C,44.84,0.378,0.412,0.433,3,Undeveloped
09X199,09,P.S. 199X THE SHAKESPEARE SCHOOL,CEIPEA2,ESMS,Elementary School, 82.30 ,B,63.99,0.485,0.553,0.634,5.25,Proficient
09X204,09,PS 204 MORRIS HEIGHTS,CEIPEA2,ESMS,Elementary School, 79.04 ,B,61.6,0.716,1.021,0.354,0.75,Proficient
09X215,09,KAPPA,CEIPEA2,ESMS,Middle School, 3.57 ,A,73.03,0.741,0.552,0.757,3.75,Proficient
09X218,09,P/IS 218 R HERNANDEZ DUAL LANG,ICI21,ESMS,K-8 School, 76.24 ,A,84.28,0.654,0.752,0.794,8.25,Proficient
09X219,09,IS 219 NEW VENTURE SCHOOL,CEIPEA2,ESMS,Middle School, 2.75 ,B,63.69,0.408,0.594,0.614,6,Proficient
09X229,09,I S 229 ROLAND PATTERSON,AED1,ESMS,Middle School, 2.62 ,A,65.22,0.342,0.636,0.623,6.75,Proficient
09X230,09,PS 230 DR ROLAND N PATTERSON,ESO14,ESMS,Elementary School, 73.72 ,C,44.05,0.19,0.25,0.599,0.75,Proficient
09X232,09,IS 232,CEIPEA2,ESMS,Middle School, 2.83 ,C,45.44,0.064,0.476,0.522,1.5,Proficient
09X250,09,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOA,ESO5,ESMS,Middle School, 3.37 ,B,53.02,0.216,0.586,0.558,1.5,Proficient
09X303,09,IS 303 LEADERSHIP & COMM. SER,CEIPEA2,ESMS,Middle School, 3.12 ,A,65.29,0.626,0.596,0.623,3.75,Proficient
09X313,09,IS 313 SCHL OF LEADERSHIP DEV.,AED1,ESMS,Middle School, 2.79 ,C,49.66,0.526,0.41,0.522,0.75,Undeveloped
09X323,09,BRONX WRITING ACADEMY,ESO17,ESMS,Middle School, 2.84 ,A,67.59,0.514,0.677,0.624,5.25,Proficient
09X325,09,URBAN SCIENCE ACADEMY,ESO2,ESMS,Middle School, 2.79 ,A,75.01,0.45,0.557,0.788,8.25,Proficient
09X327,09,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,CEIPEA2,ESMS,Middle School, 3.17 ,A,100,0.719,0.821,1.025,8.25,Proficient
