Program Code,Program Name,DBN,Printed School Name,Interest Area,Selection Method,Selection Method Abbreviated,Directory Page #,Borough,URLS
M94A,Manhattan Village Academy,02M439,Manhattan Village Academy,Humanities & Interdisciplinary,Screened,S,353,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M439
M27A,Marta Valle High School,01M509,Marta Valle High School,Humanities & Interdisciplinary,Ed. Opt.,E,354,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M509
M25A,Millennium High School,02M418,Millennium High School,Humanities & Interdisciplinary,Screened,S,355,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M418
M49X,Mott Hall High School,05M304,Mott Hall High School,Science & Math,Limited Unscreened,L,356,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M304
A19A,Murray Hill Academy,02M432,Murray Hill Academy,Humanities & Interdisciplinary,Limited Unscreened,L,357,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M432
M50N,Institute of Finance & Accounting,02M520,Murry Bergtraum High School for Business Careers,Business,Ed. Opt.,E,358,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M520
M50Q,Institute of Technology,02M520,Murry Bergtraum High School for Business Careers,Computer Science & Technology,Ed. Opt.,E,358,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M520
M50S,Institute of Global Marketing for Tourism and Hospitality,02M520,Murry Bergtraum High School for Business Careers,Business,Ed. Opt.,E,358,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M520
M50X,Institute of Justice,02M520,Murry Bergtraum High School for Business Careers,Law & Government,Ed. Opt.,E,358,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M520
M53A,New Design High School,02M543,New Design High School,Visual Art & Design,Ed. Opt.,E,360,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M543
M29A,"Science, Technology and Math Institute",01M539,"New Explorations into Science, Technology and Math High School",Science & Math,Screened,S,361,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M539
M74A,College Prep,02M412,NYC Lab School for Collaborative Studies,Humanities & Interdisciplinary,Screened,S,363,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M412
M85A,NYC Museum School,02M414,NYC Museum School,Humanities & Interdisciplinary,Screened,S,364,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M414
M52A,NYCiSCHOOL,02M376,NYCiSchool,Humanities & Interdisciplinary,Screened,S,365,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M376
M38X,PACE High School,02M298,Pace High School,Humanities & Interdisciplinary,Limited Unscreened,L,366,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M298
M17J,Park East High School,04M495,Park East High School,Humanities & Interdisciplinary,Screened,S,368,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M495
M81H,Musical Theatre,02M408,Professional Performing Arts High School,Performing Arts,Audition,A,369,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M408
M81J,Drama,02M408,Professional Performing Arts High School,Performing Arts,Audition,A,369,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M408
M81K,Vocal Music,02M408,Professional Performing Arts High School,Performing Arts,Audition,A,369,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M408
M81N,Dance,02M408,Professional Performing Arts High School,Performing Arts,Audition,A,369,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M408
A25A,Quest to Learn,02M422,Quest to Learn,Humanities & Interdisciplinary,Limited Unscreened,L,371,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M422
M20X,Theatre Arts,02M531,Repertory Company High School for Theatre Arts,Performing Arts,Audition,A,372,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M531
M23A,Teaching Academy,02M580,Richard R. Green High School of Teaching,Teaching,Ed. Opt.,E,374,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M580
M23B,Liberal Arts Academy,02M580,Richard R. Green High School of Teaching,Humanities & Interdisciplinary,Ed. Opt.,E,374,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M580
M83A,School of the Future,02M413,School of the Future High School,Humanities & Interdisciplinary,Screened,S,375,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M413
NO CODE,Stuyvesant,02M475,Stuyvesant High School,Science & Math,Test,T,376,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M475
M42J,Musical Theatre,02M519,Talent Unlimited High School,Performing Arts,Audition,A,378,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M519
M42K,Vocal Music,02M519,Talent Unlimited High School,Performing Arts,Audition,A,378,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M519
M42L,Dance,02M519,Talent Unlimited High School,Performing Arts,Audition,A,378,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M519
M42N,Drama,02M519,Talent Unlimited High School,Performing Arts,Audition,A,378,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M519
M42P,Instrumental Music,02M519,Talent Unlimited High School,Performing Arts,Audition,A,378,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M519
M47A,International Baccalaureate Middle Years Program,05M670,Thurgood Marshall Academy for Learning and Social Change,Humanities & Interdisciplinary,Screened,S,380,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M670
M84A,Unity Center for Urban Technologies,02M500,Unity Center for Urban Technologies,Humanities & Interdisciplinary,Ed. Opt.,E,381,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M500
M35A,University Neighborhood High School,01M448,University Neighborhood High School,Science & Math,Ed. Opt.,E,382,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M448
M35B,Bilingual Mandarin,01M448,University Neighborhood High School,Science & Math,Screened: Language,SL,382,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M448
M65R,The Urban Assembly Academy of Government and Law,02M305,The Urban Assembly Academy of Government and Law,Law & Government,Limited Unscreened,L,383,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M305
A23A,UA Gateway,02M507,The Urban Assembly Gateway School for Technology,Computer Science & Technology,Limited Unscreened,L,384,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M507
K51A,The Urban Assembly New York Harbor School,02M551,The Urban Assembly New York Harbor School,Science & Math,Limited Unscreened,L,385,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M551
A13A,The Urban Assembly School for Green Careers,03M402,The Urban Assembly School for Green Careers,Environmental Science,Limited Unscreened,L,386,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M402
M22X,The Urban Assembly School for Media Studies,03M307,The Urban Assembly School for Media Studies,Communications,Limited Unscreened,L,387,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M307
M04A,Urban Assembly School for the Performing Arts,05M369,The Urban Assembly School for the Performing Arts,Performing Arts,Limited Unscreened,L,388,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M369
M63R,The Urban Assembly School of Business for Young Women,02M316,The Urban Assembly School of Business for Young Women,Business,Limited Unscreened,L,389,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M316
M44X,Urban Assembly School of Design and Construction,02M300,The Urban Assembly School of Design and Construction,Architecture,Limited Unscreened,L,390,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M300
M95A,College Preparatory,02M449,Vanguard High School,Humanities & Interdisciplinary,Ed. Opt.,E,391,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M449
M26A,Drama,03M415,Wadleigh Secondary School for the Performing & Visual Arts,Performing Arts,Audition,A,392,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M415
M26D,Dance,03M415,Wadleigh Secondary School for the Performing & Visual Arts,Performing Arts,Audition,A,392,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M415
M26J,Visual Arts,03M415,Wadleigh Secondary School for the Performing & Visual Arts,Visual Art & Design,Audition,A,392,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M415
M26M,Instrumental Music,03M415,Wadleigh Secondary School for the Performing & Visual Arts,Performing Arts,Audition,A,392,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M415
M26R,Vocal Music,03M415,Wadleigh Secondary School for the Performing & Visual Arts,Performing Arts,Audition,A,392,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M415
M88A,Washington Heights Expeditionary Learning School,06M348,Washington Heights Expeditionary Learning School,Humanities & Interdisciplinary,Limited Unscreened,L,394,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M348
M24B,International Baccalaureate Diploma Program,02M460,Washington Irving High School,Humanities & Interdisciplinary,Screened,S,395,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M460
M24C,Teaching and Health Professions,02M460,Washington Irving High School,Teaching,Ed. Opt.,E,395,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M460
M24E,Law and Public Service,02M460,Washington Irving High School,Law & Government,Ed. Opt.,E,395,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M460
M24F,Information Technology & NAF (National Academy Foundation),02M460,Washington Irving High School,Computer Science & Technology,Ed. Opt.,E,395,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M460
M24K,Yalow Institute for Science and Research,02M460,Washington Irving High School,Science & Math,Screened,S,395,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M460
M24N,Union Square Business Academy,02M460,Washington Irving High School,Business,Ed. Opt.,E,395,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M460
M96A,Young Women’s Leadership School,04M610,Young Women's Leadership School,Humanities & Interdisciplinary,Screened,S,397,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M610
Q01A,Academy for Careers in Television and Film,30Q301,Academy for Careers in Television and Film,Film/Video,Limited Unscreened,L,398,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q301
Q71A,Academy of American Studies,30Q575,Academy of American Studies,Humanities & Interdisciplinary,Ed. Opt.,E,399,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q575
Q71B,Intensive Academic Humanities,30Q575,Academy of American Studies,Humanities & Interdisciplinary,Screened,S,399,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q575
Q08R,Academy of Finance and Enterprise,24Q264,Academy of Finance and Enterprise,Business,Limited Unscreened,L,400,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q264
Q11A,Academy of Medical Technology: A College Board School,27Q309,Academy of Medical Technology: A College Board School,Health Professions,Limited Unscreened,L,401,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q309
Q50A,Aerospace and Technology Academy,27Q400,August Martin High School,Engineering,Screened,S,402,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q400
Q50B,Communication Arts Academy,27Q400,August Martin High School,Communications,Ed. Opt.,E,402,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q400
Q50C,Business and Law Scholars Academy,27Q400,August Martin High School,Law & Government,Ed. Opt.,E,402,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q400
Q50H,Culinary Arts Academy,27Q400,August Martin High School,Culinary Arts,Limited Unscreened,L,402,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q400
Q50J,Medical and Health Scholars Academy,27Q400,August Martin High School,Science & Math,Ed. Opt.,E,402,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q400
Q60A,Aerospace Engineering Technology,24Q610,Aviation Career and Technical Education High School,Engineering,Screened,S,404,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q610
Q60J,Aviation Maintenance Technology,24Q610,Aviation Career and Technical Education High School,Computer Science & Technology,Screened,S,404,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q610
Q60Q,Aviation Maintenance Technology,24Q610,Aviation Career and Technical Education High School,Computer Science & Technology,Screened,S,404,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q610
Q41A,International Baccalaureate Program,30Q580,Baccalaureate School for Global Education,Humanities & Interdisciplinary,Screened,S,406,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q580
Q74B,Bard High School Early College Queens,24Q299,Bard High School Early College Queens,Humanities & Interdisciplinary,Screened,S,407,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q299
Q12A,Digital Art & Design,26Q495,Bayside High School,Visual Art & Design,Audition,A,409,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q495
Q12B,Music: Performance & Production,26Q495,Bayside High School,Performing Arts,Audition,A,409,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q495
Q12C,Environmental Research & Technology,26Q495,Bayside High School,Environmental Science,Screened,S,409,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q495
Q12D,Humanities & Historical Research,26Q495,Bayside High School,Humanities & Interdisciplinary,Screened,S,409,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q495
Q12E,Computer Programming & Web Design,26Q495,Bayside High School,Computer Science & Technology,Limited Unscreened,L,409,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q495
Q12F,International & Cultural Relations,26Q495,Bayside High School,Law & Government,Limited Unscreened,L,409,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q495
Q12G,Sports Medicine & Management,26Q495,Bayside High School,Health Professions,Ed. Opt.,E,409,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q495
Q12Z,Zoned,26Q495,Bayside High School,Zoned,Unscreened,Z,409,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q495
Q16A,Mentor Law and Humanities Institute,26Q415,Benjamin N. Cardozo High School,Law & Government,Ed. Opt.,E,412,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q415
Q16B,School of Journalism and Media Studies,26Q415,Benjamin N. Cardozo High School,Communications,Limited Unscreened,L,412,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q415
Q16J,DaVinci Science/Math Research Institute,26Q415,Benjamin N. Cardozo High School,Science & Math,Screened,S,412,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q415
Q16K,Performing Dance,26Q415,Benjamin N. Cardozo High School,Performing Arts,Audition,A,412,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q415
Q16Z,Zoned,26Q415,Benjamin N. Cardozo High School,Zoned,Unscreened,Z,412,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q415
Q52A,Business and Computers,29Q496,"Business, Computer Applications & Entrepreneurship High School",Business,Ed. Opt.,E,414,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q496
Q44A,Cambria Heights Academy,29Q326,Cambria Heights Academy,Humanities & Interdisciplinary,Limited Unscreened,L,415,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q326
Q97X,Channel View School for Research,27Q262,Channel View School for Research,Humanities & Interdisciplinary,Limited Unscreened,L,416,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q262
Q76A,Civic Leadership Academy,24Q293,Civic Leadership Academy,Humanities & Interdisciplinary,Limited Unscreened,L,417,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q293
Q82A,East-West School of International Studies,25Q281,East-West School of International Studies,Humanities & Interdisciplinary,Limited Unscreened,L,418,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q281
Q42X,Excelsior Preparatory High School,29Q265,Excelsior Preparatory High School,Humanities & Interdisciplinary,Limited Unscreened,L,419,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q265
Q18A,Thurgood Marshall Law Academy,25Q460,Flushing High School,Law & Government,Ed. Opt.,E,420,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q460
Q18B,Academy of Health Sciences,25Q460,Flushing High School,Health Professions,Ed. Opt.,E,420,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q460
Q18C,Academy of Business Entrepreneurship,25Q460,Flushing High School,Business,Ed. Opt.,E,420,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q460
Q18Z,Zoned,25Q460,Flushing High School,Zoned,Zoned,Z,420,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q460
Q25X,Flushing International High School,25Q263,Flushing International High School,Humanities & Interdisciplinary,Screened: Language,SL,422,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q263
Q19J,Carl Sagan Science/Math Honors Academy,28Q440,Forest Hills High School,Science & Math,Screened,S,423,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q440
Q19M,Law & Humanities Institute,28Q440,Forest Hills High School,Law & Government,Ed. Opt.,E,423,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q440
Q19N,Drama Academy,28Q440,Forest Hills High School,Performing Arts,Audition,A,423,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q440
Q19P,Academy of Instrumental Music/Performing Arts,28Q440,Forest Hills High School,Performing Arts,Audition,A,423,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q440
Q19Z,Zoned,28Q440,Forest Hills High School,Zoned,Zoned,Z,423,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q440
Q20A,Jacob K. Javits Law Institute,26Q430,Francis Lewis High School,Law & Government,Ed. Opt.,E,425,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q430
Q20J,University Scholars,26Q430,Francis Lewis High School,Humanities & Interdisciplinary,Screened,S,425,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q430
Q20K,Math and Science Research,26Q430,Francis Lewis High School,Science & Math,Screened,S,425,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q430
Q20Z,Zoned,26Q430,Francis Lewis High School,Zoned,Zoned,Z,425,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q430
Q40F,Film and Media Arts,30Q501,Frank Sinatra School of the Arts High School,Film/Video,Audition,A,427,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q501
Q40J,Fine Arts,30Q501,Frank Sinatra School of the Arts High School,Visual Art & Design,Audition,A,427,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q501
Q40K,Instrumental Music,30Q501,Frank Sinatra School of the Arts High School,Performing Arts,Audition,A,427,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q501
Q40L,Vocal Music,30Q501,Frank Sinatra School of the Arts High School,Performing Arts,Audition,A,427,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q501
Q40M,Dance,30Q501,Frank Sinatra School of the Arts High School,Performing Arts,Audition,A,427,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q501
Q40N,Drama,30Q501,Frank Sinatra School of the Arts High School,Performing Arts,Audition,A,427,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q501
Q75X,Frederick Douglass Academy VI High School,27Q260,Frederick Douglass Academy VI High School,Humanities & Interdisciplinary,Limited Unscreened,L,429,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q260
Q45A,Veterinary Science Institute,29Q272,George Washington Carver High School for the Sciences,Animal Science,Limited Unscreened,L,430,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q272
Q45C,Carver Research Institute,29Q272,George Washington Carver High School for the Sciences,Science & Math,Limited Unscreened,L,430,Queens,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=Q272
