Borough,Block,Lot,BIN,Building,Agency,2010 Rating *,2010 Current Source Energy Intensity (kBtu/Sq. Ft.),2010 Current Total GHG Emissions (MtCO2e) â ,2011 Rating * ,2011 Source Energy Intensity (kBtu/Sq. Ft.) ,2011 Total GHG Emissions (MtCO2e) † ,Address ,City ,State ,Zip ,Gross Sq.Ft. ,Year Built 
1,2160,18,1076751,"M465, M466, and M965",DOE,28,199.9,3708.8,31,192.8,3552.4,549 Audubon Avenue,Manhattan,NY,10040,337260,1925
1,1215,1,1032128,M470,DOE,65,140.7,1758.5,65,134.6,1804.5,145 West 84th Street,Manhattan,NY,10024,311000,1965
1,922,8,1020419,M475,DOE,88,113.3,1183.6,92,103,1049.8,345 East 15th Street,Manhattan,NY,10003,218562,1906
1,16,215,1084587,M477,DOE,65,180.4,2496.6,53,193.5,2777.8,345 Chambers Street,Manhattan,NY,10282,483250,1989
1,1442,1,1083343,M480,DOE,74,111.3,2009,84,99.5,1758.9,317 East 67th Street,Manhattan,NY,10065,361820,1923
1,1156,30,1030341,M485,DOE,76,162,4083.3,81,145.1,3585.9,108 Amsterdam Avenue,Manhattan,NY,10023,582250,1982
1,998,41,1069583,M486,DOE,27,225.3,529.8,34,200.8,470.9,120 West 46th Street,Manhattan,NY,10036,62180,1893
1,1157,25,1030343,M490,DOE,23,200.6,4096.6,20,196.7,3972.5,122 Amsterdam Avenue,Manhattan,NY,10023,524950,1973
1,1654,33,1075643,M495,DOE,63,104.5,312.7,65,99.6,285.3,230-34 East 105th Street,Manhattan,NY,10029,66060,1954
1,1752,22,1054156,M501,DOE,79,111.1,1028.7,56,132.4,1277.6,2005 Madison Avenue,Manhattan,NY,10035,195675,1965
1,1855,9,1055911,M506,DOE,32,195.2,654.7,33,194,656.9,140 West 102nd Street,Manhattan,NY,10025,102100,1998
1,422,72,1005626,M510,DOE,54,123.2,398.8,63,107.6,348.5,198 Forsyth Street,Manhattan,NY,10002,91280,1920
1,113,100,1001388,M520,DOE,4,278,4727.3,5,250.6,3990.5,411 Pearl Street,Manhattan,NY,10038,366200,1975
1,2164,32,1063928,M528,DOE,40,209.6,182.2,38,211.4,181.8,180 Wadsworth Avenue,Manhattan,NY,10033,25260,1900
1,1079,29,1083802,M535,DOE,54,144.9,3756,82,165.9,4225.1,525 West 50th Street,Manhattan,NY,10019,517274,1977
1,774,19,1014174,M600,DOE,76,102.4,1897.3,83,92.6,1653.8,225 West 24th Street,Manhattan,NY,10003,363130,1938
1,491,16,1007378,M615,DOE,74,105.7,448.5,76,101.2,422.1,131 6th Avenue,Manhattan,NY,10013,119645,1905
1,889,1,1018491,M620,DOE,14,201.9,2746.5,9,204,2725,111 East 33rd Street,Manhattan,NY,10016,314952,1975
1,1059,15,1026646,M625,DOE,99,81.7,1030,98,87.6,1173.9,439 West 49th Street,Manhattan,NY,10019,272912,1957
1,1330,13,1038593,M630,DOE,94,86.9,1382.3,99,65.3,905,1075 2nd Avenue,Manhattan,NY,10022,326335,1960
1,581,54,1009757,M641,DOE,18,135.3,662,17,126.6,626.8,16 Clarkson Street,Manhattan,NY,10014,133325,1911
1,1558,34,1050338,M645,DOE,43,172.5,698.1,33,179.7,730.9,320 East 96th Street,Manhattan,NY,10128,112900,1904
1,1668,1,1083927,M646,DOE,92,78.5,388.9,99,53,173.9,321 East 96th Street,Manhattan,NY,10128,110923,1920
1,878,16,1018014,M660,DOE,97,90.4,220.8,83,123.5,370.2,127 East 22nd Street,Manhattan,NY,10010,81560,1917
1,921,64,1020416,M661,DOE,66,185.3,456.9,78,168.9,387,240 2nd Avenue,Manhattan,NY,10010,55260,1905
1,446,20,1006208,M751,DOE,2,276.4,773.3,43,149.4,288.9,113 East 4th Street,Manhattan,NY,10003,49260,1920
1,1554,15,1050217,M816,DOE,100,31.7,38.4,82,101.9,237.1,323 East 91 Street,New York,NY,10128,43150,2009
1,2126,14,1063017,M828,DOE,12,227.8,68.5,2,293.7,95,80 Audubon Avenue,Manhattan,NY,10032,8960,1990
1,52,1,1001037,M833,DOE,19,223.8,1222,18,213.8,1094.1,100 Trinity Place,Manhattan,NY,10006,115125,1958
1,1065,1,1026841,M834,DOE,4,186,1271.8,3,181.6,1288.8,444 West 56th Street,Manhattan,NY,10019,214075,1919
1,1154,108,1030328,M837,DOE,35,236.5,661,42,213.2,574.6,227-243 West 61st Street,Manhattan,NY,10023,86330,1927
1,1230,1,1032754,M841,DOE,6,183.8,503.6,38,186.2,518.1,466 West End Avenue,Manhattan,NY,10024,64880,1895
1,955,1,1022052,M844,DOE,12,162.6,442.9,10,167.1,468.3,400 1st Avenue,Manhattan,NY,10010,68480,1931
1,1471,5,1045949,M855,DOE,39,220,495.7,38,212.7,532.7,411 East 76th Street,Manhattan,NY,10021,75980,1950
1,2155,6,1063699,M859,DOE,97,49.8,602.8,100,55.6,632.7,512 West 182nd Street,Manhattan,NY,10033,190260,1928
1,2123,45,1085733,M876,DOE,N/A,No Energy Use,No Energy Use,3,297.6,675.2,501 West 165 Street,New York,NY,10032,74690,2011
1,51,15,1001035,M894,DOE,4,172.4,1009.7,5,157.1,914.5,90 Trinity Place,Manhattan,NY,10006,99000,1968
1,2215,824,1082045,M898 and M884,DOE,95,150.9,111.2,95,149.3,107.9,4124 9th Avenue,Manhattan,NY,10034,23080,1950
1,1752,59,1054159,M911,DOE,81,84.1,130.6,79,83.7,129.1,22 East 128th Street,Manhattan,NY,10035,52880,1905
1,2215,831,1064704,M918,DOE,60,98.4,259.5,66,91.8,241.6,421 West 219th Street,Manhattan,NY,10034,81750,2003
1,1940,35,1058843,M970,DOE,13,251.1,718.7,18,223.1,642.9,200-214 West 135th Street,Manhattan,NY,10030,89800,1924
4,971,1,4021375,Q002,DOE,76,99.7,262.8,63,115,322.1,75-10 21st Avenue,Queens,NY,11370,74480,1953
4,2218,21,4052265,Q003,DOE,1,226.5,206.4,2,215.3,194.7,108-55 69th Avenue,Queens,NY,11375,24314,1925
4,2450,17,4454423,Q005,DOE,14,211.6,1248.2,14,212.4,1296.1,50-40 Jacobus Street,Queens,NY,11373,180166,1994
4,1538,75,4467710,Q007,DOE,45,161.6,815.3,43,163.5,813.5,80-55 Cornish Avenue,Queens,NY,11373,150175,1994
4,10178,1,4216655,Q008,DOE,17,127.1,1092.8,18,126.2,1107,108-35 167th Street,Queens,NY,11433,187375,1960
4,2631,106,4059130,Q009,DOE,89,94.3,184.5,88,95.6,195.2,58-74 57th Street,Queens,NY,11378,54060,1920
4,714,1,4012664,Q010,DOE,77,109.3,517.7,97,70.1,253.8,45-11 31st Avenue,Queens,NY,11103,111680,1943
4,1239,1,4028447,"Q011, Q810, and Q932",DOE,14,178.7,791.6,30,148.5,632,54-25 Skillman Avenue,Queens,NY,11377,101260,1990
4,1349,28,4031853,Q012,DOE,51,127.6,617,53,124.9,581.2,42-00 72nd Street,Queens,NY,11377,116105,1928
4,1901,40,4437297,Q013,DOE,31,119.7,379.8,1,382,1044.8,55-01 94th Street,Queens,NY,11373,86480,1933
4,1954,37,4437311,Q014,DOE,48,108.8,564.8,44,113.2,588.4,107-01 Otis Avenue,Queens,NY,11368,142925,1931
4,12672,1,4273142,Q015,DOE,13,185,468.7,16,176.2,457.9,121-15 Lucas Street,Queens,NY,11413,66060,1940
4,594,1,4007663,Q017,DOE,93,86,494.9,90,92.4,546.9,28-37 29th Street,Queens,NY,11102,118900,1928
4,7955,2,4166561,Q018,DOE,49,102,377.9,49,101.9,361.9,86-35 235th Court,Queens,NY,11427,68480,1960
4,1607,1,4437176,"Q019, Q914 and Q819",DOE,43,132,679.6,33,143.6,727.1,98-02 Roosevelt Avenue,Queens,NY,11368,139885,1924
4,5047,1,4114657,Q020,DOE,77,119.7,626.8,50,154.1,929.8,142-30 Barclay Avenue,Queens,NY,11355,156175,1948
4,4803,1,4108665,Q021,DOE,47,109.3,596,44,111.7,605.6,147-26 26th Avenue,Queens,NY,11354,125260,1962
4,5328,1,4438184,Q022 and Q959,DOE,80,106.9,379.1,76,113,429.2,153-33 Sanford Avenue,Queens,NY,11355,78225,1966
4,4956,55,4112106,Q023,DOE,78,145.2,129.8,75,147.8,134,138-11 35th Avenue,Queens,NY,11354,25260,1897
4,5201,21,4117403,Q024 and Q936,DOE,95,73.9,182.2,97,67.3,175,141-11 Holly Avenue,Queens,NY,11355,80725,1958
4,5261,1,4119139,Q025,DOE,40,150.4,1168.7,35,156.3,1250.5,34-65 192nd Street,Queens,NY,11358,161175,1951
4,7117,421,4153296,Q026,DOE,26,94.1,487.9,22,98.5,537.4,195-02 69th Avenue,Queens,NY,11365,103300,1963
4,2003,23,4529578,Q028,DOE,42,184.4,327.5,35,194.1,349.3,109-10 47th Avenue,Queens,NY,11368,51795,2001
4,4229,14,4099925,Q029 and Q952,DOE,75,110.9,324.7,80,104.4,248.6,125-10 23rd Avenue,Queens,NY,11356,66260,1940
4,12495,65,4270045,Q030 and Q962,DOE,91,110.3,556.2,91,110.2,566.2,126-10 Bedell Street,Queens,NY,11434,101175,1966
4,7316,18,4156949,Q031,DOE,3,164.7,532,14,130.5,428,211-45 46th Road,Queens,NY,11361,68460,1939
4,5256,1,4118954,Q032 and Q922,DOE,49,103.3,458.6,62,91.7,389.6,171-11 35th Avenue,Queens,NY,11358,86580,1931
4,10756,1,4230589,Q033 and Q931,DOE,76,105.1,584.2,68,114.8,695.9,91-37 222nd Street,Queens,NY,11428,138275,1931
4,11151,81,4240503,Q034 and Q834,DOE,25,126.8,343.7,19,135.4,388.7,104-12 Springfield Boulevard,Queens,NY,11429,72260,1931
4,10447,7,4222137,Q035 and Q929,DOE,59,117.4,300.5,73,101.7,243.1,191-02 90th Avenue,Queens,NY,11423,71193,1931
4,12439,32,4268900,Q036 and Q836,DOE,13,194.6,458.2,25,167.5,367.6,187-01 Foch Boulevard,Queens,NY,11412,51660,1924
4,12993,118,4279864,Q037,DOE,9,155.5,740.6,7,163,843.5,179-37 137th Avenue,Queens,NY,11434,105725,1928
4,13222,1,4284236,Q038 and Q946,DOE,38,146.4,216.5,38,146.4,234.5,135-21 241st Street,Queens,NY,11422,39960,1925
4,12151,1,4263341,Q040 and Q988,DOE,56,128.7,666.6,52,132.4,687.2,109-20 Union Hall Street,Queens,NY,11433,126525,1931
4,6121,1,4135975,Q041 and Q728,DOE,40,116.5,328.5,60,97.8,249.4,214-43 35th Avenue,Queens,NY,11361,69880,1931
4,16039,14,4302817,Q042,DOE,83,100.4,525.8,96,73.7,457.8,488 Beach 66th Street,Queens,NY,11692,94900,1924
4,15820,1,4467711,Q043 and Q920,DOE,36,165.5,1028,41,158.2,959.2,160 Beach 29th Street,Queens,NY,11691,167480,1996
4,12104,1,4262725,Q045,DOE,93,94.5,256.5,96,86.4,232.2,126-28 150th Street,Queens,NY,11436,68480,1928
4,7619,1,4162449,Q046,DOE,28,153.2,523.2,69,104.1,363.7,64-45 218th Street,Queens,NY,11364,74480,1951
4,15313,485,4448968,Q047,DOE,22,586.6,204.2,24,574.3,187.1,9 Power Road,Queens,NY,11693,7860,1950
4,10144,42,4216099,Q048,DOE,76,67.2,300.9,9,136.2,579.8,155-02 108th Avenue,Queens,NY,11433,115229,1931
4,2990,45,4069253,Q049,DOE,13,243.3,702.9,27,232.6,655,79-15 Penelope Avenue,Queens,NY,11379,86100,1931
4,10024,12,4214461,Q050 and Q850,DOE,62,159.9,457,50,177,523,143-26 101st Avenue,Queens,NY,11435,75680,1931
4,9327,26,4449704,Q051,DOE,54,171.5,190.3,60,160.9,176.6,87-45 117th Street,Queens,NY,11418,33410,1901
4,13353,20,4285972,Q052 and Q960,DOE,71,132.3,359.3,67,137.4,367.5,178-37 146 Terrace,Queens,NY,11436,71709,2000
4,15557,25,4298234,Q053,DOE,3,126.4,1115.1,6,113.2,1072.7,10-45 Nameoke Street,Queens,NY,11691,196975,1973
4,9280,1,4193916,Q054 and Q864,DOE,49,107,276.8,49,106.1,305.9,86-02 127th Street,Queens,NY,11411,69660,1922
4,9477,1,4200233,"Q055, Q865, and Q953",DOE,49,125.5,376.5,31,145,473.9,131-10 97th Avenue,Queens,NY,11419,79177,1939
4,9226,57,4192689,Q056 and Q995,DOE,85,123.7,213.8,88,117.3,199.2,86-10 114th Street,Queens,NY,11419,47155,1896
4,2802,94,4062861,Q058,DOE,60,132.1,618,69,119.7,550.3,72-24 Grand Avenue,Queens,NY,11378,141261,2001
4,12723,76,4274083,Q059,DOE,93,65.7,398.6,83,80.3,537.5,132-55 Ridgedale Street,Queens,NY,11413,169375,1956
4,8929,58,4184144,Q060 and Q860,DOE,88,102.2,376.5,92,92.9,344.6,91-02 88 Avenue,Queens,NY,11412,108100,1965
4,1891,32,4046834,Q061,DOE,35,131.3,1353.1,40,125.7,1326,98-50 50th Avenue,New York,NY,11368,237892,1948
4,9410,1,4197909,Q062,DOE,78,107.7,419.3,75,111.1,431.5,97-25 108th Street,Queens,NY,11419,107464,1955
4,9155,25,4190727,Q063,DOE,68,130.1,600.6,71,124.9,568,90-15 Sutter Avenue,Queens,NY,11417,118965,1926
4,9053,14,4188214,Q064,DOE,79,116.1,381.2,72,125.9,457.1,82-01 101st Avenue,Queens,NY,11416,68908,1939
4,9183,1,4191497,Q066 and Q989,DOE,70,116.3,163,71,114.2,162.2,85-11 102nd Street,Queens,NY,11418,38560,1900
4,8221,12,4170797,Q067,DOE,67,74.2,626.5,64,75.9,663.4,51-60 Marathon Parkway,Queens,NY,11362,178860,1950
4,3579,1,4437837,Q068,DOE,63,153.7,469.6,71,140,406.7,59-09 St. Felix Avenue,Queens,NY,11385,86500,1908
4,1288,1,4029892,Q069 and Q869,DOE,42,143.8,547.9,36,150.5,552.6,77-02 37th Avenue,Queens,NY,11372,112900,1923
4,696,14,4442503,Q070 and Q970,DOE,36,156,687.1,41,148.5,698.3,30-45 42nd Street,Queens,NY,11103,104700,1923
4,3492,7,4083519,Q071,DOE,80,87.6,365.9,81,85.7,337.6,62-85 Forest Avenue,Queens,NY,11385,98500,1909
4,12495,270,4270059,Q072,DOE,41,113.4,939.5,43,111,923.3,133-25 Guy Brewer,Queens,NY,11434,176600,1966
4,2503,31,4058611,Q073 and Q873,DOE,27,111.3,1089.4,52,88.6,908.5,70-02 54th Avenue,Queens,NY,11378,207360,1926
4,7723,1,4163953,Q074,DOE,61,114.1,758,65,109.1,745.8,61-15 Oceania Street,Queens,NY,11362,145325,1953
4,3549,44,4085584,Q075,DOE,83,97.8,303.7,79,103.2,356.7,16-66 Hancock Street,Queens,NY,11385,70860,1973
4,354,1,4004331,Q076,DOE,91,90.9,385.7,97,92,362.7,36-36 10th Street,Queens,NY,11106,114100,1965
4,4647,1,4105232,Q079 and Q766,DOE,36,107.3,640,36,107.5,641.2,147-27 15th Drive,Queens,NY,11357,121525,1931
4,12495,166,4270056,Q080,DOE,72,105,504.9,74,102.1,494.9,171-05 137th Avenue,Queens,NY,11434,100900,1963
4,3437,1,4082076,Q081 and Q917 ,DOE,78,93,285.5,71,100.3,315.6,559 Cypress Avenue,Queens,NY,11385,79280,1904
4,9684,8,4206905,Q082,DOE,49,146.5,390.4,46,150.1,412.8,88-02 144th Street,Queens,NY,11435,68460,1931
4,794,17,4015334,Q084,DOE,66,97.5,207.9,70,93.6,205.6,22-45 41st Street,Queens,NY,11105,58880,1930
4,842,31,4017485,Q085 and Q981,DOE,35,114.6,331,61,120.2,344,23-70 31st Street,Queens,NY,11105,76080,1906
4,9774,1,4438678,Q086,DOE,98,85.2,2436.3,98,82.6,2370.2,87-01 Parsons Boulevard,Queens,NY,11432,595550,1971
4,3782,27,4091737,Q087,DOE,82,97.9,274.7,82,97.8,271.3,67-54 80th Street,Queens,NY,11379,76860,1904
4,3534,12,4085173,Q088,DOE,14,269.1,541.7,14,267.8,538.4,60-85 Catalpa Avenue,Queens,NY,11385,57843,1908
4,1514,1,4037370,Q089,DOE,29,211.9,627.6,33,202,611.3,85-28 Britton Avenue,Queens,NY,11373,82288,1930
4,9204,28,4192167,Q090,DOE,73,82.6,285.9,67,87.9,297,86-50 109th Street,Queens,NY,11418,96125,1925
4,3683,1,4089566,Q091,DOE,59,115.7,634.5,63,111.1,586.6,68-10 Central Avenue,Queens,NY,11385,124925,1931
4,3490,1,4083511,Q093,DOE,84,104.7,637.8,87,99.8,661.9,66-56 Forest Avenue,Queens,NY,11385,153725,1916
4,8135,29,4169468,Q094,DOE,10,209.2,382.3,49,136.7,250.8,41-77 Little Neck Parkway,Queens,NY,11363,41800,1914
4,9914,1,4446042,Q095 and Q910,DOE,82,110.7,488.5,85,106.2,452.3,179-01 90th Avenue,Queens,NY,11432,114325,1932
4,11694,27,4253028,Q096 and Q986,DOE,79,120.5,196.1,87,106.5,157.4,130-01 Rockaway Boulevard,Queens,NY,11420,37360,1930
4,8855,20,4181565,Q097,DOE,8,213.5,858.3,74,106,367.6,85-52 85th Street,Queens,NY,11421,90665,1916
4,8082,285,4168629,Q098,DOE,80,82.1,127,82,80,127.6,40-20 235th Street,Queens,NY,11363,44460,1931
4,3360,1,4080168,Q099,DOE,8,167.4,601.3,4,191.5,733.9,82-37 Kew Gardens Road,Queens,NY,11415,74460,1924
4,11623,1,4250416,Q100,DOE,81,116.6,543.7,77,122.5,594.3,111-11 118th Street,Queens,NY,11420,130564,1930
4,3270,1,4078312,Q101,DOE,65,131.5,347.3,49,150.9,413.6,2 Russell Place,Queens,NY,11375,66060,1925
4,2879,31,4437597,Q102,DOE,1,267.5,1185.2,1,227.7,1001.3,55-24 Van Horn Street,Queens,NY,11373,133720,1931
4,15693,1,4442313,Q104,DOE,69,109.8,473.3,59,120.7,517.3,26-01 Mott Avenue,Queens,NY,11691,82900,1938
4,15974,3,4302397,Q105,DOE,89,107.8,537.6,79,125.8,641.2,420 Beach 51st Street,Queens,NY,11691,103325,1958
4,15861,35,4441244,"Q106, Q727, and Q806",DOE,40,192.3,198.8,48,177.9,189,180 Beach 35th Street,Queens,NY,11691,30595,1930
4,5446,18,4123454,Q107,DOE,43,128.1,742.4,36,136.4,817.9,167-02 45th Avenue,Queens,NY,11358,119060,1924
4,11475,11,4247572,Q108,DOE,61,129.4,774,59,130.9,767.8,108-10 109th Avenue,Queens,NY,11420,164575,1925
4,10626,1,4226839,Q109,DOE,77,100.8,521.9,71,108,580.3,213-10 92nd Avenue,Queens,NY,11428,128777,1931
4,363,1,4004419,Q111,DOE,12,116.2,672.3,11,118,632.5,37-15 13th Street,Queens,NY,11101,104500,1948
4,344,1,4004170,Q112,DOE,3,200.6,734.4,1,348.7,1327,25-05 37th Avenue,Queens,NY,11101,79325,1951
4,3846,40,4094055,Q113,DOE,1,358.3,648.8,1,371.8,660.2,87-21 79th Avenue,Queens,NY,11385,54826,1928
4,16257,1,4305615,Q114,DOE,100,63.3,236.3,94,117,443.7,134-01 Cronston Avenue,Queens,NY,11694,80500,1926
4,8717,1,4178127,Q115,DOE,57,88,391,60,85.6,371.7,80-51 261st Street,Queens,NY,11004,85280,1950
4,10250,1,4218416,Q116 and Q930,DOE,53,117.8,437.2,39,133.1,510.7,107-25 Wren Place,Queens,NY,11433,95060,1930
4,9723,150,4208040,Q117,DOE,64,119.8,533.8,70,112.4,544.2,85-15 143rd Street,Queens,NY,11435,111680,1936
4,10926,50,4233850,Q118,DOE,39,148.9,471.7,47,138.1,494,190-20 109th Road,Queens,NY,11412,82900,1927
4,3812,20,4092660,Q119,DOE,85,98.6,486,86,95.5,448.1,74-01 78th Avenue,Queens,NY,11385,121375,1927
4,6373,1,4139491,Q120,DOE,43,126,525,55,113.9,451,58-01 136th Street,Queens,NY,11355,111725,1932
4,11607,1,4249769,Q121 and Q915,DOE,61,127.3,600.1,52,137.7,678.8,126-10 109th Avenue,Queens,NY,11420,96575,1931
4,880,1,4019633,Q122,DOE,96,56.8,214.8,86,60.7,261.7,21-21 Ditmars Boulevard,Queens,NY,11105,130925,1925
4,12019,10,4260828,Q123 and Q965,DOE,71,105.2,533.1,84,80,429,145-01 119th Avenue,Queens,NY,11436,133480,1931
4,11882,1,4257530,Q124,DOE,24,195.8,984.7,35,175.4,871.8,129-15 150th Avenue,Queens,NY,11420,117680,1931
4,2284,6,4052874,"Q125, Q825, and Q947",DOE,40,117.9,719.8,44,114.2,693,46-02 47th Avenue,Queens,NY,11377,164683,1926
4,553,1,4006382,Q126,DOE,49,116.8,804.9,73,92.3,684.4,31-51 21st Street,Queens,NY,11106,139325,1924
4,1109,16,4024487,Q127,DOE,61,120.7,540.6,55,127.2,619.4,98-01 25th Avenue,Queens,NY,11369,111725,1937
4,3976,1,4096774,Q129 and Q924,DOE,77,115.2,516.4,86,100.3,430.6,128-02 7th Avenue,Queens,NY,11356,119515,1997
4,6203,1,4137034,Q130,DOE,13,150.8,548.8,15,146.3,488.9,200-01 42nd Avenue,Queens,NY,11361,74460,1924
4,9875,1,4211112,Q131 and Q911,DOE,76,88.7,213.5,42,122.6,339.6,170-45 84th Avenue,Queens,NY,11432,73292,1931
4,12927,28,4278380,Q132 and Q996,DOE,61,131.6,288.7,62,129.4,293.1,132-15 218th Street,Queens,NY,11413,60670,1928
4,8616,1,4175739,Q133,DOE,45,80.9,329.1,44,81.8,319.5,248-05 86th Avenue,Brooklyn,NY,11426,93883,1931
4,10906,1,4440330,Q134,DOE,32,147.2,445,27,155.1,494.9,203-06 109th Avenue,Queens,NY,11412,82925,1931
4,10582,16,4225816,Q135,DOE,55,141.7,618.4,51,141.1,624,207-11 89th Avenue,Queens,NY,11427,120125,1930
4,11018,21,4236757,Q136,DOE,57,101,354.2,53,103.6,367.6,201-15 115th Avenue,Queens,NY,11412,85300,1939
4,9172,1,4467457,Q137,DOE,46,153,904.3,36,165.4,995,109-15 98th Street,Queens,NY,11417,181675,2001
4,13578,1,4288640,Q138,DOE,32,166.4,626.8,38,157.5,563.5,251 Weller Avenue,Queens,NY,11422,92639,1931
4,3095,50,4072457,Q139,DOE,70,121.7,369.9,74,116.3,352.3,93-06 63rd Drive,Queens,NY,11374,80500,1931
4,12341,31,4267260,Q140 and Q954,DOE,48,140.1,481.1,47,140.9,471.3,116-01 116 Avenue,Queens,NY,11434,90480,1928
4,810,1,4016102,Q141,DOE,82,86.3,516.9,75,93.8,557,37-11 21st Avenue,Queens,NY,11105,142925,1931
4,11972,70,4259200,Q142 and Q875,DOE,50,140.5,771,51,139.6,778.5,142-10 Linden Boulevard,Queens,NY,11436,145375,1939
4,1756,25,4043827,Q143 and Q937,DOE,68,109.3,500,64,112.9,503.2,34-74 113th Street,Queens,NY,11368,118580,1928
4,3212,1,4076870,Q144,DOE,31,119.9,412.7,22,131.7,453.8,93-02 69th Avenue,Queens,NY,11375,80480,1931
4,1252,1,4442764,Q145,DOE,72,93.3,975.7,63,101.4,1111.4,33-34 80th Street,Queens,NY,11372,240175,1951
4,14168,16,4295163,Q146 and Q987,DOE,61,153.5,603.9,57,157.5,653.9,98-01 159th Avenue,Queens,NY,11414,98460,1963
4,11300,1,4243743,Q147,DOE,92,74.2,204.8,89,78.6,216.3,218-01 116th Avenue,Queens,NY,11411,96100,1930
4,1419,1,4034841,Q148,DOE,85,100.9,441.9,83,103.4,463.8,89-02 32nd Avenue,Queens,NY,11369,110525,1928
4,1441,15,4035441,Q149,DOE,75,119.1,496.7,72,123.2,516.5,93-11 34th Avenue,Queens,NY,11372,112900,1936
4,185,1,4002387,Q150,DOE,33,185.6,762.9,42,170.5,700.2,40-01 43rd Avenue,Queens,NY,11104,104500,1931
4,752,1,4014094,Q151 and Q925,DOE,31,135.9,581.5,44,121.4,480.9,50-05 31st Avenue,Queens,NY,11377,93480,1930
4,1184,14,4027102,Q152,DOE,57,130.3,663.3,45,144.2,800.1,33-52 62nd Street,Queens,NY,11377,116431,1937
4,2732,18,4060987,Q153,DOE,67,118.5,590.4,63,123.3,635.4,60-02 60th Lane,Queens,NY,11378,138004,1931
4,6834,1,4148003,Q154,DOE,88,66.9,179.3,80,76.4,226.5,75-02 162nd Street,Queens,NY,11366,91260,1900
4,11673,1,4252357,Q155 and Q976,DOE,60,97.3,423.8,54,102.9,458.4,130-02 115th Avenue,Queens,NY,11420,83125,1930
4,13170,12,4283015,Q156 and Q957,DOE,53,145.1,592.9,47,152.1,551,229-02 137th Avenue,Queens,NY,11413,99090,1931
4,2126,14,4442846,Q157,DOE,38,107.7,1067,33,112.4,1089.3,63-55 102nd Street,Queens,NY,11374,192175,1948
4,7312,1,4438325,Q158,DOE,61,69.2,555.9,68,65.1,514.5,46-35 Oceania Street,Queens,NY,11361,164525,1956
4,6038,13,4134525,Q159,DOE,54,98.9,321.9,57,95.8,309.6,205-01 33rd Avenue,Queens,NY,11361,75700,1957
4,11942,302,4258143,Q160 and Q958,DOE,51,121.5,548.6,46,125.8,551.8,109-59 Inwood Street,Queens,NY,11435,86925,1950
4,9491,1,4200748,Q161,DOE,54,146.2,470.1,51,148.4,486.7,101-23 124th Street,Queens,NY,11419,103280,2002
4,7410,1,4159363,Q162,DOE,30,72.2,650.9,35,68.5,601.9,201-02 53rd Avenue,Queens,NY,11364,194480,1936
4,6726,70,4146042,Q163 and Q968,DOE,94,64.9,225.5,98,55.1,190.9,159-01 59th Avenue,Queens,NY,11365,71080,1964
4,6606,2,4142980,Q164,DOE,42,95.6,412.7,40,97.4,427.7,138-01 77th Avenue,Queens,NY,11367,90060,1948
4,6697,12,4144881,Q165,DOE,45,114,540.2,23,139,708.4,70-35 150th Street,Queens,NY,11367,98500,1959
4,610,1,4008220,Q166,DOE,13,163.4,772.7,13,164.5,770.4,33-09 35th Avenue,Queens,NY,11106,126125,1950
4,6826,1,4147847,Q168,DOE,58,139.6,1014.2,97,72,305.7,158-40 76th Road,Queens,NY,11366,145375,1952
4,5865,50,4131147,Q169,DOE,17,119,560.4,41,119.1,568.9,18-25 212th Street,Queens,NY,11360,92575,1956
4,537,14,4006046,Q171,DOE,87,54,409.5,81,58.8,463,14-14 29th Avenue,Queens,NY,11102,160900,1950
4,8731,4,4178464,Q172,DOE,41,85.1,623.6,26,97.3,738.5,81-14 257th Street,Queens,NY,11004,160975,1957
4,6927,22,4149690,Q173 and Q723,DOE,47,100.4,510.5,31,114.8,658.9,174-10 67th Avenue,Queens,NY,11365,101700,1957
4,3134,24,4073904,Q174 and Q935,DOE,61,77.7,313.2,85,89.5,390.8,65-10 Dieterle Crescent,Queens,NY,11374,87860,1948
4,2128,14,4051200,Q175,DOE,13,116.5,569,12,118.4,616.3,64-35 102nd Street,Queens,NY,11374,98500,1953
4,12820,1,4276382,Q176 and Q992,DOE,42,107,362.9,42,107,358,120-45 235th Street,Queens,NY,11411,74700,1947
4,5674,2,4128231,Q177 and Q979,DOE,15,202.9,575.3,8,226.7,692.6,56-37 188th Street,Queens,NY,11365,69680,1951
4,7277,1,4156558,Q178,DOE,7,156.3,494.8,59,89.2,184.2,189-10 Radnor Road,Queens,NY,11423,69680,1951
4,7128,10,4153407,Q179,DOE,94,50.5,291.2,90,56.5,341.6,196-35 Peck Avenue,Queens,NY,11365,129725,1947
4,16159,12,4303722,Q180,DOE,44,100.5,747.5,72,77.5,590.4,320 Beach 104th Street,Queens,NY,11694,146525,1958
4,13718,1,4291453,Q181,DOE,81,102,371.5,35,131.5,549.6,148-15 230th Street,Queens,NY,11413,86480,1967
4,16112,1,4303354,Q183,DOE,72,92,556.5,76,88.5,555.6,2-45 Beach 79th Street,Queens,NY,11693,100925,1961
4,5756,1,4129072,Q184,DOE,59,114.2,342.3,94,92.8,302.7,163-15 21st Road,Queens,NY,11357,68525,1951
4,4802,1,4108664,Q185,DOE,54,80.6,594.3,45,87.1,671.5,147-26 25th Drive,Queens,NY,11354,152525,1956
4,8401,375,4173640,Q186,DOE,32,123,546.9,28,127.9,558.8,252-12 72nd Avenue,Queens,NY,11426,92575,1958
