QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Address,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Total Units,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Year Built,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Estimated Gross Income,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Estimated Expense,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Expense per SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Net Operating Income,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 – Boro-Block-Lot,COMPARABLE RENTAL – 1 – Address,COMPARABLE RENTAL – 1 – Neighborhood,COMPARABLE RENTAL – 1 – Building Classification,COMPARABLE RENTAL – 1 – Total Units,COMPARABLE RENTAL – 1 – Year Built,COMPARABLE RENTAL – 1 – Gross SqFt,COMPARABLE RENTAL – 1 – Estimated Gross Income,COMPARABLE RENTAL – 1 – Gross Income per SqFt,COMPARABLE RENTAL – 1 – Estimated Expense,COMPARABLE RENTAL – 1 – Expense per SqFt,COMPARABLE RENTAL – 1 – Net Operating Income,COMPARABLE RENTAL – 1 – Full Market Value,COMPARABLE RENTAL – 1 – Market Value per SqFt,COMPARABLE RENTAL – 1 – Distance from Coop in miles,COMPARABLE RENTAL – 2 – Boro-Block-Lot,COMPARABLE RENTAL – 2 – Address,COMPARABLE RENTAL – 2 – Neighborhood,COMPARABLE RENTAL – 2 – Building Classification,COMPARABLE RENTAL – 2 – Total Units,COMPARABLE RENTAL – 2 – Year Built,COMPARABLE RENTAL – 2 – Gross SqFt,COMPARABLE RENTAL – 2 – Estimated Gross Income,COMPARABLE RENTAL – 2 – Gross Income per SqFt,COMPARABLE RENTAL – 2 – Estimated Expense,COMPARABLE RENTAL – 2 – Expense per SqFt,COMPARABLE RENTAL – 2 – Net Operating Income,COMPARABLE RENTAL – 2 – Full Market Value,COMPARABLE RENTAL – 2 – Market Value per SqFt,COMPARABLE RENTAL – 2 – Distance from Coop in miles,COMPARABLE RENTAL – 3 – Boro-Block-Lot,COMPARABLE RENTAL – 3 – Address,COMPARABLE RENTAL – 3 – Neighborhood,COMPARABLE RENTAL – 3 – Building Classification,COMPARABLE RENTAL – 3 – Total Units,COMPARABLE RENTAL – 3 – Year Built,COMPARABLE RENTAL – 3 – Gross SqFt,COMPARABLE RENTAL – 3 – Estimated Gross Income,COMPARABLE RENTAL – 3 – Gross Income per SqFt,COMPARABLE RENTAL – 3 – Estimated Expense,COMPARABLE RENTAL – 3 – Expense per SqFt,COMPARABLE RENTAL – 3 – Net Operating Income,COMPARABLE RENTAL – 3 – Full Market Value,COMPARABLE RENTAL – 3 – Market Value per SqFt,COMPARABLE RENTAL – 3 – Distance from Coop in miles
4-01949-0106,"58 CALLOWAY STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",CORONA,D4-ELEVATOR,189,1968,169500,2364525,13.95,1215315,7.17,1149210,7566000,44.64,4-01958-0026,"58 GRANGER STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",CORONA,D1-ELEVATOR,102,1962,86400,1204591,13.94,475143,5.5,729448,3982000,46.09,0.16,4-01918-0105,"97 HOR
Queens, NY
(40.749436300045204, -73.79729979984586)",CORONA,D3-ELEVATOR,233,1963,220000,3025800,13.75,1473865,6.7,1551935,10242000,46.55,0.29,4-02121-0051,102 62 ROAD,FOREST HILLS,D1-ELEVATOR,122,1956,"103,400","1,602,790",15.50,"778,405",7.53,"824,385","5,648,000",54.62,0.22
4-01964-0001,"59 108 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",CORONA,D4-ELEVATOR,192,1965,164334,2524170,15.36,1316315,8.01,1207855,7601000,46.25,4-01958-0026,"58 GRANGER STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",CORONA,D1-ELEVATOR,102,1962,86400,1204591,13.94,475143,5.5,729448,3982000,46.09,0.07,4-02144-0015,"105 62 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,128,1956,111520,1713210,15.36,893327,8.01,819883,5627000,50.46,0.2,4-02121-0051,102 62 ROAD,FOREST HILLS,D1-ELEVATOR,122,1956,"103,400","1,602,790",15.50,"778,405",7.53,"824,385","5,648,000",54.62,0.22
4-02082-0107,"61 97 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,446,1960,395000,4803200,12.16,2579350,6.53,2223850,14135000,35.78,4-01918-0045,"96 57 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",CORONA,D6-ELEVATOR,220,1962,254600,3249376,12.76,1715805,6.74,1533571,10252000,40.27,0.19,4-01918-0060,"97 57 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",CORONA,D6-ELEVATOR,236,1962,253093,3076404,12.16,1653912,6.53,1422492,9041000,35.72,0.19,4-01918-0065,97 57 AVENUE,CORONA,D1-ELEVATOR,231,1962,"239,443","2,844,583",11.88,"1,541,738",6.44,"1,302,845","8,315,000",34.73,0.19
4-02086-0050,"97 62 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,1098,1955,1076000,12244880,11.38,5584440,5.19,6660440,41580000,38.64,4-02086-0040,"62 99 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D7-ELEVATOR,419,1960,503000,5724140,11.38,3319800,6.6,2404340,7821000,15.55,0,,, , , , , , , , , , , , , ,, , , , , , , , , , , , , , 
4-02089-0041,"97 63 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,45,1959,30672,431248,14.06,215624,7.03,215624,1353000,44.11,4-03085-0055,"64 BOOTH STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,52,1954,42450,709394,16.71,206522,4.87,502872,2035000,47.94,0.23,4-03087-0021,"65 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,38,1954,26400,396576,15.02,171430,6.49,225146,1276000,48.33,0.3,4-03097-0038,64 WETHEROLE STREET,REGO PARK,D1-ELEVATOR,56,1952,"50,400","750,456",14.89,"397,656",7.89,"352,800","2,431,000",48.23,0.27
4-02093-0001,"61 98 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,630,1960,580800,9774864,16.83,6410827,11.04,3364037,24333000,41.9,4-03155-0027,"98 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,286,1959,275197,4668060,16.96,2367993,8.6,2300067,16631000,60.43,0.71,4-03175-0001,"104 QUEENS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,1327,1960,1741458,29086139,16.7,11769152,6.76,17316987,125304000,71.95,0.9,, , , , , , , , , , , , , , 
4-02093-0245,"61 98 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,492,1960,387200,4940672,12.76,2509056,6.48,2431616,16255000,41.98,4-01918-0045,"96 57 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",CORONA,D6-ELEVATOR,220,1962,254600,3249376,12.76,1715805,6.74,1533571,10252000,40.27,0.21,4-01918-0060,"97 57 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",CORONA,D6-ELEVATOR,236,1962,253093,3076404,12.16,1653912,6.53,1422492,9041000,35.72,0.21,4-01918-0050,96 57 AVENUE,CORONA,D6-ELEVATOR,226,1962,"246,521","3,370,005",13.67,"1,724,587",7.00,"1,645,418","10,874,000",44.11,0.21
4-02099-0040,"63 98 PLACE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,144,1948,162280,2216745,13.66,1097013,6.76,1119732,7401000,45.61,4-02090-0026,"63 98 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,129,1951,125610,1680619,13.38,807051,6.43,873568,5794000,46.13,0.17,4-02113-0034,"99 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,132,1952,119985,1653282,13.78,830380,6.92,822902,4895000,40.8,0.15,4-02090-0047,97 64 AVENUE,REGO PARK,D7-ELEVATOR,113,1950,"98,000","1,339,055",13.66,"662,812",6.76,"676,243","4,257,000",43.44,0.17
4-02100-0015,"98 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,114,1949,117920,1657955,14.06,828978,7.03,828977,5451000,46.23,4-03078-0050,"62 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,101,1941,100080,1510717,15.1,609557,6.09,901160,4950000,49.46,0.44,4-03166-0095,"67 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,112,1961,109200,1562752,14.31,773925,7.09,788827,5093000,46.64,0.58,, , , , , , , , , , , , , , 
4-02100-0021,"98 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,144,1949,141920,1938627,13.66,959379,6.76,979248,6473000,45.61,4-02090-0026,"63 98 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,129,1951,125610,1680619,13.38,807051,6.43,873568,5794000,46.13,0.13,4-02113-0034,"99 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,132,1952,119985,1653282,13.78,830380,6.92,822902,4895000,40.8,0.15,4-02090-0047,97 64 AVENUE,REGO PARK,D7-ELEVATOR,113,1950,"98,000","1,339,055",13.66,"662,812",6.76,"676,243","4,257,000",43.44,0.13
4-02100-0029,"98 63 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,144,1949,141920,1938627,13.66,959379,6.76,979248,6473000,45.61,4-02090-0026,"63 98 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,129,1951,125610,1680619,13.38,807051,6.43,873568,5794000,46.13,0.13,4-02113-0034,"99 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,132,1952,119985,1653282,13.78,830380,6.92,822902,4895000,40.8,0.15,4-02090-0047,97 64 AVENUE,REGO PARK,D7-ELEVATOR,113,1950,"98,000","1,339,055",13.66,"662,812",6.76,"676,243","4,257,000",43.44,0.13
4-02101-0001,"98 64 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,146,1949,141920,1938627,13.66,959379,6.76,979248,6473000,45.61,4-02090-0026,"63 98 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,129,1951,125610,1680619,13.38,807051,6.43,873568,5794000,46.13,0.14,4-02113-0034,"99 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,132,1952,119985,1653282,13.78,830380,6.92,822902,4895000,40.8,0.14,4-02090-0047,97 64 AVENUE,REGO PARK,D7-ELEVATOR,113,1950,"98,000","1,339,055",13.66,"662,812",6.76,"676,243","4,257,000",43.44,0.14
4-02101-0016,"98 64 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,146,1949,141920,1938627,13.66,959379,6.76,979248,6473000,45.61,4-02090-0026,"63 98 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,129,1951,125610,1680619,13.38,807051,6.43,873568,5794000,46.13,0.14,4-02113-0034,"99 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,132,1952,119985,1653282,13.78,830380,6.92,822902,4895000,40.8,0.14,4-02090-0047,97 64 AVENUE,REGO PARK,D7-ELEVATOR,113,1950,"98,000","1,339,055",13.66,"662,812",6.76,"676,243","4,257,000",43.44,0.14
4-02101-0024,"98 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,146,1949,141920,1938627,13.66,959379,6.76,979248,6473000,45.61,4-02090-0026,"63 98 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,129,1951,125610,1680619,13.38,807051,6.43,873568,5794000,46.13,0.14,4-02113-0034,"99 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,132,1952,119985,1653282,13.78,830380,6.92,822902,4895000,40.8,0.14,4-02090-0047,97 64 AVENUE,REGO PARK,D7-ELEVATOR,113,1950,"98,000","1,339,055",13.66,"662,812",6.76,"676,243","4,257,000",43.44,0.14
4-02112-0001,"63 99 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,100,1947,115800,1595724,13.78,801336,6.92,794388,5241000,45.26,4-02113-0034,"99 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,132,1952,119985,1653282,13.78,830380,6.92,822902,4895000,40.8,0.05,4-02090-0026,"63 98 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,129,1951,125610,1680619,13.38,807051,6.43,873568,5794000,46.13,0.27,4-02121-0021,102 62 AVENUE,FOREST HILLS,D1-ELEVATOR,129,1956,"122,000","1,701,596",13.95,"874,477",7.17,"827,119","5,446,000",44.64,0.27
4-02112-0014,"99 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,98,1947,114600,1579188,13.78,793032,6.92,786156,5186000,45.25,4-02113-0034,"99 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,132,1952,119985,1653282,13.78,830380,6.92,822902,4895000,40.8,0.05,4-02090-0026,"63 98 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,129,1951,125610,1680619,13.38,807051,6.43,873568,5794000,46.13,0.27,4-02121-0021,102 62 AVENUE,FOREST HILLS,D1-ELEVATOR,129,1956,"122,000","1,701,596",13.95,"874,477",7.17,"827,119","5,446,000",44.64,0.27
4-02112-0030,"99 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,98,1947,114600,1579188,13.78,793032,6.92,786156,5186000,45.25,4-02113-0034,"99 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,132,1952,119985,1653282,13.78,830380,6.92,822902,4895000,40.8,0.05,4-02090-0026,"63 98 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,129,1951,125610,1680619,13.38,807051,6.43,873568,5794000,46.13,0.27,4-02121-0021,102 62 AVENUE,FOREST HILLS,D1-ELEVATOR,129,1956,"122,000","1,701,596",13.95,"874,477",7.17,"827,119","5,446,000",44.64,0.27
4-02113-0001,"64 99 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,118,1952,131340,1757329,13.38,844516,6.43,912813,6055000,46.1,4-02113-0034,"99 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,132,1952,119985,1653282,13.78,830380,6.92,822902,4895000,40.8,0,4-02115-0001,"65 99 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D7-ELEVATOR,133,1946,142260,1656287,11.64,912871,6.42,743416,4762000,33.47,0.1,4-02121-0021,102 62 AVENUE,FOREST HILLS,D1-ELEVATOR,129,1956,"122,000","1,701,596",13.95,"874,477",7.17,"827,119","5,446,000",44.64,0.32
4-02114-0001,"64 99 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,96,1946,114600,1333944,11.64,735732,6.42,598212,3831000,33.43,4-02115-0001,"65 99 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D7-ELEVATOR,133,1946,142260,1656287,11.64,912871,6.42,743416,4762000,33.47,0.05,4-02116-0006,"99 65 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,65,1949,70500,781598,11.09,415902,5.9,365696,2101000,29.8,0.1,4-03087-0007,65 SAUNDERS STREET,REGO PARK,D1-ELEVATOR,98,1941,"104,778","1,398,935",13.35,"633,442",6.05,"765,493","4,048,000",38.63,0.29
4-02114-0034,"64 102 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,160,1952,135960,1873529,13.78,940843,6.92,932686,6153000,45.26,4-02113-0034,"99 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,132,1952,119985,1653282,13.78,830380,6.92,822902,4895000,40.8,0.05,4-02134-0013,"102 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,123,1963,135400,1872338,13.83,796014,5.88,1076324,7096000,52.41,0.27,4-02090-0026,63 98 STREET,REGO PARK,D1-ELEVATOR,129,1951,"125,610","1,680,619",13.38,"807,051",6.43,"873,568","5,794,000",46.13,0.29
4-02116-0043,"99 66 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,106,1951,93118,1083894,11.64,597818,6.42,486076,3113000,33.43,4-02116-0006,"99 65 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,65,1949,70500,781598,11.09,415902,5.9,365696,2101000,29.8,0,4-02115-0001,"65 99 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D7-ELEVATOR,133,1946,142260,1656287,11.64,912871,6.42,743416,4762000,33.47,0.05,4-03087-0007,65 SAUNDERS STREET,REGO PARK,D1-ELEVATOR,98,1941,"104,778","1,398,935",13.35,"633,442",6.05,"765,493","4,048,000",38.63,0.26
4-02116-0065,"99 66 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,53,1954,52800,742368,14.06,371184,7.03,371184,2441000,46.23,4-03171-0001,"101 BOOTH STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,62,1954,61242,930184,15.19,261496,4.27,668688,3256000,53.17,0.24,4-03086-0002,"65 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,61,1940,60000,884608,14.74,367796,6.13,516812,2860000,47.67,0.22,4-03087-0052,65 BOOTH STREET,REGO PARK,D1-ELEVATOR,58,1941,"62,010","829,074",13.37,"439,031",7.08,"390,043","2,354,000",37.96,0.26
4-02124-0056,"102 63 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,84,1955,83420,1172885,14.06,586443,7.03,586442,3856000,46.22,4-02146-0028,"63 108 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D7-ELEVATOR,76,1955,82730,1121421,13.56,553031,6.68,568390,3761000,45.46,0.13,4-02122-0028,"102 62 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,102,1956,99350,1480121,14.9,760460,7.65,719661,4960000,49.92,0.1,4-02121-0051,102 62 ROAD,FOREST HILLS,D1-ELEVATOR,122,1956,"103,400","1,602,790",15.50,"778,405",7.53,"824,385","5,648,000",54.62,0.15
4-02127-0018,"102 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,120,1949,108000,1488240,13.78,747360,6.92,740880,4888000,45.26,4-02113-0034,"99 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,132,1952,119985,1653282,13.78,830380,6.92,822902,4895000,40.8,0.12,4-02146-0028,"63 108 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D7-ELEVATOR,76,1955,82730,1121421,13.56,553031,6.68,568390,3761000,45.46,0.19,4-02122-0028,102 62 ROAD,FOREST HILLS,D1-ELEVATOR,102,1956,"99,350","1,480,121",14.90,"760,460",7.65,"719,661","4,960,000",49.92,0.25
4-02127-0027,"102 64 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,120,1949,108000,1488240,13.78,747360,6.92,740880,4888000,45.26,4-02113-0034,"99 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,132,1952,119985,1653282,13.78,830380,6.92,822902,4895000,40.8,0.12,4-02146-0028,"63 108 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D7-ELEVATOR,76,1955,82730,1121421,13.56,553031,6.68,568390,3761000,45.46,0.19,4-02122-0028,102 62 ROAD,FOREST HILLS,D1-ELEVATOR,102,1956,"99,350","1,480,121",14.90,"760,460",7.65,"719,661","4,960,000",49.92,0.25
4-02129-0014,"102 65 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,184,1952,151700,2090426,13.78,1049764,6.92,1040662,6865000,45.25,4-02115-0001,"65 99 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D7-ELEVATOR,133,1946,142260,1656287,11.64,912871,6.42,743416,4762000,33.47,0.12,4-02113-0034,"99 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,132,1952,119985,1653282,13.78,830380,6.92,822902,4895000,40.8,0.16,4-02134-0013,102 67 AVENUE,FOREST HILLS,D1-ELEVATOR,123,1963,"135,400","1,872,338",13.83,"796,014",5.88,"1,076,324","7,096,000",52.41,0.20
4-02132-0054,"66 YELLOWSTONE BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,60,1958,62508,864486,13.83,367547,5.88,496939,3276000,52.41,4-03171-0001,"101 BOOTH STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,62,1954,61242,930184,15.19,261496,4.27,668688,3256000,53.17,0.27,4-03173-0046,"103 QUEENS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,60,1940,61536,712645,11.58,309080,5.02,403565,2343000,38.08,0.3,4-02134-0013,102 67 AVENUE,FOREST HILLS,D1-ELEVATOR,123,1963,"135,400","1,872,338",13.83,"796,014",5.88,"1,076,324","7,096,000",52.41,0.11
4-02133-0016,"102 66 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,498,1964,552840,7236676,13.09,3930692,7.11,3305984,21997000,39.79,4-02117-0001,"99 66 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D7-ELEVATOR,312,1939,338016,4423544,13.09,2401945,7.11,2021599,12540000,37.1,0.15,4-02103-0001,"98 65 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D7-ELEVATOR,240,1938,255400,3608648,14.13,1640096,6.42,1968552,9867000,38.63,0.32,4-02135-0059,102 67 DRIVE,FOREST HILLS,D1-ELEVATOR,135,1960,"138,700","1,803,100",13.00,"973,674",7.02,"829,426","5,225,000",37.67,0.10
4-02133-0036,"66 YELLOWSTONE BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,244,1964,272000,3843360,14.13,1746240,6.42,2097120,14547000,53.48,4-02117-0001,"99 66 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D7-ELEVATOR,312,1939,338016,4423544,13.09,2401945,7.11,2021599,12540000,37.1,0.15,4-02103-0001,"98 65 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D7-ELEVATOR,240,1938,255400,3608648,14.13,1640096,6.42,1968552,9867000,38.63,0.32,4-02134-0001,67 102 STREET,FOREST HILLS,D1-ELEVATOR,126,1963,"139,236","2,003,898",14.39,"886,621",6.37,"1,117,277","7,735,000",55.55,0.05
4-02134-0032,"67 YELLOWSTONE BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,135,1951,141728,1944508,13.72,1057291,7.46,887217,5860000,41.35,4-02134-0013,"102 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,123,1963,135400,1872338,13.83,796014,5.88,1076324,7096000,52.41,0,4-02135-0013,"102 67 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,135,1960,137700,1889772,13.72,1026891,7.46,862881,5700000,41.39,0.05,4-02136-0033,67 YELLOWSTONE BOULEVARD,FOREST HILLS,D1-ELEVATOR,109,1941,"118,800","1,610,218",13.55,"724,709",6.10,"885,509","5,467,000",46.02,0.09
4-02134-0050,"102 67 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,144,1952,127416,1748148,13.72,950523,7.46,797625,5269000,41.35,4-02134-0013,"102 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,123,1963,135400,1872338,13.83,796014,5.88,1076324,7096000,52.41,0,4-02135-0013,"102 67 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,135,1960,137700,1889772,13.72,1026891,7.46,862881,5700000,41.39,0.05,4-02136-0033,67 YELLOWSTONE BOULEVARD,FOREST HILLS,D1-ELEVATOR,109,1941,"118,800","1,610,218",13.55,"724,709",6.10,"885,509","5,467,000",46.02,0.09
4-02135-0036,"67 YELLOWSTONE BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,112,1951,103226,1416261,13.72,770066,7.46,646195,4268000,41.35,4-02136-0033,"67 YELLOWSTONE BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,109,1941,118800,1610218,13.55,724709,6.1,885509,5467000,46.02,0.05,4-02135-0013,"102 67 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,135,1960,137700,1889772,13.72,1026891,7.46,862881,5700000,41.39,0,4-02137-0027,68 YELLOWSTONE BOULEVARD,FOREST HILLS,D7-ELEVATOR,149,1941,"156,762","2,229,927",14.22,"1,121,338",7.15,"1,108,589","7,685,000",49.02,0.10
