BORO,CSD,SCHOOL CODE,SCHOOL NAME,GRADE,PROGRAM TYPE,CORE SUBJECT(9-12 ONLY),CORE COURSE(9-12 ONLY),SERVICE CATEGORY(K-9 ONLY),NUMBER OF CLASSES,TOTAL REGISTER(as of 1-23-08),AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS(as of 1-23-08),SIZE OF LARGEST CLASS(as of 1-23-08)
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,,3,68,22.7,11,30
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,,4,69,17.3,10,30
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,,2,37,18.5,10,27
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,SPEC ED,ENGLISH,OTHER,,1,7,7,7,7
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,,6,142,23.7,16,34
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,,4,96,24,14,29
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,,3,76,25.3,23,29
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,,2,41,20.5,11,30
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 9,,1,10,10,10,10
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,OTHER,,1,10,10,10,10
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,,10,236,23.6,20,27
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,,4,104,26,24,28
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,SCIENCE,CHEMISTRY,,1,19,19,19,19
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,SCIENCE,PHYSICS,,2,32,16,16,16
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,CTT,SCIENCE,LIVING ENVIRONMENT,,2,20,10,10,10
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,SPEC ED,SCIENCE,LIVING ENVIRONMENT,,2,10,5,5,5
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,MATH,MATH A,,4,72,18,12,22
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,MATH,MATH B,,4,97,24.3,16,33
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,MATH,ALGEBRA,,8,162,20.3,14,27
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,CTT,MATH,MATH A,,1,11,11,11,11
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,SPEC ED,MATH,ALGEBRA,,1,5,5,5,5
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,SPEC ED,MATH,OTHER,,1,10,10,10,10
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 9,,5,142,28.4,21,34
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,,11,254,23.1,12,33
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,,4,102,25.5,19,33
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,,6,151,25.2,15,34
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,ENGLISH,OTHER,,2,32,16,14,18
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,,8,213,26.6,17,34
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,,7,180,25.7,17,34
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,,3,69,23,16,32
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,ECONOMICS,,2,61,30.5,30,31
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,OTHER,,1,10,10,10,10
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,,8,203,25.4,12,34
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,,9,186,20.7,13,33
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,SCIENCE,CHEMISTRY,,1,14,14,14,14
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,SCIENCE,OTHER,,1,14,14,14,14
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,MATH,MATH A,,10,242,24.2,11,33
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,MATH,MATH B,,9,216,24,19,30
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,0K,G&T,-,-,-,5,110,22,20,23
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,01,G&T,-,-,-,5,107,21.4,20,22
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,02,G&T,-,-,-,4,82,20.5,20,21
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,03,G&T,-,-,-,3,60,20,20,20
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,04,G&T,-,-,-,3,73,24.3,23,26
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,05,G&T,-,-,-,3,63,21,20,22
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,06,G&T,-,-,-,10,119,11.9,7,16
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,07,G&T,-,-,-,8,73,9.1,7,11
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,08,G&T,-,-,-,8,68,8.5,7,10
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09,G&T,-,-,-,13,145,11.2,9,13
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,ENGLISH,ENGLISH 9,,8,179,22.4,14,32
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,ENGLISH,ENGLISH 10,,3,52,17.3,12,21
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,ENGLISH,ENGLISH 11,,1,30,30,30,30
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,ENGLISH,ENGLISH 12,,2,55,27.5,21,34
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,,7,161,23,10,33
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,,4,74,18.5,12,24
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,,1,25,25,25,25
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,,1,30,30,30,30
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,SOCIAL STUDIES,ECONOMICS,,1,26,26,26,26
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,SCIENCE,EARTH SCIENCE,,3,62,20.7,18,23
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,SCIENCE,CHEMISTRY,,2,39,19.5,17,22
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,SCIENCE,PHYSICS,,5,132,26.4,20,31
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,SCIENCE,OTHER,,1,12,12,12,12
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,MATH,MATH A,,2,62,31,28,34
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,MATH,MATH B,,2,64,32,32,32
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,MATH,ALGEBRA,,6,113,18.8,15,23
M,1,M650,CASCADES HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,,2,46,23,15,31
M,1,M650,CASCADES HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,,3,72,24,14,30
M,1,M650,CASCADES HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,,3,62,20.7,19,22
M,1,M650,CASCADES HIGH SCHOOL,09-12,GEN ED,ENGLISH,OTHER,,4,92,23,14,30
M,1,M650,CASCADES HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,,1,32,32,32,32
M,1,M650,CASCADES HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,,3,81,27,22,33
M,1,M650,CASCADES HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,,2,55,27.5,25,30
M,1,M650,CASCADES HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,ECONOMICS,,1,27,27,27,27
M,1,M650,CASCADES HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,OTHER,,2,44,22,17,27
M,1,M650,CASCADES HIGH SCHOOL,09-12,GEN ED,SCIENCE,OTHER,,7,147,21,15,31
M,1,M650,CASCADES HIGH SCHOOL,09-12,GEN ED,MATH,OTHER,,6,160,26.7,20,32
M,1,M696,BARD HIGH SCHOOL EARLY COLLEGE,09-12,GEN ED,ENGLISH,OTHER,,1,20,20,20,20
M,1,M696,BARD HIGH SCHOOL EARLY COLLEGE,09-12,GEN ED,SOCIAL STUDIES,OTHER,,3,55,18.3,18,19
M,1,M696,BARD HIGH SCHOOL EARLY COLLEGE,09-12,GEN ED,SCIENCE,OTHER,,32,632,19.8,10,24
M,1,M696,BARD HIGH SCHOOL EARLY COLLEGE,09-12,GEN ED,MATH,OTHER,,4,68,17,13,19
M,1,M839,TOMPKINS SQUARE MIDDLE SCHOOL,06,GEN ED,-,-,-,3,91,30.3,30,31
M,1,M839,TOMPKINS SQUARE MIDDLE SCHOOL,06,CTT,-,-,-,1,31,31,31,31
M,1,M839,TOMPKINS SQUARE MIDDLE SCHOOL,07,GEN ED,-,-,-,3,92,30.7,30,31
M,1,M839,TOMPKINS SQUARE MIDDLE SCHOOL,07,CTT,-,-,-,1,30,30,30,30
M,1,M839,TOMPKINS SQUARE MIDDLE SCHOOL,08,GEN ED,-,-,-,3,88,29.3,29,30
M,1,M839,TOMPKINS SQUARE MIDDLE SCHOOL,08,CTT,-,-,-,1,32,32,32,32
M,2,M001,P.S. 001 ALFRED E. SMITH,0K,GEN ED,-,-,-,4,87,21.8,21,22
M,2,M001,P.S. 001 ALFRED E. SMITH,01,GEN ED,-,-,-,5,73,14.6,13,16
M,2,M001,P.S. 001 ALFRED E. SMITH,02,GEN ED,-,-,-,5,95,19,18,20
M,2,M001,P.S. 001 ALFRED E. SMITH,03,GEN ED,-,-,-,4,71,17.8,17,18
M,2,M001,P.S. 001 ALFRED E. SMITH,04,GEN ED,-,-,-,4,82,20.5,19,22
M,2,M001,P.S. 001 ALFRED E. SMITH,05,GEN ED,-,-,-,4,87,21.8,21,23
M,2,M001,P.S. 001 ALFRED E. SMITH,0K-09,SPEC ED,-,-,12:1:1,2,24,12,12,12
M,2,M002,P.S. 002 MEYER LONDON,0K,GEN ED,-,-,-,5,100,20,19,21
M,2,M002,P.S. 002 MEYER LONDON,01,GEN ED,-,-,-,6,103,17.2,15,19
M,2,M002,P.S. 002 MEYER LONDON,02,GEN ED,-,-,-,5,95,19,18,20
M,2,M002,P.S. 002 MEYER LONDON,02,CTT,-,-,-,1,22,22,22,22
M,2,M002,P.S. 002 MEYER LONDON,03,GEN ED,-,-,-,4,83,20.8,20,22
M,2,M002,P.S. 002 MEYER LONDON,03,CTT,-,-,-,1,24,24,24,24
M,2,M002,P.S. 002 MEYER LONDON,04,GEN ED,-,-,-,3,76,25.3,25,26
M,2,M002,P.S. 002 MEYER LONDON,04,CTT,-,-,-,1,25,25,25,25
M,2,M002,P.S. 002 MEYER LONDON,05,GEN ED,-,-,-,3,74,24.7,24,25
M,2,M002,P.S. 002 MEYER LONDON,05,CTT,-,-,-,1,23,23,23,23
M,2,M002,P.S. 002 MEYER LONDON,0K-09,SPEC ED,-,-,12:1:1,1,11,11,11,11
M,2,M003,P.S. 003 CHARRETTE SCHOOL,04,GEN ED,-,-,-,2,52,26,25,27
M,2,M003,P.S. 003 CHARRETTE SCHOOL,04,CTT,-,-,-,1,26,26,26,26
M,2,M003,P.S. 003 CHARRETTE SCHOOL,05,GEN ED,-,-,-,1,28,28,28,28
M,2,M003,P.S. 003 CHARRETTE SCHOOL,05,CTT,-,-,-,1,26,26,26,26
M,2,M003,P.S. 003 CHARRETTE SCHOOL,0K-09,SPEC ED,-,-,12:1:1,1,12,12,12,12
M,2,M006,P.S. 006 LILLIE D. BLAKE,0K,GEN ED,-,-,-,4,108,27,27,27
M,2,M006,P.S. 006 LILLIE D. BLAKE,0K,CTT,-,-,-,1,27,27,27,27
M,2,M006,P.S. 006 LILLIE D. BLAKE,01,GEN ED,-,-,-,4,105,26.3,25,28
M,2,M006,P.S. 006 LILLIE D. BLAKE,01,CTT,-,-,-,1,24,24,24,24
M,2,M006,P.S. 006 LILLIE D. BLAKE,02,GEN ED,-,-,-,4,103,25.8,25,27
M,2,M006,P.S. 006 LILLIE D. BLAKE,02,CTT,-,-,-,1,27,27,27,27
M,2,M006,P.S. 006 LILLIE D. BLAKE,03,GEN ED,-,-,-,4,97,24.3,23,26
M,2,M006,P.S. 006 LILLIE D. BLAKE,03,CTT,-,-,-,1,26,26,26,26
M,2,M006,P.S. 006 LILLIE D. BLAKE,04,GEN ED,-,-,-,4,105,26.3,25,27
M,2,M006,P.S. 006 LILLIE D. BLAKE,04,CTT,-,-,-,1,27,27,27,27
M,2,M006,P.S. 006 LILLIE D. BLAKE,05,GEN ED,-,-,-,4,101,25.3,24,26
M,2,M006,P.S. 006 LILLIE D. BLAKE,05,CTT,-,-,-,1,25,25,25,25
M,2,M006,P.S. 006 LILLIE D. BLAKE,0K-09,SPEC ED,-,-,12:1:1,2,23,11.5,11,12
M,2,M011,P.S. 011 WILLIAM T. HARRIS,0K,GEN ED,-,-,-,3,48,16,15,17
M,2,M011,P.S. 011 WILLIAM T. HARRIS,0K,G&T,-,-,-,2,40,20,19,21
M,2,M011,P.S. 011 WILLIAM T. HARRIS,01,GEN ED,-,-,-,1,20,20,20,20
M,2,M011,P.S. 011 WILLIAM T. HARRIS,01,CTT,-,-,-,1,26,26,26,26
M,2,M011,P.S. 011 WILLIAM T. HARRIS,01,G&T,-,-,-,2,40,20,20,20
M,2,M011,P.S. 011 WILLIAM T. HARRIS,02,GEN ED,-,-,-,1,20,20,20,20
M,2,M011,P.S. 011 WILLIAM T. HARRIS,02,CTT,-,-,-,1,22,22,22,22
M,2,M011,P.S. 011 WILLIAM T. HARRIS,02,G&T,-,-,-,2,36,18,17,19
M,2,M011,P.S. 011 WILLIAM T. HARRIS,03,GEN ED,-,-,-,2,30,15,14,16
M,2,M011,P.S. 011 WILLIAM T. HARRIS,03,CTT,-,-,-,1,20,20,20,20
M,2,M011,P.S. 011 WILLIAM T. HARRIS,03,G&T,-,-,-,1,22,22,22,22
M,2,M011,P.S. 011 WILLIAM T. HARRIS,04,GEN ED,-,-,-,1,24,24,24,24
M,2,M011,P.S. 011 WILLIAM T. HARRIS,04,CTT,-,-,-,1,25,25,25,25
M,2,M011,P.S. 011 WILLIAM T. HARRIS,04,G&T,-,-,-,1,25,25,25,25
M,2,M011,P.S. 011 WILLIAM T. HARRIS,05,GEN ED,-,-,-,2,45,22.5,22,23
M,2,M011,P.S. 011 WILLIAM T. HARRIS,05,G&T,-,-,-,1,24,24,24,24
M,2,M011,P.S. 011 WILLIAM T. HARRIS,0K-09,SPEC ED,-,-,12:1,1,12,12,12,12
M,2,M011,P.S. 011 WILLIAM T. HARRIS,0K-09,SPEC ED,-,-,12:1:1,1,13,13,13,13
M,2,M033,P.S. 033 CHELSEA PREP,0K,GEN ED,-,-,-,2,46,23,22,24
M,2,M033,P.S. 033 CHELSEA PREP,01,GEN ED,-,-,-,3,50,16.7,16,17
M,2,M033,P.S. 033 CHELSEA PREP,02,GEN ED,-,-,-,3,49,16.3,16,17
M,2,M033,P.S. 033 CHELSEA PREP,03,GEN ED,-,-,-,3,50,16.7,16,17
M,2,M033,P.S. 033 CHELSEA PREP,04,GEN ED,-,-,-,1,30,30,30,30
M,2,M033,P.S. 033 CHELSEA PREP,05,GEN ED,-,-,-,1,30,30,30,30
M,2,M033,P.S. 033 CHELSEA PREP,0K-09,SPEC ED,-,-,12:1,2,13,6.5,3,10
M,2,M033,P.S. 033 CHELSEA PREP,0K-09,SPEC ED,-,-,12:1:1,1,4,4,4,4
M,2,M040,P.S. 040 AUGUSTUS SAINT-GAUDENS,0K,GEN ED,-,-,-,4,72,18,17,19
M,2,M040,P.S. 040 AUGUSTUS SAINT-GAUDENS,0K,CTT,-,-,-,1,22,22,22,22
M,2,M040,P.S. 040 AUGUSTUS SAINT-GAUDENS,01,GEN ED,-,-,-,3,64,21.3,21,22
M,2,M040,P.S. 040 AUGUSTUS SAINT-GAUDENS,01,CTT,-,-,-,1,20,20,20,20
M,2,M040,P.S. 040 AUGUSTUS SAINT-GAUDENS,02,GEN ED,-,-,-,3,60,20,20,20
M,2,M040,P.S. 040 AUGUSTUS SAINT-GAUDENS,02,CTT,-,-,-,1,21,21,21,21
M,2,M040,P.S. 040 AUGUSTUS SAINT-GAUDENS,03,GEN ED,-,-,-,3,65,21.7,21,22
M,2,M040,P.S. 040 AUGUSTUS SAINT-GAUDENS,03,CTT,-,-,-,1,22,22,22,22
M,2,M040,P.S. 040 AUGUSTUS SAINT-GAUDENS,04,GEN ED,-,-,-,3,81,27,27,27
M,2,M040,P.S. 040 AUGUSTUS SAINT-GAUDENS,05,GEN ED,-,-,-,2,53,26.5,26,27
M,2,M040,P.S. 040 AUGUSTUS SAINT-GAUDENS,05,CTT,-,-,-,1,26,26,26,26
M,2,M040,P.S. 040 AUGUSTUS SAINT-GAUDENS,0K-09,SPEC ED,-,-,12:1,1,6,6,6,6
M,2,M041,P.S. 041 GREENWICH VILLAGE,0K,GEN ED,-,-,-,5,109,21.8,21,22
M,2,M041,P.S. 041 GREENWICH VILLAGE,0K,CTT,-,-,-,1,23,23,23,23
M,2,M041,P.S. 041 GREENWICH VILLAGE,01,GEN ED,-,-,-,6,116,19.3,19,20
M,2,M041,P.S. 041 GREENWICH VILLAGE,01,CTT,-,-,-,1,21,21,21,21
M,2,M041,P.S. 041 GREENWICH VILLAGE,02,GEN ED,-,-,-,4,91,22.8,21,24
M,2,M041,P.S. 041 GREENWICH VILLAGE,02,CTT,-,-,-,1,24,24,24,24
M,2,M041,P.S. 041 GREENWICH VILLAGE,03,GEN ED,-,-,-,4,102,25.5,25,26
M,2,M041,P.S. 041 GREENWICH VILLAGE,03,CTT,-,-,-,1,22,22,22,22
M,2,M041,P.S. 041 GREENWICH VILLAGE,04,GEN ED,-,-,-,3,84,28,27,29
M,2,M041,P.S. 041 GREENWICH VILLAGE,04,CTT,-,-,-,1,26,26,26,26
M,2,M041,P.S. 041 GREENWICH VILLAGE,05,GEN ED,-,-,-,2,55,27.5,27,28
M,2,M041,P.S. 041 GREENWICH VILLAGE,05,CTT,-,-,-,1,29,29,29,29
M,2,M042,P.S. 042 BENJAMIN ALTMAN,0K,GEN ED,-,-,-,5,124,24.8,22,27
M,2,M042,P.S. 042 BENJAMIN ALTMAN,01,GEN ED,-,-,-,5,91,18.2,16,22
M,2,M042,P.S. 042 BENJAMIN ALTMAN,02,GEN ED,-,-,-,5,113,22.6,18,25
M,2,M042,P.S. 042 BENJAMIN ALTMAN,03,GEN ED,-,-,-,4,102,25.5,24,27
M,2,M042,P.S. 042 BENJAMIN ALTMAN,04,GEN ED,-,-,-,3,90,30,29,32
M,2,M042,P.S. 042 BENJAMIN ALTMAN,05,GEN ED,-,-,-,3,82,27.3,26,30
M,2,M042,P.S. 042 BENJAMIN ALTMAN,0K-09,SPEC ED,-,-,12:1,1,4,4,4,4
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,06,GEN ED,-,-,-,1,36,36,36,36
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,07,GEN ED,-,-,-,1,27,27,27,27
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,07,CTT,-,-,-,1,8,8,8,8
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,08,GEN ED,-,-,-,1,9,9,9,9
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,0K-09,SPEC ED,-,-,12:1,1,7,7,7,7
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,0K-09,SPEC ED,-,-,12:1:1,2,7,3.5,3,4
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,09-12,GEN ED,ENGLISH,ENGLISH 9,,2,34,17,15,19
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,09-12,GEN ED,ENGLISH,ENGLISH 10,,3,39,13,10,16
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,09-12,GEN ED,ENGLISH,ENGLISH 11,,1,15,15,15,15
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,09-12,CTT,ENGLISH,OTHER,,1,17,17,17,17
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,09-12,SPEC ED,ENGLISH,ENGLISH 11,,1,5,5,5,5
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,09-12,SPEC ED,ENGLISH,OTHER,,2,14,7,7,7
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,,2,33,16.5,14,19
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,,1,19,19,19,19
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,09-12,CTT,SOCIAL STUDIES,OTHER,,1,17,17,17,17
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,09-12,SPEC ED,SOCIAL STUDIES,GLOBAL HISTORY 10,,1,12,12,12,12
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,09-12,SPEC ED,SOCIAL STUDIES,OTHER,,2,14,7,7,7
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,,4,60,15,10,30
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,,4,52,13,11,16
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,09-12,GEN ED,SCIENCE,PHYSICS,,1,17,17,17,17
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,09-12,CTT,SCIENCE,OTHER,,1,17,17,17,17
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,09-12,SPEC ED,SCIENCE,LIVING ENVIRONMENT,,1,15,15,15,15
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,09-12,SPEC ED,SCIENCE,OTHER,,2,14,7,7,7
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,09-12,GEN ED,MATH,MATH A,,2,26,13,13,13
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,09-12,GEN ED,MATH,ALGEBRA,,3,39,13,11,15
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,09-12,CTT,MATH,OTHER,,1,17,17,17,17
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,09-12,SPEC ED,MATH,ALGEBRA,,1,5,5,5,5
M,2,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGL,09-12,SPEC ED,MATH,OTHER,,2,14,7,7,7
M,2,M051,P.S. 051 ELIAS HOWE,0K,GEN ED,-,-,-,1,23,23,23,23
M,2,M051,P.S. 051 ELIAS HOWE,0K,CTT,-,-,-,1,23,23,23,23
M,2,M051,P.S. 051 ELIAS HOWE,01,GEN ED,-,-,-,2,47,23.5,23,24
M,2,M051,P.S. 051 ELIAS HOWE,02,GEN ED,-,-,-,2,49,24.5,24,25
M,2,M051,P.S. 051 ELIAS HOWE,03,GEN ED,-,-,-,2,40,20,18,22
M,2,M051,P.S. 051 ELIAS HOWE,04,GEN ED,-,-,-,1,27,27,27,27
M,2,M051,P.S. 051 ELIAS HOWE,05,GEN ED,-,-,-,1,29,29,29,29
M,2,M059,P.S. 059 BEEKMAN HILL INTERNATIONAL,0K,GEN ED,-,-,-,3,66,22,20,24
M,2,M059,P.S. 059 BEEKMAN HILL INTERNATIONAL,0K,CTT,-,-,-,1,24,24,24,24
M,2,M059,P.S. 059 BEEKMAN HILL INTERNATIONAL,01,GEN ED,-,-,-,2,53,26.5,26,27
M,2,M059,P.S. 059 BEEKMAN HILL INTERNATIONAL,01,CTT,-,-,-,1,27,27,27,27
M,2,M059,P.S. 059 BEEKMAN HILL INTERNATIONAL,02,GEN ED,-,-,-,2,48,24,23,25
M,2,M059,P.S. 059 BEEKMAN HILL INTERNATIONAL,02,CTT,-,-,-,1,24,24,24,24
M,2,M059,P.S. 059 BEEKMAN HILL INTERNATIONAL,03,GEN ED,-,-,-,2,46,23,23,23
M,2,M059,P.S. 059 BEEKMAN HILL INTERNATIONAL,03,CTT,-,-,-,1,25,25,25,25
M,2,M059,P.S. 059 BEEKMAN HILL INTERNATIONAL,04,GEN ED,-,-,-,2,60,30,30,30
M,2,M059,P.S. 059 BEEKMAN HILL INTERNATIONAL,05,GEN ED,-,-,-,2,58,29,29,29
M,2,M077,P.S. 77 LOWER LAB SCHOOL,0K,GEN ED,-,-,-,2,55,27.5,27,28
M,2,M077,P.S. 77 LOWER LAB SCHOOL,01,GEN ED,-,-,-,2,54,27,26,28
M,2,M077,P.S. 77 LOWER LAB SCHOOL,02,GEN ED,-,-,-,2,56,28,28,28
M,2,M077,P.S. 77 LOWER LAB SCHOOL,03,GEN ED,-,-,-,2,56,28,28,28
M,2,M077,P.S. 77 LOWER LAB SCHOOL,04,GEN ED,-,-,-,2,55,27.5,27,28
