BROOKLYN CONDOMINIUM PROPERTY Boro-Block-Lot,BROOKLYN CONDOMINIUM PROPERTY Condo Section,BROOKLYN CONDOMINIUM PROPERTY Address,BROOKLYN CONDOMINIUM PROPERTY Neighborhood,BROOKLYN CONDOMINIUM PROPERTY Building Classification,BROOKLYN CONDOMINIUM PROPERTY Total Units,BROOKLYN CONDOMINIUM PROPERTY Year Built,BROOKLYN CONDOMINIUM PROPERTY Gross SqFt,BROOKLYN CONDOMINIUM PROPERTY Est. Gross Income,BROOKLYN CONDOMINIUM PROPERTY Gross Income per SqFt,BROOKLYN CONDOMINIUM PROPERTY Full Market Value,BROOKLYN CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
3-00636-7501,49-R1,660 4 AVENUE,SUNSET PARK,R2-WALK-UP,23,1930,10247,163132,15.92,645999,63,3-00915-0038,3920 8 AVENUE,SUNSET PARK,C7-WALK-UP,24,1914,17120,293216,17.13,1100000,64,1.15,3-00642-0024,150 21 STREET,SUNSET PARK,C1-WALK-UP,12,1933,6000,94408,15.73,319000,53,0.1
3-00643-7506,2459-R1,679 4 AVENUE,SUNSET PARK,R4-ELEVATOR,22,2005,26195,0,0,2308127,88,3-01091-0040,136 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,18,1931,20562,453152,22.04,1880000,91,0.95,3-01979-0024,92 GATES AVENUE,CLINTON HILL,D1-ELEVATOR,45,1931,35820,846687,23.64,3510000,98,2.2
3-00646-7501,559-R1,224 22 STREET,SUNSET PARK,R2-WALK-UP,14,1995,10000,176500,17.65,699006,70,3-00764-0037,4706 4 AVENUE,SUNSET PARK,C1-WALK-UP,16,1931,10860,194097,17.87,726000,67,1.25,3-00719-0051,467 42 STREET,SUNSET PARK,C1-WALK-UP,16,1914,11520,212961,18.49,796000,69,0.95
3-00693-7501,2004-R1,415 36 STREET,SUNSET PARK,R4-ELEVATOR,12,2007,16316,297930,18.26,1180000,72,3-00742-0046,873 45 STREET,BOROUGH PARK,C4-WALK-UP,20,1927,20642,376873,18.26,1410000,68,0.75,,,,,,,,,,,,
3-00741-7501,2430-R1,702 44 STREET,SUNSET PARK,R4-ELEVATOR,54,1931,54770,492930,9,1833653,33.5,3-00742-0046,873 45 STREET,BOROUGH PARK,C4-WALK-UP,20,1927,20642,376873,18.26,1410000,68,0.15,3-00873-0069,255 18 STREET,SUNSET PARK,C7-WALK-UP,34,1905,40000,220420,5.51,467000,11.68,1.35
3-00769-7501,2498-R1,4721 8 AVENUE,BOROUGH PARK,R4-ELEVATOR,18,2008,23207,0,0,1080863,46.6,3-06552-0070,2219 64 STREET,BOROUGH PARK,D1-ELEVATOR,41,1931,34700,454982,13.11,1420000,40.9,2.25,3-06558-0008,6301 23 AVENUE,BOROUGH PARK,D1-ELEVATOR,35,1931,29700,345340,11.63,970000,32.7,2.35
3-00793-7503,2192-R1,5008 7 AVENUE,SUNSET PARK,R4-ELEVATOR,36,0,32805,803723,24.5,3330002,102,3-00742-0046,873 45 STREET,BOROUGH PARK,C4-WALK-UP,20,1927,20642,376873,18.26,1410000,68,0.4,3-00657-0018,158 26 STREET,SUNSET PARK,C1-WALK-UP,12,1930,4500,139630,31,650000,144,1.25
3-00807-7502,2160-R1,462 52 STREET,SUNSET PARK,R4-ELEVATOR,18,0,10819,357027,33,1630000,151,3-00657-0018,158 26 STREET,SUNSET PARK,C1-WALK-UP,12,1930,4500,139630,31,650000,144,1.3,,,,,,,,,,,,
3-00874-7502,1238-R1,319 18 STREET,SUNSET PARK,R2-WALK-UP,13,2004,12334,254832,20.66,1109998,90,3-00922-0006,4109 7 AVENUE,SUNSET PARK,C1-WALK-UP,16,1915,13188,330825,25.1,1370000,104,1.2,3-00817-0001,5319 6 AVENUE,SUNSET PARK,C1-WALK-UP,16,1911,10460,214127,20.47,454000,43.4,1.75
3-00886-7501,1425-R1,315 20 STREET,SUNSET PARK,R4-ELEVATOR,13,2004,13070,294075,22.5,1219996,93,3-01063-0021,206 BERKELEY PLACE,PARK SLOPE,D1-ELEVATOR,24,1920,11754,338457,28.8,1400000,119,1.25,3-01067-0007,820 PRESIDENT STREET,PARK SLOPE,D7-ELEVATOR,20,1920,16470,640660,38.9,3150000,191,1.15
3-00886-7502,1665-R1,560 7 AVENUE,SUNSET PARK,R4-ELEVATOR,11,2004,12090,300300,24.84,1240001,103,3-00657-0042,784 4 AVENUE,SUNSET PARK,C7-WALK-UP,37,1910,14300,293799,20.55,1100000,77,0.55,3-00740-0006,602 44 STREET,SUNSET PARK,C1-WALK-UP,28,1910,15000,445708,29.7,2080000,139,1.25
3-00891-7501,1219-R1,259 21 STREET,SUNSET PARK,R2-WALK-UP,38,1904,47862,1079407,22.55,4829996,101,3-01156-0090,464 ST MARK'S AVENUE,CROWN HEIGHTS,D5-ELEVATOR,83,1930,44730,1690765,37.8,7880000,176,2.05,3-01156-0015,480 ST MARK'S AVENUE,CROWN HEIGHTS,D5-ELEVATOR,70,1930,42562,1085153,25.5,4490000,105,2.05
3-00891-7502,2071-R1,284 20 STREET,SUNSET PARK,R2-WALK-UP,14,0,18855,413867,21.95,1799999,95,3-00817-0001,5319 6 AVENUE,SUNSET PARK,C1-WALK-UP,16,1911,10460,214127,20.47,454000,43.4,1.65,3-00740-0006,602 44 STREET,SUNSET PARK,C1-WALK-UP,28,1910,15000,445708,29.7,2080000,139,1.2
3-00892-7501,1729-R1,351 26 AVENUE,SUNSET PARK,R2-WALK-UP,16,2006,12490,220800,17.68,873998,70,3-00657-0042,784 4 AVENUE,SUNSET PARK,C7-WALK-UP,37,1910,14300,293799,20.55,1100000,77,0.55,3-00816-0009,5301 5 AVENUE,SUNSET PARK,C7-WALK-UP,11,1927,8419,194569,23.11,806000,96,1.65
3-00895-7502,1794-R1,35 MC DONALD AVENUE,WINDSOR TERRACE,R4-ELEVATOR,35,2006,36872,839317,22.76,3479999,94,3-01093-0038,150 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,30,1921,35298,891236,25.2,3690000,105,0.75,3-01091-0040,136 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,18,1931,20562,453152,22.04,1880000,91,0.8
3-00895-7503,1931-R1,11 TERRACE PLACE,WINDSOR TERRACE,R2-WALK-UP,18,2006,17983,408573,22.72,1690001,94,3-00821-0012,224 54 STREET,BUSH TERMINAL,C1-WALK-UP,18,1911,10800,248387,23,527000,48.8,2.05,3-00817-0001,5319 6 AVENUE,SUNSET PARK,C1-WALK-UP,16,1911,10460,214127,20.47,454000,43.4,1.75
3-00899-7501,2177-R1,708 6 AVENUE,SUNSET PARK,R4-ELEVATOR,15,2008,24043,450000,18.72,1679997,70,3-00958-0007,586 PRESIDENT STREET,PARK SLOPE,D1-ELEVATOR,25,2002,30000,988525,33,4600000,153,1.25,3-00928-0013,564 PACIFIC STREET,PARK SLOPE,D1-ELEVATOR,45,1920,35700,642238,17.99,2400000,67,1.8
3-00900-7501,1864-R1,320 23 STREET,SUNSET PARK,R2-WALK-UP,16,2006,12950,278166,21.48,1290006,100,3-00817-0001,5319 6 AVENUE,SUNSET PARK,C1-WALK-UP,16,1911,10460,214127,20.47,454000,43.4,1.55,3-00922-0006,4109 7 AVENUE,SUNSET PARK,C1-WALK-UP,16,1915,13188,330825,25.1,1370000,104,0.95
3-00900-7502,1830-R1,313 23 STREET,SUNSET PARK,R2-WALK-UP,16,2006,12930,277736,21.48,1209998,94,3-00817-0001,5319 6 AVENUE,SUNSET PARK,C1-WALK-UP,16,1911,10460,214127,20.47,454000,43.4,1.55,3-00922-0006,4109 7 AVENUE,SUNSET PARK,C1-WALK-UP,16,1915,13188,330825,25.1,1370000,104,0.95
3-00915-7501,1156-R1,755 40 STREET,SUNSET PARK,R4-ELEVATOR,12,2002,10194,194400,19.07,727001,71,3-01063-0021,206 BERKELEY PLACE,PARK SLOPE,D1-ELEVATOR,24,1920,11754,338457,28.8,1400000,119,2.25,3-01067-0007,820 PRESIDENT STREET,PARK SLOPE,D7-ELEVATOR,20,1920,16470,640660,38.9,3150000,191,2.15
3-00923-7501,1942-R1,873 42 STREET,BOROUGH PARK,R2-WALK-UP,16,1930,13180,278400,21.12,1595004,121,3-01029-0008,501 5 AVENUE,PARK SLOPE SOUTH,C7-WALK-UP,11,1920,11254,259560,23.06,1080000,96,1.6,3-01105-0040,208 PROSPECT PARK WEST,PARK SLOPE SOUTH,C7-WALK-UP,16,1921,9208,250150,27.2,1040000,113,1.4
3-00925-7501,188-R1,831 43 STREET,BOROUGH PARK,R2-WALK-UP,16,1987,9903,174391,17.61,992000,100,3-00925-0019,832 42 STREET,BOROUGH PARK,C1-WALK-UP,20,1920,14116,269969,19.13,572000,40.5,0,3-00742-0046,873 45 STREET,BOROUGH PARK,C4-WALK-UP,20,1927,20642,376873,18.26,1410000,68,0.1
3-00928-7503,1290-R1,393 DEAN STREET,PARK SLOPE,R2-WALK-UP,16,2004,21829,485040,22.22,2110000,97,3-00945-0019,96 STERLING PLACE,PARK SLOPE,C1-WALK-UP,25,1920,18020,534641,29.7,2490000,138,0.4,3-00965-0071,325 1 STREET,PARK SLOPE,C1-WALK-UP,32,1920,23800,561529,23.59,2330000,98,0.65
3-00937-7501,97-R1,99 4 AVENUE,PARK SLOPE,R2-WALK-UP,24,1986,20750,374400,18.04,1480000,71,3-01178-0072,511 LINCOLN PLACE,CROWN HEIGHTS,C1-WALK-UP,24,1912,21920,393328,17.94,1470000,67,1.2,3-01178-0075,505 LINCOLN PLACE,CROWN HEIGHTS,C1-WALK-UP,30,1920,25556,449518,17.59,1680000,66,1.2
3-00939-7502,1651-R1,145 PARK PLACE,PARK SLOPE,R4-ELEVATOR,47,1925,68505,1681112,24.54,6960000,102,3-00958-0007,586 PRESIDENT STREET,PARK SLOPE,D1-ELEVATOR,25,2002,30000,988525,33,4600000,153,0.45,3-01156-0090,464 ST MARK'S AVENUE,CROWN HEIGHTS,D5-ELEVATOR,83,1930,44730,1690765,37.8,7880000,176,0.9
3-00941-7501,64-R1,1113 5 AVENUE,PARK SLOPE,R4-ELEVATOR,36,1922,39656,604800,15.25,2259997,57,3-01078-0016,530 2 STREET,PARK SLOPE,D1-ELEVATOR,47,1920,39261,599874,15.28,2030000,52,0.6,3-01081-0043,78 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,40,1920,41113,839954,20.43,3140000,76,0.75
3-00942-7503,2076-R1,133 STERLING PLACE,PARK SLOPE,R4-ELEVATOR,22,0,35741,818111,22.89,3389999,95,3-00958-0007,586 PRESIDENT STREET,PARK SLOPE,D1-ELEVATOR,25,2002,30000,988525,33,4600000,153,0.4,3-01093-0038,150 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,30,1921,35298,891236,25.2,3690000,105,0.9
3-00945-7501,398-R1,100 STERLING PLACE,PARK SLOPE,R4-ELEVATOR,36,0,38430,772827,20.11,2890000,75,3-01093-0038,150 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,30,1921,35298,891236,25.2,3690000,105,0.85,3-00958-0007,586 PRESIDENT STREET,PARK SLOPE,D1-ELEVATOR,25,2002,30000,988525,33,4600000,153,0.4
3-00945-7503,2651-R1,122 STERLING PLACE,PARK SLOPE,R2-WALK-UP,16,1920,14834,0,0,490199,33,3-00822-0041,5422 4 AVENUE,SUNSET PARK,C1-WALK-UP,21,1913,17057,145960,8.56,309000,18.12,3.1,3-00839-0066,423 57 STREET,SUNSET PARK,C1-WALK-UP,16,1914,16644,140679,8.45,298000,17.9,3.2
3-00945-7504,2652-R1,118 STERLING PLACE,PARK SLOPE,R2-WALK-UP,16,1920,14835,0,0,417397,28.1,3-01985-0036,256 GATES AVENUE,BEDFORD STUYVESANT,C1-WALK-UP,12,1931,14600,174320,11.94,490000,33.6,1.05,3-05125-0077,2105 BEVERLY ROAD,FLATBUSH-CENTRAL,C1-WALK-UP,16,1911,14000,166914,11.92,397000,28.4,2.35
3-00945-7505,2653-R1,126 STERLING PLACE,PARK SLOPE,R2-WALK-UP,16,1912,16104,0,0,495984,30.8,3-00923-0054,855 42 STREET,BOROUGH PARK,C1-WALK-UP,20,1914,14456,169623,11.73,477000,33,2.5,3-01173-0070,399 ST JOHN'S PLACE,PROSPECT HEIGHTS,C1-WALK-UP,16,1911,14348,166416,11.6,468000,32.6,0.55
3-00947-7501,750-R1,47 LINCOLN PLACE,PARK SLOPE,R2-WALK-UP,12,0,13731,239469,17.44,948001,69,3-00993-0015,288 6 STREET,PARK SLOPE,C1-WALK-UP,19,1929,12176,218694,17.96,818000,67,0.6,3-00999-0038,400 6 AVENUE,PARK SLOPE,C1-WALK-UP,17,1905,10760,230135,21.39,953000,89,0.65
3-00949-7502,1119-R1,675 SACKETT STREET,PARK SLOPE,R4-ELEVATOR,38,0,49768,1060200,21.3,4390008,88,3-01156-0015,480 ST MARK'S AVENUE,CROWN HEIGHTS,D5-ELEVATOR,70,1930,42562,1085153,25.5,4490000,105,1.25,3-01081-0043,78 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,40,1920,41113,839954,20.43,3140000,76,0.7
3-00951-7501,34-R1,64 7 AVENUE,PARK SLOPE,R2-WALK-UP,11,1931,9102,158738,17.44,628002,69,3-00951-0045,66 7 AVENUE,PARK SLOPE,C1-WALK-UP,16,1920,9975,241007,24.16,998000,100,0,3-00963-0090,155 GARFIELD PLACE,PARK SLOPE,C1-WALK-UP,16,1920,8550,174422,20.4,652000,76,0.2
3-00952-7505,2396-R1,712 SACKETT STREET,PARK SLOPE,R2-WALK-UP,14,2001,14976,313320,20.92,1300000,87,3-01063-0021,206 BERKELEY PLACE,PARK SLOPE,D1-ELEVATOR,24,1920,11754,338457,28.8,1400000,119,0.45,3-01091-0040,136 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,18,1931,20562,453152,22.04,1880000,91,0.85
3-00955-7502,268-R1,630 UNION STREET,PARK SLOPE,R2-WALK-UP,30,1915,20202,352322,17.44,1389990,69,3-00965-0071,325 1 STREET,PARK SLOPE,C1-WALK-UP,32,1920,23800,561529,23.59,2330000,98,0.2,3-00965-0032,118 GARFIELD PLACE,PARK SLOPE,C1-WALK-UP,39,1925,27024,501566,18.56,1880000,70,0.2
3-00958-7501,1134-R1,569 CARROLL STREET,PARK SLOPE,R4-ELEVATOR,18,2003,15740,336403,21.37,1390000,88,3-01063-0021,206 BERKELEY PLACE,PARK SLOPE,D1-ELEVATOR,24,1920,11754,338457,28.8,1400000,119,0.45,3-01091-0040,136 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,18,1931,20562,453152,22.04,1880000,91,0.75
3-00964-7502,2427-R1,255 1 STREET,PARK SLOPE,R4-ELEVATOR,32,0,40038,768000,19.18,2870001,72,3-01042-0059,257 15 STREET,PARK SLOPE SOUTH,D1-ELEVATOR,24,2002,21056,346855,16.47,1170000,56,0.7,3-01091-0040,136 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,18,1931,20562,453152,22.04,1880000,91,0.7
3-00966-7501,83-R1,190 GARFIELD PLACE,PARK SLOPE,R2-WALK-UP,40,1930,36669,731208,19.94,3170002,86,3-00936-0008,76 ST MARK'S AVENUE,PARK SLOPE,C7-WALK-UP,16,1920,21600,500806,23.19,2070000,96,0.5,3-00965-0071,325 1 STREET,PARK SLOPE,C1-WALK-UP,32,1920,23800,561529,23.59,2330000,98,0.15
3-00969-7503,2149-R1,309 2 STREET,PARK SLOPE,R4-ELEVATOR,11,2008,23222,478800,20.62,1789999,77,3-01093-0038,150 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,30,1921,35298,891236,25.2,3690000,105,0.7,3-01091-0040,136 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,18,1931,20562,453152,22.04,1880000,91,0.7
3-00974-7501,847-R1,330 2 STREET,PARK SLOPE,R4-ELEVATOR,36,0,48738,1041531,21.37,4309998,88,3-01093-0038,150 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,30,1921,35298,891236,25.2,3690000,105,0.7,3-01081-0043,78 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,40,1920,41113,839954,20.43,3140000,76,0.6
3-00974-7502,1213-R1,306 2 STREET,PARK SLOPE,R2-WALK-UP,46,2004,94982,1656486,17.44,6559997,69,3-01924-0036,226 TAAFFE PLACE,BEDFORD STUYVESANT,C1-WALK-UP,110,1935,130000,2982618,22.94,12400000,95,1.75,3-01909-0011,139 EMERSON PLACE,CLINTON HILL,C1-WALK-UP,50,1946,45670,891813,19.53,3330000,73,1.8
3-00974-7503,1288-R1,354 2 STREET,PARK SLOPE,R4-ELEVATOR,30,0,30802,756000,24.54,3129996,102,3-01093-0038,150 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,30,1921,35298,891236,25.2,3690000,105,0.7,3-00958-0007,586 PRESIDENT STREET,PARK SLOPE,D1-ELEVATOR,25,2002,30000,988525,33,4600000,153,0.2
3-00974-7504,2058-R1,302 2 STREET,PARK SLOPE,R4-ELEVATOR,68,0,54122,1195440,22.09,4949997,91,3-01081-0043,78 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,40,1920,41113,839954,20.43,3140000,76,0.6,3-01093-0038,150 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,30,1921,35298,891236,25.2,3690000,105,0.7
3-00981-7501,2027-R1,343 4 AVENUE,PARK SLOPE,R4-ELEVATOR,113,2006,115310,2440800,21.17,10800001,94,3-01149-0018,880 BERGEN STREET,CROWN HEIGHTS,D9-ELEVATOR,122,2005,144493,2707032,18.73,10100000,70,1.5,3-01109-0001,1601 8 AVENUE,PARK SLOPE SOUTH,D3-ELEVATOR,201,1980,146770,3025869,20.62,6410000,43.7,0.85
3-00992-7501,2383-R1,251 7 STREET,GOWANUS,R4-ELEVATOR,60,2009,51102,1086939,21.27,4500169,88,3-01081-0043,78 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,40,1920,41113,839954,20.43,3140000,76,0.75,3-01093-0038,150 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,30,1921,35298,891236,25.2,3690000,105,0.75
3-00998-7503,1553-R1,267 8 STREET,PARK SLOPE,R2-WALK-UP,16,2004,21599,470400,21.78,2040000,94,3-00936-0008,76 ST MARK'S AVENUE,PARK SLOPE,C7-WALK-UP,16,1920,21600,500806,23.19,2070000,96,0.9,3-00965-0071,325 1 STREET,PARK SLOPE,C1-WALK-UP,32,1920,23800,561529,23.59,2330000,98,0.35
3-01005-7501,300-R1,300 8 STREET,PARK SLOPE,R4-ELEVATOR,19,1914,15637,233700,14.95,790002,51,3-01091-0040,136 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,18,1931,20562,453152,22.04,1880000,91,0.45,3-01042-0059,257 15 STREET,PARK SLOPE SOUTH,D1-ELEVATOR,24,2002,21056,346855,16.47,1170000,56,0.3
3-01005-7502,599-R1,357 9 STREET,PARK SLOPE,R4-ELEVATOR,131,1920,37880,792070,20.91,3120000,82,3-01093-0038,150 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,30,1921,35298,891236,25.2,3690000,105,0.45,3-01065-0027,862 UNION STREET,PARK SLOPE,D1-ELEVATOR,49,1920,35310,655910,18.58,2450000,69,0.65
3-01023-7501,405-R1,340 11 STREET,PARK SLOPE SOUTH,R4-ELEVATOR,12,1991,21200,474456,22.38,2060001,97,3-01063-0021,206 BERKELEY PLACE,PARK SLOPE,D1-ELEVATOR,24,1920,11754,338457,28.8,1400000,119,0.8,3-01091-0040,136 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,18,1931,20562,453152,22.04,1880000,91,0.45
3-01041-7501,1052-R1,544 5 AVENUE,PARK SLOPE SOUTH,R2-WALK-UP,18,1925,56353,831600,14.76,3290000,58,3-01089-0001,719 8 AVENUE,PARK SLOPE,C1-WALK-UP,32,1905,31468,723379,22.99,3000000,95,0.7,3-01028-0066,227 13 STREET,PARK SLOPE SOUTH,C1-WALK-UP,25,1914,23500,519061,22.09,2150000,91,0.1
3-01042-7501,1492-R1,231 15 STREET,PARK SLOPE SOUTH,R4-ELEVATOR,16,1931,22618,481989,21.31,2089999,92,3-01091-0040,136 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,18,1931,20562,453152,22.04,1880000,91,0.55,3-01093-0038,150 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,30,1921,35298,891236,25.2,3690000,105,0.5
3-01048-7501,1216-R1,249 16 STREET,PARK SLOPE SOUTH,R2-WALK-UP,16,2003,19350,418541,21.63,1819996,94,3-01097-0034,624 11 STREET,PARK SLOPE,C1-WALK-UP,16,1920,14328,333051,23.24,1380000,96,0.5,3-01093-0001,911 8 AVENUE,PARK SLOPE,C1-WALK-UP,16,1920,12160,267836,22.03,1110000,91,0.55
3-01049-7501,2241-R1,315 16 STREET,PARK SLOPE SOUTH,R4-ELEVATOR,20,2008,25216,453635,17.99,2514986,100,3-00928-0013,564 PACIFIC STREET,PARK SLOPE,D1-ELEVATOR,45,1920,35700,642238,17.99,2400000,67,1.4,3-01065-0027,862 UNION STREET,PARK SLOPE,D1-ELEVATOR,49,1920,35310,655910,18.58,2450000,69,0.9
3-01052-7501,2070-R1,162 16 STREET,PARK SLOPE SOUTH,R4-ELEVATOR,45,2005,54488,989502,18.16,3920001,72,3-01079-0040,70 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,30,1920,36636,623465,17.02,2330000,64,0.9,3-01081-0043,78 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,40,1920,41113,839954,20.43,3140000,76,0.85
3-01053-7501,1128-R1,279 PROSPECT AVENUE,PARK SLOPE SOUTH,R4-ELEVATOR,20,0,43348,672000,15.5,2659999,61,3-01065-0027,862 UNION STREET,PARK SLOPE,D1-ELEVATOR,49,1920,35310,655910,18.58,2450000,69,1,3-00928-0013,564 PACIFIC STREET,PARK SLOPE,D1-ELEVATOR,45,1920,35700,642238,17.99,2400000,67,1.45
3-01058-7501,90-R1,180 STERLING PLACE,PARK SLOPE,R2-WALK-UP,16,1915,11732,204606,17.44,810000,69,3-01093-0001,911 8 AVENUE,PARK SLOPE,C1-WALK-UP,16,1920,12160,267836,22.03,1110000,91,0.85,3-00993-0015,288 6 STREET,PARK SLOPE,C1-WALK-UP,19,1929,12176,218694,17.96,818000,67,0.8
3-01064-7501,1114-R1,937 UNION STREET,PARK SLOPE,R4-ELEVATOR,22,2003,49210,1033000,20.99,4280000,87,3-01081-0043,78 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,40,1920,41113,839954,20.43,3140000,76,0.4,3-01156-0015,480 ST MARK'S AVENUE,CROWN HEIGHTS,D5-ELEVATOR,70,1930,42562,1085153,25.5,4490000,105,0.75
3-01089-7501,1597-R1,570 7 STREET,PARK SLOPE,R2-WALK-UP,15,1900,10911,216000,19.8,937998,86,3-01093-0001,911 8 AVENUE,PARK SLOPE,C1-WALK-UP,16,1920,12160,267836,22.03,1110000,91,0.1,3-01089-0015,558 7 STREET,PARK SLOPE,C1-WALK-UP,16,1905,10636,265342,24.95,1100000,103,0
3-01093-7501,928-R1,145 PROSPECT PARK WEST,PARK SLOPE,R2-WALK-UP,27,2002,23280,499123,21.44,2169998,93,3-00965-0071,325 1 STREET,PARK SLOPE,C1-WALK-UP,32,1920,23800,561529,23.59,2330000,98,0.65,3-01028-0066,227 13 STREET,PARK SLOPE SOUTH,C1-WALK-UP,25,1914,23500,519061,22.09,2150000,91,0.6
3-01097-7501,85-R1,632 11 STREET,PARK SLOPE,R2-WALK-UP,18,1921,13352,232858,17.44,921999,69,3-00993-0015,288 6 STREET,PARK SLOPE,C1-WALK-UP,19,1929,12176,218694,17.96,818000,67,0.65,3-00999-0038,400 6 AVENUE,PARK SLOPE,C1-WALK-UP,17,1905,10760,230135,21.39,953000,89,0.5
3-01097-7502,722-R1,163 PROSPECT PARK WEST,PARK SLOPE,R2-WALK-UP,42,1999,27200,612272,22.51,2660005,98,3-01029-0008,501 5 AVENUE,PARK SLOPE SOUTH,C7-WALK-UP,11,1920,11254,259560,23.06,1080000,96,0.45,3-00936-0008,76 ST MARK'S AVENUE,PARK SLOPE,C7-WALK-UP,16,1920,21600,500806,23.19,2070000,96,1.1
3-01098-7509,752-R1,438 12 STREET,PARK SLOPE,R4-ELEVATOR,34,1999,56518,1050600,18.59,3929997,70,3-01081-0043,78 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,40,1920,41113,839954,20.43,3140000,76,0.45,3-01093-0038,150 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,30,1921,35298,891236,25.2,3690000,105,0.2
3-01098-7510,843-R1,444 12 STREET,PARK SLOPE,R4-ELEVATOR,37,1920,58100,799200,13.76,2490001,42.9,3-01173-0001,203 UNDERHILL AVENUE,PROSPECT HEIGHTS,D1-ELEVATOR,72,1912,67680,902404,13.33,2810000,41.5,1.15,3-01179-0037,364 LINCOLN PLACE,PROSPECT HEIGHTS,D1-ELEVATOR,54,1927,51288,691114,13.48,2150000,41.9,1.1
3-01100-7501,1718-R1,425 14 STREET,PARK SLOPE,R2-WALK-UP,29,1910,23868,537268,22.51,2329998,98,3-01029-0008,501 5 AVENUE,PARK SLOPE SOUTH,C7-WALK-UP,11,1920,11254,259560,23.06,1080000,96,0.3,3-00936-0008,76 ST MARK'S AVENUE,PARK SLOPE,C7-WALK-UP,16,1920,21600,500806,23.19,2070000,96,1.15
3-01102-7505,1109-R1,392 14 STREET,PARK SLOPE,R4-ELEVATOR,24,2001,13057,277920,21.29,1150005,88,3-01063-0021,206 BERKELEY PLACE,PARK SLOPE,D1-ELEVATOR,24,1920,11754,338457,28.8,1400000,119,0.9,3-01091-0040,136 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,18,1931,20562,453152,22.04,1880000,91,0.35
3-01103-7501,439-R1,1405 8 AVENUE,PARK SLOPE,R2-WALK-UP,15,0,11800,258302,21.89,1120001,95,3-01029-0015,300 12 STREET,PARK SLOPE SOUTH,C1-WALK-UP,20,1925,14284,322839,22.6,1340000,94,0.45,3-01041-0011,204 14 STREET,PARK SLOPE SOUTH,C1-WALK-UP,20,1915,15140,334179,22.07,1380000,91,0.6
3-01104-7503,305-R1,441 7 AVENUE,PARK SLOPE SOUTH,R2-WALK-UP,11,0,7770,184071,23.69,799001,103,3-01087-0023,598 6 STREET,PARK SLOPE,C1-WALK-UP,12,1920,8728,222480,25.5,922000,106,0.45,3-01089-0015,558 7 STREET,PARK SLOPE,C1-WALK-UP,16,1905,10636,265342,24.95,1100000,103,0.4
