QUEENS CONDOMINIUM PROPERTY Boro-Block-Lot,QUEENS CONDOMINIUM PROPERTY Condo Section,QUEENS CONDOMINIUM PROPERTY Address,QUEENS CONDOMINIUM PROPERTY Neighborhood,QUEENS CONDOMINIUM PROPERTY Building Classification,QUEENS CONDOMINIUM PROPERTY Total Units,QUEENS CONDOMINIUM PROPERTY Year Built,QUEENS CONDOMINIUM PROPERTY Gross SqFt,QUEENS CONDOMINIUM PROPERTY Est. Gross Income,QUEENS CONDOMINIUM PROPERTY Gross Income per SqFt,QUEENS CONDOMINIUM PROPERTY Full Market Value,QUEENS CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
4-05186-7502,471-R1,140-37 CHERRY AVENUE,FLUSHING-NORTH,R4-ELEVATOR,21,2004,14912,365344,24.5,1510009,101,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1465042,26.9,6070000,111,3.65,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.65
4-05186-7503,580-R1,140-31 CHERRY AVENUE,FLUSHING-NORTH,R4-ELEVATOR,21,2006,26892,752976,28,3119999,116,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.65,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1465042,26.9,6070000,111,3.65
4-05186-7504,595-R1,140-22 BEECH AVENUE,FLUSHING-NORTH,R4-ELEVATOR,42,2007,27060,811800,30,3359984,124,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.65,4-03169-0021,99-22 67 ROAD,REGO PARK,D3-ELEVATOR,29,2001,22662,550569,24.29,2280000,101,2.7
4-05192-7501,510-R1,140-14 CHERRY AVENUE,FLUSHING-NORTH,R4-ELEVATOR,12,2005,12712,292376,23,1210001,95,4-03169-0021,99-22 67 ROAD,REGO PARK,D3-ELEVATOR,29,2001,22662,550569,24.29,2280000,101,2.65,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.75
4-05192-7502,593-R1,140-26 CHERRY AVENUE,FLUSHING-NORTH,R4-ELEVATOR,32,2006,51000,1326000,26,5490000,108,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.75,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1465042,26.9,6070000,111,3.5
4-05192-7503,539-R1,43-22 UNION STREET,FLUSHING-NORTH,R4-ELEVATOR,24,2005,29971,779246,26,3230004,108,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.75,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1465042,26.9,6070000,111,3.5
4-05193-7501,403-R1,43-73 UNION STREET,FLUSHING-NORTH,R4-ELEVATOR,23,1999,16383,270319,16.5,914000,56,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,947099,17.58,3540000,66,0.2,4-05044-0063,138-47 BARCLAY AVENUE,FLUSHING-NORTH,D1-ELEVATOR,66,1996,71456,1024991,14.34,3470000,48.6,0.5
4-05193-7502,501-R1,43-21 UNION STREET,FLUSHING-NORTH,R4-ELEVATOR,24,2005,62800,1507200,24,6239999,99,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.75,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1465042,26.9,6070000,111,3.55
4-05281-7501,481-R1,35-91 161 STREET,FLUSHING-NORTH,R4-ELEVATOR,70,1929,53175,757743,14.25,2560000,48.1,4-05287-0020,36-14 165 STREET,FLUSHING-NORTH,D6-ELEVATOR,90,1930,87978,1298909,14.76,4390000,49.9,0.2,4-05190-0014,42-66 PHLOX PLACE,FLUSHING-NORTH,D1-ELEVATOR,65,1930,62954,814462,12.94,2540000,40.3,1
4-05294-7501,199-R1,36-20 168 STREET,FLUSHING-NORTH,R4-ELEVATOR,78,1937,85000,1232500,14.5,4170003,49.1,4-05294-0006,36-35 167 STREET,FLUSHING-NORTH,D1-ELEVATOR,73,1942,66795,972565,14.56,3030000,45.4,0,4-05287-0020,36-14 165 STREET,FLUSHING-NORTH,D6-ELEVATOR,90,1930,87978,1298909,14.76,4390000,49.9,0.15
4-05301-7501,54-R1,170-20 CROCHERON AVENUE,FLUSHING-NORTH,R2-WALK-UP,24,1981,17340,260100,15,878994,51,4-05124-0012,134-10 BLOSSOM AVENUE,FLUSHING-NORTH,C7-WALK-UP,12,1991,8680,133858,15.42,453000,52,1.8,4-04996-0007,147-15 35 AVENUE,FLUSHING-NORTH,C1-WALK-UP,12,1962,8400,265798,31.6,1240000,148,1.3
4-05310-7501,538-R1,189-30 37 AVENUE,FLUSHING-NORTH,R2-WALK-UP,16,1932,17213,327047,19,1220000,71,4-05124-0012,134-10 BLOSSOM AVENUE,FLUSHING-NORTH,C7-WALK-UP,12,1991,8680,133858,15.42,453000,52,1.95,4-05285-0010,163-02 CROCHERON AVENUE,FLUSHING-NORTH,C7-WALK-UP,15,1964,11866,224163,18.89,838000,71,0.55
4-05315-7501,171-R1,36-21 193 STREET,FLUSHING-NORTH,R4-ELEVATOR,15,1986,15096,241536,16,817001,54,4-07117-0189,193-02 HOR HARDING EXPWY,FRESH MEADOWS,D7-ELEVATOR,40,1988,51125,872675,17.07,3260000,64,1.6,4-06853-0006,80-25 PARSONS BOULEVARD,HILLCREST,D1-ELEVATOR,112,1962,58089,937149,16.13,3170000,55,3.2
4-05333-7501,371-R1,160-21 SANFORD AVENUE,FLUSHING-NORTH,R2-WALK-UP,20,1991,19460,282170,14.5,954002,49,4-05331-0020,41-05 158 STREET,FLUSHING-NORTH,C1-WALK-UP,31,1926,20645,325498,15.77,1100000,53,0.1,4-05357-0001,192-07 42 AVENUE,FLUSHING-NORTH,C9-WALK-UP,26,1950,19489,312424,16.03,1060000,54,0.85
4-05374-7501,492-R1,42-11 PARSONS BOULEVARD,FLUSHING-NORTH,R4-ELEVATOR,20,2006,16385,360470,22,1490001,91,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.65,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,947099,17.58,3540000,66,0.3
4-05387-7501,191-R1,42-58 157 STREET,FLUSHING-NORTH,R4-ELEVATOR,16,1987,13000,195000,15,659001,51,4-04994-0041,140-74 34 AVENUE,FLUSHING-NORTH,D7-ELEVATOR,44,1987,38640,685833,17.75,2560000,66,0.95,4-05122-0022,134-38 MAPLE AVENUE,FLUSHING-NORTH,D1-ELEVATOR,64,1963,51450,745573,14.49,2520000,49,1.1
4-05390-7501,146-R1,42-49 159 STREET,FLUSHING-NORTH,R2-WALK-UP,20,1962,18010,261145,14.5,882996,49,4-05357-0033,40-11 192 STREET,FLUSHING-NORTH,C9-WALK-UP,28,1950,19489,312424,16.03,1060000,54,0.9,4-05117-0001,133-01 BOOTH MEMORIAL AVE,FLUSHING-NORTH,C1-WALK-UP,36,1957,19836,267949,13.51,834000,42,1.5
4-05415-7501,195-R1,43-04 158 STREET,FLUSHING-NORTH,R4-ELEVATOR,17,1987,16145,242175,15,819001,51,4-04994-0041,140-74 34 AVENUE,FLUSHING-NORTH,D7-ELEVATOR,44,1987,38640,685833,17.75,2560000,66,1.05,4-04995-0034,145-16 34 AVENUE,FLUSHING-NORTH,D6-ELEVATOR,42,1989,47516,751370,15.81,2540000,53,0.95
4-05459-7502,231-R1,46-22 171 STREET,FLUSHING-NORTH,R2-WALK-UP,12,1988,10562,158430,15,536001,51,4-05420-0011,43-41 162 STREET,FLUSHING-NORTH,C7-WALK-UP,18,1989,17600,270643,15.38,915000,52,0.35,4-07315-0034,211-63 46 AVENUE,BAYSIDE,C7-WALK-UP,13,1988,7761,156469,20.16,585000,75,1.95
4-05598-7501,49-R1,175-10 56 AVENUE,FLUSHING-NORTH,R2-WALK-UP,26,1982,23400,351000,15,1190000,51,4-04995-0024,144-22 34 AVENUE,FLUSHING-NORTH,C1-WALK-UP,14,1976,10032,147428,14.7,499000,49.7,2.25,4-08276-0658,56-20 MARATHON PARKWAY,DOUGLASTON,C9-WALK-UP,54,1977,27690,377128,13.62,1170000,42.3,3.3
4-05598-7501,49-R2,175-32 56 AVENUE,FLUSHING-NORTH,R2-WALK-UP,52,1982,46800,702000,15,2370020,51,4-04995-0024,144-22 34 AVENUE,FLUSHING-NORTH,C1-WALK-UP,14,1976,10032,147428,14.7,499000,49.7,2.3,4-08276-0658,56-20 MARATHON PARKWAY,DOUGLASTON,C9-WALK-UP,54,1977,27690,377128,13.62,1170000,42.3,3.25
4-05598-7501,49-R3,5603A UTOPIA PARKWAY,FLUSHING-NORTH,R2-WALK-UP,54,1982,48600,729000,15,2460006,51,4-04995-0024,144-22 34 AVENUE,FLUSHING-NORTH,C1-WALK-UP,14,1976,10032,147428,14.7,499000,49.7,2.3,4-08276-0658,56-20 MARATHON PARKWAY,DOUGLASTON,C9-WALK-UP,54,1977,27690,377128,13.62,1170000,42.3,3.2
4-05598-7501,49-R4,5627A 184 STREET,FLUSHING-NORTH,R2-WALK-UP,16,1982,14400,216000,15,729998,51,4-04995-0024,144-22 34 AVENUE,FLUSHING-NORTH,C1-WALK-UP,14,1976,10032,147428,14.7,499000,49.7,2.35,4-08276-0658,56-20 MARATHON PARKWAY,DOUGLASTON,C9-WALK-UP,54,1977,27690,377128,13.62,1170000,42.3,3.15
4-05598-7501,49-R5,1830A 58 AVENUE,FLUSHING-NORTH,R2-WALK-UP,14,1982,12600,189000,15,639002,51,4-04995-0024,144-22 34 AVENUE,FLUSHING-NORTH,C1-WALK-UP,14,1976,10032,147428,14.7,499000,49.7,2.4,4-08276-0658,56-20 MARATHON PARKWAY,DOUGLASTON,C9-WALK-UP,54,1977,27690,377128,13.62,1170000,42.3,3.2
4-05598-7501,49-R6,184-06 58 AVENUE,FLUSHING-NORTH,R2-WALK-UP,16,1982,14400,216000,15,730000,51,4-04995-0024,144-22 34 AVENUE,FLUSHING-NORTH,C1-WALK-UP,14,1976,10032,147428,14.7,499000,49.7,2.45,4-08276-0658,56-20 MARATHON PARKWAY,DOUGLASTON,C9-WALK-UP,54,1977,27690,377128,13.62,1170000,42.3,3.15
4-05893-7501,43-R1,209-90 23 AVENUE,BAYSIDE,R4-ELEVATOR,543,1983,515402,9792638,19,36600068,71,4-05865-0112,16-70 BELL BOULEVARD,BAYSIDE,D3-ELEVATOR,152,1973,147700,2808793,19.02,10500000,71,0.35,4-05865-0118,16-66 BELL BOULEVARD,BAYSIDE,D3-ELEVATOR,152,1973,147700,2824784,19.13,10600000,72,0.35
4-05893-7501,43-R2,209-90 23 AVENUE,BAYSIDE,R4-ELEVATOR,100,1983,89015,1691285,19,6320004,71,4-05865-0112,16-70 BELL BOULEVARD,BAYSIDE,D3-ELEVATOR,152,1973,147700,2808793,19.02,10500000,71,0.35,4-05865-0118,16-66 BELL BOULEVARD,BAYSIDE,D3-ELEVATOR,152,1973,147700,2824784,19.13,10600000,72,0.35
4-05893-7501,43-R3,209-90 23 AVENUE,BAYSIDE,R4-ELEVATOR,240,1983,216662,4138244,19.1,15500019,72,4-05865-0112,16-70 BELL BOULEVARD,BAYSIDE,D3-ELEVATOR,152,1973,147700,2808793,19.02,10500000,71,0.35,4-05865-0118,16-66 BELL BOULEVARD,BAYSIDE,D3-ELEVATOR,152,1973,147700,2824784,19.13,10600000,72,0.35
4-05893-7501,43-R5,209-90 23 AVENUE,BAYSIDE,R4-ELEVATOR,138,1983,124491,2365329,19,8839996,71,4-05865-0112,16-70 BELL BOULEVARD,BAYSIDE,D3-ELEVATOR,152,1973,147700,2808793,19.02,10500000,71,0.35,4-05865-0118,16-66 BELL BOULEVARD,BAYSIDE,D3-ELEVATOR,152,1973,147700,2824784,19.13,10600000,72,0.35
4-05893-7501,43-R7,209-90 23 AVENUE,BAYSIDE,R4-ELEVATOR,16,1983,13073,248387,19,929000,71,4-05865-0112,16-70 BELL BOULEVARD,BAYSIDE,D3-ELEVATOR,152,1973,147700,2808793,19.02,10500000,71,0.35,4-05865-0118,16-66 BELL BOULEVARD,BAYSIDE,D3-ELEVATOR,152,1973,147700,2824784,19.13,10600000,72,0.35
4-06283-7502,654-R1,42-23 212 STREET,BAYSIDE,R4-ELEVATOR,11,2008,17287,484036,28,2290133,132,4-00040-0015,10-28 JACKSON AVENUE,LONG ISLAND CITY,D9-ELEVATOR,25,2005,24464,625842,25.6,2590000,106,9.6,4-03169-0021,99-22 67 ROAD,REGO PARK,D3-ELEVATOR,29,2001,22662,550569,24.29,2280000,101,5
4-06284-7501,343-R1,213-02 42 AVENUE,BAYSIDE,R4-ELEVATOR,47,1989,32208,483120,15,1629993,51,4-06853-0006,80-25 PARSONS BOULEVARD,HILLCREST,D1-ELEVATOR,112,1962,58089,937149,16.13,3170000,55,3.55,4-05958-0030,23-50 WATERS EDGE DRIVE,BAYSIDE,D1-ELEVATOR,121,1969,146525,2365393,16.14,8000000,55,1.35
4-06542-7501,109-R1,152-72 MELBOURNE AVENUE,FLUSHING-SOUTH,R4-ELEVATOR,90,1963,86652,1256454,14.5,4249991,49,4-06636-0001,135-10 GRAND CENTRAL PARK,BRIARWOOD,D1-ELEVATOR,181,1952,125164,1769186,14.13,5510000,44,1.25,4-05186-0029,140-60 BEECH AVENUE,FLUSHING-NORTH,D1-ELEVATOR,124,1959,96774,1439221,14.87,4870000,50,1.55
4-06548-7501,148-R1,135 JEWEL AVENUE,FLUSHING-SOUTH,R2-WALK-UP,318,1950,219528,3292920,15,11100041,51,4-08401-0600,245-10 GRND CNTRL PARKWAY,GLEN OAKS,D3-ELEVATOR,240,1966,263883,3828165,14.51,12900000,48.9,5.7,4-07117-0003,188-02 64 AVENUE,FRESH MEADOWS,D9-ELEVATOR,1201,1947,1228778,21217873,17.27,79300000,65,2.55
4-06713-7501,14-R1,150-38 UNION TURNPIKE,HILLCREST,R4-ELEVATOR,458,1967,454660,6592570,14.5,22299981,49,4-06712-0001,150-05 UNION TURNPIKE,FLUSHING-SOUTH,D7-ELEVATOR,186,1966,235016,2965828,12.62,8330000,35.4,0.1,4-08401-0600,245-10 GRND CNTRL PARKWAY,GLEN OAKS,D3-ELEVATOR,240,1966,263883,3828165,14.51,12900000,48.9,5
4-06797-7503,325-R1,158-13 72 AVENUE,FLUSHING-SOUTH,R4-ELEVATOR,71,1987,51125,894687,17.5,3340007,65,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,947099,17.58,3540000,66,2,4-05865-0112,16-70 BELL BOULEVARD,BAYSIDE,D3-ELEVATOR,152,1973,147700,2808793,19.02,10500000,71,4.1
4-06801-7503,611-R1,71-19 162 STREET,FLUSHING-SOUTH,R4-ELEVATOR,42,2007,66085,1784295,27,7390014,112,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,2.6,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1465042,26.9,6070000,111,1.7
4-06801-7504,614-R1,162-10 71 AVENUE,FLUSHING-SOUTH,R4-ELEVATOR,14,2008,14514,406392,28,1680002,116,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,2.6,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1465042,26.9,6070000,111,1.7
4-07353-7501,228-R1,201-02 ROCKY HILL ROAD,BAYSIDE,R2-WALK-UP,27,1950,18600,260400,14,811000,43.6,4-06266-0001,205-02 42 AVENUE,BAYSIDE,C9-WALK-UP,27,1948,20400,336886,16.51,1140000,56,0.5,4-06260-0001,202-02 42 AVENUE,BAYSIDE,C9-WALK-UP,27,1948,20400,400534,19.63,1500000,74,0.45
4-07353-7501,228-R2,202-02 ROCKY HILL ROAD,BAYSIDE,R2-WALK-UP,38,1950,26190,366660,14,1139995,43.5,4-12311-0050,156-01 NORTH CONDUIT AVEN,SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,565076,18.02,2110000,67,5.8,4-04291-0005,119-59 27 AVENUE,COLLEGE POINT,C1-WALK-UP,26,1965,21060,215093,10.21,512000,24.31,3.95
4-07674-7501,60-R1,67-27 CLOVERDALE BOULEVAR,OAKLAND GARDENS,R2-WALK-UP,179,1960,212533,3825594,18,14299990,67,4-07672-0002,224-01 69 AVENUE,OAKLAND GARDENS,C9-WALK-UP,224,1949,174200,3320789,19.06,12400000,71,0.15,4-07660-0002,224-65 64 AVENUE,OAKLAND GARDENS,C9-WALK-UP,177,1949,138500,2609191,18.84,9760000,70,0.2
4-08136-7502,189-R1,40-01 LITTLE NECK PARKWAY,LITTLE NECK,R9-CONDOPS,63,1987,61840,1051280,17,3930000,64,4-06277-0050,42-06 212 STREET,BAYSIDE,C9-WALK-UP,84,1951,61968,954998,15.41,3230000,52,1.95,4-07660-0002,224-65 64 AVENUE,OAKLAND GARDENS,C9-WALK-UP,177,1949,138500,2609191,18.84,9760000,70,1.85
4-09046-7501,212-R1,97-52 75 STREET,OZONE PARK,R2-WALK-UP,40,1988,31315,454067,14.5,1539997,49.2,4-09231-0020,119-50 METROPOLITAN AVENU,KEW GARDENS,C7-WALK-UP,22,1974,16232,288000,17.74,1080000,67,2.4,4-09847-0068,85-44 165 STREET,JAMAICA HILLS,C1-WALK-UP,13,1980,8100,128645,15.88,435000,54,3.95
4-09177-7501,184-R1,84-10 101 STREET,WOODHAVEN,R2-WALK-UP,15,1959,12208,152600,12.5,429002,35.1,4-09181-0026,101-16 86 AVENUE,WOODHAVEN,C1-WALK-UP,18,1938,15231,182000,11.95,511000,33.5,0.1,4-08887-0001,94-12 85 ROAD,WOODHAVEN,C1-WALK-UP,16,1931,14080,210786,14.97,713000,51,0.15
4-09177-7501,184-R3,84-10 101 STREET,WOODHAVEN,R2-WALK-UP,63,1959,53790,672375,12.5,1890000,35.1,4-09181-0026,101-16 86 AVENUE,WOODHAVEN,C1-WALK-UP,18,1938,15231,182000,11.95,511000,33.5,0.1,4-08887-0001,94-12 85 ROAD,WOODHAVEN,C1-WALK-UP,16,1931,14080,210786,14.97,713000,51,0.15
4-09231-7501,132-R1,83-09 LEFFERTS BOULEVARD,KEW GARDENS,R4-ELEVATOR,36,1928,40235,553231,13.75,1720002,42.7,4-09245-0240,84-50 AUSTIN STREET,KEW GARDENS,D1-ELEVATOR,75,1955,74928,1152500,15.38,3900000,52,0.25,4-09230-0066,119-37 METROPOLITAN AVENU,KEW GARDENS,D1-ELEVATOR,95,1925,71436,1077000,15.08,3640000,51,0.1
4-09245-7501,48-R1,84-62 AUSTIN STREET,KEW GARDENS,R2-WALK-UP,20,1982,16275,235987,14.5,798001,49,4-01606-0052,40-37 97 STREET,CORONA,C1-WALK-UP,16,1990,12304,175895,14.3,595000,48.4,3.6,4-04995-0024,144-22 34 AVENUE,FLUSHING-NORTH,C1-WALK-UP,14,1976,10032,147428,14.7,499000,49.7,4.2
4-09651-7501,215-R1,85-15 MAIN STREET,BRIARWOOD,R9-CONDOPS,223,1966,196355,3288946,16.75,12300000,63,4-09712-0161,142-02 84 DRIVE,BRIARWOOD,D1-ELEVATOR,90,1966,66924,1102141,16.47,3730000,56,0.2,4-09644-0001,86-25 VAN WYCK EXPRESSWAY,BRIARWOOD,D3-ELEVATOR,201,1960,167400,2897928,17.31,10800000,65,0.2
