ID,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N
87,K057,16K057,J.H.S. 057 Whitelaw Reid,K057,125 STUYVESANT AVENUE,BROOKLYN,16,240,125 STUYVESANT AVENUE CONSOLIDATED LOCATION,3,"J.H.S. 057 Whitelaw Reid | School of Business, Finance and Entrepreneurship | The Brooklyn Academy of Global Finance | 125 STUYVESANT AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
88,K057,,125 STUYVESANT AVENUE CONSOLIDATED LOCATION,,125 STUYVESANT AVENUE,BROOKLYN,16,609,125 STUYVESANT AVENUE CONSOLIDATED LOCATION,3,"J.H.S. 057 Whitelaw Reid | School of Business, Finance and Entrepreneurship | The Brooklyn Academy of Global Finance | 125 STUYVESANT AVENUE CONSOLIDATED LOCATION",2,7,21,2,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
89,K058,15K058,P.S. 058 The Carroll,K058,330 SMITH STREET,BROOKLYN,15,791,,1,P.S. 058 The Carroll,0,0,1,0,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
90,K059,14K059,P.S. 059 William Floyd,K059,211 THROOP AVENUE,BROOKLYN,14,435,,1,P.S. 059 William Floyd,2,1,0,2,0,3C,251-500,0.37,1.2,1.51,0.22,0.15
91,K061,17K061,M.S. 061 Dr. Gladstone H. Atwell,K061,400 EMPIRE BOULEVARD,BROOKLYN,17,1127,,1,M.S. 061 Dr. Gladstone H. Atwell,1,11,8,0,1,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
92,K062,20K062,J.H.S. 062 Ditmas,K062,700 CORTELYOU ROAD,BROOKLYN,20,1217,,1,J.H.S. 062 Ditmas,1,2,3,0,1,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
93,K066,18K066,P.S. 66,K066,845 EAST  96 STREET,BROOKLYN,18,742,,1,P.S. 66,0,1,1,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
94,K067,13K067,P.S. 067 Charles A. Dorsey,K067,51 SAINT EDWARDS STREET,BROOKLYN,13,252,,1,P.S. 067 Charles A. Dorsey,0,2,0,0,0,3C,251-500,0.37,1.2,1.51,0.22,0.15
95,K068,18K068,I.S. 068 Isaac Bildersee,K068,956 EAST  82 STREET,BROOKLYN,18,915,,1,I.S. 068 Isaac Bildersee,0,5,4,0,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
96,K069,20K069,P.S. 69 Vincent D. Grippo School,K069,6302 9TH AVENUE,BROOKLYN,20,887,,1,P.S. 69 Vincent D. Grippo School,N/A,N/A,N/A,N/A,N/A,5C,751-1000,0.61,2.32,2.67,0.31,0.3
97,K071,14K071,Juan Morel Campos Secondary School,K071,215 HEYWARD STREET,BROOKLYN,14,877,,1,Juan Morel Campos Secondary School,1,8,8,0,1,5C,751-1000,0.61,2.32,2.67,0.31,0.3
98,K072,19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,K678,605 SHEPHERD AVENUE,BROOKLYN,19,146,605 SHEPHERD AVENUE CONSOLIDATED LOCATION,3,P.S./I.S. 072 Annette P Goldman | EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE | EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE | 605 SHEPHERD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
99,K072,19K072,P.S./I.S. 072 Annette P Goldman,K072,605 SHEPHERD AVENUE,BROOKLYN,19,171,605 SHEPHERD AVENUE CONSOLIDATED LOCATION,3,P.S./I.S. 072 Annette P Goldman | EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE | EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE | 605 SHEPHERD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
100,K072,19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,K677,605 SHEPHERD AVENUE,BROOKLYN,19,436,605 SHEPHERD AVENUE CONSOLIDATED LOCATION,3,P.S./I.S. 072 Annette P Goldman | EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE | EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE | 605 SHEPHERD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
101,K072,,605 SHEPHERD AVENUE CONSOLIDATED LOCATION,,605 SHEPHERD AVENUE,BROOKLYN,19,753,605 SHEPHERD AVENUE CONSOLIDATED LOCATION,3,P.S./I.S. 072 Annette P Goldman | EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE | EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE | 605 SHEPHERD AVENUE CONSOLIDATED LOCATION,2,4,0,1,1,5C,751-1000,0.61,2.32,2.67,0.31,0.3
102,K073,23K073,P.S. 073 Thomas S. Boyland,K073,251 MCDOUGAL STREET,BROOKLYN,23,507,,1,P.S. 073 Thomas S. Boyland,1,2,2,1,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
103,K075,32K075,P.S. 075 Mayda Cortiella,K075,95 GROVE STREET,BROOKLYN,32,640,,1,P.S. 075 Mayda Cortiella,0,0,3,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
104,K078,22K078,J.H.S. 078 Roy H. Mann,K078,1420 EAST  68 STREET,BROOKLYN,22,1126,,1,J.H.S. 078 Roy H. Mann,3,2,4,2,1,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
105,K081,16K081,P.S. 081 Thaddeus Stevens,K081,990 DEKALB AVENUE,BROOKLYN,16,448,,1,P.S. 081 Thaddeus Stevens,0,3,2,0,0,3C,251-500,0.37,1.2,1.51,0.22,0.15
106,K084,14K084,P.S. 084 Jose De Diego,K084,250 BERRY STREET,BROOKLYN,14,465,,1,P.S. 084 Jose De Diego,0,0,1,0,0,3C,251-500,0.37,1.2,1.51,0.22,0.15
107,K085,75K753,P.S. K753 - School for Career Development,K753,510 CLERMONT AVENUE,BROOKLYN,13,321,,1,P.S. K753 - School for Career Development,0,4,4,0,0,3C,251-500,0.37,1.2,1.51,0.22,0.15
108,K086,32K086,P.S. 086 The Irvington,K086,220 IRVING AVENUE,BROOKLYN,32,532,,1,P.S. 086 The Irvington,N/A,N/A,N/A,N/A,N/A,4C,501-750,0.41,1.54,2.05,0.22,0.19
109,K088,15K088,J.H.S. 088 Peter Rouget,K088,544 7 AVENUE,BROOKLYN,15,898,,1,J.H.S. 088 Peter Rouget,1,4,2,1,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
110,K090,21K090,P.S. 90 Edna Cohen School,K090,2840 WEST  12 STREET,BROOKLYN,21,544,,1,P.S. 90 Edna Cohen School,0,1,1,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
111,K091,17K091,P.S. 091 The Albany Avenue School,K091,532 ALBANY AVENUE,BROOKLYN,17,737,,1,P.S. 091 The Albany Avenue School,0,1,0,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
112,K092,17K092,P.S. 092 Adrian Hegeman,K092,601 PARKSIDE AVENUE,BROOKLYN,17,608,,1,P.S. 092 Adrian Hegeman,3,1,3,3,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
113,K093,13K093,P.S. 093 William H. Prescott,K093,31 NEW YORK AVENUE,BROOKLYN,13,413,,1,P.S. 093 William H. Prescott,0,0,1,0,0,3C,251-500,0.37,1.2,1.51,0.22,0.15
114,K094,15K094,P.S. 094 The Henry Longfellow,K094,5010 6 AVENUE,BROOKLYN,15,1268,,1,P.S. 094 The Henry Longfellow,0,0,2,0,0,7C,1251-1500,0.81,3.68,6.85,0.4,0.41
115,K095,21K095,P.S. 095 The Gravesend,K095,345 VAN SICKLEN STREET,BROOKLYN,21,974,,1,P.S. 095 The Gravesend,1,1,1,0,1,5C,751-1000,0.61,2.32,2.67,0.31,0.3
116,K096,21K096,I.S. 096 Seth Low,K096,99 AVENUE P,BROOKLYN,21,855,,1,I.S. 096 Seth Low,1,6,4,1,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
117,K097,21K097,P.S. 97 The Highlawn,K097,1855 STILLWELL AVENUE,BROOKLYN,21,794,,1,P.S. 97 The Highlawn,N/A,N/A,N/A,N/A,N/A,5C,751-1000,0.61,2.32,2.67,0.31,0.3
118,K099,21K099,P.S. 099 Isaac Asimov,K099,1120 EAST  10 STREET,BROOKLYN,21,737,,1,P.S. 099 Isaac Asimov,N/A,N/A,N/A,N/A,N/A,4C,501-750,0.41,1.54,2.05,0.22,0.19
119,K100,21K100,P.S. 100 The Coney Island School,K100,2951 WEST  3 STREET,BROOKLYN,21,722,,1,P.S. 100 The Coney Island School,0,2,0,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
120,K101,21K101,P.S. 101 The Verrazano,K101,2360 BENSON AVENUE,BROOKLYN,21,886,,1,P.S. 101 The Verrazano,0,0,1,0,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
121,K102,20K102,P.S. 102 The Bayview,K102,211 72 STREET,BROOKLYN,20,1181,,1,P.S. 102 The Bayview,0,0,1,0,0,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
122,K104,20K104,P.S./I.S. 104 The Fort Hamilton School,K104,9115 5 AVENUE,BROOKLYN,20,1251,,1,P.S./I.S. 104 The Fort Hamilton School,0,1,0,0,0,7C,1251-1500,0.81,3.68,6.85,0.4,0.41
123,K105,20K105,P.S. 105 The Blythebourne,K105,1031 59 STREET,BROOKLYN,20,1732,,1,P.S. 105 The Blythebourne,N/A,N/A,N/A,N/A,N/A,8C,1501-1750,1.11,6.11,10.78,0.5,0.61
124,K106,32K106,P.S. 106 Edward Everett Hale,K106,1328 PUTNAM AVENUE,BROOKLYN,32,637,,1,P.S. 106 Edward Everett Hale,0,1,1,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
125,K107,15K107,P.S. 107 John W. Kimball,K107,1301 8 AVENUE,BROOKLYN,15,519,,1,P.S. 107 John W. Kimball,1,0,0,1,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
126,K108,19K108,P.S. 108 Sal Abbracciamento,K108,200 LINWOOD STREET,BROOKLYN,19,898,,1,P.S. 108 Sal Abbracciamento,0,2,1,0,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
127,K110,14K110,P.S. 110 The Monitor,K110,124 MONITOR STREET,BROOKLYN,14,349,,1,P.S. 110 The Monitor,N/A,N/A,N/A,N/A,N/A,3C,251-500,0.37,1.2,1.51,0.22,0.15
128,K111,32K347,I.S. 347 School of Humanities,K347,35 STARR STREET,BROOKLYN,32,485,35 STARR STREET CONSOLIDATED LOCATION,2,"I.S. 347 School of Humanities | I.S. 349 Math, Science & Tech.| 35 STARR STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
129,K111,32K349,"I.S. 349 Math, Science & Tech.",K349,35 STARR STREET,BROOKLYN,32,536,35 STARR STREET CONSOLIDATED LOCATION,2,"I.S. 347 School of Humanities | I.S. 349 Math, Science & Tech.| 35 STARR STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
130,K111,,35 STARR STREET CONSOLIDATED LOCATION,,35 STARR STREET,BROOKLYN,32,1021,35 STARR STREET CONSOLIDATED LOCATION,2,"I.S. 347 School of Humanities | I.S. 349 Math, Science & Tech.| 35 STARR STREET CONSOLIDATED LOCATION",1,8,11,0,1,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
131,K112,20K112,P.S. 112 Lefferts Park,K112,7115 15 AVENUE,BROOKLYN,20,492,,1,P.S. 112 Lefferts Park,0,1,0,0,0,3C,251-500,0.37,1.2,1.51,0.22,0.15
132,K113,13K113,M.S. 113 Ronald Edmonds Learning Center,K113,300 ADELPHI STREET,BROOKLYN,13,910,,1,M.S. 113 Ronald Edmonds Learning Center,0,6,2,0,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
133,K114,18K114,P.S. 114 Ryder Elementary,K114,1077 REMSEN AVENUE,BROOKLYN,18,751,,1,P.S. 114 Ryder Elementary,1,0,1,1,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
134,K115,18K115,P.S. 115 Daniel Mucatel School,K115,1500 EAST  92 STREET,BROOKLYN,18,1344,,1,P.S. 115 Daniel Mucatel School,0,1,0,0,0,7C,1251-1500,0.81,3.68,6.85,0.4,0.41
135,K116,32K116,P.S. 116 Elizabeth L Farrell,K116,515 KNICKERBOCKER AVENUE,BROOKLYN,32,507,,1,P.S. 116 Elizabeth L Farrell,N/A,N/A,N/A,N/A,N/A,4C,501-750,0.41,1.54,2.05,0.22,0.19
136,K117,13K596,Knowledge and Power Preparatory Academy VII Middle,K596,300 WILLOUGHBY AVENUE,BROOKLYN,13,178,300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,3,"Brooklyn Community High School of Communication, A | Knowledge and Power Preparatory Academy VII Middle | Brooklyn High School for Leadership and Community | 300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
137,K117,13K616,Brooklyn High School for Leadership and Community,K616,300 WILLOUGHBY AVENUE,BROOKLYN,13,216,300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,3,"Brooklyn Community High School of Communication, A | Knowledge and Power Preparatory Academy VII Middle | Brooklyn High School for Leadership and Community | 300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
138,K117,13K412,"Brooklyn Community High School of Communication, A",K412,300 WILLOUGHBY AVENUE,BROOKLYN,13,467,300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,3,"Brooklyn Community High School of Communication, A | Knowledge and Power Preparatory Academy VII Middle | Brooklyn High School for Leadership and Community | 300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
139,K117,,300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,,300 WILLOUGHBY AVENUE,BROOKLYN,13,861,300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,3,"Brooklyn Community High School of Communication, A | Knowledge and Power Preparatory Academy VII Middle | Brooklyn High School for Leadership and Community | 300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION",4,13,9,1,3,5C,751-1000,0.61,2.32,2.67,0.31,0.3
140,K119,22K119,P.S. 119 Amersfort,K119,3829 AVENUE K,BROOKLYN,22,493,,1,P.S. 119 Amersfort,N/A,N/A,N/A,N/A,N/A,3C,251-500,0.37,1.2,1.51,0.22,0.15
141,K120,14K120,P.S. 120 Carlos Tapia,K120,18 BEAVER STREET,BROOKLYN,14,464,,1,P.S. 120 Carlos Tapia,2,1,1,2,0,3C,251-500,0.37,1.2,1.51,0.22,0.15
142,K121,21K121,P.S. 121 Nelson A. Rockefeller,K121,5301 20 AVENUE,BROOKLYN,21,273,,1,P.S. 121 Nelson A. Rockefeller,N/A,N/A,N/A,N/A,N/A,3C,251-500,0.37,1.2,1.51,0.22,0.15
143,K123,32K123,P.S. 123 Suydam,K123,100 IRVING AVENUE,BROOKLYN,32,869,,1,P.S. 123 Suydam,0,1,0,0,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
144,K124,15K124,P.S. 124 Silas B. Dutcher,K124,515 4 AVENUE,BROOKLYN,15,346,,1,P.S. 124 Silas B. Dutcher,N/A,N/A,N/A,N/A,N/A,3C,251-500,0.37,1.2,1.51,0.22,0.15
145,K126,14K126,John Ericsson Middle School 126,K126,424 LEONARD STREET,BROOKLYN,14,329,,1,John Ericsson Middle School 126,2,6,16,0,2,3C,251-500,0.37,1.2,1.51,0.22,0.15
146,K127,20K127,P.S. 127 Mckinley Park,K127,7805 7 AVENUE,BROOKLYN,20,482,,1,P.S. 127 Mckinley Park,N/A,N/A,N/A,N/A,N/A,3C,251-500,0.37,1.2,1.51,0.22,0.15
147,K128,21K128,P.S. 128 Bensonhurst,K128,2075 84 STREET,BROOKLYN,21,371,,1,P.S. 128 Bensonhurst,N/A,N/A,N/A,N/A,N/A,3C,251-500,0.37,1.2,1.51,0.22,0.15
148,K130,15K130,P.S. 130 The Parkside,K130,70 OCEAN PARKWAY,BROOKLYN,15,588,,1,P.S. 130 The Parkside,0,2,0,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
149,K131,15K131,P.S. 131 Brooklyn,K131,4305 FT HAMILTON PARKWAY,BROOKLYN,15,980,,1,P.S. 131 Brooklyn,N/A,N/A,N/A,N/A,N/A,5C,751-1000,0.61,2.32,2.67,0.31,0.3
150,K132,14K132,P.S. 132 The Conselyea School,K132,320 MANHATTAN AVENUE,BROOKLYN,14,767,,1,P.S. 132 The Conselyea School,1,1,1,1,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
151,K135,18K135,P.S. 135 Sheldon A. Brookner,K135,684 LINDEN BOULEVARD,BROOKLYN,18,758,,1,P.S. 135 Sheldon A. Brookner,0,0,2,0,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
152,K136,15K136,I.S. 136 Charles O. Dewey,K136,4004 4 AVENUE,BROOKLYN,15,498,4004 4 AVENUE CONSOLIDATED LOCATION,2,I.S. 136 Charles O. Dewey | Sunset Park Prep | 4004 4 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
153,K136,15K821,Sunset Park Prep,K821,4004 4 AVENUE,BROOKLYN,15,500,4004 4 AVENUE CONSOLIDATED LOCATION,2,I.S. 136 Charles O. Dewey | Sunset Park Prep | 4004 4 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
154,K136,,4004 4 AVENUE CONSOLIDATED LOCATION,,4004 4 AVENUE,BROOKLYN,15,998,4004 4 AVENUE CONSOLIDATED LOCATION,2,I.S. 136 Charles O. Dewey | Sunset Park Prep | 4004 4 AVENUE CONSOLIDATED LOCATION,0,2,2,0,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
155,K137,23K137,P.S./I.S. 137 Rachel Jean Mitchell,K137,121 SARATOGA AVENUE,BROOKLYN,23,340,,1,P.S./I.S. 137 Rachel Jean Mitchell,0,0,3,0,0,3C,251-500,0.37,1.2,1.51,0.22,0.15
156,K138,17K138,P.S. 138 Brooklyn,K138,760 PROSPECT PLACE,BROOKLYN,17,980,,1,P.S. 138 Brooklyn,1,5,4,0,1,5C,751-1000,0.61,2.32,2.67,0.31,0.3
157,K139,22K139,P.S. 139 Alexine A. Fenty,K139,330 RUGBY ROAD,BROOKLYN,22,1060,,1,P.S. 139 Alexine A. Fenty,N/A,N/A,N/A,N/A,N/A,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
158,K142,15K146,P.S. 146,K146,610 HENRY STREET,BROOKLYN,15,619,610 HENRY STREET CONSOLIDATED LOCATION,2,P.S. 146 | Brooklyn Secondary School for Collaborative  Studi | 610 HENRY STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
159,K142,15K448,Brooklyn Secondary School for Collaborative  Studi,K448,610 HENRY STREET,BROOKLYN,15,697,610 HENRY STREET CONSOLIDATED LOCATION,2,P.S. 146 | Brooklyn Secondary School for Collaborative  Studi | 610 HENRY STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
160,K142,,610 HENRY STREET CONSOLIDATED LOCATION,,610 HENRY STREET,BROOKLYN,15,1316,610 HENRY STREET CONSOLIDATED LOCATION,2,P.S. 146 | Brooklyn Secondary School for Collaborative  Studi | 610 HENRY STREET CONSOLIDATED LOCATION,0,4,10,0,0,7C,1251-1500,0.81,3.68,6.85,0.4,0.41
161,K145,32K145,P.S. 145 Andrew Jackson,K145,100 NOLL STREET,BROOKLYN,32,893,,1,P.S. 145 Andrew Jackson,0,0,1,0,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
162,K147,14K147,P.S. 147 Isaac Remsen,K147,325 BUSHWICK AVENUE,BROOKLYN,14,245,325 BUSHWICK AVENUE CONSOLIDATED LOCATION,2,"P.S. 147 Isaac Remsen | Brooklyn Latin School, The | 325 BUSHWICK AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
163,K147,14K449,"Brooklyn Latin School, The",K449,325 BUSHWICK AVENUE,BROOKLYN,14,336,325 BUSHWICK AVENUE CONSOLIDATED LOCATION,2,"P.S. 147 Isaac Remsen | Brooklyn Latin School, The | 325 BUSHWICK AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
164,K147,,325 BUSHWICK AVENUE CONSOLIDATED LOCATION,,325 BUSHWICK AVENUE,BROOKLYN,14,581,325 BUSHWICK AVENUE CONSOLIDATED LOCATION,2,"P.S. 147 Isaac Remsen | Brooklyn Latin School, The | 325 BUSHWICK AVENUE CONSOLIDATED LOCATION",0,0,1,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
165,K148,75K373,P.S. 373 - Brooklyn Transition Center,K373,185 ELLERY STREET,BROOKLYN,14,334,,1,P.S. 373 - Brooklyn Transition Center,0,0,3,0,0,3C,251-500,0.37,1.2,1.51,0.22,0.15
166,K149,19K149,P.S. 149 Danny Kaye,K149,700 SUTTER AVENUE,BROOKLYN,19,788,,1,P.S. 149 Danny Kaye,2,3,1,1,1,5C,751-1000,0.61,2.32,2.67,0.31,0.3
167,K150,23K150,P.S. 150 Christopher,K150,364 SACKMAN STREET,BROOKLYN,23,295,,1,P.S. 150 Christopher,0,1,1,0,0,3C,251-500,0.37,1.2,1.51,0.22,0.15
168,K151,32K151,P.S. 151 Lyndon B. Johnson,K151,763 KNICKERBOCKER AVENUE,BROOKLYN,32,437,,1,P.S. 151 Lyndon B. Johnson,1,0,0,1,0,3C,251-500,0.37,1.2,1.51,0.22,0.15
169,K152,22K315,P.S. K315,K315,2310 GLENWOOD ROAD,BROOKLYN,22,805,2310 GLENWOOD ROAD CONSOLIDATED LOCATION,2,P.S. K315 | School of Science & Technology | 725 EAST 23 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A
170,K152,22K152,School of Science & Technology,K152,725 EAST  23 STREET,BROOKLYN,22,842,725 EAST  23 STREET CONSOLIDATED LOCATION,2,P.S. K315 | School of Science & Technology | 725 EAST 23 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A
171,K152,,725 EAST 23 STREET CONSOLIDATED LOCATION,,725 EAST 23 STREET,,,1647,725 EAST 23 STREET CONSOLIDATED LOCATION,2,P.S. K315 | School of Science & Technology | 725 EAST 23 STREET CONSOLIDATED LOCATION,0,1,1,0,0,8C,1501-1750,1.11,6.11,10.78,0.5,0.61
172,K153,21K153,P.S. 153 Homecrest,K153,1970 HOMECREST AVENUE,BROOKLYN,21,516,,1,P.S. 153 Homecrest,0,0,1,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
173,K154,15K154,Magnet School for Science & Technology,K154,1625 11 AVENUE,BROOKLYN,15,435,,1,Magnet School for Science & Technology,N/A,N/A,N/A,N/A,N/A,3C,251-500,0.37,1.2,1.51,0.22,0.15
174,K155,23K155,P.S./ I.S. 155 Nicholas Herkimer,K155,1355 HERKIMER STREET,BROOKLYN,23,578,,1,P.S./ I.S. 155 Nicholas Herkimer,1,3,3,1,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
175,K157,14K157,P.S. 157 Benjamin Franklin,K157,850 KENT AVENUE,BROOKLYN,14,381,,1,P.S. 157 Benjamin Franklin,N/A,N/A,N/A,N/A,N/A,3C,251-500,0.37,1.2,1.51,0.22,0.15
176,K158,19K158,P.S. 158 Warwick,K158,400 ASHFORD STREET,BROOKLYN,19,601,,1,P.S. 158 Warwick,0,1,1,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
177,K159,19K159,P.S. 159 Isaac Pitkin,K159,2781 PITKIN AVENUE,BROOKLYN,19,897,,1,P.S. 159 Isaac Pitkin,0,1,4,0,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
178,K160,20K160,P.S. 160 William T. Sampson,K160,5105 Fort Hamilton Parkway,BROOKLYN,20,898,,1,P.S. 160 William T. Sampson,1,0,0,1,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
179,K161,17K161,P.S. 161 The Crown,K161,330 CROWN STREET,BROOKLYN,17,866,,1,P.S. 161 The Crown,0,2,2,0,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
180,K162,32K162,J.H.S. 162 The Willoughby,K162,1390 WILLOUGHBY AVENUE,BROOKLYN,32,621,,1,J.H.S. 162 The Willoughby,0,4,7,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
181,K163,20K748,P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,K748,1664 BENSON AVENUE,BROOKLYN,20,131,,1,P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,0,2,0,0,0,2C,1-250,0.29,0.94,1.17,0.17,0.12
182,K164,20K164,P.S. 164 Caesar Rodney,K164,4211 14 AVENUE,BROOKLYN,20,517,,1,P.S. 164 Caesar Rodney,0,0,1,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
183,K165,23K165,P.S. 165 Ida Posner,K165,76 LOTT AVENUE,BROOKLYN,23,604,,1,P.S. 165 Ida Posner,1,4,1,1,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
184,K166,19K166,J.H.S. 166 George Gershwin,K166,800 VAN SICLEN AVE,BROOKLYN,19,516,,1,J.H.S. 166 George Gershwin,0,6,6,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
185,K167,17K167,P.S. 167 The Parkway,K167,1025 EASTERN PARKWAY,BROOKLYN,17,502,,1,P.S. 167 The Parkway,0,2,3,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
186,K169,15K169,P.S. 169 Sunset Park,K169,4305 7 AVENUE,BROOKLYN,15,1351,,1,P.S. 169 Sunset Park,N/A,N/A,N/A,N/A,N/A,7C,1251-1500,0.81,3.68,6.85,0.4,0.41
187,K170,20K170,Ralph A. Fabrizio School,K170,7109 6 AVENUE,BROOKLYN,20,871,,1,Ralph A. Fabrizio School,1,0,4,1,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
188,K171,19K171,I.S. 171 Abraham Lincoln,K171,528 RIDGEWOOD AVENUE,BROOKLYN,19,863,,1,I.S. 171 Abraham Lincoln,1,4,6,0,1,5C,751-1000,0.61,2.32,2.67,0.31,0.3
189,K172,15K172,P.S. 172 Beacon School of Excellence,K172,825 4 AVENUE,BROOKLYN,15,599,,1,P.S. 172 Beacon School of Excellence,N/A,N/A,N/A,N/A,N/A,4C,501-750,0.41,1.54,2.05,0.22,0.19
