QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Address,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Total Units,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Year Built,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
4-01908-0001,"55 25 98 PLACE
Queens, NY
(40.749436300045204, -73.79729979984586)",CORONA,D4-ELEVATOR,208,1965,225240,2500164,11.1,8810000,39.1,4-01475-0001,"87 10 37 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,88,1954,100000,1101205,11.01,3720000,37.2,1.2,4-05137-0005,"43 23 COLDEN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D7-ELEVATOR,322,1965,317305,4950000,15.6,20100000,63,2.2
4-01911-0001,"94 11 59 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D4-ELEVATOR,185,1964,161130,1933560,12,6820000,42.3,4-01845-0010,"89 50 56 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,165,1963,157692,1853290,11.75,6530000,41.4,0.35,4-01909-0001,"55 15 99 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",CORONA,D1-ELEVATOR,138,1961,148548,2659635,17.9,8170000,55,0.4
4-01945-0001,"99 04 57 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",CORONA,D4-ELEVATOR,149,1962,156960,2001240,12.75,7520000,47.9,4-01845-0010,"89 50 56 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,165,1963,157692,1853290,11.75,6530000,41.4,0.75,4-01909-0001,"55 15 99 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",CORONA,D1-ELEVATOR,138,1961,148548,2659635,17.9,8170000,55,0.05
4-01946-0001,"99 06 58 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",CORONA,D4-ELEVATOR,225,1962,235440,3001860,12.75,11300000,48,4-01918-0045,"96 04 57 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",CORONA,D6-ELEVATOR,220,1962,239600,2745542,11.46,9680000,40.4,0.2,4-05137-0005,"43 23 COLDEN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D7-ELEVATOR,322,1965,317305,4950000,15.6,20100000,63,2.1
4-01947-0001,"99 25 60 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",CORONA,D4-ELEVATOR,136,1961,149804,1647844,11,5810000,38.8,4-01845-0010,"89 50 56 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,165,1963,157692,1853290,11.75,6530000,41.4,0.85,4-01448-0032,"87 07 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,84,1951,76512,820961,10.73,2770000,36.2,1.6
4-01947-0018,"99 30 59 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",CORONA,D4-ELEVATOR,225,1962,235440,2825280,12,9960000,42.3,4-01475-0001,"87 10 37 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,88,1954,100000,1101205,11.01,3720000,37.2,1.4,4-05137-0005,"43 23 COLDEN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D7-ELEVATOR,322,1965,317305,4950000,15.6,20100000,63,2.1
4-01948-0001,"99 10 60 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",CORONA,D4-ELEVATOR,67,1961,74300,869310,11.7,3060000,41.2,4-01566-0001,"42 07 WHITNEY AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,74,1959,65000,757477,11.65,2670000,41.1,1.1,4-01448-0032,"87 07 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,84,1951,76512,820961,10.73,2770000,36.2,1.65
4-01949-0090,"59 21 CALLOWAY STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",CORONA,D4-ELEVATOR,111,1968,101858,950335,9.33,3130000,30.7,4-01451-0047,"34 19 90 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,162,1927,95904,1381453,14.4,5480000,57,1.5,4-01475-0001,"87 10 37 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,88,1954,100000,1101205,11.01,3720000,37.2,1.35
4-01949-0106,"58 03 CALLOWAY STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",CORONA,D4-ELEVATOR,189,1968,169500,1906875,11.25,6720000,39.6,4-01845-0010,"89 50 56 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,165,1963,157692,1853290,11.75,6530000,41.4,0.85,4-01448-0032,"87 07 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,84,1951,76512,820961,10.73,2770000,36.2,1.55
4-01964-0001,"59 30 108 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",CORONA,D4-ELEVATOR,192,1965,164334,1889841,11.5,6660000,40.5,4-01845-0010,"89 50 56 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,165,1963,157692,1853290,11.75,6530000,41.4,1.1,4-01448-0032,"87 07 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,84,1951,76512,820961,10.73,2770000,36.2,1.75
4-02082-0107,"61 15 97 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,446,1960,395000,4838750,12.25,18200000,46.1,4-03175-0001,"104 20 QUEENS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,1327,1960,1741458,26595320,15.27,108000000,62,0.95,4-02086-0040,"62 60 99 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,419,1960,470000,5208126,11.08,18400000,39.1,0.15
4-02086-0050,"97 40 62 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,1098,1955,1000000,12000000,12,42300000,42.3,4-03175-0001,"104 20 QUEENS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,1327,1960,1741458,26595320,15.27,108000000,62,0.8,4-02086-0040,"62 60 99 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,419,1960,470000,5208126,11.08,18400000,39.1,0
4-02089-0041,"97 11 63 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,45,1959,30672,352728,11.5,1240000,40.4,4-04986-0018,"147 11 34 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,54,1959,49000,569552,11.62,2010000,41,3.3,4-02265-0079,"75 05 113 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,92,1951,53525,867313,16.2,3530000,66,1.55
4-02093-0001,"61 15 98 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,630,1960,580800,7550400,13,28400000,48.9,4-03175-0001,"104 20 QUEENS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,1327,1960,1741458,26595320,15.27,108000000,62,0.9,4-02086-0040,"62 60 99 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,419,1960,470000,5208126,11.08,18400000,39.1,0.15
4-02093-0245,"61 25 98 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,492,1960,387200,5808000,15,23000000,59,4-03175-0001,"104 20 QUEENS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,1327,1960,1741458,26595320,15.27,108000000,62,0.9,4-02086-0040,"62 60 99 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,419,1960,470000,5208126,11.08,18400000,39.1,0.15
4-02099-0040,"63 33 98 PLACE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,144,1948,162280,2288148,14.1,9070000,56,4-02138-0011,"103 26 68 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,105,1942,97200,1600499,16.47,6510000,67,0.65,4-02139-0001,"105 05 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,112,1943,111672,1380875,12.37,5190000,46.5,0.7
4-02100-0015,"98 19 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,114,1949,117920,1662672,14.1,6590000,56,4-02138-0011,"103 26 68 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,105,1942,97200,1600499,16.47,6510000,67,0.6,4-02139-0001,"105 05 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,112,1943,111672,1380875,12.37,5190000,46.5,0.65
4-02100-0021,"98 33 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,144,1949,141920,2001072,14.1,7930000,56,4-02138-0011,"103 26 68 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,105,1942,97200,1600499,16.47,6510000,67,0.6,4-02139-0001,"105 05 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,112,1943,111672,1380875,12.37,5190000,46.5,0.65
4-02100-0029,"98 50 63 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,144,1949,141920,2001072,14.1,7930000,56,4-02138-0011,"103 26 68 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,105,1942,97200,1600499,16.47,6510000,67,0.6,4-02139-0001,"105 05 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,112,1943,111672,1380875,12.37,5190000,46.5,0.65
4-02101-0001,"98 09 64 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,146,1949,141920,2001072,14.1,7930000,56,4-02138-0011,"103 26 68 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,105,1942,97200,1600499,16.47,6510000,67,0.55,4-02139-0001,"105 05 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,112,1943,111672,1380875,12.37,5190000,46.5,0.6
4-02101-0016,"98 25 64 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,146,1949,141920,2001072,14.1,7930000,56,4-02138-0011,"103 26 68 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,105,1942,97200,1600499,16.47,6510000,67,0.55,4-02139-0001,"105 05 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,112,1943,111672,1380875,12.37,5190000,46.5,0.6
4-02101-0024,"98 40 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,146,1949,141920,2001072,14.1,7930000,56,4-02138-0011,"103 26 68 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,105,1942,97200,1600499,16.47,6510000,67,0.55,4-02139-0001,"105 05 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,112,1943,111672,1380875,12.37,5190000,46.5,0.6
4-02111-0001,"99 05 63 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,558,1952,470526,5411049,11.5,19100000,40.6,4-03175-0001,"104 20 QUEENS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,1327,1960,1741458,26595320,15.27,108000000,62,0.7,4-02086-0040,"62 60 99 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,419,1960,470000,5208126,11.08,18400000,39.1,0.2
4-02112-0001,"63 61 99 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,100,1947,115800,1621200,14,6430000,56,4-02138-0011,"103 26 68 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,105,1942,97200,1600499,16.47,6510000,67,0.55,4-02139-0001,"105 05 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,112,1943,111672,1380875,12.37,5190000,46.5,0.6
4-02112-0014,"99 31 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,98,1947,114600,1604400,14,6360000,55,4-02138-0011,"103 26 68 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,105,1942,97200,1600499,16.47,6510000,67,0.55,4-02139-0001,"105 05 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,112,1943,111672,1380875,12.37,5190000,46.5,0.6
4-02112-0030,"99 41 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,98,1947,114600,1604400,14,6360000,55,4-02138-0011,"103 26 68 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,105,1942,97200,1600499,16.47,6510000,67,0.55,4-02139-0001,"105 05 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,112,1943,111672,1380875,12.37,5190000,46.5,0.6
4-02113-0001,"64 11 99 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,118,1952,131340,1838760,14,7290000,56,4-02138-0011,"103 26 68 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,105,1942,97200,1600499,16.47,6510000,67,0.5,4-02139-0001,"105 05 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,112,1943,111672,1380875,12.37,5190000,46.5,0.55
4-02114-0001,"64 33 99 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,96,1946,114600,1317900,11.5,4660000,40.7,4-02138-0011,"103 26 68 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,105,1942,97200,1600499,16.47,6510000,67,0.45,4-02139-0001,"105 05 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,112,1943,111672,1380875,12.37,5190000,46.5,0.5
4-02114-0034,"64 34 102 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,160,1952,135960,1903440,14,7550000,56,4-02138-0011,"103 26 68 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,105,1942,97200,1600499,16.47,6510000,67,0.45,4-02139-0001,"105 05 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,112,1943,111672,1380875,12.37,5190000,46.5,0.5
4-02116-0043,"99 63 66 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,106,1951,86118,1085086,12.6,4080000,47.4,4-02090-0047,"97 25 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,113,1950,90500,1137494,12.57,4280000,47.3,0.35,4-02116-0006,"99 12 65 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,65,1949,70500,641005,9.09,2110000,29.9,0
4-02116-0065,"99 15 66 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,53,1954,52800,633600,12,2230000,42.2,4-04986-0018,"147 11 34 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,54,1959,49000,569552,11.62,2010000,41,3.25,4-02265-0079,"75 05 113 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,92,1951,53525,867313,16.2,3530000,66,1.2
4-02124-0056,"102 21 63 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,84,1955,83420,1001040,12,3530000,42.3,4-02090-0047,"97 25 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,113,1950,90500,1137494,12.57,4280000,47.3,0.4,4-02116-0006,"99 12 65 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,65,1949,70500,641005,9.09,2110000,29.9,0.3
4-02127-0018,"102 17 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,120,1949,108000,1296000,12,4570000,42.3,4-02090-0047,"97 25 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,113,1950,90500,1137494,12.57,4280000,47.3,0.4,4-02116-0006,"99 12 65 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,65,1949,70500,641005,9.09,2110000,29.9,0.2
4-02127-0027,"102 35 64 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,120,1949,108000,1296000,12,4570000,42.3,4-02090-0047,"97 25 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,113,1950,90500,1137494,12.57,4280000,47.3,0.4,4-02116-0006,"99 12 65 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,65,1949,70500,641005,9.09,2110000,29.9,0.2
4-02129-0014,"102 12 65 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,184,1952,151700,2123800,14,8420000,56,4-02138-0011,"103 26 68 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,105,1942,97200,1600499,16.47,6510000,67,0.4,4-02139-0001,"105 05 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,112,1943,111672,1380875,12.37,5190000,46.5,0.45
