BROOKLYN CONDOMINIUM PROPERTY Boro-Block-Lot,BROOKLYN CONDOMINIUM PROPERTY Condo Section,BROOKLYN CONDOMINIUM PROPERTY Address,BROOKLYN CONDOMINIUM PROPERTY Neighborhood,BROOKLYN CONDOMINIUM PROPERTY Building Classification,BROOKLYN CONDOMINIUM PROPERTY Total Units,BROOKLYN CONDOMINIUM PROPERTY Year Built,BROOKLYN CONDOMINIUM PROPERTY Gross SqFt,BROOKLYN CONDOMINIUM PROPERTY Est. Gross Income,BROOKLYN CONDOMINIUM PROPERTY Gross Income per SqFt,BROOKLYN CONDOMINIUM PROPERTY Full Market Value,BROOKLYN CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
3-00027-7501,658-R1,1 MAIN STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,124,1913,227916,4957173,21.75,21500004,94,3-00271-0001,205 STATE STREET,DOWNTOWN-FULTON MALL,D1-ELEVATOR,364,2003,242752,5871312,24.19,25500000,105,0.9,3-00221-0020,80 CRANBERRY STREET,BROOKLYN HEIGHTS,D6-ELEVATOR,137,1900,108780,2220912,20.42,9640000,89,0.35
3-00028-7501,1370-R1,31 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,13,2001,24672,703152,28.5,3370001,137,3-00051-0012,65 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,D7-ELEVATOR,59,2000,50457,1813242,35.9,9090000,180,0.1,3-00226-0004,89 HICKS STREET,BROOKLYN HEIGHTS,D3-ELEVATOR,48,1940,21000,636878,30.3,3050000,145,0.4
3-00031-7502,1181-R1,50 BRIDGE STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,58,1904,52530,945540,18,3739997,71,3-00036-0016,16 WATER STREET,DOWNTOWN-FULTON FERRY,D5-ELEVATOR,23,1910,50932,1259661,24.73,5470000,107,0.3,3-00042-0018,254 WATER STREET,DOWNTOWN-FULTON FERRY,D8-ELEVATOR,26,2002,28358,632997,22.32,2750000,97,0.1
3-00035-7501,1771-R1,4 WATER STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,13,2007,20085,721854,35.9,3620000,180,3-00051-0012,65 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,D7-ELEVATOR,59,2000,50457,1813242,35.9,9090000,180,0.2,3-00226-0004,89 HICKS STREET,BROOKLYN HEIGHTS,D3-ELEVATOR,48,1940,21000,636878,30.3,3050000,145,0.3
3-00036-7501,1000-R1,30 MAIN STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,87,1910,158053,3951325,25,17200002,109,3-00051-0001,65 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,D5-ELEVATOR,104,1914,123700,2337487,18.9,9250000,75,0.15,3-00236-0103,52 CLARK STREET,BROOKLYN HEIGHTS,D5-ELEVATOR,142,1928,79460,2280583,28.7,10900000,137,0.45
3-00036-7502,1073-R1,42 MAIN STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,21,1910,23150,544025,23.5,2359996,102,3-00042-0018,254 WATER STREET,DOWNTOWN-FULTON FERRY,D8-ELEVATOR,26,2002,28358,632997,22.32,2750000,97,0.4,3-00036-0016,16 WATER STREET,DOWNTOWN-FULTON FERRY,D5-ELEVATOR,23,1910,50932,1259661,24.73,5470000,107,0
3-00036-7503,1580-R1,57 FRONT STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,31,1899,41476,932795,22.49,4050001,98,3-00042-0018,254 WATER STREET,DOWNTOWN-FULTON FERRY,D8-ELEVATOR,26,2002,28358,632997,22.32,2750000,97,0.4,3-00235-0042,36 CLARK STREET,BROOKLYN HEIGHTS,D1-ELEVATOR,33,1910,24570,635157,25.9,2760000,112,0.45
3-00045-7501,1422-R1,70 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,259,1916,375000,6843750,18.25,27099997,72,3-00051-0001,65 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,D5-ELEVATOR,104,1914,123700,2337487,18.9,9250000,75,0.05,3-00271-0001,205 STATE STREET,DOWNTOWN-FULTON MALL,D1-ELEVATOR,364,2003,242752,5871312,24.19,25500000,105,0.8
3-00051-7501,1543-R1,84 FRONT STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,56,2006,58066,1962630,33.8,9400002,162,3-00051-0012,65 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,D7-ELEVATOR,59,2000,50457,1813242,35.9,9090000,180,0,3-00237-0054,25 MONROE PLACE,BROOKLYN HEIGHTS,D3-ELEVATOR,67,1938,60720,1666625,27.4,7980000,131,0.45
3-00052-7501,1731-R1,85 ADAMS STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,79,2006,87554,1926188,22,8359991,95,3-00051-0012,65 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,D7-ELEVATOR,59,2000,50457,1813242,35.9,9090000,180,0.05,3-00036-0016,16 WATER STREET,DOWNTOWN-FULTON FERRY,D5-ELEVATOR,23,1910,50932,1259661,24.73,5470000,107,0.2
3-00053-7501,1735-R1,100 JAY STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,266,2006,301131,5766658,19.15,24999998,83,3-00051-0001,65 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,D5-ELEVATOR,104,1914,123700,2337487,18.9,9250000,75,0.1,3-00250-0030,182 MONTAGUE STREET,BROOKLYN HEIGHTS,D6-ELEVATOR,187,1999,182000,8007050,44,40200000,221,0.6
3-00055-7501,1058-R1,79 BRIDGE STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,37,1920,35464,877024,24.73,3810000,107,3-00036-0016,16 WATER STREET,DOWNTOWN-FULTON FERRY,D5-ELEVATOR,23,1910,50932,1259661,24.73,5470000,107,0.4,3-00042-0018,254 WATER STREET,DOWNTOWN-FULTON FERRY,D8-ELEVATOR,26,2002,28358,632997,22.32,2750000,97,0.05
3-00055-7502,1703-R1,206 FRONT STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,31,2006,35389,875169,24.73,3800001,107,3-00042-0018,254 WATER STREET,DOWNTOWN-FULTON FERRY,D8-ELEVATOR,26,2002,28358,632997,22.32,2750000,97,0.05,3-00036-0016,16 WATER STREET,DOWNTOWN-FULTON FERRY,D5-ELEVATOR,23,1910,50932,1259661,24.73,5470000,107,0.4
3-00169-7501,1273-R1,53 BOERUM PLACE,DOWNTOWN-FULTON MALL,R4-ELEVATOR,99,2003,73232,2475241,33.8,11899996,162,3-00051-0012,65 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,D7-ELEVATOR,59,2000,50457,1813242,35.9,9090000,180,0.85,3-00237-0054,25 MONROE PLACE,BROOKLYN HEIGHTS,D3-ELEVATOR,67,1938,60720,1666625,27.4,7980000,131,0.5
3-00180-7501,1409-R1,560 STATE STREET,BOERUM HILL,R2-WALK-UP,39,1990,42550,1167997,27.4,5590001,131,3-00237-0054,25 MONROE PLACE,BROOKLYN HEIGHTS,D3-ELEVATOR,67,1938,60720,1666625,27.4,7980000,131,1.05,3-00275-0001,200 CLINTON STREET,BROOKLYN HEIGHTS,D7-ELEVATOR,94,1926,73032,1730892,23.7,7520000,103,0.9
3-00180-7502,1719-R1,556 STATE STREET,BOERUM HILL,R4-ELEVATOR,71,2006,70037,1855980,26.5,8060008,115,3-00193-0050,129 BOERUM PLACE,BOERUM HILL,D9-ELEVATOR,46,1999,42000,1270348,30.2,6090000,145,0.65,3-00225-0020,35 PINEAPPLE STREET,BROOKLYN HEIGHTS,D9-ELEVATOR,15,1900,11842,364019,30.7,1740000,147,1.25
3-00185-7502,1977-R1,52 3 AVENUE,BOERUM HILL,R2-WALK-UP,15,2005,19605,411705,21,1790000,91,3-00278-0015,145 COURT STREET,BOERUM HILL,C7-WALK-UP,22,1900,16800,352911,21.01,1530000,91,0.6,3-00182-0057,103 SMITH STREET,BOERUM HILL,C7-WALK-UP,28,1900,19200,388124,20.21,1690000,88,0.4
3-00207-7501,123-R1,55 POPLAR STREET,BROOKLYN HEIGHTS,R4-ELEVATOR,57,1910,52396,1241785,23.7,5390003,103,3-00036-0016,16 WATER STREET,DOWNTOWN-FULTON FERRY,D5-ELEVATOR,23,1910,50932,1259661,24.73,5470000,107,0.15,3-00226-0004,89 HICKS STREET,BROOKLYN HEIGHTS,D3-ELEVATOR,48,1940,21000,636878,30.3,3050000,145,0.2
3-00207-7502,321-R1,75 POPLAR STREET,BROOKLYN HEIGHTS,R4-ELEVATOR,56,1910,74131,2001537,27,9589997,129,3-00237-0054,25 MONROE PLACE,BROOKLYN HEIGHTS,D3-ELEVATOR,67,1938,60720,1666625,27.4,7980000,131,0.35,3-00275-0001,200 CLINTON STREET,BROOKLYN HEIGHTS,D7-ELEVATOR,94,1926,73032,1730892,23.7,7520000,103,0.75
3-00242-7501,196-R1,205 HICKS STREET,BROOKLYN HEIGHTS,R9-CONDOPS,23,1900,25230,489714,19.41,2070000,82,3-00235-0042,36 CLARK STREET,BROOKLYN HEIGHTS,D1-ELEVATOR,33,1910,24570,635157,25.9,2760000,112,0.1,,,,,,,,,,,,
3-00254-7501,413-R1,132 REMSEN STREET,BROOKLYN HEIGHTS,R2-WALK-UP,12,1900,9207,276210,30,1320001,143,3-00253-0003,109 JORALEMON STREET,BROOKLYN HEIGHTS,C1-WALK-UP,12,1900,5510,174417,31.7,836000,152,0.1,3-00248-0033,118 MONTAGUE STREET,BROOKLYN HEIGHTS,C7-WALK-UP,14,1900,7250,226150,31.2,1080000,149,0.1
3-00258-7501,1015-R1,60 STATE STREET,BROOKLYN HEIGHTS,R4-ELEVATOR,11,2001,21259,605881,28.5,2900000,136,3-00226-0004,89 HICKS STREET,BROOKLYN HEIGHTS,D3-ELEVATOR,48,1940,21000,636878,30.3,3050000,145,0.55,3-00254-0013,131 JORALEMON STREET,BROOKLYN HEIGHTS,D1-ELEVATOR,36,1917,24192,659309,27.3,3160000,131,0.25
3-00265-7501,849-R1,64 COURT STREET,BROOKLYN HEIGHTS,R4-ELEVATOR,33,1921,32500,812500,25,3529997,109,3-00235-0042,36 CLARK STREET,BROOKLYN HEIGHTS,D1-ELEVATOR,33,1910,24570,635157,25.9,2760000,112,0.35,3-00254-0013,131 JORALEMON STREET,BROOKLYN HEIGHTS,D1-ELEVATOR,36,1917,24192,659309,27.3,3160000,131,0.15
3-00269-7501,1702-R1,110 LIVINGSTON STREET,DOWNTOWN-FULTON MALL,R4-ELEVATOR,299,1926,324465,9085020,28,43500006,134,3-00250-0030,182 MONTAGUE STREET,BROOKLYN HEIGHTS,D6-ELEVATOR,187,1999,182000,8007050,44,40200000,221,0.2,3-00271-0001,205 STATE STREET,DOWNTOWN-FULTON MALL,D1-ELEVATOR,364,2003,242752,5871312,24.19,25500000,105,0.04
3-00277-7501,1467-R1,125 COURT STREET,BOERUM HILL,R4-ELEVATOR,321,2005,248762,7462860,30,39500000,159,3-00271-0001,205 STATE STREET,DOWNTOWN-FULTON MALL,D1-ELEVATOR,364,2003,242752,5871312,24.19,25500000,105,0.05,3-00250-0030,182 MONTAGUE STREET,BROOKLYN HEIGHTS,D6-ELEVATOR,187,1999,182000,8007050,44,40200000,221,0.25
3-00280-7501,6-R1,120 BOERUM PLACE,BOERUM HILL,R2-WALK-UP,56,1916,68330,1784096,26.1,7750000,113,3-02310-0004,84 NORTH 9 STREET,WILLIAMSBURG-NORTH,C1-WALK-UP,42,1910,48980,1278748,26.1,5550000,113,2.8,3-00476-0019,204 HUNTINGTON STREET,CARROLL GARDENS,C5-WALK-UP,60,1917,60664,1707094,28.1,8180000,135,0.95
3-00280-7502,841-R1,25 BERGEN STREET,BOERUM HILL,R4-ELEVATOR,14,1910,19388,504088,26,2189999,113,3-00178-0016,404 STATE STREET,BOERUM HILL,D1-ELEVATOR,60,1928,29214,794536,27.2,3810000,130,0.45,3-00254-0066,110 REMSEN STREET,BROOKLYN HEIGHTS,D7-ELEVATOR,15,1900,13258,350398,26.4,1520000,115,0.4
3-00286-7501,51-R1,158 ATLANTIC AVENUE,COBBLE HILL,R2-WALK-UP,20,1900,9924,282834,28.5,1350002,136,3-00154-0040,119 LIVINGSTON STREET,DOWNTOWN-FULTON MALL,C7-WALK-UP,16,1905,9246,265302,28.7,1270000,137,0.3,3-00238-0020,36 MONROE PLACE,BROOKLYN HEIGHTS,C1-WALK-UP,13,1851,6270,219674,35,1050000,167,0.45
3-00300-7501,1221-R1,401 HICKS STREET,COBBLE HILL,R2-WALK-UP,59,2004,84695,1799768,21.25,7810003,92,3-00305-0001,419 HICKS STREET,COBBLE HILL,C1-WALK-UP,114,1870,90288,1512218,16.75,5990000,66,0.05,3-00258-0017,10 COLUMBIA PLACE,BROOKLYN HEIGHTS,C7-WALK-UP,166,1900,104370,1710948,16.39,6770000,65,0.3
3-00319-7501,1037-R1,42 TIFFANY PLACE,COBBLE HILL-WEST,R4-ELEVATOR,12,0,14291,300111,21,1299999,91,3-00376-0023,104 LUQUER STREET,CARROLL GARDENS,D1-ELEVATOR,22,2003,24150,559314,23.16,2490000,103,0.65,3-00235-0042,36 CLARK STREET,BROOKLYN HEIGHTS,D1-ELEVATOR,33,1910,24570,635157,25.9,2760000,112,0.8
3-00319-7502,1481-R1,60 TIFFANY PLACE,COBBLE HILL-WEST,R2-WALK-UP,36,0,41786,877506,21,3809999,91,3-00275-0001,200 CLINTON STREET,BROOKLYN HEIGHTS,D7-ELEVATOR,94,1926,73032,1730892,23.7,7520000,103,0.45,3-00237-0054,25 MONROE PLACE,BROOKLYN HEIGHTS,D3-ELEVATOR,67,1938,60720,1666625,27.4,7980000,131,0.8
3-00319-7503,1691-R1,20 TIFFANY PLACE,COBBLE HILL-WEST,R4-ELEVATOR,13,2006,17463,312000,17.87,1079990,62,3-00330-0044,145 SACKETT STREET,COBBLE HILL-WEST,D9-ELEVATOR,17,1989,15120,319213,21.11,1390000,92,0.1,3-00309-0035,115 KANE STREET,COBBLE HILL-WEST,D3-ELEVATOR,12,2006,15471,195000,12.6,685000,44.3,0.1
3-00320-7501,84-R1,10208 KANE STREET,COBBLE HILL-WEST,R4-ELEVATOR,70,1921,71212,1174998,16.5,4650002,65,3-00265-0006,59 LIVINGSTON STREET,BROOKLYN HEIGHTS,D1-ELEVATOR,43,1917,63224,1098719,17.38,4350000,69,0.6,3-00247-0028,74 MONTAGUE STREET,BROOKLYN HEIGHTS,D3-ELEVATOR,59,1912,54640,1025052,18.76,4060000,74,0.65
3-00320-7502,441-R1,63 TIFFANY PLACE,COBBLE HILL-WEST,R4-ELEVATOR,70,1917,84000,1558200,18.55,6170004,73,3-00416-0017,419 DE GRAW STREET,GOWANUS,D5-ELEVATOR,90,1931,76334,1568292,20.55,6810000,89,0.65,3-00305-0001,419 HICKS STREET,COBBLE HILL,C1-WALK-UP,114,1870,90288,1512218,16.75,5990000,66,0.15
3-00320-7503,665-R1,29 TIFFANY PLACE,COBBLE HILL-WEST,R4-ELEVATOR,71,1930,79058,1818334,23,7899999,100,3-00275-0001,200 CLINTON STREET,BROOKLYN HEIGHTS,D7-ELEVATOR,94,1926,73032,1730892,23.7,7520000,103,0.45,3-00237-0054,25 MONROE PLACE,BROOKLYN HEIGHTS,D3-ELEVATOR,67,1938,60720,1666625,27.4,7980000,131,0.8
3-00321-7501,44-R1,501 HICKS STREET,COBBLE HILL,R2-WALK-UP,34,1922,36973,636305,17.21,2520000,68,3-00310-0003,445 HICKS STREET,COBBLE HILL,C1-WALK-UP,72,1870,50490,872367,17.28,3450000,68,0.1,3-01089-0001,719 8 AVENUE,PARK SLOPE,C1-WALK-UP,32,1905,31468,658728,20.93,2860000,91,1.8
3-00331-7501,108-R1,192 DE GRAW STREET,COBBLE HILL,R4-ELEVATOR,60,1825,52529,945522,18,3739993,71,3-00254-0081,142 REMSEN STREET,BROOKLYN HEIGHTS,D7-ELEVATOR,51,1936,41250,752857,18.25,2980000,72,0.65,3-00254-0006,141 JORALEMON STREET,BROOKLYN HEIGHTS,D3-ELEVATOR,47,1923,46410,921440,19.85,4000000,86,0.65
3-00336-7502,888-R1,156 SACKETT STREET,COBBLE HILL-WEST,R4-ELEVATOR,20,2000,24122,538403,22.32,2339998,97,3-00042-0018,254 WATER STREET,DOWNTOWN-FULTON FERRY,D8-ELEVATOR,26,2002,28358,632997,22.32,2750000,97,1.6,3-00376-0023,104 LUQUER STREET,CARROLL GARDENS,D1-ELEVATOR,22,2003,24150,559314,23.16,2490000,103,0.5
3-00345-7501,406-R1,358 COURT STREET,CARROLL GARDENS,R2-WALK-UP,26,1890,20000,364000,18.2,1439999,72,3-00366-0028,104 2 PLACE,CARROLL GARDENS,C7-WALK-UP,15,1900,10000,205541,20.55,893000,89,0.2,3-00355-0009,154 CARROLL STREET,CARROLL GARDENS,C1-WALK-UP,16,1915,11700,229557,19.62,997000,85,0.15
3-00348-7501,1454-R1,69 CARROLL STREET,COBBLE HILL-WEST,R4-ELEVATOR,13,2005,15394,330971,21.5,1440002,94,3-00376-0023,104 LUQUER STREET,CARROLL GARDENS,D1-ELEVATOR,22,2003,24150,559314,23.16,2490000,103,0.4,,,,,,,,,,,,
3-00357-7501,562-R1,296 COLUMBIA STREET,COBBLE HILL-WEST,R9-CONDOPS,14,0,9393,140895,15,542000,58,3-00311-0036,197 KANE STREET,COBBLE HILL,C1-WALK-UP,13,1900,8600,230700,26.8,1000000,116,0.5,3-00306-0024,286 CLINTON STREET,COBBLE HILL,C1-WALK-UP,11,1900,7000,119798,17.11,474000,68,0.55
3-00364-7501,1220-R1,653 HICKS STREET,CARROLL GARDENS,R4-ELEVATOR,40,2004,56542,1271629,22.49,5519999,98,3-00275-0001,200 CLINTON STREET,BROOKLYN HEIGHTS,D7-ELEVATOR,94,1926,73032,1730892,23.7,7520000,103,0.8,3-00237-0054,25 MONROE PLACE,BROOKLYN HEIGHTS,D3-ELEVATOR,67,1938,60720,1666625,27.4,7980000,131,1.2
3-00377-7501,145-R1,529 CLINTON STREET,CARROLL GARDENS,R2-WALK-UP,15,1900,13201,217816,16.5,861999,65,3-01093-0001,911 8 AVENUE,PARK SLOPE,C1-WALK-UP,16,1920,12160,234254,19.26,1020000,84,1.4,3-00975-0017,390 2 STREET,PARK SLOPE,C1-WALK-UP,16,1920,16752,360679,21.53,1570000,94,1
3-00389-7501,1188-R1,328 BERGEN STREET,BOERUM HILL,R2-WALK-UP,20,2004,32490,771312,23.74,3350004,103,3-00249-0030,138 MONTAGUE STREET,BROOKLYN HEIGHTS,C7-WALK-UP,26,1960,16334,605508,37.1,3040000,186,1.05,3-00258-0048,42 COLUMBIA PLACE,BROOKLYN HEIGHTS,C1-WALK-UP,20,1900,11160,348084,31.2,1670000,150,1.2
3-00391-7501,91-R1,173 SMITH STREET,BOERUM HILL,R4-ELEVATOR,42,1915,49690,894420,18,3540002,71,3-00254-0081,142 REMSEN STREET,BROOKLYN HEIGHTS,D7-ELEVATOR,51,1936,41250,752857,18.25,2980000,72,0.6,3-00254-0006,141 JORALEMON STREET,BROOKLYN HEIGHTS,D3-ELEVATOR,47,1923,46410,921440,19.85,4000000,86,0.6
3-00396-7501,764-R1,318 WARREN STREET,BOERUM HILL,R2-WALK-UP,48,1910,63000,1496250,23.75,6320000,100,3-00237-0054,25 MONROE PLACE,BROOKLYN HEIGHTS,D3-ELEVATOR,67,1938,60720,1666625,27.4,7980000,131,0.75,3-00275-0001,200 CLINTON STREET,BROOKLYN HEIGHTS,D7-ELEVATOR,94,1926,73032,1730892,23.7,7520000,103,0.4
3-00421-7501,943-R1,344 DE GRAW STREET,CARROLL GARDENS,R4-ELEVATOR,26,2000,33198,829950,25,3599997,108,3-00376-0023,104 LUQUER STREET,CARROLL GARDENS,D1-ELEVATOR,22,2003,24150,559314,23.16,2490000,103,0.5,3-00254-0013,131 JORALEMON STREET,BROOKLYN HEIGHTS,D1-ELEVATOR,36,1917,24192,659309,27.3,3160000,131,0.7
3-00444-7501,229-R1,376 PRESIDENT STREET,GOWANUS,R4-ELEVATOR,55,1938,54818,986724,18,3909998,71,3-00254-0081,142 REMSEN STREET,BROOKLYN HEIGHTS,D7-ELEVATOR,51,1936,41250,752857,18.25,2980000,72,1,3-00254-0006,141 JORALEMON STREET,BROOKLYN HEIGHTS,D3-ELEVATOR,47,1923,46410,921440,19.85,4000000,86,1
3-00464-7501,392-R1,395 SMITH STREET,CARROLL GARDENS,R2-WALK-UP,12,0,10604,190872,18,755998,71,3-00436-0022,360 UNION STREET,CARROLL GARDENS,C1-WALK-UP,16,1920,10248,174882,17.06,692000,68,0.2,3-00366-0028,104 2 PLACE,CARROLL GARDENS,C7-WALK-UP,15,1900,10000,205541,20.55,893000,89,0.2
3-00470-7502,1491-R1,191 LUQUER STREET,CARROLL GARDENS,R4-ELEVATOR,12,0,14037,266703,19,1060000,76,3-00376-0023,104 LUQUER STREET,CARROLL GARDENS,D1-ELEVATOR,22,2003,24150,559314,23.16,2490000,103,0.2,3-00821-0005,5411 2 AVENUE,BUSH TERMINAL,D7-ELEVATOR,18,2002,17790,297222,16.71,1180000,66,2.45
3-00476-7501,1558-R1,505 COURT STREET,CARROLL GARDENS,R4-ELEVATOR,124,2006,133465,3089714,23.15,13400004,100,3-00476-0019,204 HUNTINGTON STREET,CARROLL GARDENS,C5-WALK-UP,60,1917,60664,1707094,28.1,8180000,135,0,3-00305-0001,419 HICKS STREET,COBBLE HILL,C1-WALK-UP,114,1870,90288,1512218,16.75,5990000,66,0.85
3-00478-7501,1643-R1,529 COURT STREET,CARROLL GARDENS,R4-ELEVATOR,25,2005,24769,693532,28,3320001,134,3-00254-0013,131 JORALEMON STREET,BROOKLYN HEIGHTS,D1-ELEVATOR,36,1917,24192,659309,27.3,3160000,131,1.3,3-00376-0023,104 LUQUER STREET,CARROLL GARDENS,D1-ELEVATOR,22,2003,24150,559314,23.16,2490000,103,0.25
3-00636-7501,49-R1,660 4 AVENUE,SUNSET PARK,R2-WALK-UP,23,1930,10247,151655,14.8,553995,54,3-00681-0052,215 33 STREET,SUNSET PARK,C1-WALK-UP,24,1917,13400,216822,16.18,858000,64,0.65,,,,,,,,,,,,
3-00646-7501,559-R1,224 22 STREET,SUNSET PARK,R2-WALK-UP,14,1995,10000,167500,16.75,662998,66,3-00657-0042,784 4 AVENUE,SUNSET PARK,C7-WALK-UP,37,1910,14300,262670,18.37,1040000,73,0.25,3-05782-0054,445 61 STREET,SUNSET PARK,C1-WALK-UP,21,1922,14200,245063,17.26,574000,40.4,1.9
3-00874-7502,1238-R1,319 18 STREET,SUNSET PARK,R2-WALK-UP,13,2004,12334,262714,21.3,1140001,92,3-00740-0006,602 44 STREET,SUNSET PARK,C1-WALK-UP,28,1910,15000,416763,27.8,2000000,133,1.35,,,,,,,,,,,,
3-00886-7501,1425-R1,315 20 STREET,SUNSET PARK,R4-ELEVATOR,13,2004,13070,279305,21.37,1209999,93,3-01063-0021,206 BERKELEY PLACE,PARK SLOPE,D1-ELEVATOR,24,1920,11754,297047,25.3,1290000,110,1.25,3-01067-0007,820 PRESIDENT STREET,PARK SLOPE,D7-ELEVATOR,20,1920,16470,618000,37.5,3100000,188,1.15
3-00886-7502,1665-R1,560 7 AVENUE,SUNSET PARK,R4-ELEVATOR,11,2004,12090,317120,26.2,1379998,114,3-00657-0042,784 4 AVENUE,SUNSET PARK,C7-WALK-UP,37,1910,14300,262670,18.37,1040000,73,0.55,3-00740-0006,602 44 STREET,SUNSET PARK,C1-WALK-UP,28,1910,15000,416763,27.8,2000000,133,1.25
3-00891-7501,1219-R1,259 21 STREET,SUNSET PARK,R2-WALK-UP,38,1904,47862,1112791,23.25,4829996,101,3-01156-0090,464 ST MARK'S AVENUE,CROWN HEIGHTS,D5-ELEVATOR,83,1930,44730,1413409,31.6,6770000,151,2.05,3-01156-0015,480 ST MARK'S AVENUE,CROWN HEIGHTS,D5-ELEVATOR,70,1930,42562,1209061,28.4,5790000,136,2.05
3-00892-7501,1729-R1,351 26 AVENUE,SUNSET PARK,R2-WALK-UP,16,2006,12490,214078,17.14,846996,68,3-00657-0042,784 4 AVENUE,SUNSET PARK,C7-WALK-UP,37,1910,14300,262670,18.37,1040000,73,0.55,3-05782-0054,445 61 STREET,SUNSET PARK,C1-WALK-UP,21,1922,14200,245063,17.26,574000,40.4,2
3-00895-7502,1794-R1,35 MC DONALD AVENUE,WINDSOR TERRACE,R4-ELEVATOR,35,2006,36872,814871,22.1,3540000,96,3-01093-0038,150 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,30,1921,35298,813994,23.06,3530000,100,0.75,3-01091-0040,136 PROSPECT PARK WEST,PARK SLOPE,D1-ELEVATOR,18,1931,20562,429355,20.88,1860000,90,0.8
3-00895-7503,1931-R1,11 TERRACE PLACE,WINDSOR TERRACE,R2-WALK-UP,18,2006,17983,409113,22.75,1780001,99,3-00657-0042,784 4 AVENUE,SUNSET PARK,C7-WALK-UP,37,1910,14300,262670,18.37,1040000,73,1.1,3-00740-0006,602 44 STREET,SUNSET PARK,C1-WALK-UP,28,1910,15000,416763,27.8,2000000,133,1.35
3-00900-7501,1864-R1,320 23 STREET,SUNSET PARK,R2-WALK-UP,16,2006,12950,297850,23,1290006,100,3-00740-0006,602 44 STREET,SUNSET PARK,C1-WALK-UP,28,1910,15000,416763,27.8,2000000,133,1.1,3-00657-0042,784 4 AVENUE,SUNSET PARK,C7-WALK-UP,37,1910,14300,262670,18.37,1040000,73,0.5
3-00900-7502,1830-R1,313 23 STREET,SUNSET PARK,R2-WALK-UP,16,2006,12930,297390,23,1290006,100,3-00740-0006,602 44 STREET,SUNSET PARK,C1-WALK-UP,28,1910,15000,416763,27.8,2000000,133,1.1,3-00657-0042,784 4 AVENUE,SUNSET PARK,C7-WALK-UP,37,1910,14300,262670,18.37,1040000,73,0.5
3-00915-7501,1156-R1,755 40 STREET,SUNSET PARK,R4-ELEVATOR,12,2002,10194,211525,20.75,696000,68,3-01063-0021,206 BERKELEY PLACE,PARK SLOPE,D1-ELEVATOR,24,1920,11754,297047,25.3,1290000,110,2.25,3-01067-0007,820 PRESIDENT STREET,PARK SLOPE,D7-ELEVATOR,20,1920,16470,618000,37.5,3100000,188,2.15
3-00925-7501,188-R1,831 43 STREET,BOROUGH PARK,R2-WALK-UP,16,1987,9903,165875,16.75,656999,66,3-05351-0008,58 CHURCH AVENUE,BOROUGH PARK,C1-WALK-UP,20,1930,13500,230887,17.1,914000,68,0.95,3-05351-0011,64 CHURCH AVENUE,BOROUGH PARK,C1-WALK-UP,20,1916,13500,209568,15.52,830000,61,0.95
