DBN,DISTRICT,SCHOOL,PRINCIPAL,2007-08 SCHOOL SUPPORT ORGANIZATION,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,OVERALL GRADE,OVERALL SCORE,ENVIRONMENT CATEGORY SCORE,ENVIRONMENT GRADE,PERFORMANCE CATEGORY SCORE,PERFORMANCE GRADE,PROGRESS CATEGORY SCORE,PROGRESS GRADE,ADDITIONAL CREDIT,2006-07 PROGRESS REPORT GRADE,2007-08 QUALITY REVIEW SCORE,2006-07 FEDERAL ACCOUNTABILITY STATUS
14K577,14,CONSELYEA PREPARATORY SCHOOL,Maria Masullo,CLSO,ESMS,Middle School,3.35,B,63.3,12.5,A,17.7,A,30.1,B,3,A,Proficient,In Good Standing
14K582,14,M.S. 582,Brian Walsh,CLSO,ESMS,Middle School,3.17,D,37.8,8.5,B,9.6,F,18.2,D,1.5,C,Well Developed,In Good Standing
14K583,14,MULTICULTURAL HIGH SCHOOL,Altagracia Liciaga,ESO,HS,High School,1.94,,,,,,,,,2,,,In Good Standing
14K586,14,LYONS COMMUNITY SCHOOL,Karen Onishi-Taeko,New Visions,ESMS,Middle School,2.81,,,,,,,,,,,,In Good Standing
14K586,14,LYONS COMMUNITY SCHOOL,Karen Onishi-Taeko,New Visions,HS,High School,2.27,,,,,,,,,1,,,In Good Standing
14K610,14,AUTOMOTIVE HIGH SCHOOL,Melissa Silberman,CLSO,HS,High School,2.02,B,48.7,6.6,B,9.8,C,29.3,B,3,F,Well Developed,Restructuring - Year 3
14K685,14,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,Hector Calderon,ESO,HS,High School,2.02,A,70.2,12,A,15.8,B,38.4,A,4,B,Well Developed,Planning for Restructuring
15K001,15,P.S. 001 THE BERGEN,Zaida Vega,ESO,ESMS,Elementary School,61.08,B,54.9,9.9,A,15.5,B,28.7,B,0.75,B,Well Developed,In Need of Improvement - Year 1
15K010,15,MAGNET SCHOOL OF MATH SCIENCE AND DESIGN TECHNOLOGY,Laura Scott,ESO,ESMS,Elementary School,53.57,A,94,11.9,A,18.1,A,55,A,9,C,Well Developed,In Good Standing
15K015,15,P.S. 015 PATRICK F. DALY,Peggy Wyns-Madison,ESO,ESMS,Elementary School,63.99,A,85.6,12.4,A,18.9,A,46,A,8.25,A,Proficient,In Good Standing
15K024,15,P.S. 024,Christina Fuentes,ESO,ESMS,Elementary School,65.67,A,61.7,11.6,A,17,A,33.1,A,0,A,Outstanding,Planning for Restructuring
15K027,15,AGNES Y. HUMPHREY SCHOOL FOR LEADERSHIP,Sara Belcher-Barnes,New Visions,ESMS,K-8,68.24,D,33.2,3.5,D,4.7,F,24.2,C,0.75,C,Proficient,Restructuring - Year 2
15K027,15,AGNES Y. HUMPHREY SCHOOL FOR LEADERSHIP,Sara Belcher-Barnes,New Visions,HS,High School,1.75,,,,,,,,,0,,Proficient,Restructuring - Year 2
15K029,15,P.S. 029 JOHN M. HARRIGAN,Melanie Raneri-Woods,ESO,ESMS,Elementary School,24.93,C,39,11,A,15.2,B,12.8,D,0,B,Well Developed,In Good Standing
15K032,15,P.S. 032 SAMUELS MILLS SPROLE,Deborah Ann Florio,ESO,ESMS,Elementary School,62.42,A,61.2,12.1,A,16.8,A,31.5,B,0.75,B,Well Developed,In Good Standing
15K038,15,P.S. 038 THE PACIFIC,Yolanda Ramirez,CLSO,ESMS,Elementary School,49.89,D,31.4,8,B,7.2,D,15.4,C,0.75,A,Well Developed,In Good Standing
15K039,15,P.S. 039 HENRY BRISTOW,Anita De Paz,ESO,ESMS,Elementary School,33.90,B,51.1,9.8,A,18,A,21.8,C,1.5,C,Well Developed,In Good Standing
15K051,15,M.S. 51 WILLIAM ALEXANDER,Lenore Berner,CLSO,ESMS,Middle School,3.71,A,67.4,9.3,B,18.4,A,30.7,B,9,B,Well Developed,In Good Standing
15K058,15,P.S. 058 THE CARROLL,Giselle Gault,CLSO,ESMS,Elementary School,27.83,A,78.6,10.9,A,15.6,B,49.1,A,3,D,Proficient,In Good Standing
15K088,15,J.H.S. 088 PETER ROUGET,Ailene Altman Mitchell,CLSO,ESMS,Middle School,3.10,B,64.3,8.8,B,16.4,B,35.3,B,3.75,A,Well Developed,Restructuring - Year 4
15K094,15,P.S. 094 THE HENRY LONGFELLOW,Janette Caban,CLSO,ESMS,Elementary School,51.63,A,75,8.4,B,15,B,43.3,A,8.25,A,Well Developed,In Need of Improvement - Year 1
15K107,15,P.S. 107 JOHN W. KIMBALL,Cynthia Holton,ESO,ESMS,Elementary School,21.16,A,63.7,9.9,A,20.3,A,33.5,A,0,A,Well Developed,In Good Standing
15K124,15,P.S. 124 SILAS B. DUTCHER,Annabelle Martinez,CLSO,ESMS,Elementary School,56.53,A,63.5,9.8,A,21.4,A,32.3,B,0,A,Proficient,In Good Standing
15K130,15,P.S. 130 THE PARKSIDE,Maria Nunziata,CLSO,ESMS,Elementary School,48.33,A,83.3,8.8,B,21,A,52,A,1.5,B,Well Developed,In Good Standing
15K131,15,P.S. 131 BROOKLYN,Ruth Quiles,CLSO,ESMS,Elementary School,55.40,A,80.8,11.2,A,16.6,A,44.7,A,8.25,B,Well Developed,In Good Standing
15K136,15,I.S. 136 CHARLES O. DEWEY,Eric Sackler,ESO,ESMS,Middle School,2.79,B,53.9,8.9,B,14.5,B,28.2,B,2.25,B,Proficient,Planning for Restructuring
15K146,15,P.S. 146,Anna Allanbrook,ESO,ESMS,Elementary School,30.77,A,63.6,10.9,A,19.8,A,31.4,B,1.5,C,Well Developed,In Good Standing
15K154,15,MAGNET SCHOOL FOR SCIENCE & TECHNOLOGY,Samuel Ortiz,ESO,ESMS,Elementary School,26.97,B,59,9.6,A,13.5,B,32.9,A,3,D,Proficient,In Good Standing
15K169,15,P.S. 169 SUNSET PARK,Josephine Santiago,CLSO,ESMS,Elementary School,53.69,B,49,9.6,A,13.7,B,22.7,C,3,B,Well Developed,In Need of Improvement - Year 1
15K172,15,P.S. 172 BEACON SCHOOL OF EXCELLENCE,Jack Spatola,ESO,ESMS,Elementary School,63.18,A,83.1,15,A,25,A,40.1,A,3,A,Outstanding,In Good Standing
15K230,15,P.S. 230 DORIS L. COHEN,Sharon Fiden,ESO,ESMS,Elementary School,36.26,B,46.3,12.1,A,13.4,B,20,C,0.75,B,Well Developed,In Good Standing
15K261,15,P.S. 261 PHILIP LIVINGSTON,Zipporiah Mills,CLSO,ESMS,Elementary School,37.97,C,37.2,7,B,11.5,B,17.2,C,1.5,C,Proficient,In Good Standing
15K295,15,P.S. 295,Deanna Marco,ESO,ESMS,Elementary School,49.44,A,72.8,9.9,A,15.3,B,43.8,A,3.75,A,Well Developed,In Good Standing
15K321,15,P.S. 321 WILLIAM PENN,Elizabeth Phillips,ESO,ESMS,Elementary School,16.31,B,52.5,12,A,15.1,B,22.4,C,3,B,Well Developed,In Good Standing
15K429,15,BROOKLYN SCHOOL FOR GLOBAL STUDIES,Lisa Gibbs,ESO,ESMS,Middle School,3.04,C,40.8,5.2,C,12.9,C,21.2,C,1.5,C,Well Developed,In Need of Improvement - Year 1
15K429,15,BROOKLYN SCHOOL FOR GLOBAL STUDIES,Lisa Gibbs,ESO,HS,High School,2.09,B,53.7,5.7,B,13.1,B,31.9,B,3,C,Well Developed,In Need of Improvement - Year 1
15K442,15,NEW HORIZONS SCHOOL,Mary Lou Aranyos,CLSO,ESMS,Middle School,2.90,B,50,7.9,B,14.5,B,27.6,B,0,C,Well Developed,In Good Standing
15K443,15,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,Frank Giordano,CLSO,ESMS,Middle School,3.29,A,74.8,10,A,19.9,A,40.4,A,4.5,A,Proficient,In Good Standing
15K447,15,THE MATH & SCIENCE EXPLORATORY SCHOOL,Mrs. Lisa Gioe-Cordi,CLSO,ESMS,Middle School,3.53,A,68.7,7.7,B,21.2,A,32.3,B,7.5,A,Well Developed,In Good Standing
15K448,15,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE  STUDIES,Alyce Barr,ESO,ESMS,Middle School,3.14,A,70.2,9.8,B,16.1,B,37.5,A,6.75,A,Well Developed,In Good Standing
15K448,15,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE  STUDIES,Alyce Barr,ESO,HS,High School,2.10,,,,,,,,,6,,Well Developed,In Good Standing
15K462,15,SECONDARY SCHOOL FOR LAW,Larry Woodbridge,ESO,ESMS,Middle School,2.84,B,61.1,5.7,C,17,B,36.1,A,2.25,C,Proficient,In Need of Improvement - Year 1
15K462,15,SECONDARY SCHOOL FOR LAW,Larry Woodbridge,ESO,HS,High School,2.69,D,33.5,4,C,5.9,F,22.6,C,1,C,Proficient,In Need of Improvement - Year 1
15K463,15,SECONDARY SCHOOL FOR JOURNALISM,Abbie Reif,CLSO,ESMS,Middle School,2.86,A,74.9,6.6,B,19.1,A,44.7,A,4.5,A,Proficient,In Need of Improvement - Year 1
15K463,15,SECONDARY SCHOOL FOR JOURNALISM,Abbie Reif,CLSO,HS,High School,2.51,C,38.5,4,C,9.7,C,20.8,C,4,C,Proficient,In Need of Improvement - Year 1
15K464,15,SECONDARY SCHOOL FOR RESEARCH,Jill Bloomberg,CLSO,ESMS,Middle School,2.97,B,57.2,8.5,B,16.1,B,31.8,B,0.75,B,Well Developed,In Need of Improvement - Year 1
15K464,15,SECONDARY SCHOOL FOR RESEARCH,Jill Bloomberg,CLSO,HS,High School,2.29,B,54,8.1,B,11.3,B,28.6,B,6,C,Well Developed,In Need of Improvement - Year 1
15K497,15,SCHOOL FOR INTERNATIONAL STUDIES,Fred Walsh,CLSO,ESMS,Middle School,3.01,C,45.9,6.1,C,19.1,A,19.9,C,0.75,A,Proficient,In Good Standing
15K497,15,SCHOOL FOR INTERNATIONAL STUDIES,Fred Walsh,CLSO,HS,High School,2.23,B,61.3,6.4,B,12.3,B,35.6,A,7,B,Proficient,In Good Standing
15K498,15,ACORN HIGH SCHOOL FOR SOCIAL JUSTICE,Karen Watts,CLSO,HS,High School,1.96,B,49.3,7,B,10.4,B,28.9,B,3,F,Well Developed,In Need of Improvement - Year 2
15K519,15,COBBLE HILL SCHOOL OF AMERICAN STUDIES,Kenneth Cuthbert,CLSO,HS,High School,1.82,C,43.4,6.9,B,9.3,C,26.2,B,1,D,Proficient,In Need of Improvement - Year 2
15K520,15,PACIFIC HIGH SCHOOL,Michael Courtney,ESO,HS,Transfer School,2.23,C,36.9,7,B,10.3,C,19.6,C,0,D,Proficient,In Good Standing
15K529,15,WEST BROOKLYN COMMUNITY HIGH SCHOOL,Liliana Polo,New Visions,HS,Transfer School,2.56,A,81.4,9.9,A,22.4,A,44.1,A,5,,Proficient,In Good Standing
15K530,15,METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL,Lennel George,CLSO,HS,High School,2.15,C,39.1,5.9,B,10.1,B,21.1,C,2,C,Underdeveloped with Proficient Features,Planning for Restructuring
15K592,15,KHALIL GIBRAN INTERNATIONAL ACADEMY,Holly Anne Reichert,New Visions,ESMS,Middle School,3.01,,,,,,,,,,,,In Good Standing
15K656,15,BROOKLYN HIGH SCHOOL OF THE ARTS,Robert Finley,ESO,HS,High School,2.72,B,52.9,7,B,10.8,B,31.1,B,4,C,Proficient,In Good Standing
15K698,15,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,Vanda Belusic-Vollor,New Visions,HS,Transfer School,2.41,B,43.2,8.9,B,13.6,B,20.7,B,0,B,Proficient,In Need of Improvement - Year 2
15K821,15,SUNSET PARK PREP,Lola Padin,CLSO,ESMS,Middle School,3.30,B,59.1,6.8,B,18.1,A,33.4,B,0.75,A,Well Developed,In Good Standing
16K005,16,P.S. 005 DR. RONALD MCNAIR,Lena Gates,CLSO,ESMS,Elementary School,58.60,A,71.7,5.3,C,19.2,A,41.2,A,6,F,Well Developed,In Good Standing
16K021,16,P.S. 021 CRISPUS ATTUCKS,Harold Anderson,ESO,ESMS,Elementary School,54.36,A,65.9,10.7,A,19.9,A,33.8,A,1.5,B,Well Developed,In Good Standing
16K025,16,P.S. 025 EUBIE BLAKE SCHOOL,Ms. Carol Walcott,CLSO,ESMS,Elementary School,61.36,B,51.2,8.4,B,14.5,B,26.8,B,1.5,B,Proficient,In Corrective Action
16K026,16,P.S. 026 JESSE OWENS,Michele Ashley,CLSO,ESMS,Elementary School,58.33,B,52.2,9.1,B,18.1,A,24.2,B,0.75,A,Well Developed,In Good Standing
16K028,16,P.S. 028 THE WARREN,Sadie Silver,CLSO,ESMS,Elementary School,58.37,B,54.8,11.2,A,12.3,B,31.3,B,0,F,Proficient,In Good Standing
16K035,16,M.S. 035 STEPHEN DECATUR,Jacklyn Charles-Marcus,CLSO,ESMS,Middle School,2.80,A,72.1,10,A,16.2,B,42.1,A,3.75,B,Proficient,Restructuring - Year 1
16K040,16,P.S. 040 GEORGE W. CARVER,Leonie Hibbert,CLSO,ESMS,Elementary School,61.46,B,58,7.1,B,12,B,35.9,A,3,C,Well Developed,In Good Standing
16K057,16,J.H.S. 057 WHITELAW REID,Celeste Douglas,CLSO,ESMS,Middle School,2.79,B,54.5,9.6,B,14.5,B,26.6,B,3.75,C,Well Developed,Restructuring - Year 2
16K081,16,P.S. 081 THADDEUS STEVENS,Cheryl Ault,ESO,ESMS,Elementary School,60.34,A,59.6,8.7,B,15.9,A,32,B,3,A,Well Developed,In Need of Improvement - Year 2
16K143,16,M.S. 143 PERFORMING & FINE ARTS,Mr. Adofo Muhammad,CLSO,ESMS,Middle School,,,,,,,,,,,,,Restructuring - Year 1
16K243,16,P.S. 243 WEEKSVILLE,Karen Hambright,CLSO,ESMS,Elementary School,65.02,A,77.4,7.7,B,14.9,B,48.8,A,6,B,Proficient,In Need of Improvement - Year 1
16K262,16,P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL,Joeletha Ferguson,CLSO,ESMS,Elementary School,60.73,A,62.5,8.7,B,23,A,27.8,B,3,A,Well Developed,In Good Standing
16K267,16,M.S. 267 MATH SCIENCE & TECHNOLOGY,Patricia King,CLSO,ESMS,Middle School,2.82,A,67.4,3.9,F,17.9,A,36.6,A,9,F,Proficient,In Corrective Action
16K304,16,P.S. 304 CASIMIR PULASKI,Laverne Robinson,CLSO,ESMS,Elementary School,,,,,,,,,,,F,,In Need of Improvement - Year 1
16K308,16,P.S. 308 CLARA CARDWELL,Dr. Gail Bell-Baptiste,CLSO,ESMS,K-8,58.14,B,53.6,8,B,15.4,B,28.7,B,1.5,B,Well Developed,In Need of Improvement - Year 1
16K309,16,P.S. 309 GEORGE E. WIBECAN,Rebecca Fonville,CLSO,ESMS,Elementary School,57.82,B,48.4,5.4,C,12.4,B,29.1,B,1.5,D,Proficient,In Good Standing
16K322,16,FOUNDATIONS ACADEMY,Gary Beidleman,ESO,HS,High School,2.33,,,,,,,,,0,,Proficient,In Good Standing
16K335,16,P.S. 335 GRANVILLE T. WOODS,Laverne Nimmons,CLSO,ESMS,Elementary School,61.89,A,62,8.6,B,14.9,B,35.5,A,3,C,Well Developed,In Good Standing
16K385,16,SCHOOL OF BUSINESS FINANCE AND ENTREPRENEURSHIP,Glyn Marryshow,CLSO,ESMS,Middle School,2.80,B,53.7,7.3,B,15.6,B,30.8,B,0,A,Proficient,In Good Standing
16K393,16,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,Marian Bowden,CLSO,ESMS,Middle School,3.46,C,41.5,4.1,D,13.7,C,22.2,C,1.5,C,Well Developed,In Good Standing
16K393,16,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,Marian Bowden,CLSO,HS,High School,2.43,,,,,,,,,6,,Well Developed,In Good Standing
16K455,16,BOYS AND GIRLS HIGH SCHOOL,Spencer Holder,CLSO,HS,High School,1.94,B,43.6,4.4,C,8.8,C,29.4,B,1,C,Proficient,Requiring Academic Progress - Year 5
16K534,16,UPPER SCHOOL @ P.S. 25,William Cooper,CLSO,ESMS,Middle School,2.69,C,48.4,6.1,C,14.2,B,28.1,B,0,,Proficient,In Good Standing
16K584,16,M.S. 584,Gilleyan J. Hargrove,CLSO,ESMS,Middle School,2.90,B,56.3,8.8,B,14.9,B,28.1,B,4.5,B,Proficient,In Good Standing
16K594,16,GOTHAM PROFESSIONAL ARTS ACADEMY,Alexander White,ESO,HS,High School,2.45,,,,,,,,,1,,,In Good Standing
17K002,17,M.S. 002,Adrienne Spencer,ICI,ESMS,Middle School,2.78,A,69.5,9.7,B,17.4,B,35.6,A,6.75,B,Outstanding,In Corrective Action
17K006,17,P.S. 006,Ellen Carlisle,ESO,ESMS,Elementary School,61.48,A,67.5,10.1,A,19.4,A,32,B,6,B,Well Developed,In Good Standing
17K012,17,P.S. 012,Nyree Dixon,ICI,ESMS,K-8,60.28,D,38.2,5.3,C,8.7,D,24.2,C,0,D,Proficient,Restructuring - Year 1
17K022,17,P.S. 022,Carlen Padmore,ESO,ESMS,Elementary School,64.11,B,56.4,4.8,C,14.3,B,33.5,A,3.75,D,Proficient,In Good Standing
17K061,17,M.S. 061 GLADSTONE H. ATWELL,Rhonda Hurdle Taylor,ICI,ESMS,Middle School,3.09,B,60.3,8.9,B,16.2,B,31.4,B,3.75,B,Well Developed,Restructuring - Year 3
17K091,17,P.S. 091 THE ALBANY AVENUE SCHOOL,Mr. Solomon Long,CLSO,ESMS,Elementary School,64.96,A,81,8.5,B,21.7,A,44.8,A,6,B,Well Developed,In Good Standing
17K092,17,P.S. 092 ADRIAN HEGEMAN,Ms. Diana Rahmaan,ESO,ESMS,Elementary School,58.32,B,54.2,9.2,A,12.2,B,29,B,3.75,C,Well Developed,In Good Standing
17K138,17,P.S. 138 BROOKLYN,Ms. Marie Chauvet-Monchik,ICI,ESMS,K-8,59.72,A,76.3,10.7,A,17.7,B,41.9,A,6,C,Proficient,In Need of Improvement - Year 1
17K161,17,P.S. 161 THE CROWN,Ms. Deborah Barrett,ESO,ESMS,K-8,52.07,C,38.5,8.8,B,17,B,11.9,D,0.75,B,Well Developed,In Good Standing
17K167,17,P.S. 167 THE PARKWAY,Joan Palmer,KLSO,ESMS,Elementary School,63.17,B,46.8,7.5,B,10.7,C,27.8,B,0.75,D,Proficient,In Good Standing
17K181,17,P.S. 181 BROOKLYN,Lowell Coleman,ICI,ESMS,K-8,57.57,B,60.2,6.8,C,17.1,B,31.8,B,4.5,B,Well Developed,In Good Standing
17K189,17,P.S. 189 LINCOLN TERRACE,Ms. Berthe G. Faustin,ESO,ESMS,K-8,59.24,A,98.5,11.9,A,23.4,A,51.2,A,12,A,Well Developed,In Good Standing
17K191,17,P.S. 191 PAUL ROBESON,Mrs. Elsi Capolongo,CLSO,ESMS,Elementary School,64.62,B,52.2,6.1,C,14.3,B,28,B,3.75,C,Well Developed,In Good Standing
17K221,17,P.S. 221 TOSSAINT L'OUVERTURE,Clara Moodie-Kirkland,CLSO,ESMS,Elementary School,56.26,C,43.7,8.3,B,13.1,B,22.3,C,0,B,Well Developed,In Good Standing
17K241,17,P.S. 241 EMMA L. JOHNSTON,Philip A. Dominique,ESO,ESMS,Elementary School,61.61,A,77.6,9.8,A,18.8,A,46.7,A,2.25,B,Well Developed,In Good Standing
17K246,17,M.S. 246 WALT WHITMAN,Bentley Warrington,ICI,ESMS,Middle School,2.81,B,57.8,7.9,B,14.5,B,33.1,B,2.25,C,Proficient,Restructuring - Year 4
17K289,17,P.S. 289 GEORGE V. BROWER,Mr. Dennis O. Jeffers,ESO,ESMS,Elementary School,59.38,A,75,8.1,B,19.6,A,41.3,A,6,B,Proficient,In Good Standing
17K316,17,P.S. 316 ELIJAH STROUD,Tracey Collins,ESO,ESMS,Elementary School,62.84,B,58.4,5.1,C,14,B,37.8,A,1.5,D,Well Developed,Restructuring - Year 2
17K334,17,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EXCELLENCE,Kathleen Clarke-Glover,ESO,ESMS,Middle School,2.68,C,40.9,6.8,B,12.1,C,22,C,0,B,Underdeveloped with Proficient Features,In Good Standing
17K340,17,I.S. 340,Mrs. Jean Williams,ICI,ESMS,Middle School,3.63,F,28.2,6.8,B,11.8,D,9.6,D,0,D,Proficient,In Good Standing
17K352,17,EBBETS FIELD MIDDLE SCHOOL,Margie Baker,CLSO,ESMS,Middle School,2.73,B,62,6.4,C,13.8,B,32.8,B,9,B,Well Developed,In Need of Improvement - Year 1
17K353,17,ELIJAH STROUD MIDDLE SCHOOL,Claudette Essor,ESO,ESMS,Middle School,2.90,A,75.3,11.8,A,18.3,A,41.4,A,3.75,A,Well Developed,In Good Standing
17K354,17,THE SCHOOL OF INTEGRATED LEARNING,Monique Campbell,ESO,ESMS,Middle School,2.65,B,51.6,8.1,B,15,B,27.7,B,0.75,B,Proficient,In Good Standing
17K375,17,P.S. 375 JACKIE-ROBINSON SCHOOL,Ms. Marion Wilson,CLSO,ESMS,Elementary School,61.88,B,51.1,11.3,A,11.9,B,27.1,B,0.75,D,Well Developed,In Need of Improvement - Year 2
17K382,17,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOAR,Ditta Korbeogo,ESO,ESMS,Middle School,3.16,A,76.3,8.2,B,18.1,A,48.5,A,1.5,,Proficient,In Good Standing
17K382,17,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOAR,Ditta Korbeogo,ESO,HS,High School,2.46,,,,,,,,,0,,Proficient,In Good Standing
17K394,17,M.S. K394,Ms. Claudette Murray,CLSO,ESMS,K-8,60.71,A,76.3,11.9,A,21.2,A,38.7,A,4.5,C,Well Developed,In Good Standing
17K397,17,P.S. 397 FOSTER-LAURIE,Nancy Colon,Fordham,ESMS,Elementary School,55.77,B,48.6,10,A,13.9,B,23.9,B,0.75,C,Proficient,In Good Standing
17K398,17,P.S. 398 WALTER WEAVER,Diane Danay-Caban,ICI,ESMS,Elementary School,62.10,D,30.1,7.4,B,7.4,D,15.3,C,0,B,Proficient,In Need of Improvement - Year 2
17K399,17,P.S. 399 STANLEY EUGENE CLARK,Marion J. Brown,ESO,ESMS,Elementary School,59.44,A,78.6,14.5,A,25,A,37.6,A,1.5,A,Well Developed,In Good Standing
17K408,17,ACADEMY OF  HOSPITALITY AND TOURISM,Adam Breier,New Visions,HS,High School,2.34,,,,,,,,,0,,Proficient,In Good Standing
17K484,17,RONALD EDMONDS LEARNING CENTER II,Herbert Daughtry,ESO,ESMS,Middle School,2.76,A,72.5,9,B,20.8,A,41.2,A,1.5,,Proficient,In Good Standing
17K489,17,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,Catherine Hartnett,ESO,HS,Transfer School,2.34,B,47.7,7.9,B,13.8,B,26,B,0,C,Proficient,In Need of Improvement - Year 1
17K524,17,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,Alexandra Anormaliza,ESO,HS,High School,2.18,A,73.5,13.3,A,13.2,B,39,A,8,,Well Developed,In Good Standing
17K528,17,"HIGH SCHOOL FOR GLOBAL CITIZENSHIP, THE",Brad Haggerty,New Visions,HS,High School,2.32,B,52.2,8.8,B,15.4,B,25,B,3,,Proficient,In Good Standing
17K531,17,SCHOOL FOR HUMAN RIGHTS THE,Michael Alexander,New Visions,ESMS,Middle School,2.99,B,57.6,9.1,B,13.4,C,34.3,B,0.75,F,Proficient,In Good Standing
17K531,17,"SCHOOL FOR HUMAN RIGHTS, THE",Michael Alexander,New Visions,HS,High School,2.18,B,45.9,7.9,B,10.6,B,24.4,C,3,,Proficient,In Good Standing
17K533,17,SCHOOL FOR DEMOCRACY AND  LEADERSHIP,Nancy Gannon,ESO,ESMS,Middle School,3.06,C,47.5,6.2,C,10.1,D,30.4,B,0.75,F,Proficient,In Good Standing
17K533,17,SCHOOL FOR DEMOCRACY AND  LEADERSHIP,Nancy Gannon,ESO,HS,High School,2.25,A,68.1,4.9,C,20.2,A,39,A,4,,Proficient,In Good Standing
17K537,17,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS,Mary Prendergast,New Visions,HS,High School,2.06,B,48.6,8.3,B,15.6,B,23.7,C,1,,Well Developed,In Good Standing
17K539,17,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS,Leonard Kassan,ICI,HS,High School,2.12,A,75.3,8.9,B,18,A,43.4,A,5,,Well Developed,In Good Standing
17K543,17,SCIENCE TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS,Henrietta Coursey,CUNY,ESMS,Middle School,3.43,A,72,7.7,B,18.2,A,44.6,A,1.5,,Well Developed,In Good Standing
17K543,17,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",Henrietta Coursey,CUNY,HS,High School,3.19,A,72.9,6.3,B,18.8,A,47.8,A,0,B,Well Developed,In Good Standing
17K544,17,INTERNATIONAL ARTS BUSINESS SCHOOL,Leonard Treotola,New Visions,HS,High School,2.40,B,59.6,10.5,A,20.1,A,28,B,1,B,Well Developed,In Good Standing
17K546,17,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES  OF TOMORROW,Ben Shuldiner,ESO,HS,High School,2.89,A,72.5,9.9,A,15,B,43.6,A,4,B,Well Developed,In Good Standing
17K547,17,BROOKLYN ACADEMY OF SCIENCE AND THE  ENVIRONMENT,Veronica Peterson,New Visions,HS,High School,2.48,B,50.1,4.3,C,15.9,B,28.9,B,1,B,Proficient,In Good Standing
17K548,17,BROOKLYN SCHOOL FOR MUSIC & THEATRE,Pamela Randazzo-Dorcely,New Visions,HS,High School,2.44,A,75.1,9.7,A,22,A,38.4,A,5,B,Proficient,In Good Standing
17K568,17,BROWNSVILLE ACADEMY HIGH SCHOOL,Joanne Nabors,ESO,HS,Transfer School,2.33,B,50.8,9.2,B,13.5,B,26.8,B,1.3,B,Well Developed,In Good Standing
17K587,17,MIDDLE SCHOOL FOR THE ARTS,Susan Hobson-Ransom,ICI,ESMS,Middle School,2.81,C,44.4,7.7,B,11.4,D,23,C,2.25,C,Underdeveloped with Proficient Features,In Need of Improvement - Year 1
17K590,17,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,Dr. Michael A. Wiltshire,CUNY,ESMS,Middle School,3.81,C,48.2,10.2,A,15.7,B,22.3,C,0,C,Well Developed,Requiring Academic Progress - Year 2
17K590,17,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,Dr. Michael A. Wiltshire,CUNY,HS,High School,3.17,B,59.9,8.8,B,13,B,36.1,A,2,B,Well Developed,Requiring Academic Progress - Year 2
17K600,17,CLARA BARTON HIGH SCHOOL,Dr. Richard A. Forman,ICI,HS,High School,2.51,B,47.2,5.6,B,12.1,B,26.5,B,3,B,Proficient,In Good Standing
17K625,17,PAUL ROBESON HIGH SCHOOL,Mr. Ira C. Weston,CLSO,HS,High School,2.03,C,36.6,2.6,F,10.9,B,23.1,C,0,C,Well Developed,In Corrective Action
18K066,18,P.S. 66,Joel Rubenfeld,ESO,ESMS,K-8,49.80,D,36.2,8.2,B,10.6,C,16.6,D,0.75,A,Well Developed,In Good Standing
18K068,18,I.S. 068 ISAAC BILDERSEE,Alex Fralin,ICI,ESMS,Middle School,2.94,B,54.9,6.5,C,15.9,B,30.2,B,2.25,C,Proficient,Restructuring - Year 3
18K114,18,P.S. 114 RYDER ELEMENTARY,Maria Pena-Herrara,ICI,ESMS,Elementary School,52.45,B,46.6,2.3,F,13.7,B,30.6,B,0,D,Underdeveloped with Proficient Features,In Good Standing
18K115,18,P.S. 115 DANIEL MUCATEL SCHOOL,Mitchell Pinsky,ESO,ESMS,Elementary School,52.21,A,71.7,13,A,18.1,A,34.6,A,6,A,Well Developed,In Good Standing
