BORO,CSD,SCHOOL CODE,SCHOOL NAME,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF CLASSES,TOTAL REGISTER,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS,DATA SOURCE
M,1,M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOL,MS CORE,GEN ED,ENGLISH,-,-,9,271,30.1,28,32,ATS
M,1,M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOL,MS CORE,GEN ED,SOCIAL STUDIES,-,-,9,271,30.1,28,32,ATS
M,1,M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOL,MS CORE,GEN ED,SCIENCE,-,-,9,271,30.1,28,32,ATS
M,1,M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOL,MS CORE,GEN ED,MATH,-,-,9,271,30.1,28,32,ATS
M,1,M361,CHILDREN'S WORKSHOP SCHOOL,0K,GEN ED,-,-,-,2,42,21,21,21,ATS
M,1,M361,CHILDREN'S WORKSHOP SCHOOL,01,GEN ED,-,-,-,3,33,11,8,15,ATS
M,1,M361,CHILDREN'S WORKSHOP SCHOOL,02,GEN ED,-,-,-,3,31,10.3,8,13,ATS
M,1,M361,CHILDREN'S WORKSHOP SCHOOL,03,GEN ED,-,-,-,3,31,10.3,9,12,ATS
M,1,M361,CHILDREN'S WORKSHOP SCHOOL,04,GEN ED,-,-,-,3,30,10,9,11,ATS
M,1,M361,CHILDREN'S WORKSHOP SCHOOL,05,GEN ED,-,-,-,1,28,28,28,28,ATS
M,1,M361,CHILDREN'S WORKSHOP SCHOOL,0K-09,SPEC ED,-,-,12:1,1,12,12,12,12,ATS
M,1,M361,CHILDREN'S WORKSHOP SCHOOL,0K-09,SPEC ED,-,-,12:1:1,1,12,12,12,12,ATS
M,1,M363,NEIGHBORHOOD SCHOOL,0K,GEN ED,-,-,-,3,42,14,9,21,ATS
M,1,M363,NEIGHBORHOOD SCHOOL,01,GEN ED,-,-,-,4,38,9.5,9,11,ATS
M,1,M363,NEIGHBORHOOD SCHOOL,02,GEN ED,-,-,-,4,47,11.8,10,13,ATS
M,1,M363,NEIGHBORHOOD SCHOOL,03,GEN ED,-,-,-,2,50,25,24,26,ATS
M,1,M363,NEIGHBORHOOD SCHOOL,04,GEN ED,-,-,-,3,42,14,12,16,ATS
M,1,M363,NEIGHBORHOOD SCHOOL,05,GEN ED,-,-,-,3,37,12.3,9,15,ATS
M,1,M363,NEIGHBORHOOD SCHOOL,0K-09,SPEC ED,-,-,12:1,1,13,13,13,13,ATS
M,1,M363,NEIGHBORHOOD SCHOOL,0K-09,SPEC ED,-,-,12:1:1,1,11,11,13,13,ATS
M,1,M364,EARTH SCHOOL,0K,GEN ED,-,-,-,3,58,19.3,18,20,ATS
M,1,M364,EARTH SCHOOL,03,GEN ED,-,-,-,2,49,24.5,24,25,ATS
M,1,M364,EARTH SCHOOL,0K-09,SPEC ED,-,-,12:1:1,2,23,11.5,11,12,ATS
M,1,M378,SCHOOL FOR GLOBAL LEARNERS,06,GEN ED,-,-,-,3,63,21,19,22,ATS
M,1,M378,SCHOOL FOR GLOBAL LEARNERS,0K-09,SPEC ED,-,-,12:1:1,1,12,12,12,12,ATS
M,1,M378,SCHOOL FOR GLOBAL LEARNERS,MS CORE,GEN ED,ENGLISH,-,-,8,156,19.5,12,23,HSST
M,1,M378,SCHOOL FOR GLOBAL LEARNERS,MS CORE,GEN ED,SOCIAL STUDIES,-,-,9,159,17.7,6,23,HSST
M,1,M378,SCHOOL FOR GLOBAL LEARNERS,MS CORE,GEN ED,SCIENCE,-,-,4,78,19.5,12,23,HSST
M,1,M378,SCHOOL FOR GLOBAL LEARNERS,MS CORE,GEN ED,MATH,-,-,4,78,19.5,12,23,HSST
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 9,-,8,139,17.4,10,22,HSST
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,-,9,154,17.1,10,26,HSST
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,-,5,88,17.6,12,23,HSST
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,-,4,77,19.3,19,20,HSST
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,ENGLISH,OTHER,-,1,12,12,12,12,HSST
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,ENGLISH,MATCHED SECTIONS,-,-4,-55,-,-,-,HSST
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,3,32,10.7,10,12,HSST
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,4,77,19.3,19,20,HSST
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,5,92,18.4,12,26,HSST
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,SCIENCE,CHEMISTRY,-,6,152,25.3,17,33,HSST
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,SCIENCE,PHYSICS,-,1,23,23,23,23,HSST
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,SCIENCE,OTHER,-,1,12,12,12,12,HSST
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,MATH,ALGEBRA,-,14,207,14.8,10,21,HSST
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,MATH,GEOMETRY,-,8,134,16.8,11,23,HSST
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,MATH,OTHER,-,1,13,13,13,13,HSST
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,MATH,MATCHED SECTIONS,-,-2,-28,-,-,-,HSST
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,CTT,ALL SUBJECTS,ASSUMED TEAM TEACHING,-,3,83,-,-,-,HSST
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,06,GEN ED,-,-,-,5,49,9.8,7,11,ATS
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,06,CTT,-,-,-,2,13,6.5,6,7,ATS
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,07,GEN ED,-,-,-,6,50,8.3,6,10,ATS
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,07,CTT,-,-,-,2,17,8.5,8,9,ATS
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,08,GEN ED,-,-,-,7,64,9.1,5,14,ATS
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,08,CTT,-,-,-,2,18,9,8,10,ATS
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,MS CORE,GEN ED,ENGLISH,-,-,2,14,7,6,8,HSST
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,MS CORE,GEN ED,SOCIAL STUDIES,-,-,8,158,19.8,19,21,HSST
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,MS CORE,GEN ED,SCIENCE,-,-,24,399,16.6,13,22,HSST
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,MS CORE,GEN ED,MATH,-,-,30,462,15.4,9,22,HSST
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 9,-,8,156,19.5,18,22,HSST
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,-,8,165,20.6,19,23,HSST
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,-,4,82,20.5,19,22,HSST
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,-,4,69,17.3,13,22,HSST
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,8,162,20.3,17,22,HSST
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,8,175,21.9,19,24,HSST
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,4,81,20.3,16,23,HSST
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,3,70,23.3,21,25,HSST
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,8,179,22.4,21,24,HSST
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,GEN ED,SCIENCE,CHEMISTRY,-,4,78,19.5,14,24,HSST
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,GEN ED,SCIENCE,PHYSICS,-,8,168,21,19,23,HSST
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,GEN ED,MATH,ALGEBRA,-,8,158,19.8,17,22,HSST
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,GEN ED,MATH,GEOMETRY,-,8,187,23.4,22,25,HSST
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,GEN ED,MATH,OTHER,-,4,79,19.8,19,21,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,08,GEN ED,-,-,-,1,13,13,13,13,ATS
M,1,M509,MARTA VALLE SECONDARY SCHOOL,08,CTT,-,-,-,1,24,24,24,24,ATS
M,1,M509,MARTA VALLE SECONDARY SCHOOL,0K-09,SPEC ED,-,-,12:1,1,2,2,2,2,ATS
M,1,M509,MARTA VALLE SECONDARY SCHOOL,MS CORE,GEN ED,ENGLISH,-,-,2,32,16,8,24,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,MS CORE,GEN ED,SOCIAL STUDIES,-,-,2,37,18.5,13,24,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,MS CORE,GEN ED,SCIENCE,-,-,3,50,16.7,13,24,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,MS CORE,GEN ED,MATH,-,-,3,43,14.3,6,24,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 9,-,5,83,16.6,10,27,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,-,3,56,18.7,14,21,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,-,3,59,19.7,10,32,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,-,3,57,19,12,25,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,CTT,ENGLISH,ENGLISH 10,-,1,10,10,10,10,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,CTT,ENGLISH,ENGLISH 11,-,1,22,22,22,22,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 9,-,1,9,9,9,9,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 10,-,1,5,5,5,5,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,3,72,24,18,28,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,4,90,22.5,20,25,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,2,46,23,21,25,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,3,67,22.3,21,25,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,SOCIAL STUDIES,MATCHED SECTIONS,-,-2,-22,-,-,-,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 9,-,1,21,21,21,21,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 10,-,2,22,11,11,11,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,CTT,SOCIAL STUDIES,US HISTORY,-,1,20,20,20,20,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,1,8,8,8,8,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,10,222,22.2,15,34,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,5,95,19,17,23,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,SCIENCE,CHEMISTRY,-,2,28,14,14,14,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,SCIENCE,PHYSICS,-,2,44,22,22,22,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,CTT,SCIENCE,EARTH SCIENCE,-,1,23,23,23,23,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,SPEC ED,SCIENCE,LIVING ENVIRONMENT,-,2,10,5,5,5,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,SPEC ED,SCIENCE,EARTH SCIENCE,-,2,12,6,6,6,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,MATH,MATH A,-,1,16,16,16,16,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,MATH,MATH B,-,5,80,16,11,23,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,MATH,ALGEBRA,-,4,80,20,15,25,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,MATH,GEOMETRY,-,4,78,19.5,11,28,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,CTT,MATH,ALGEBRA,-,2,37,18.5,17,20,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,SPEC ED,MATH,ALGEBRA,-,1,9,9,9,9,HSST
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,CTT,ALL SUBJECTS,ASSUMED TEAM TEACHING,-,1,22,-,-,-,HSST
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 9,-,5,119,23.8,13,31,HSST
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,-,11,260,23.6,10,31,HSST
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,-,6,124,20.7,14,29,HSST
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,-,4,79,19.8,10,28,HSST
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,9,210,23.3,11,33,HSST
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,7,173,24.7,16,29,HSST
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,2,63,31.5,31,32,HSST
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,ECONOMICS,-,2,49,24.5,22,27,HSST
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,7,150,21.4,12,27,HSST
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,10,200,20,14,31,HSST
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,SCIENCE,CHEMISTRY,-,1,11,11,11,11,HSST
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,MATH,MATH A,-,3,85,28.3,20,33,HSST
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,MATH,MATH B,-,11,233,21.2,13,28,HSST
M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,09-12,GEN ED,MATH,ALGEBRA,-,6,130,21.7,13,34,HSST
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,0K,G&T,-,-,-,5,104,20.8,20,22,ATS
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,01,G&T,-,-,-,5,119,23.8,22,25,ATS
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,02,G&T,-,-,-,5,113,22.6,18,25,ATS
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,03,G&T,-,-,-,3,77,25.7,25,27,ATS
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,04,G&T,-,-,-,3,61,20.3,19,22,ATS
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,05,G&T,-,-,-,3,69,23,22,25,ATS
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,06,G&T,-,-,-,14,157,11.2,6,16,ATS
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,07,G&T,-,-,-,10,116,11.6,6,15,ATS
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,08,G&T,-,-,-,6,71,11.8,10,14,ATS
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09,G&T,-,-,-,8,177,22.1,19,25,ATS
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,MS CORE,GEN ED,ENGLISH,-,-,21,460,21.9,8,27,HSST
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,MS CORE,GEN ED,SOCIAL STUDIES,-,-,15,341,22.7,18,27,HSST
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,MS CORE,GEN ED,SCIENCE,-,-,23,525,22.8,13,31,HSST
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,MS CORE,GEN ED,MATH,-,-,15,341,22.7,13,29,HSST
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,ENGLISH,ENGLISH 9,-,8,179,22.4,14,33,HSST
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,ENGLISH,ENGLISH 10,-,7,161,23,15,32,HSST
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,ENGLISH,ENGLISH 11,-,2,31,15.5,14,17,HSST
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,ENGLISH,ENGLISH 12,-,2,46,23,14,32,HSST
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,7,178,25.4,15,32,HSST
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,7,152,21.7,12,32,HSST
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,1,23,23,23,23,HSST
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,1,23,23,23,23,HSST
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,SOCIAL STUDIES,ECONOMICS,-,1,24,24,24,24,HSST
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,2,44,22,22,22,HSST
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,SCIENCE,CHEMISTRY,-,8,194,24.3,23,25,HSST
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,SCIENCE,PHYSICS,-,20,472,23.6,19,29,HSST
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,MATH,MATH B,-,2,46,23,16,30,HSST
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,MATH,ALGEBRA,-,6,133,22.2,16,26,HSST
M,1,M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY,09-12,GEN ED,MATH,GEOMETRY,-,7,173,24.7,13,32,HSST
M,1,M650,CASCADES HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,-,1,22,22,22,22,HSST
M,1,M650,CASCADES HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,-,4,79,19.8,14,27,HSST
M,1,M650,CASCADES HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,-,6,127,21.2,12,26,HSST
M,1,M650,CASCADES HIGH SCHOOL,09-12,GEN ED,ENGLISH,MATCHED SECTIONS,-,-2,-28,-,-,-,HSST
M,1,M650,CASCADES HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,4,77,19.3,10,28,HSST
M,1,M650,CASCADES HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,4,80,20,17,25,HSST
M,1,M650,CASCADES HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,2,46,23,23,23,HSST
M,1,M650,CASCADES HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,ECONOMICS,-,2,44,22,18,26,HSST
M,1,M650,CASCADES HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,OTHER,-,2,39,19.5,12,27,HSST
M,1,M650,CASCADES HIGH SCHOOL,09-12,GEN ED,SCIENCE,CHEMISTRY,-,2,50,25,24,26,HSST
M,1,M650,CASCADES HIGH SCHOOL,09-12,GEN ED,SCIENCE,OTHER,-,4,95,23.8,16,29,HSST
M,1,M650,CASCADES HIGH SCHOOL,09-12,GEN ED,MATH,ALGEBRA,-,6,129,21.5,13,26,HSST
M,1,M650,CASCADES HIGH SCHOOL,09-12,GEN ED,MATH,GEOMETRY,-,2,54,27,26,28,HSST
M,1,M650,CASCADES HIGH SCHOOL,09-12,CTT,ALL SUBJECTS,ASSUMED TEAM TEACHING,-,1,28,-,-,-,HSST
M,1,M696,BARD HIGH SCHOOL EARLY COLLEGE,09-12,GEN ED,ENGLISH,ENGLISH 9,-,8,163,20.4,19,22,HSST
M,1,M696,BARD HIGH SCHOOL EARLY COLLEGE,09-12,GEN ED,ENGLISH,ENGLISH 10,-,8,148,18.5,15,21,HSST
M,1,M696,BARD HIGH SCHOOL EARLY COLLEGE,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,8,164,20.5,20,22,HSST
M,1,M696,BARD HIGH SCHOOL EARLY COLLEGE,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,8,147,18.4,15,22,HSST
M,1,M696,BARD HIGH SCHOOL EARLY COLLEGE,09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,4,92,23,23,23,HSST
M,1,M696,BARD HIGH SCHOOL EARLY COLLEGE,09-12,GEN ED,SCIENCE,CHEMISTRY,-,6,136,22.7,19,25,HSST
M,1,M696,BARD HIGH SCHOOL EARLY COLLEGE,09-12,GEN ED,SCIENCE,PHYSICS,-,16,346,21.6,19,23,HSST
M,1,M696,BARD HIGH SCHOOL EARLY COLLEGE,09-12,GEN ED,MATH,MATH A,-,6,122,20.3,18,22,HSST
M,1,M696,BARD HIGH SCHOOL EARLY COLLEGE,09-12,GEN ED,MATH,MATH B,-,5,100,20,19,21,HSST
M,1,M696,BARD HIGH SCHOOL EARLY COLLEGE,09-12,GEN ED,MATH,ALGEBRA,-,2,41,20.5,20,21,HSST
M,1,M839,TOMPKINS SQUARE MIDDLE SCHOOL,06,GEN ED,-,-,-,3,91,30.3,30,31,ATS
M,1,M839,TOMPKINS SQUARE MIDDLE SCHOOL,06,CTT,-,-,-,1,31,31,31,31,ATS
M,1,M839,TOMPKINS SQUARE MIDDLE SCHOOL,07,GEN ED,-,-,-,3,90,30,30,30,ATS
M,1,M839,TOMPKINS SQUARE MIDDLE SCHOOL,07,CTT,-,-,-,1,32,32,32,32,ATS
M,1,M839,TOMPKINS SQUARE MIDDLE SCHOOL,08,GEN ED,-,-,-,3,90,30,30,30,ATS
M,1,M839,TOMPKINS SQUARE MIDDLE SCHOOL,08,CTT,-,-,-,1,33,33,33,33,ATS
M,1,M839,TOMPKINS SQUARE MIDDLE SCHOOL,0K-09,SPEC ED,-,-,12:1,1,10,10,10,10,ATS
M,1,M839,TOMPKINS SQUARE MIDDLE SCHOOL,MS CORE,GEN ED,ENGLISH,-,-,1,75,75,75,75,ATS
M,1,M839,TOMPKINS SQUARE MIDDLE SCHOOL,MS CORE,GEN ED,SOCIAL STUDIES,-,-,1,75,75,75,75,ATS
M,1,M839,TOMPKINS SQUARE MIDDLE SCHOOL,MS CORE,GEN ED,SCIENCE,-,-,1,75,75,75,75,ATS
M,1,M839,TOMPKINS SQUARE MIDDLE SCHOOL,MS CORE,GEN ED,MATH,-,-,1,75,75,75,75,ATS
M,2,M001,P.S. 001 ALFRED E. SMITH,0K,GEN ED,-,-,-,4,77,19.3,18,20,ATS
M,2,M001,P.S. 001 ALFRED E. SMITH,01,GEN ED,-,-,-,4,75,18.8,18,20,ATS
M,2,M001,P.S. 001 ALFRED E. SMITH,02,GEN ED,-,-,-,4,67,16.8,15,18,ATS
M,2,M001,P.S. 001 ALFRED E. SMITH,03,GEN ED,-,-,-,5,90,18,18,18,ATS
M,2,M001,P.S. 001 ALFRED E. SMITH,04,GEN ED,-,-,-,3,67,22.3,21,24,ATS
M,2,M001,P.S. 001 ALFRED E. SMITH,05,GEN ED,-,-,-,4,81,20.3,20,21,ATS
M,2,M001,P.S. 001 ALFRED E. SMITH,0K-09,SPEC ED,-,-,12:1:1,2,22,11,10,12,ATS
M,2,M002,P.S. 002 MEYER LONDON,0K,GEN ED,-,-,-,5,100,20,19,22,ATS
M,2,M002,P.S. 002 MEYER LONDON,0K,CTT,-,-,-,1,19,19,19,19,ATS
